run_id,N_params_B,D_tokens_B,C_FLOPs_1e21,steps,batch_tokens_M,lr,wd,precision,gpu_days,step_time_ms,train_loss,val_loss,ppl,grad_norm_avg
cerebras_0.111B,0.111,344.000,0.229141,24000,14.3,6e-4,0.1,bf16,,,4.1204,4.0985,60.25,
cerebras_0.111B,0.111,358.000,0.238689,25000,14.3,6e-4,0.1,bf16,,,4.1116,4.0932,59.93,
cerebras_0.111B,0.111,373.000,0.248236,26000,14.3,6e-4,0.1,bf16,,,4.0762,4.0662,58.34,
cerebras_0.111B,0.111,387.000,0.257784,27000,14.3,6e-4,0.1,bf16,,,4.0537,4.0280,56.15,
cerebras_0.111B,0.111,401.000,0.267331,28000,14.3,6e-4,0.1,bf16,,,4.0240,3.9989,54.54,
cerebras_0.111B,0.111,416.000,0.276879,29000,14.3,6e-4,0.1,bf16,,,4.0436,4.0339,56.48,
cerebras_0.111B,0.111,430.000,0.286427,30000,14.3,6e-4,0.1,bf16,,,4.0418,4.0147,55.40,
cerebras_0.111B,0.111,444.000,0.295974,31000,14.3,6e-4,0.1,bf16,,,4.0177,4.0021,54.71,
cerebras_0.111B,0.111,459.000,0.305522,32000,14.3,6e-4,0.1,bf16,,,4.0060,3.9840,53.73,
cerebras_0.111B,0.111,473.000,0.315069,33000,14.3,6e-4,0.1,bf16,,,3.9717,3.9569,52.30,
cerebras_0.111B,0.111,487.000,0.324617,34000,14.3,6e-4,0.1,bf16,,,3.9761,3.9615,52.54,
cerebras_0.111B,0.111,502.000,0.334164,35000,14.3,6e-4,0.1,bf16,,,3.9678,3.9469,51.77,
cerebras_0.111B,0.111,516.000,0.343712,36000,14.3,6e-4,0.1,bf16,,,3.9481,3.9270,50.75,
cerebras_0.111B,0.111,530.000,0.353259,37000,14.3,6e-4,0.1,bf16,,,3.9431,3.9224,50.52,
cerebras_0.111B,0.111,545.000,0.362807,38000,14.3,6e-4,0.1,bf16,,,3.9364,3.9095,49.87,
cerebras_0.111B,0.111,559.000,0.372355,39000,14.3,6e-4,0.1,bf16,,,3.9169,3.8948,49.14,
cerebras_0.111B,0.111,573.000,0.381902,40000,14.3,6e-4,0.1,bf16,,,3.9083,3.8842,48.63,
cerebras_0.111B,0.111,588.000,0.391450,41000,14.3,6e-4,0.1,bf16,,,3.9023,3.8751,48.19,
cerebras_0.111B,0.111,602.000,0.400997,42000,14.3,6e-4,0.1,bf16,,,3.8858,3.8797,48.41,
cerebras_0.111B,0.111,616.000,0.410545,43000,14.3,6e-4,0.1,bf16,,,3.9055,3.8736,48.12,
cerebras_0.111B,0.111,631.000,0.420092,44000,14.3,6e-4,0.1,bf16,,,3.8834,3.8393,46.49,
cerebras_0.111B,0.111,645.000,0.429640,45000,14.3,6e-4,0.1,bf16,,,3.8675,3.8422,46.63,
cerebras_0.111B,0.111,659.000,0.439187,46000,14.3,6e-4,0.1,bf16,,,3.8642,3.8504,47.01,
cerebras_0.111B,0.111,674.000,0.448735,47000,14.3,6e-4,0.1,bf16,,,3.8266,3.8098,45.14,
cerebras_0.111B,0.111,688.000,0.458283,48000,14.3,6e-4,0.1,bf16,,,3.8403,3.8163,45.44,
cerebras_0.111B,0.111,702.000,0.467830,49000,14.3,6e-4,0.1,bf16,,,3.8515,3.8145,45.35,
cerebras_0.111B,0.111,717.000,0.477378,50000,14.3,6e-4,0.1,bf16,,,3.7978,3.7898,44.25,
cerebras_0.111B,0.111,731.000,0.486925,51000,14.3,6e-4,0.1,bf16,,,3.8145,3.7948,44.47,
cerebras_0.111B,0.111,745.000,0.496473,52000,14.3,6e-4,0.1,bf16,,,3.7894,3.7830,43.95,
cerebras_0.111B,0.111,760.000,0.506020,53000,14.3,6e-4,0.1,bf16,,,3.8108,3.7843,44.00,
cerebras_0.111B,0.111,774.000,0.515568,54000,14.3,6e-4,0.1,bf16,,,3.8136,3.7664,43.23,
cerebras_0.111B,0.111,788.000,0.525115,55000,14.3,6e-4,0.1,bf16,,,3.7797,3.7494,42.50,
cerebras_0.111B,0.111,803.000,0.534663,56000,14.3,6e-4,0.1,bf16,,,3.7611,3.7496,42.51,
cerebras_0.111B,0.111,817.000,0.544210,57000,14.3,6e-4,0.1,bf16,,,3.7668,3.7365,41.95,
cerebras_0.111B,0.111,831.000,0.553758,58000,14.3,6e-4,0.1,bf16,,,3.7516,3.7364,41.95,
cerebras_0.111B,0.111,846.000,0.563306,59000,14.3,6e-4,0.1,bf16,,,3.7568,3.7325,41.78,
cerebras_0.111B,0.111,860.000,0.572853,60000,14.3,6e-4,0.1,bf16,,,3.7677,3.7441,42.27,
cerebras_0.111B,0.111,874.000,0.582401,61000,14.3,6e-4,0.1,bf16,,,3.7733,3.7393,42.07,
cerebras_0.111B,0.111,889.000,0.591948,62000,14.3,6e-4,0.1,bf16,,,3.7385,3.7148,41.05,
cerebras_0.111B,0.111,903.000,0.601496,63000,14.3,6e-4,0.1,bf16,,,3.7519,3.7239,41.42,
cerebras_0.111B,0.111,917.000,0.611043,64000,14.3,6e-4,0.1,bf16,,,3.7462,3.7098,40.84,
cerebras_0.111B,0.111,932.000,0.620591,65000,14.3,6e-4,0.1,bf16,,,3.7191,3.7005,40.47,
cerebras_0.111B,0.111,946.000,0.630138,66000,14.3,6e-4,0.1,bf16,,,3.7210,3.7018,40.52,
cerebras_0.111B,0.111,960.000,0.639686,67000,14.3,6e-4,0.1,bf16,,,3.7133,3.6815,39.70,
cerebras_0.111B,0.111,975.000,0.649234,68000,14.3,6e-4,0.1,bf16,,,3.7185,3.6878,39.96,
cerebras_0.111B,0.111,989.000,0.658781,69000,14.3,6e-4,0.1,bf16,,,3.7046,3.6956,40.27,
cerebras_0.111B,0.111,1003.000,0.668329,70000,14.3,6e-4,0.1,bf16,,,3.7001,3.6837,39.79,
cerebras_0.111B,0.111,1018.000,0.677876,71000,14.3,6e-4,0.1,bf16,,,3.7031,3.6756,39.47,
cerebras_0.111B,0.111,1032.000,0.687424,72000,14.3,6e-4,0.1,bf16,,,3.6717,3.6601,38.87,
cerebras_0.111B,0.111,1047.000,0.696971,73000,14.3,6e-4,0.1,bf16,,,3.6815,3.6633,38.99,
cerebras_0.111B,0.111,1061.000,0.706519,74000,14.3,6e-4,0.1,bf16,,,3.6776,3.6530,38.59,
cerebras_0.111B,0.111,1075.000,0.716066,75000,14.3,6e-4,0.1,bf16,,,3.6784,3.6523,38.56,
cerebras_0.111B,0.111,1090.000,0.725614,76000,14.3,6e-4,0.1,bf16,,,3.6710,3.6565,38.72,
cerebras_0.111B,0.111,1104.000,0.735162,77000,14.3,6e-4,0.1,bf16,,,3.6637,3.6394,38.07,
cerebras_0.111B,0.111,1118.000,0.744709,78000,14.3,6e-4,0.1,bf16,,,3.6662,3.6433,38.22,
cerebras_0.111B,0.111,1133.000,0.754257,79000,14.3,6e-4,0.1,bf16,,,3.6884,3.6521,38.56,
cerebras_0.111B,0.111,1147.000,0.763804,80000,14.3,6e-4,0.1,bf16,,,3.6360,3.6144,37.13,
cerebras_0.111B,0.111,1161.000,0.773352,81000,14.3,6e-4,0.1,bf16,,,3.6369,3.6255,37.54,
cerebras_0.111B,0.111,1176.000,0.782899,82000,14.3,6e-4,0.1,bf16,,,3.6058,3.6066,36.84,
cerebras_0.111B,0.111,1190.000,0.792447,83000,14.3,6e-4,0.1,bf16,,,3.6328,3.6165,37.21,
cerebras_0.111B,0.111,1204.000,0.801994,84000,14.3,6e-4,0.1,bf16,,,3.6355,3.6178,37.26,
cerebras_0.111B,0.111,1219.000,0.811542,85000,14.3,6e-4,0.1,bf16,,,3.6512,3.6195,37.32,
cerebras_0.111B,0.111,1233.000,0.821090,86000,14.3,6e-4,0.1,bf16,,,3.6150,3.6000,36.60,
cerebras_0.111B,0.111,1247.000,0.830637,87000,14.3,6e-4,0.1,bf16,,,3.6297,3.6177,37.25,
cerebras_0.111B,0.111,1262.000,0.840185,88000,14.3,6e-4,0.1,bf16,,,3.6590,3.6181,37.27,
cerebras_0.111B,0.111,1276.000,0.849732,89000,14.3,6e-4,0.1,bf16,,,3.6141,3.5926,36.33,
cerebras_0.111B,0.111,1290.000,0.859280,90000,14.3,6e-4,0.1,bf16,,,3.6050,3.5969,36.48,
cerebras_0.111B,0.111,1305.000,0.868827,91000,14.3,6e-4,0.1,bf16,,,3.6102,3.6110,37.00,
cerebras_0.111B,0.111,1319.000,0.878375,92000,14.3,6e-4,0.1,bf16,,,3.6018,3.5849,36.05,
cerebras_0.111B,0.111,1333.000,0.887922,93000,14.3,6e-4,0.1,bf16,,,3.6246,3.6034,36.72,
cerebras_0.111B,0.111,1348.000,0.897470,94000,14.3,6e-4,0.1,bf16,,,3.5887,3.5631,35.27,
cerebras_0.111B,0.111,1362.000,0.907017,95000,14.3,6e-4,0.1,bf16,,,3.6117,3.5785,35.82,
cerebras_0.111B,0.111,1376.000,0.916565,96000,14.3,6e-4,0.1,bf16,,,3.5834,3.5532,34.92,
cerebras_0.111B,0.111,1391.000,0.926113,97000,14.3,6e-4,0.1,bf16,,,3.5938,3.5800,35.87,
cerebras_0.111B,0.111,1405.000,0.935660,98000,14.3,6e-4,0.1,bf16,,,3.5691,3.5553,35.00,
cerebras_0.111B,0.111,1419.000,0.945208,99000,14.3,6e-4,0.1,bf16,,,3.6018,3.5734,35.64,
cerebras_0.111B,0.111,1434.000,0.954755,100000,14.3,6e-4,0.1,bf16,,,3.5827,3.5537,34.94,
cerebras_0.111B,0.111,1448.000,0.964303,101000,14.3,6e-4,0.1,bf16,,,3.5865,3.5694,35.49,
cerebras_0.111B,0.111,1462.000,0.973850,102000,14.3,6e-4,0.1,bf16,,,3.5813,3.5651,35.34,
cerebras_0.111B,0.111,1477.000,0.983398,103000,14.3,6e-4,0.1,bf16,,,3.5645,3.5457,34.66,
cerebras_0.111B,0.111,1491.000,0.992945,104000,14.3,6e-4,0.1,bf16,,,3.5491,3.5496,34.80,
cerebras_0.111B,0.111,1505.000,1.002493,105000,14.3,6e-4,0.1,bf16,,,3.5288,3.5322,34.20,
cerebras_0.111B,0.111,1520.000,1.012041,106000,14.3,6e-4,0.1,bf16,,,3.5799,3.5472,34.72,
cerebras_0.111B,0.111,1534.000,1.021588,107000,14.3,6e-4,0.1,bf16,,,3.5534,3.5530,34.92,
cerebras_0.111B,0.111,1548.000,1.031136,108000,14.3,6e-4,0.1,bf16,,,3.5434,3.5352,34.30,
cerebras_0.111B,0.111,1563.000,1.040683,109000,14.3,6e-4,0.1,bf16,,,3.5318,3.5175,33.70,
cerebras_0.111B,0.111,1577.000,1.050231,110000,14.3,6e-4,0.1,bf16,,,3.5557,3.5153,33.62,
cerebras_0.111B,0.111,1591.000,1.059778,111000,14.3,6e-4,0.1,bf16,,,3.5206,3.5106,33.47,
cerebras_0.111B,0.111,1606.000,1.069326,112000,14.3,6e-4,0.1,bf16,,,3.5421,3.5216,33.84,
cerebras_0.111B,0.111,1620.000,1.078873,113000,14.3,6e-4,0.1,bf16,,,3.5290,3.5210,33.82,
cerebras_0.111B,0.111,1634.000,1.088421,114000,14.3,6e-4,0.1,bf16,,,3.5432,3.5206,33.81,
cerebras_0.111B,0.111,1649.000,1.097969,115000,14.3,6e-4,0.1,bf16,,,3.5410,3.5229,33.88,
cerebras_0.111B,0.111,1663.000,1.107516,116000,14.3,6e-4,0.1,bf16,,,3.5284,3.5229,33.88,
cerebras_0.111B,0.111,1677.000,1.117064,117000,14.3,6e-4,0.1,bf16,,,3.5524,3.5240,33.92,
cerebras_0.111B,0.111,1692.000,1.126611,118000,14.3,6e-4,0.1,bf16,,,3.5357,3.5111,33.49,
cerebras_0.111B,0.111,1706.000,1.136159,119000,14.3,6e-4,0.1,bf16,,,3.5439,3.5154,33.63,
cerebras_0.111B,0.111,1720.000,1.145706,120000,14.3,6e-4,0.1,bf16,,,3.5227,3.4917,32.84,
cerebras_0.111B,0.111,1735.000,1.155254,121000,14.3,6e-4,0.1,bf16,,,3.5341,3.5025,33.20,
cerebras_0.111B,0.111,1749.000,1.164801,122000,14.3,6e-4,0.1,bf16,,,3.5121,3.5020,33.18,
cerebras_0.111B,0.111,1763.000,1.174349,123000,14.3,6e-4,0.1,bf16,,,3.5081,3.4839,32.59,
cerebras_0.111B,0.111,1778.000,1.183897,124000,14.3,6e-4,0.1,bf16,,,3.5094,3.5044,33.26,
cerebras_0.111B,0.111,1792.000,1.193444,125000,14.3,6e-4,0.1,bf16,,,3.5175,3.4870,32.69,
cerebras_0.111B,0.111,1806.000,1.202992,126000,14.3,6e-4,0.1,bf16,,,3.5222,3.4845,32.60,
cerebras_0.111B,0.111,1821.000,1.212539,127000,14.3,6e-4,0.1,bf16,,,3.5251,3.4930,32.88,
cerebras_0.111B,0.111,1835.000,1.222087,128000,14.3,6e-4,0.1,bf16,,,3.5148,3.4765,32.35,
cerebras_0.111B,0.111,1849.000,1.231634,129000,14.3,6e-4,0.1,bf16,,,3.5134,3.4894,32.77,
cerebras_0.111B,0.111,1864.000,1.241182,130000,14.3,6e-4,0.1,bf16,,,3.5107,3.4875,32.70,
cerebras_0.111B,0.111,1878.000,1.250729,131000,14.3,6e-4,0.1,bf16,,,3.5112,3.4917,32.84,
cerebras_0.111B,0.111,1892.000,1.260277,132000,14.3,6e-4,0.1,bf16,,,3.4913,3.4726,32.22,
cerebras_0.111B,0.111,1907.000,1.269824,133000,14.3,6e-4,0.1,bf16,,,3.4968,3.4755,32.31,
cerebras_0.111B,0.111,1921.000,1.279372,134000,14.3,6e-4,0.1,bf16,,,3.4833,3.4517,31.55,
cerebras_0.111B,0.111,1935.000,1.288920,135000,14.3,6e-4,0.1,bf16,,,3.4746,3.4589,31.78,
cerebras_0.111B,0.111,1950.000,1.298467,136000,14.3,6e-4,0.1,bf16,,,3.4911,3.4629,31.91,
cerebras_0.111B,0.111,1964.000,1.308015,137000,14.3,6e-4,0.1,bf16,,,3.4491,3.4425,31.27,
cerebras_0.111B,0.111,1978.000,1.317562,138000,14.3,6e-4,0.1,bf16,,,3.5210,3.4873,32.70,
cerebras_0.111B,0.111,1993.000,1.327110,139000,14.3,6e-4,0.1,bf16,,,3.4960,3.4783,32.40,
cerebras_0.111B,0.111,2007.000,1.336657,140000,14.3,6e-4,0.1,bf16,,,3.4894,3.4710,32.17,
cerebras_0.111B,0.111,2021.000,1.346205,141000,14.3,6e-4,0.1,bf16,,,3.4537,3.4516,31.55,
cerebras_0.111B,0.111,2036.000,1.355752,142000,14.3,6e-4,0.1,bf16,,,3.4709,3.4533,31.60,
cerebras_0.111B,0.111,2050.000,1.365300,143000,14.3,6e-4,0.1,bf16,,,3.4398,3.4291,30.85,
cerebras_0.111B,0.111,2050.000,1.365300,144000,14.3,6e-4,0.1,bf16,,,3.4578,3.4490,31.47,
cerebras_0.111B,0.111,2050.000,1.365300,145000,14.3,6e-4,0.1,bf16,,,3.4769,3.4599,31.81,
cerebras_0.111B,0.111,2050.000,1.365300,146000,14.3,6e-4,0.1,bf16,,,3.4875,3.4553,31.67,
cerebras_0.111B,0.111,2050.000,1.365300,147000,14.3,6e-4,0.1,bf16,,,3.4626,3.4559,31.69,
cerebras_0.256B,0.256,14.000,0.022020,1000,14.3,6e-4,0.1,bf16,,,6.3497,6.3352,564.10,
cerebras_0.256B,0.256,29.000,0.044039,2000,14.3,6e-4,0.1,bf16,,,5.5949,5.5767,264.19,
cerebras_0.256B,0.256,43.000,0.066059,3000,14.3,6e-4,0.1,bf16,,,5.2766,5.2522,190.99,
cerebras_0.256B,0.256,57.000,0.088078,4000,14.3,6e-4,0.1,bf16,,,5.0095,4.9889,146.78,
cerebras_0.256B,0.256,72.000,0.110098,5000,14.3,6e-4,0.1,bf16,,,4.8745,4.8609,129.14,
cerebras_0.256B,0.256,86.000,0.132117,6000,14.3,6e-4,0.1,bf16,,,4.7385,4.7174,111.88,
cerebras_0.256B,0.256,100.000,0.154137,7000,14.3,6e-4,0.1,bf16,,,4.6473,4.6157,101.06,
cerebras_0.256B,0.256,115.000,0.176157,8000,14.3,6e-4,0.1,bf16,,,4.5360,4.5286,92.63,
cerebras_0.256B,0.256,129.000,0.198176,9000,14.3,6e-4,0.1,bf16,,,4.4615,4.4388,84.67,
cerebras_0.256B,0.256,143.000,0.220196,10000,14.3,6e-4,0.1,bf16,,,4.3830,4.3626,78.46,
cerebras_0.256B,0.256,158.000,0.242215,11000,14.3,6e-4,0.1,bf16,,,4.3593,4.3339,76.24,
cerebras_0.256B,0.256,172.000,0.264235,12000,14.3,6e-4,0.1,bf16,,,4.2986,4.2775,72.06,
cerebras_0.256B,0.256,186.000,0.286255,13000,14.3,6e-4,0.1,bf16,,,4.2408,4.2283,68.60,
cerebras_0.256B,0.256,201.000,0.308274,14000,14.3,6e-4,0.1,bf16,,,4.2236,4.2090,67.29,
cerebras_0.256B,0.256,215.000,0.330294,15000,14.3,6e-4,0.1,bf16,,,4.1957,4.1641,64.33,
cerebras_0.256B,0.256,229.000,0.352313,16000,14.3,6e-4,0.1,bf16,,,4.1811,4.1461,63.19,
cerebras_0.256B,0.256,244.000,0.374333,17000,14.3,6e-4,0.1,bf16,,,4.0915,4.0865,59.53,
cerebras_0.256B,0.256,258.000,0.396352,18000,14.3,6e-4,0.1,bf16,,,4.0767,4.0612,58.04,
cerebras_0.256B,0.256,272.000,0.418372,19000,14.3,6e-4,0.1,bf16,,,4.0543,4.0367,56.64,
cerebras_0.256B,0.256,287.000,0.440392,20000,14.3,6e-4,0.1,bf16,,,4.0123,4.0105,55.18,
cerebras_0.256B,0.256,301.000,0.462411,21000,14.3,6e-4,0.1,bf16,,,4.0315,3.9922,54.17,
cerebras_0.256B,0.256,315.000,0.484431,22000,14.3,6e-4,0.1,bf16,,,4.0136,3.9872,53.91,
cerebras_0.256B,0.256,330.000,0.506450,23000,14.3,6e-4,0.1,bf16,,,3.9656,3.9532,52.10,
cerebras_0.256B,0.256,344.000,0.528470,24000,14.3,6e-4,0.1,bf16,,,3.9619,3.9191,50.36,
cerebras_0.256B,0.256,358.000,0.550490,25000,14.3,6e-4,0.1,bf16,,,3.9429,3.9095,49.87,
cerebras_0.256B,0.256,373.000,0.572509,26000,14.3,6e-4,0.1,bf16,,,3.9149,3.8888,48.85,
cerebras_0.256B,0.256,387.000,0.594529,27000,14.3,6e-4,0.1,bf16,,,3.9068,3.8797,48.41,
cerebras_0.256B,0.256,401.000,0.616548,28000,14.3,6e-4,0.1,bf16,,,3.8598,3.8418,46.61,
cerebras_0.256B,0.256,416.000,0.638568,29000,14.3,6e-4,0.1,bf16,,,3.8838,3.8636,47.64,
cerebras_0.256B,0.256,430.000,0.660587,30000,14.3,6e-4,0.1,bf16,,,3.8568,3.8376,46.42,
cerebras_0.256B,0.256,444.000,0.682607,31000,14.3,6e-4,0.1,bf16,,,3.8072,3.7951,44.48,
cerebras_0.256B,0.256,459.000,0.704627,32000,14.3,6e-4,0.1,bf16,,,3.7798,3.7779,43.73,
cerebras_0.256B,0.256,473.000,0.726646,33000,14.3,6e-4,0.1,bf16,,,3.7910,3.7783,43.74,
cerebras_0.256B,0.256,487.000,0.748666,34000,14.3,6e-4,0.1,bf16,,,3.7655,3.7533,42.66,
cerebras_0.256B,0.256,502.000,0.770685,35000,14.3,6e-4,0.1,bf16,,,3.7754,3.7502,42.53,
cerebras_0.256B,0.256,516.000,0.792705,36000,14.3,6e-4,0.1,bf16,,,3.7725,3.7510,42.56,
cerebras_0.256B,0.256,530.000,0.814724,37000,14.3,6e-4,0.1,bf16,,,3.7660,3.7451,42.31,
cerebras_0.256B,0.256,545.000,0.836744,38000,14.3,6e-4,0.1,bf16,,,3.7355,3.7255,41.49,
cerebras_0.256B,0.256,559.000,0.858764,39000,14.3,6e-4,0.1,bf16,,,3.7237,3.7042,40.62,
cerebras_0.256B,0.256,573.000,0.880783,40000,14.3,6e-4,0.1,bf16,,,3.7353,3.6973,40.34,
cerebras_0.256B,0.256,588.000,0.902803,41000,14.3,6e-4,0.1,bf16,,,3.7253,3.6983,40.38,
cerebras_0.256B,0.256,602.000,0.924822,42000,14.3,6e-4,0.1,bf16,,,3.7046,3.6804,39.66,
cerebras_0.256B,0.256,616.000,0.946842,43000,14.3,6e-4,0.1,bf16,,,3.7031,3.6897,40.03,
cerebras_0.256B,0.256,631.000,0.968862,44000,14.3,6e-4,0.1,bf16,,,3.6826,3.6772,39.54,
cerebras_0.256B,0.256,645.000,0.990881,45000,14.3,6e-4,0.1,bf16,,,3.6915,3.6611,38.90,
cerebras_0.256B,0.256,659.000,1.012901,46000,14.3,6e-4,0.1,bf16,,,3.6868,3.6571,38.75,
cerebras_0.256B,0.256,674.000,1.034920,47000,14.3,6e-4,0.1,bf16,,,3.6388,3.6220,37.41,
cerebras_0.256B,0.256,688.000,1.056940,48000,14.3,6e-4,0.1,bf16,,,3.6783,3.6474,38.38,
cerebras_0.256B,0.256,702.000,1.078959,49000,14.3,6e-4,0.1,bf16,,,3.6279,3.6151,37.15,
cerebras_0.256B,0.256,717.000,1.100979,50000,14.3,6e-4,0.1,bf16,,,3.6382,3.6191,37.30,
cerebras_0.256B,0.256,731.000,1.122999,51000,14.3,6e-4,0.1,bf16,,,3.6174,3.6045,36.76,
cerebras_0.256B,0.256,745.000,1.145018,52000,14.3,6e-4,0.1,bf16,,,3.6309,3.6023,36.68,
cerebras_0.256B,0.256,760.000,1.167038,53000,14.3,6e-4,0.1,bf16,,,3.6193,3.5921,36.31,
cerebras_0.256B,0.256,774.000,1.189057,54000,14.3,6e-4,0.1,bf16,,,3.6321,3.5851,36.06,
cerebras_0.256B,0.256,788.000,1.211077,55000,14.3,6e-4,0.1,bf16,,,3.6195,3.5854,36.07,
cerebras_0.256B,0.256,803.000,1.233097,56000,14.3,6e-4,0.1,bf16,,,3.5675,3.5539,34.95,
cerebras_0.256B,0.256,817.000,1.255116,57000,14.3,6e-4,0.1,bf16,,,3.5751,3.5631,35.27,
cerebras_0.256B,0.256,831.000,1.277136,58000,14.3,6e-4,0.1,bf16,,,3.5521,3.5356,34.31,
cerebras_0.256B,0.256,846.000,1.299155,59000,14.3,6e-4,0.1,bf16,,,3.5941,3.5695,35.50,
cerebras_0.256B,0.256,860.000,1.321175,60000,14.3,6e-4,0.1,bf16,,,3.5822,3.5519,34.88,
cerebras_0.256B,0.256,874.000,1.343194,61000,14.3,6e-4,0.1,bf16,,,3.5698,3.5381,34.40,
cerebras_0.256B,0.256,889.000,1.365214,62000,14.3,6e-4,0.1,bf16,,,3.5624,3.5355,34.31,
cerebras_0.256B,0.256,903.000,1.387234,63000,14.3,6e-4,0.1,bf16,,,3.5390,3.5182,33.72,
cerebras_0.256B,0.256,917.000,1.409253,64000,14.3,6e-4,0.1,bf16,,,3.5401,3.5273,34.03,
cerebras_0.256B,0.256,932.000,1.431273,65000,14.3,6e-4,0.1,bf16,,,3.5102,3.5062,33.32,
cerebras_0.256B,0.256,946.000,1.453292,66000,14.3,6e-4,0.1,bf16,,,3.5389,3.5165,33.67,
cerebras_0.256B,0.256,960.000,1.475312,67000,14.3,6e-4,0.1,bf16,,,3.5421,3.5163,33.66,
cerebras_0.256B,0.256,975.000,1.497331,68000,14.3,6e-4,0.1,bf16,,,3.5454,3.5221,33.86,
cerebras_0.256B,0.256,989.000,1.519351,69000,14.3,6e-4,0.1,bf16,,,3.5293,3.5056,33.30,
cerebras_0.256B,0.256,1003.000,1.541371,70000,14.3,6e-4,0.1,bf16,,,3.5086,3.4931,32.89,
cerebras_0.256B,0.256,1018.000,1.563390,71000,14.3,6e-4,0.1,bf16,,,3.5141,3.4933,32.89,
cerebras_0.256B,0.256,1032.000,1.585410,72000,14.3,6e-4,0.1,bf16,,,3.4929,3.4711,32.17,
cerebras_0.256B,0.256,1047.000,1.607429,73000,14.3,6e-4,0.1,bf16,,,3.4879,3.4659,32.01,
cerebras_0.256B,0.256,1061.000,1.629449,74000,14.3,6e-4,0.1,bf16,,,3.5112,3.4839,32.59,
cerebras_0.256B,0.256,1075.000,1.651469,75000,14.3,6e-4,0.1,bf16,,,3.4593,3.4539,31.62,
cerebras_0.256B,0.256,1090.000,1.673488,76000,14.3,6e-4,0.1,bf16,,,3.4545,3.4381,31.13,
cerebras_0.256B,0.256,1104.000,1.695508,77000,14.3,6e-4,0.1,bf16,,,3.4602,3.4586,31.77,
cerebras_0.256B,0.256,1118.000,1.717527,78000,14.3,6e-4,0.1,bf16,,,3.4501,3.4478,31.43,
cerebras_0.256B,0.256,1133.000,1.739547,79000,14.3,6e-4,0.1,bf16,,,3.4750,3.4434,31.29,
cerebras_0.256B,0.256,1147.000,1.761566,80000,14.3,6e-4,0.1,bf16,,,3.4834,3.4474,31.42,
cerebras_0.256B,0.256,1161.000,1.783586,81000,14.3,6e-4,0.1,bf16,,,3.4643,3.4489,31.47,
