index,Q_mix_partial,covered_share,set
360,0.728415964245291,0.9790209790209792,train_1M
361,0.6030484392819633,0.835,train_1M
362,0.6910867347112415,0.9549549549549549,train_1M
363,0.5674352190938593,0.7334669338677353,train_1M
364,0.01135204681486918,0.015015015015015013,train_1M
365,0.11899245046458827,0.163,train_1M
366,0.6693987434916362,0.9129129129129128,train_1M
367,0.44274204881573126,0.6026026026026026,train_1M
368,0.365727723263889,0.5004995004995005,train_1M
369,0.3170365521343043,0.439,train_1M
370,0.6410366489625059,0.8968968968968967,train_1M
371,0.2634476712009411,0.33299999999999996,train_1M
372,0.07264599107696453,0.09809809809809811,train_1M
373,0.31391790668979713,0.418,train_1M
374,0.39335319414556474,0.5465465465465466,train_1M
375,0.4024556237425115,0.541,train_1M
376,0.09845828548876241,0.12100000000000001,train_1M
377,0.05458410798219214,0.07007007007007006,train_1M
378,0.7128086734093112,0.986,train_1M
379,0.5272431794378503,0.6926926926926926,train_1M
380,0.540846497015535,0.886,train_1M
381,0.4853621073389355,0.6933867735470942,train_1M
382,0.15259246645551283,0.2842842842842843,train_1M
383,0.6202497753590335,0.8588588588588588,train_1M
384,0.29832537137913756,0.415,train_1M
385,0.2782872125105453,0.3733733733733734,train_1M
386,0.0,0.0,train_1M
387,0.49339734982392497,0.9248496993987976,train_1M
388,0.6298897841533123,0.8380000000000001,train_1M
389,0.7497057039693564,0.998,train_1M
390,0.07553798730827105,0.1277445109780439,train_1M
391,0.012091902888264087,0.016,train_1M
392,0.5708477615159124,0.7737737737737738,train_1M
393,0.5192333860650463,0.7349999999999999,train_1M
394,0.015169308334010867,0.02,train_1M
395,0.10935600765949512,0.17900000000000005,train_1M
396,0.6184787361121682,0.7782217782217783,train_1M
397,0.47288747711857637,0.678,train_1M
398,0.3952638704554553,0.5050100200400801,train_1M
399,0.36180479110494324,0.44555444555444557,train_1M
400,0.5116859193592026,0.69,train_1M
401,0.24765377248131953,0.3423423423423423,train_1M
402,0.5677295286428639,0.7775551102204408,train_1M
403,0.5523433738042616,0.7444889779559117,train_1M
404,0.47205191859887713,0.619,train_1M
405,0.08597774304641437,0.16116116116116116,train_1M
406,0.06408880030976495,0.11888111888111887,train_1M
407,0.20912671849965178,0.27354709418837675,train_1M
408,0.6407995517228297,0.8911088911088912,train_1M
409,0.32877885785636574,0.439,train_1M
410,0.021944696008880386,0.028999999999999998,train_1M
411,0.17119723441385354,0.2324649298597194,train_1M
412,0.7702078432814347,0.943943943943944,train_1M
413,0.40031881603428426,0.5325325325325325,train_1M
414,0.34962399551347956,0.46699999999999997,train_1M
415,0.14614465177005762,0.218436873747495,train_1M
416,0.2933532098461,0.39560439560439553,train_1M
417,0.6655287318650215,0.8737474949899798,train_1M
418,0.773727445099614,0.9429429429429428,train_1M
419,0.5486589203199027,0.7542457542457542,train_1M
420,0.3813069265674312,0.529,train_1M
421,0.7538437315482936,0.9690000000000001,train_1M
422,0.5521888036518973,0.7819999999999998,train_1M
423,0.5891541113501433,0.8320000000000001,train_1M
424,0.2945763410726654,0.39078156312625245,train_1M
425,0.5543083324423522,0.7645290581162323,train_1M
426,0.012598279241527784,0.016983016983016984,train_1M
427,0.06602544422165639,0.1032064128256513,train_1M
428,0.16530105030534276,0.3,train_1M
429,0.6090302687923235,0.998,train_1M
430,0.5131638360280105,0.6846846846846847,train_1M
431,0.4897040871594361,0.6473526473526474,train_1M
432,0.0016004676764602725,0.003,train_1M
433,0.6210242950891017,0.829,train_1M
434,0.6799398415575808,0.8859999999999999,train_1M
435,0.0007657227131913106,0.001,train_1M
436,0.16689148142022667,0.26673326673326675,train_1M
437,0.633044993591658,0.8160000000000001,train_1M
438,0.4261362344039136,0.5614385614385614,train_1M
439,0.47076106123710315,0.6906906906906907,train_1M
440,0.35287686372600535,0.4764764764764765,train_1M
441,0.23548714400170678,0.31,train_1M
442,0.34573857436689837,0.46546546546546547,train_1M
443,0.3519258645761645,0.5315315315315315,train_1M
444,0.00324802984669517,0.005,train_1M
445,0.30391268869849275,0.5084745762711863,train_1M
446,0.41894394528508316,0.6513486513486514,train_1M
447,0.4287655440733777,0.5764235764235763,train_1M
448,0.28105180230442955,0.42542542542542544,train_1M
449,0.29460021783452367,0.39560439560439564,train_1M
450,0.6646441662946475,0.913913913913914,train_1M
451,0.4403175972244438,0.596,train_1M
452,0.2917954297521226,0.3703703703703704,train_1M
453,0.4762838918762554,0.6779999999999999,train_1M
454,0.5117570075496148,0.7167167167167168,train_1M
455,0.5886949438469788,0.9,train_1M
456,0.3506852251451413,0.6573426573426573,train_1M
457,0.4647544632007577,0.5724275724275724,train_1M
458,0.6131294476248088,0.8918918918918918,train_1M
459,0.16554897687612136,0.222,train_1M
460,0.006205767833759649,0.01,train_1M
461,0.2639213785506031,0.34565434565434566,train_1M
462,0.4290546532489878,0.6940000000000001,train_1M
463,0.7061356329971895,0.94,train_1M
464,0.1652086579014572,0.20979020979020982,train_1M
465,0.7156793238384865,0.991,train_1M
466,0.41772031856069275,0.6112224448897795,train_1M
467,0.45841345640336256,0.7942057942057942,train_1M
468,0.6080340461042897,0.8330000000000001,train_1M
469,0.5680201720571527,0.73,train_1M
470,0.6833334334050298,0.8875502008032128,train_1M
471,0.5257024173301693,0.8571428571428571,train_1M
472,0.2980870230408842,0.3896103896103896,train_1M
473,0.38507781998963625,0.5434565434565434,train_1M
474,0.12527104217477733,0.15384615384615383,train_1M
475,0.29325307640786746,0.36663336663336665,train_1M
476,0.6424133535686413,0.8531468531468532,train_1M
477,0.5128067803764963,0.6706706706706705,train_1M
478,0.2498328254869679,0.32367632367632365,train_1M
479,0.6059334142150128,0.791,train_1M
480,0.8089684753793006,0.994,train_1M
481,0.5189235918738511,0.671,train_1M
482,0.4083143235975059,0.5435435435435435,train_1M
483,0.2777669772027936,0.3666333666333666,train_1M
484,0.41856583316791807,0.5125125125125124,train_1M
485,0.5113123397859106,0.6873126873126874,train_1M
486,0.06076734159726525,0.08408408408408409,train_1M
487,0.7364032353686107,1.0,train_1M
488,0.5306454068633626,0.734,train_1M
489,0.2048527033352359,0.38023952095808383,train_1M
490,0.498181396221287,0.9269269269269268,train_1M
491,0.6248228260395142,0.7657657657657658,train_1M
492,0.05363172970306017,0.07114228456913828,train_1M
493,0.39367952601637435,0.515,train_1M
494,0.45877089117621817,0.803,train_1M
495,0.6520996050507717,0.8378378378378377,train_1M
496,0.39281838902590777,0.5229540918163673,train_1M
497,0.4880640085268014,0.651,train_1M
498,0.1036439073416098,0.14514514514514515,train_1M
499,0.3960283542423613,0.5409181636726548,train_1M
500,0.14679425234201005,0.198,train_1M
501,0.2933837671430734,0.41558441558441556,train_1M
502,0.31989551722662507,0.4198396793587174,train_1M
503,0.6646971467022321,0.809,train_1M
504,0.4345185497278286,0.59,train_1M
505,0.21850043063242203,0.2872872872872873,train_1M
506,0.5494632991525373,0.7769999999999999,train_1M
507,0.3761591920622044,0.5155155155155156,train_1M
508,0.2314809873057273,0.3183183183183183,train_1M
509,0.8008938757657531,0.9830000000000001,train_1M
510,0.5323522211401688,0.891,train_1M
511,0.26684318851112654,0.3433433433433434,train_1M
512,0.7430505387759389,0.902,train_1M
1,0.10679223643187871,0.1341341341341341,test_1M
2,0.11012522801922787,0.14785214785214784,test_1M
3,0.5859106890638166,0.7929999999999999,test_1M
4,0.5499530972776857,0.7082917082917084,test_1M
5,0.7155179075335436,0.8831168831168831,test_1M
6,0.41506619203903056,0.5714285714285714,test_1M
7,0.7230361524508214,0.9999999999999999,test_1M
8,0.7347902451456918,0.976,test_1M
9,0.004357745046396913,0.005994005994005993,test_1M
10,0.17177480206421536,0.21,test_1M
11,0.4312127732428688,0.589,test_1M
12,0.0427540147840325,0.063,test_1M
13,0.43861291188326723,0.6060000000000001,test_1M
14,0.024721602585392615,0.03296703296703297,test_1M
15,0.33065186381830663,0.447,test_1M
16,0.30020130700334513,0.3803803803803804,test_1M
17,0.6381068122821396,0.8218218218218218,test_1M
18,0.2993550029257329,0.42828485456369103,test_1M
19,0.563734694768216,0.776,test_1M
20,0.7299034344745279,0.9359359359359359,test_1M
21,0.25590974633896474,0.3863863863863863,test_1M
22,0.5485732338277047,0.8641358641358642,test_1M
23,0.4734913405959027,0.6533066132264529,test_1M
24,0.4344033681849607,0.6020000000000001,test_1M
25,0.14027396111213242,0.20299999999999999,test_1M
26,0.7976342585735835,0.969,test_1M
27,0.17592834788167175,0.28700000000000003,test_1M
28,0.46021909099093855,0.6766766766766765,test_1M
29,0.5183357850803756,0.718,test_1M
30,0.5611823736218398,0.7454909819639279,test_1M
31,0.60240855025613,0.819,test_1M
32,0.19684524494726294,0.258,test_1M
33,0.15607614502392766,0.19519519519519518,test_1M
34,0.420400458317164,0.556,test_1M
35,0.32327334120054985,0.42800000000000005,test_1M
36,0.38654252045161225,0.522,test_1M
37,0.6895596560786156,0.936,test_1M
38,0.7224773710847127,0.9609609609609611,test_1M
39,0.4564388241111144,0.585,test_1M
40,0.4462157571813294,0.6186186186186186,test_1M
41,0.41259839698909695,0.55,test_1M
42,0.2484983839959422,0.3646353646353646,test_1M
43,0.09612561020088826,0.128,test_1M
44,0.40611409750260735,0.5934065934065934,test_1M
45,0.24217837136619422,0.31000000000000005,test_1M
46,0.41133669304076975,0.5475475475475474,test_1M
47,0.38560088385636504,0.6266266266266266,test_1M
48,0.5317043486836919,0.7260000000000001,test_1M
49,0.7270691051468383,0.984,test_1M
50,0.6363658139953603,0.8538538538538538,test_1M
51,0.29550380749025973,0.388,test_1M
52,0.09893851399179884,0.137,test_1M
53,0.0891105758749927,0.11699999999999999,test_1M
54,0.5700276973264179,0.6983016983016984,test_1M
55,0.28890815282013216,0.38561438561438566,test_1M
56,0.2288595177704983,0.28800000000000003,test_1M
57,0.0007221789342467069,0.001,test_1M
58,0.336686383783795,0.44800000000000006,test_1M
59,0.22670801467182858,0.3163163163163163,test_1M
60,0.7183518462650139,0.9239239239239238,test_1M
61,0.011271672517976662,0.013999999999999999,test_1M
62,0.3013171192276405,0.3893893893893894,test_1M
63,0.44792033194381325,0.838,test_1M
64,0.2695855420747148,0.40299999999999997,test_1M
65,0.22942695454577228,0.2952952952952953,test_1M
66,0.3927893534395774,0.733,test_1M
67,0.7974613303924509,0.9850000000000001,test_1M
68,0.42951358000279544,0.5628742514970059,test_1M
69,0.35021174910695424,0.559,test_1M
70,0.3057271903323973,0.40700000000000003,test_1M
71,0.10388987665487093,0.14385614385614387,test_1M
72,0.5183574632495033,0.8021978021978023,test_1M
73,0.2688787168714297,0.3577154308617234,test_1M
74,0.19638237285182325,0.3663663663663664,test_1M
75,0.20236088206155045,0.27027027027027023,test_1M
76,0.3059292718149361,0.40659340659340665,test_1M
77,0.0021187555127699766,0.002994011976047904,test_1M
78,0.19468177296121697,0.26426426426426425,test_1M
79,0.723902308363018,0.997,test_1M
80,0.2860429083801449,0.37500000000000006,test_1M
81,0.482276916476239,0.6636636636636637,test_1M
82,0.5634061376321341,0.7622377622377623,test_1M
