ind_i,ind_j,arxiv,github,rho_gap_arxiv_minus_github
modernbert_reasoning,modernbert_readability,-0.1059206118888643,0.29861689760321186,-0.4045375094920762
rps_doc_unigram_entropy,rps_doc_frac_chars_top_2gram,0.41837094374394074,0.020659500124803706,0.397711443619137
rps_doc_word_count,rps_doc_frac_chars_top_3gram,-0.06532771715201936,-0.4539815943688941,0.3886538772168748
qurater,modernbert_cleanliness,0.22984565411281027,0.6115305258793213,-0.38168487176651106
modernbert_reasoning,rps_doc_frac_unique_words,-0.26067230192170654,0.12036250045529655,-0.3810348023770031
modernbert_professionalism,modernbert_cleanliness,0.3760429432126711,-0.00431615408076209,0.3803590972934332
modernbert_reasoning,rps_lines_numerical_chars_fraction,0.20258782593745914,-0.172113378354568,0.37470120429202713
ad_en,rps_doc_frac_no_alph_words,-0.381291840826667,-0.01889525863861155,-0.3623965821880555
modernbert_professionalism,rps_doc_frac_no_alph_words,-0.5205431934317936,-0.15846799095599967,-0.3620752024757939
rps_doc_num_sentences,rps_doc_unigram_entropy,0.05976951292783242,0.40361303167676965,-0.34384351874893726
modernbert_cleanliness,rps_lines_uppercase_letter_fraction,0.06342219125326982,-0.27942795665376186,0.34285014790703167
dsir_math,rps_doc_word_count,0.087418106631865,0.42659995161462155,-0.33918184498275655
dsir_books,rps_doc_word_count,0.07443368484324911,0.40641207809854746,-0.3319783932552983
dsir_wiki,rps_doc_word_count,0.07384071691057534,0.4049925042556744,-0.3311517873450991
modernbert_readability,ad_en,-0.3296516356843163,-0.001549978011066505,-0.32810165767324984
modernbert_cleanliness,rps_doc_frac_no_alph_words,-0.1018318153646962,0.21943998086414715,-0.32127179622884333
ad_en,dsir_wiki,-0.39486146281263207,-0.07496195908246574,-0.31989950373016635
ad_en,dsir_books,-0.39453162335501557,-0.07673738769219265,-0.31779423566282294
rps_doc_frac_no_alph_words,rps_doc_frac_chars_top_2gram,-0.190790840326091,0.12446651341094424,-0.31525735373703523
ad_en,rps_lines_uppercase_letter_fraction,0.22665374641413238,-0.0794914088723476,0.30614515528648
dsir_math,rps_doc_frac_chars_top_3gram,0.19829489646878165,-0.10314100653782175,0.3014359030066034
rps_doc_word_count,rps_doc_frac_chars_top_2gram,-0.0023595402193979757,-0.2976840490503627,0.2953245088309647
ad_en,dsir_math,-0.360959040870552,-0.06984898275774758,-0.2911100581128044
qurater,modernbert_readability,0.2872066606090255,0.5700903811522237,-0.28288372054319816
rps_doc_frac_no_alph_words,rps_doc_mean_word_length,0.03551978134907687,-0.24477012431270811,0.28028990566178497
fineweb_edu,rps_doc_num_sentences,0.05347396235689545,0.3315348600215488,-0.27806089766465336
dsir_books,rps_lines_uppercase_letter_fraction,-0.333710244920584,-0.05833960613607679,-0.2753706387845072
qurater,dsir_wiki,0.18612391490195435,0.4553258963341506,-0.26920198143219626
dsir_wiki,rps_lines_uppercase_letter_fraction,-0.3326832793092575,-0.06482220366710502,-0.2678610756421525
qurater,dsir_books,0.1865530838757921,0.45417407098513346,-0.26762098710934135
rps_doc_unigram_entropy,rps_doc_frac_unique_words,0.12585165984599722,0.38725822543369737,-0.26140656558770015
dsir_math,rps_doc_frac_unique_words,-0.12115767547085583,0.13677428172214887,-0.2579319571930047
fineweb_edu,rps_lines_uppercase_letter_fraction,-0.07573043954144582,0.18217974609875875,-0.25791018564020457
modernbert_readability,rps_doc_mean_word_length,0.04945087072150368,0.30372383266114594,-0.2542729619396423
modernbert_readability,rps_doc_unigram_entropy,-0.029767111065981306,0.22080979702221495,-0.25057690808819627
modernbert_readability,rps_doc_word_count,0.042062725450520144,0.2914689700214468,-0.24940624457092664
dsir_math,rps_lines_uppercase_letter_fraction,-0.28761199969799595,-0.04204231411623308,-0.24556968558176287
qurater,dsir_math,0.20894873292403068,0.45397946786495036,-0.24503073494091968
modernbert_reasoning,rps_doc_frac_chars_top_3gram,0.08797798875896069,-0.15545243868851463,0.24343042744747534
dsir_math,rps_lines_numerical_chars_fraction,0.13507119463502018,-0.10796159959849724,0.24303279423351742
modernbert_reasoning,ad_en,0.18539613760795795,-0.05559534357548887,0.24099148118344682
modernbert_reasoning,rps_doc_num_sentences,0.05958612729102689,0.29558440104178174,-0.23599827375075486
dsir_books,rps_lines_numerical_chars_fraction,0.14048213421222697,-0.09526564124984195,0.23574777546206893
rps_doc_word_count,rps_doc_frac_unique_words,-0.05422319746593221,0.17827113299356,-0.23249433045949222
dsir_books,rps_doc_frac_chars_top_3gram,0.13425309259692372,-0.09734529692179755,0.23159838951872128
dsir_wiki,rps_doc_frac_chars_top_3gram,0.13339863658432263,-0.0966110199748952,0.23000965655921785
dsir_wiki,rps_lines_numerical_chars_fraction,0.13091364380940013,-0.09831448745780534,0.22922813126720548
rps_doc_word_count,rps_lines_numerical_chars_fraction,-0.024527775011388565,-0.2521288378104935,0.22760106279910494
modernbert_professionalism,rps_doc_frac_chars_top_3gram,-0.021212233133575217,-0.24292912762180524,0.22171689448823
rps_doc_num_sentences,rps_doc_frac_unique_words,-0.029115784336238078,0.1920924825381554,-0.22120826687439346
modernbert_cleanliness,rps_doc_mean_word_length,0.03265423447251752,0.2482809097365719,-0.21562667526405438
modernbert_professionalism,rps_doc_num_sentences,0.055014018527389914,0.2705424811566174,-0.21552846262922748
ad_en,rps_doc_word_count,-0.04081847096199517,-0.25216922108095,0.21135075011895485
ad_en,rps_lines_ending_with_terminal_punctution_mark,-0.21138437569684854,-0.001131727564903487,-0.21025264813194505
modernbert_readability,rps_lines_uppercase_letter_fraction,-0.3556353868284379,-0.14612997253724955,-0.20950541429118838
rps_doc_word_count,rps_lines_uppercase_letter_fraction,0.07589007853443415,0.2824407982883221,-0.20655071975388795
rps_doc_word_count,rps_doc_frac_no_alph_words,-0.05186165542152062,-0.2577590950931055,0.20589743967158491
rps_doc_frac_chars_top_2gram,rps_doc_frac_chars_top_3gram,0.36513962473680467,0.5702762698293724,-0.20513664509256774
rps_doc_unigram_entropy,rps_lines_uppercase_letter_fraction,0.07433210415716357,0.27785091095687686,-0.2035188067997133
dsir_books,rps_doc_frac_unique_words,-0.06331647677250576,0.13849995195066636,-0.20181642872317213
rps_doc_num_sentences,rps_doc_mean_word_length,0.19396904779056937,-0.007487967550200591,0.20145701534076996
ad_en,rps_doc_unigram_entropy,-0.09655626776825645,-0.29651030707994663,0.1999540393116902
modernbert_readability,rps_doc_frac_chars_top_3gram,0.02727325859093868,-0.17173986213800513,0.1990131207289438
dsir_wiki,rps_doc_frac_unique_words,-0.05776754531149236,0.13845238880201347,-0.19621993411350583
fineweb_edu,rps_doc_frac_chars_top_3gram,-0.04851101199501063,-0.24391918215992967,0.19540817016491904
rps_doc_num_sentences,rps_lines_numerical_chars_fraction,-0.009022380763063836,-0.19950253866501022,0.1904801579019464
modernbert_professionalism,rps_doc_frac_chars_top_2gram,0.12259139143951239,-0.0660225280500537,0.18861391948956607
qurater,modernbert_reasoning,0.32586187582948567,0.5135554930879326,-0.1876936172584469
dsir_books,rps_lines_ending_with_terminal_punctution_mark,0.3571443993888074,0.17308436523475454,0.18406003415405284
modernbert_reasoning,rps_doc_mean_word_length,0.04306494624718204,0.2257115465518001,-0.18264660030461805
dsir_wiki,rps_lines_ending_with_terminal_punctution_mark,0.3548442897971445,0.17693173593852585,0.17791255385861865
dsir_wiki,rps_doc_frac_chars_top_2gram,-0.17070597975674498,0.003668730243776222,-0.1743747100005212
fluency_en,ad_en,0.2047956152751044,0.37859923026935444,-0.17380361499425004
rps_doc_frac_unique_words,rps_doc_frac_chars_top_2gram,0.10796625979133377,0.2816085732339194,-0.17364231344258563
fluency_en,rps_doc_frac_no_alph_words,0.11440171433980185,-0.057846055633985656,0.17224776997378752
dsir_books,rps_doc_frac_chars_top_2gram,-0.16683831193370247,0.0026956147008302617,-0.16953392663453273
qurater,rps_doc_unigram_entropy,0.03334555312696693,0.20285386382017448,-0.16950831069320754
modernbert_professionalism,rps_lines_numerical_chars_fraction,0.0866640163146079,-0.08165881008816535,0.16832282640277324
dsir_math,rps_lines_ending_with_terminal_punctution_mark,0.32062200200404023,0.15266990462365432,0.1679520973803859
rps_doc_word_count,rps_lines_ending_with_terminal_punctution_mark,-0.05854876211748733,-0.22158667962068715,0.16303791750319982
modernbert_professionalism,fluency_en,0.06416855855107742,0.22714813197613012,-0.1629795734250527
fineweb_edu,rps_lines_numerical_chars_fraction,-0.05562736733486336,-0.2162695923858409,0.16064222505097753
modernbert_readability,rps_doc_num_sentences,0.032090780501604695,0.19246496610522096,-0.16037418560361627
rps_doc_frac_unique_words,rps_lines_ending_with_terminal_punctution_mark,-0.10280798955001784,0.05486340223604698,-0.15767139178606482
fineweb_edu,rps_doc_frac_unique_words,-0.02470399068209032,0.13135266090016073,-0.15605665158225104
qurater,modernbert_professionalism,0.11590030903192398,0.2683880855550749,-0.15248777652315088
fluency_en,rps_doc_unigram_entropy,-0.05482659993685093,0.09643799013833963,-0.15126459007519055
fineweb_edu,rps_doc_mean_word_length,0.052226908344460324,0.20337590960073984,-0.1511490012562795
ad_en,rps_doc_frac_chars_top_3gram,-0.07183789215357816,0.07777236698464395,-0.14961025913822212
rps_doc_unigram_entropy,rps_lines_numerical_chars_fraction,-0.18302660929112793,-0.33137109392735353,0.1483444846362256
fineweb_edu,rps_lines_ending_with_terminal_punctution_mark,0.07642731682181957,-0.07182888809694683,0.1482562049187664
rps_doc_unigram_entropy,rps_doc_mean_word_length,0.006742016813375397,0.15204150017963555,-0.14529948336626017
rps_doc_frac_no_alph_words,rps_doc_frac_chars_top_3gram,0.026639192853369426,0.16621316466920413,-0.1395739718158347
modernbert_professionalism,rps_doc_mean_word_length,0.012608349182160798,-0.12211752785409352,0.13472587703625433
rps_doc_frac_unique_words,rps_doc_frac_chars_top_3gram,0.14097476385622001,0.27287496351235,-0.13190019965613
rps_doc_num_sentences,rps_lines_uppercase_letter_fraction,0.046085292583023366,0.17762608197814644,-0.1315407893951231
qurater,rps_doc_mean_word_length,0.05897284097986306,0.1897974275859862,-0.13082458660612314
rps_doc_frac_chars_top_3gram,rps_lines_uppercase_letter_fraction,-0.02345190498572181,-0.15330673481075935,0.12985482982503754
qurater,rps_doc_word_count,0.08772967945883121,0.21467907998488933,-0.12694940052605813
rps_doc_num_sentences,rps_doc_frac_no_alph_words,-0.03407295095193141,-0.16030793020642162,0.1262349792544902
rps_doc_num_sentences,rps_doc_frac_chars_top_3gram,-0.03135746243726958,-0.15574834465096205,0.12439088221369246
fineweb_edu,modernbert_cleanliness,-0.02235296862702037,0.09895753443827367,-0.12131050306529403
modernbert_reasoning,rps_doc_frac_chars_top_2gram,0.12495889817882314,0.0037911814989767534,0.12116771667984638
rps_doc_frac_no_alph_words,rps_lines_numerical_chars_fraction,0.38061782797054033,0.26010015900872435,0.12051766896181598
modernbert_cleanliness,rps_doc_unigram_entropy,-0.14984424318616948,-0.02935785596009916,-0.12048638722607033
dsir_math,rps_doc_frac_chars_top_2gram,-0.11290332093961913,-2.9417905061798683e-06,-0.11290037914911295
qurater,fluency_en,0.429469132691262,0.31713762413915614,0.11233150855210589
rps_lines_numerical_chars_fraction,rps_doc_mean_word_length,0.022230793131075805,-0.08946821269086862,0.11169900582194442
fluency_en,rps_doc_frac_chars_top_3gram,-0.02301958452903271,-0.13420467798238792,0.1111850934533552
rps_doc_unigram_entropy,rps_lines_ending_with_terminal_punctution_mark,-0.07786855660935732,-0.18837303714872267,0.11050448053936535
qurater,ad_en,-0.03525799714924852,0.07391275641147096,-0.10917075356071948
modernbert_professionalism,rps_doc_frac_unique_words,-0.11685264918070332,-0.009898077062745937,-0.10695457211795738
fluency_en,rps_doc_word_count,0.07151062532442369,0.17767315205000267,-0.10616252672557898
rps_doc_frac_chars_top_3gram,rps_lines_ending_with_terminal_punctution_mark,0.03613096319034067,0.13984302566818638,-0.1037120624778457
modernbert_cleanliness,ad_en,0.24606364571206507,0.142917810861069,0.10314583485099607
qurater,rps_doc_frac_unique_words,-0.07087789206331734,0.024978337061051986,-0.09585622912436932
modernbert_cleanliness,rps_doc_word_count,0.09010421593091014,-0.005102406711958699,0.09520662264286885
modernbert_readability,rps_lines_ending_with_terminal_punctution_mark,0.3207797013202949,0.2264081258087925,0.09437157551150238
rps_lines_ending_with_terminal_punctution_mark,rps_lines_numerical_chars_fraction,0.158673518233315,0.06437340211125375,0.09430011612206124
fineweb_edu,ad_en,-0.14697308230122266,-0.052977789651384694,-0.09399529264983797
qurater,rps_doc_frac_chars_top_3gram,0.022714926607963072,-0.06988707597358952,0.0926020025815526
rps_doc_num_sentences,rps_doc_frac_chars_top_2gram,0.01916913881613735,-0.07163886141523734,0.0908080002313747
modernbert_cleanliness,rps_doc_frac_chars_top_3gram,-0.06343840570037829,0.02576214199137799,-0.08920054769175628
ad_en,rps_lines_numerical_chars_fraction,-0.0026345643352840066,0.08576186215411792,-0.08839642648940192
ad_en,rps_doc_mean_word_length,-0.017268532988003116,0.06819954621679594,-0.08546807920479906
modernbert_professionalism,rps_lines_uppercase_letter_fraction,0.27961490626972196,0.1989897220395519,0.08062518423017007
ad_en,rps_doc_frac_unique_words,-0.06771709198604837,-0.1462296702724896,0.07851257828644122
rps_doc_frac_chars_top_3gram,rps_doc_mean_word_length,-0.004821842231650351,-0.08271698212284818,0.07789513989119784
rps_lines_uppercase_letter_fraction,rps_lines_ending_with_terminal_punctution_mark,-0.8195850135294734,-0.7422311011740069,-0.07735391235546651
rps_doc_frac_chars_top_3gram,rps_lines_numerical_chars_fraction,0.011773787258064508,0.08884848535093802,-0.07707469809287351
fluency_en,rps_lines_numerical_chars_fraction,0.06121886233422189,0.13645834832925138,-0.0752394859950295
dsir_math,rps_doc_num_sentences,0.05723577395748715,0.12964531991318365,-0.0724095459556965
dsir_books,rps_doc_num_sentences,0.049334380822768024,0.12005513201514209,-0.07072075119237406
dsir_wiki,rps_doc_num_sentences,0.04883107909303973,0.11903935041280539,-0.07020827131976566
rps_lines_ending_with_terminal_punctution_mark,rps_doc_mean_word_length,0.029203413093291074,0.09939023255577187,-0.07018681946248079
modernbert_readability,rps_doc_frac_chars_top_2gram,-0.08407813105470047,-0.15400142421432433,0.06992329315962387
fluency_en,rps_doc_mean_word_length,0.04027751860162182,0.10801062546730421,-0.06773310686568239
modernbert_reasoning,rps_doc_frac_no_alph_words,-0.1269939267453495,-0.194652496762392,0.06765857001704248
fineweb_edu,fluency_en,0.2955921657372589,0.22872379364931825,0.06686837208794064
rps_doc_word_count,rps_doc_num_sentences,0.4981326920280746,0.4315467161657184,0.0665859758623562
qurater,rps_lines_numerical_chars_fraction,0.04755239056307241,0.11027704347050789,-0.06272465290743548
qurater,rps_lines_uppercase_letter_fraction,-0.09651001529100986,-0.1575534529675237,0.06104343767651385
rps_doc_num_sentences,rps_lines_ending_with_terminal_punctution_mark,-0.02971906120391156,-0.09074848352852133,0.06102942232460977
rps_doc_frac_chars_top_2gram,rps_doc_mean_word_length,-0.02243696501937052,-0.08200314501092065,0.05956617999155013
modernbert_readability,rps_doc_frac_unique_words,0.10870372047269725,0.05101674094549346,0.05768697952720379
ad_en,rps_doc_num_sentences,-0.0368553558569659,-0.09433306585732021,0.05747771000035431
fluency_en,rps_doc_frac_unique_words,-0.08044167437295976,-0.1374600048863597,0.05701833051339994
rps_doc_frac_chars_top_2gram,rps_lines_uppercase_letter_fraction,-0.031134014756292638,-0.08799862310664464,0.056864608350351994
modernbert_reasoning,modernbert_professionalism,0.6270434410943774,0.5707656798496558,0.056277761244721614
rps_doc_frac_no_alph_words,rps_lines_uppercase_letter_fraction,-0.3613845173395782,-0.41720601686833225,0.05582149952875404
qurater,rps_doc_num_sentences,0.053089749172428924,0.10824295621113178,-0.055153207038702856
modernbert_cleanliness,rps_doc_num_sentences,0.0546919385327802,0.0010958002857289226,0.05359613824705128
modernbert_reasoning,fluency_en,0.21223228350377668,0.26502282799925025,-0.052790544495473574
rps_doc_frac_chars_top_2gram,rps_lines_ending_with_terminal_punctution_mark,0.03984167536210315,0.09168798847546665,-0.0518463131133635
modernbert_cleanliness,rps_lines_numerical_chars_fraction,0.11272788315054996,0.16425178916520997,-0.051523906014660004
rps_doc_frac_unique_words,rps_doc_frac_no_alph_words,0.04606681861929309,0.00017390723233614682,0.04589291138695695
fluency_en,dsir_math,0.15877909247691352,0.20311492930313993,-0.04433583682622641
modernbert_readability,dsir_wiki,0.5446682384867694,0.5005225806100871,0.04414565787668223
rps_doc_word_count,rps_doc_mean_word_length,0.16859286005279486,0.12492514029672723,0.04366771975606763
rps_doc_frac_unique_words,rps_lines_uppercase_letter_fraction,0.042460826733544114,-0.00033383701739390687,0.042794663750938024
modernbert_cleanliness,rps_doc_frac_chars_top_2gram,-0.051390963071600876,-0.01067642098014076,-0.04071454209146012
fineweb_edu,dsir_wiki,0.3695827954958474,0.3292257322329031,0.040357063262944304
qurater,rps_lines_ending_with_terminal_punctution_mark,0.15642951580040323,0.19660910678442625,-0.04017959098402302
ad_en,rps_doc_frac_chars_top_2gram,-0.033551625426113216,0.006342156434310968,-0.039893781860424186
modernbert_readability,dsir_books,0.5412629675945675,0.5027608312920473,0.038502136302520196
rps_doc_frac_unique_words,rps_doc_mean_word_length,-0.05610351806280527,-0.018884746789319742,-0.03721877127348553
rps_lines_uppercase_letter_fraction,rps_lines_numerical_chars_fraction,-0.07384054544773948,-0.10992795162119552,0.036087406173456044
fineweb_edu,dsir_books,0.3663113331792466,0.3303601789125348,0.035951154266711804
modernbert_readability,rps_lines_numerical_chars_fraction,-0.006208530074932258,0.029729747440360787,-0.03593827751529304
fluency_en,rps_lines_uppercase_letter_fraction,0.05983854411651903,0.025994790214953857,0.033843753901565174
fineweb_edu,rps_doc_frac_chars_top_2gram,-0.1727519075717764,-0.14278349446352126,-0.029968413108255126
fineweb_edu,modernbert_readability,0.32583216496469997,0.2964583218790348,0.029373843085665152
dsir_wiki,dsir_math,0.9681805265472591,0.9957876404464833,-0.02760711389922421
modernbert_reasoning,modernbert_cleanliness,0.29604463600979314,0.2692873832646497,0.026757252745143456
qurater,rps_doc_frac_no_alph_words,0.1412141207753478,0.11451038764852656,0.026703733126821255
dsir_books,dsir_math,0.969728070998364,0.9962560180006387,-0.026527947002274677
fluency_en,dsir_books,0.15192958361734257,0.17794056214922255,-0.026010978531879975
rps_doc_frac_unique_words,rps_lines_numerical_chars_fraction,-0.1857890535706773,-0.2111839647526145,0.025394911181937208
modernbert_readability,dsir_math,0.47382008393339065,0.4986582717665626,-0.024838187833171932
fluency_en,dsir_wiki,0.15284728057684172,0.177108048375157,-0.02426076779831529
rps_lines_uppercase_letter_fraction,rps_doc_mean_word_length,-0.01007540242154455,0.010922197634591528,-0.02099760005613608
qurater,rps_doc_frac_chars_top_2gram,-0.03093969792606041,-0.011066017370490821,-0.019873680555569588
modernbert_reasoning,rps_lines_uppercase_letter_fraction,0.09912785023970781,0.11787906880809997,-0.018751218568392153
rps_doc_unigram_entropy,rps_doc_frac_no_alph_words,-0.21756564029847983,-0.23512029158422798,0.017554651285748152
fluency_en,rps_lines_ending_with_terminal_punctution_mark,-0.04412544556644869,-0.061549924506857534,0.01742447894040884
modernbert_reasoning,rps_lines_ending_with_terminal_punctution_mark,-0.04959201736881129,-0.06668019497207771,0.01708817760326642
fluency_en,rps_doc_num_sentences,0.04203692269217899,0.02594726987030624,0.016089652821872753
rps_doc_frac_no_alph_words,rps_lines_ending_with_terminal_punctution_mark,0.3728991475856283,0.3570372164580298,0.015861931127598483
fineweb_edu,dsir_math,0.3340337460551319,0.34566441490679317,-0.011630668851661252
modernbert_professionalism,rps_lines_ending_with_terminal_punctution_mark,-0.2553812388362566,-0.243925794052861,-0.01145544478339558
fluency_en,modernbert_cleanliness,0.24820510599272233,0.2561045256284531,-0.007899419635730764
fluency_en,modernbert_readability,0.20830347039373615,0.21541951287935954,-0.007116042485623392
fluency_en,rps_doc_frac_chars_top_2gram,-0.11255601822113577,-0.11832217608490604,0.0057661578637702715
modernbert_cleanliness,rps_doc_frac_unique_words,0.06263923971385163,0.05947958910281398,0.003159650611037651
rps_doc_frac_chars_top_2gram,rps_lines_numerical_chars_fraction,0.0005632239157183835,0.0031627414199456136,-0.0025995175042272303
fineweb_edu,qurater,0.3054291115167414,0.3031871602951407,0.002241951221600702
dsir_books,dsir_wiki,0.9996420396988904,0.9994055284945389,0.0002365112043515305
