N_params_B,D_tokens_B,val_loss,pred_add
0.070542,85.983,2.9182,2.9182810916991735
0.070542,88.08,2.9158,2.9158845926717385
0.070542,90.178,2.9137,2.913558935531234
0.070542,92.275,2.9115,2.911302577687181
0.070542,94.372,2.9093,2.9091109118732805
0.070542,96.469,2.9068,2.9069807064144273
0.070542,98.566,2.9049,2.9049089569093898
0.070542,100.663,2.903,2.9028928658114195
0.070542,102.76,2.9011,2.900929824225609
0.070542,104.858,2.8989,2.8990164953647053
0.070542,106.955,2.8971,2.8971524236193766
0.070542,109.052,2.8951,2.895334551238279
0.070542,111.149,2.8933,2.8935608772894725
0.070542,113.246,2.892,2.89182952319296
0.070542,115.343,2.8904,2.8901387231366193
0.070542,117.441,2.8885,2.88848603667865
0.070542,119.538,2.8871,2.8868714732148506
0.070542,121.635,2.8854,2.8852927594880624
0.070542,123.732,2.8836,2.8837485017072555
0.070542,125.829,2.8823,2.882237382732638
0.070542,127.926,2.8811,2.880758156665626
0.070542,130.023,2.8793,2.8793096439022303
0.070542,132.121,2.8782,2.87789005685101
0.070542,134.218,2.876,2.8764996881522547
0.070542,136.315,2.8753,2.8751368477910906
0.070542,138.412,2.8738,2.873800579648206
0.070542,140.509,2.8724,2.872489974661903
0.070542,142.606,2.8712,2.8712041678505473
0.070542,144.703,2.8696,2.869942335564066
0.070542,146.801,2.8687,2.868703107681622
0.070542,148.898,2.8676,2.8674869168387547
0.070542,150.995,2.8666,2.8662924527586306
0.070542,153.092,2.865,2.8651190335481727
0.070542,155.189,2.8638,2.863966007684716
0.070542,157.286,2.8628,2.862832752274577
0.070542,159.384,2.8619,2.8617181446419093
0.070542,161.481,2.8607,2.8606226767251544
0.070542,163.578,2.8595,2.8595452664498198
0.070542,165.675,2.8586,2.85848539032166
0.070542,167.772,2.8575,2.857442546405271
0.070542,169.869,2.8566,2.8564162531799044
0.070542,171.966,2.8553,2.8554060484692743
0.070542,174.064,2.8544,2.854411017825716
0.070542,176.161,2.8534,2.853431683205797
0.070542,178.258,2.8522,2.852467156740204
0.070542,180.355,2.8516,2.851517044228964
0.070542,182.452,2.8506,2.8505809663945576
0.070542,184.549,2.8497,2.849658558153205
0.070542,186.647,2.8487,2.848749037532767
0.070542,188.744,2.8476,2.8478529327255946
0.070542,190.841,2.8469,2.8469694806156616
0.070542,192.938,2.8461,2.846098366436381
0.070542,195.035,2.8451,2.8452392865648806
0.070542,197.132,2.8444,2.8443919480126905
0.070542,199.229,2.8436,2.843556067944841
0.070542,201.327,2.8431,2.8427309825778493
0.070542,203.424,2.842,2.8419172144874647
0.070542,205.521,2.8412,2.8411141127569604
0.070542,207.618,2.8403,2.840321430866162
0.070542,209.715,2.8392,2.839538930409307
0.070542,211.812,2.8388,2.8387663807499766
0.070542,213.91,2.838,2.8380031972115614
0.070542,216.007,2.8377,2.837249891181875
0.070542,218.104,2.8365,2.8365058873700573
0.070542,220.201,2.8358,2.835770983111978
0.070542,222.298,2.8351,2.8350449820354577
0.070542,224.395,2.8341,2.834327693807756
0.070542,226.492,2.8338,2.8336189338954494
0.070542,228.59,2.8331,2.8329181912938957
0.070542,230.687,2.8324,2.83222596033629
0.070542,232.784,2.8314,2.8315417365803963
0.070542,234.881,2.8311,2.830865356514752
0.070542,236.978,2.83,2.830196661388818
0.070542,239.075,2.8297,2.82953549703368
0.070542,241.172,2.8293,2.828881713691013
0.070542,243.27,2.8281,2.828234859232839
0.070542,245.367,2.8275,2.8275954088235933
0.070542,247.464,2.827,2.8269629149549766
0.070542,249.561,2.8263,2.8263372439524317
0.070542,251.658,2.8255,2.8257182658058366
0.070542,253.755,2.8251,2.825105854039509
0.070542,255.853,2.8243,2.8244995981365046
0.070542,257.95,2.824,2.8238999562124714
0.070542,260.047,2.8232,2.8233065211764083
0.070542,262.144,2.823,2.822719179500496
0.070542,264.241,2.822,2.822137820620437
0.070542,266.338,2.8215,2.8215623368353078
0.070542,268.435,2.8212,2.8209926232115494
0.070542,270.533,2.8202,2.820428309849571
0.070542,272.63,2.8199,2.8198698349927223
0.070542,274.727,2.8196,2.819316831152921
0.070542,276.824,2.8185,2.818769203583151
0.070542,278.921,2.8183,2.818226859879137
0.070542,281.018,2.8178,2.8176897099043203
0.070542,283.116,2.8173,2.8171574132052006
0.070542,285.213,2.8164,2.816630391366112
0.070542,287.31,2.8159,2.816108305706472
0.070542,289.407,2.8157,2.8155910744681316
0.070542,291.504,2.8152,2.815078617827024
0.070542,293.601,2.8146,2.8145708578338873
0.070542,295.698,2.8142,2.8140677183572196
0.070542,297.796,2.8135,2.813568888336148
0.070542,299.893,2.8131,2.8130747706125634
0.162405,0.134,4.5235,4.523354584073927
0.162405,0.268,4.1397,4.139486191979678
0.162405,0.537,3.8226,3.8225387034145735
0.162405,1.074,3.5629,3.5622517688680793
0.162405,2.097,3.3548,3.354620976784256
0.162405,4.194,3.1771,3.176846377168017
0.162405,6.291,3.0883,3.0877660031714393
0.162405,8.389,3.0304,3.0303976263349126
0.162405,10.486,2.9888,2.9889957683039556
0.162405,12.583,2.9568,2.957034870691808
0.162405,14.68,2.9311,2.931255549933357
0.162405,16.777,2.9098,2.9098057775604875
0.162405,18.874,2.8916,2.891539625737258
0.162405,20.972,2.8757,2.875695301519419
0.162405,23.069,2.8619,2.8617662898589376
0.162405,25.166,2.8494,2.8493703696729558
0.162405,27.263,2.8385,2.8382306597814098
0.162405,29.36,2.8281,2.8281369590769896
0.162405,31.457,2.8195,2.8189262201539442
0.162405,33.554,2.8106,2.810469626867167
0.162405,35.652,2.8025,2.802660197512161
0.162405,37.749,2.7952,2.7954211888697476
0.162405,39.846,2.7888,2.788679398599946
0.162405,41.943,2.7823,2.7823770805837915
0.162405,44.04,2.7766,2.7764656704940607
0.162405,46.137,2.771,2.7709039685988452
0.162405,48.234,2.7656,2.765656746683461
0.162405,50.332,2.7605,2.7606913630318037
0.162405,52.429,2.7557,2.7559862430795414
0.162405,54.526,2.7514,2.751516022988386
0.162405,56.623,2.7474,2.7472605953528078
0.162405,58.72,2.7432,2.7432022394912203
0.162405,60.817,2.7391,2.7393252646545765
0.162405,62.915,2.7356,2.7356139857424457
0.162405,65.012,2.7321,2.732059476079405
0.162405,67.109,2.7285,2.7286487603439014
0.162405,69.206,2.7254,2.7253717934349226
0.162405,71.303,2.7222,2.72221950980859
0.162405,73.4,2.719,2.719183702424864
0.162405,75.497,2.7163,2.716256919632254
0.162405,77.595,2.7135,2.713431053352898
0.162405,79.692,2.7109,2.7107026018718097
0.162405,81.789,2.7082,2.7080645271437884
0.162405,83.886,2.7053,2.7055116308839686
0.162405,85.983,2.7029,2.703039134377639
0.162405,88.08,2.7007,2.7006426353502038
0.162405,90.178,2.6984,2.6983169782096996
0.162405,92.275,2.6961,2.6960606203656465
0.162405,94.372,2.6945,2.6938689545517462
0.162405,96.469,2.6918,2.691738749092893
0.162405,98.566,2.6898,2.6896669995878555
0.162405,100.663,2.6878,2.687650908489885
0.162405,102.76,2.6858,2.685687866904075
0.162405,104.858,2.6837,2.683774538043171
0.162405,106.955,2.682,2.6819104662978424
0.162405,109.052,2.68,2.680092593916745
0.162405,111.149,2.6783,2.6783189199679382
0.162405,113.246,2.6765,2.6765875658714258
0.162405,115.343,2.6749,2.674896765815085
0.162405,117.441,2.6736,2.673244079357116
0.162405,119.538,2.6713,2.6716295158933163
0.162405,121.635,2.6702,2.670050802166528
0.162405,123.732,2.6683,2.668506544385721
0.162405,125.829,2.6669,2.6669954254111037
0.162405,127.926,2.6657,2.6655161993440917
0.162405,130.023,2.6641,2.664067686580696
0.162405,132.121,2.6625,2.6626480995294757
0.162405,134.218,2.6611,2.6612577308307204
0.162405,136.315,2.66,2.6598948904695563
0.162405,138.412,2.6584,2.6585586223266717
0.162405,140.509,2.6573,2.6572480173403688
0.162405,142.606,2.656,2.655962210529013
0.162405,144.703,2.6546,2.6547003782425316
0.162405,146.801,2.6538,2.653461150360088
0.162405,148.898,2.6523,2.652244959517221
0.162405,150.995,2.6507,2.6510504954370964
0.162405,153.092,2.6499,2.6498770762266384
0.162405,155.189,2.6486,2.6487240503631817
0.162405,157.286,2.6477,2.647590794953043
0.162405,159.384,2.6464,2.646476187320375
0.162405,161.481,2.6454,2.64538071940362
0.162405,163.578,2.6444,2.6443033091282855
0.162405,165.675,2.6434,2.6432434330001255
0.162405,167.772,2.642,2.642200589083737
0.162405,169.869,2.6411,2.64117429585837
0.162405,171.966,2.6401,2.64016409114774
0.162405,174.064,2.6391,2.6391690605041815
0.162405,176.161,2.6385,2.6381897258842626
0.162405,178.258,2.6373,2.63722519941867
0.162405,180.355,2.6361,2.6362750869074296
0.162405,182.452,2.6355,2.6353390090730233
0.162405,184.549,2.6347,2.6344166008316705
0.162405,186.647,2.6337,2.6335070802112326
0.162405,188.744,2.6324,2.6326109754040603
0.162405,190.841,2.6317,2.6317275232941273
0.162405,192.938,2.6311,2.6308564091148465
0.162405,195.035,2.6299,2.6299973292433463
0.162405,197.132,2.6292,2.629149990691156
0.162405,199.229,2.6284,2.6283141106233066
0.162405,201.327,2.6274,2.627489025256315
0.162405,203.424,2.6267,2.626675257165931
0.162405,205.521,2.6254,2.625872155435426
0.162405,207.618,2.6249,2.625079473544628
0.162405,209.715,2.6243,2.6242969730877728
0.162405,211.812,2.6234,2.6235244234284423
0.162405,213.91,2.623,2.6227612398900266
0.162405,216.007,2.6218,2.6220079338603406
0.162405,218.104,2.6212,2.621263930048523
0.162405,220.201,2.6206,2.620529025790444
0.162405,222.298,2.62,2.6198030247139235
0.162405,224.395,2.6189,2.619085736486222
0.162405,226.492,2.6186,2.6183769765739155
0.162405,228.59,2.6177,2.6176762339723614
0.162405,230.687,2.6169,2.6169840030147555
0.162405,232.784,2.6164,2.616299779258862
0.162405,234.881,2.6157,2.6156233991932183
0.162405,236.978,2.6149,2.6149547040672836
0.162405,239.075,2.6143,2.614293539712145
0.162405,241.172,2.6136,2.6136397563694787
0.162405,243.27,2.613,2.6129929019113045
0.162405,245.367,2.6125,2.6123534515020586
0.162405,247.464,2.612,2.6117209576334424
0.162405,249.561,2.6109,2.6110952866308974
0.162405,251.658,2.6108,2.6104763084843023
0.162405,253.755,2.6096,2.609863896717975
0.162405,255.853,2.6092,2.6092576408149704
0.162405,257.95,2.6088,2.608657998890937
0.162405,260.047,2.6081,2.608064563854874
0.162405,262.144,2.6074,2.6074772221789617
0.162405,264.241,2.6069,2.6068958632989028
0.162405,266.338,2.6063,2.6063203795137735
0.162405,268.435,2.6057,2.605750665890015
0.162405,270.533,2.6053,2.6051863525280368
0.162405,272.63,2.6047,2.604627877671188
0.162405,274.727,2.604,2.6040748738313866
0.162405,276.824,2.6037,2.6035272462616166
0.162405,278.921,2.603,2.6029849025576026
0.162405,281.018,2.6026,2.602447752582786
0.162405,283.116,2.602,2.6019154558836664
0.162405,285.213,2.6013,2.6013884340445776
0.162405,287.31,2.6008,2.6008663483849377
0.162405,289.407,2.6005,2.6003491171465978
0.162405,291.504,2.5999,2.5998366605054897
0.162405,293.601,2.5993,2.599328900512353
0.162405,295.698,2.5989,2.5988257610356853
0.162405,297.796,2.5985,2.5983269310146135
0.162405,299.893,2.5978,2.597832813291029
0.409009,0.134,4.3461,4.346382272866495
0.409009,0.268,3.9625,3.9625138807722458
0.409009,0.537,3.6458,3.645566392207141
0.409009,1.074,3.3856,3.385279457660647
0.409009,2.097,3.1777,3.1776486655768235
0.409009,4.194,2.9999,2.9998740659605847
0.409009,6.291,2.9109,2.910793691964007
0.409009,8.389,2.8533,2.85342531512748
0.409009,10.486,2.8125,2.8120234570965232
0.409009,12.583,2.7799,2.7800625594843758
0.409009,14.68,2.754,2.7542832387259244
0.409009,16.777,2.733,2.732833466353055
0.409009,18.874,2.7147,2.7145673145298255
0.409009,20.972,2.6988,2.6987229903119867
0.409009,23.069,2.6849,2.684793978651505
0.409009,25.166,2.6724,2.6723980584655234
0.409009,27.263,2.6611,2.6612583485739774
0.409009,29.36,2.6512,2.651164647869557
0.409009,31.457,2.6418,2.641953908946512
0.409009,33.554,2.6336,2.6334973156597346
0.409009,35.652,2.6256,2.625687886304729
0.409009,37.749,2.6183,2.618448877662315
0.409009,39.846,2.6116,2.6117070873925137
0.409009,41.943,2.6055,2.605404769376359
0.409009,44.04,2.5994,2.5994933592866283
0.409009,46.137,2.5938,2.593931657391413
0.409009,48.234,2.5887,2.5886844354760288
0.409009,50.332,2.5837,2.5837190518243713
0.409009,52.429,2.5789,2.579013931872109
0.409009,54.526,2.5745,2.5745437117809535
0.409009,56.623,2.5703,2.5702882841453754
0.409009,58.72,2.566,2.566229928283788
0.409009,60.817,2.5621,2.562352953447144
0.409009,62.915,2.5585,2.5586416745350133
0.409009,65.012,2.555,2.5550871648719724
0.409009,67.109,2.5517,2.551676449136469
0.409009,69.206,2.5486,2.5483994822274902
0.409009,71.303,2.5454,2.5452471986011576
0.409009,73.4,2.5422,2.542211391217432
0.409009,75.497,2.5393,2.5392846084248215
0.409009,77.595,2.5363,2.5364587421454656
0.409009,79.692,2.5337,2.5337302906643773
0.409009,81.789,2.531,2.531092215936356
0.409009,83.886,2.5286,2.5285393196765362
0.409009,85.983,2.5259,2.526066823170207
0.409009,88.08,2.5237,2.5236703241427714
0.409009,90.178,2.5215,2.5213446670022672
0.409009,92.275,2.5191,2.519088309158214
0.409009,94.372,2.5169,2.516896643344314
0.409009,96.469,2.5148,2.5147664378854606
0.409009,98.566,2.5126,2.512694688380423
0.409009,100.663,2.5107,2.510678597282453
0.409009,102.76,2.5087,2.5087155556966425
0.409009,104.858,2.5068,2.5068022268357386
0.409009,106.955,2.5048,2.50493815509041
0.409009,109.052,2.5031,2.5031202827093124
0.409009,111.149,2.5014,2.501346608760506
0.409009,113.246,2.4998,2.4996152546639934
0.409009,115.343,2.498,2.4979244546076527
0.409009,117.441,2.4965,2.4962717681496835
0.409009,119.538,2.4946,2.494657204685884
0.409009,121.635,2.4932,2.4930784909590957
0.409009,123.732,2.4916,2.491534233178289
0.409009,125.829,2.4903,2.4900231142036713
0.409009,127.926,2.4884,2.4885438881366593
0.409009,130.023,2.487,2.4870953753732636
0.409009,132.121,2.4856,2.4856757883220433
0.409009,134.218,2.484,2.484285419623288
0.409009,136.315,2.4829,2.482922579262124
0.409009,138.412,2.4815,2.4815863111192393
0.409009,140.509,2.4803,2.4802757061329364
0.409009,142.606,2.479,2.4789898993215806
0.409009,144.703,2.478,2.477728067035099
0.409009,146.801,2.4766,2.4764888391526556
0.409009,148.898,2.4752,2.4752726483097884
0.409009,150.995,2.474,2.474078184229664
0.409009,153.092,2.473,2.472904765019206
0.409009,155.189,2.4716,2.4717517391557493
0.409009,157.286,2.4708,2.4706184837456107
0.409009,159.384,2.4696,2.4695038761129426
0.409009,161.481,2.4683,2.4684084081961877
0.409009,163.578,2.4671,2.467330997920853
0.409009,165.675,2.4664,2.466271121792693
0.409009,167.772,2.4652,2.4652282778763044
0.409009,169.869,2.4644,2.4642019846509378
0.409009,171.966,2.463,2.4631917799403076
0.409009,174.064,2.4621,2.462196749296749
0.409009,176.161,2.4612,2.46121741467683
0.409009,178.258,2.4603,2.4602528882112376
0.409009,180.355,2.4592,2.4593027756999972
0.409009,182.452,2.4584,2.458366697865591
0.409009,184.549,2.4573,2.457444289624238
0.409009,186.647,2.4565,2.4565347690038
0.409009,188.744,2.4557,2.455638664196628
0.409009,190.841,2.4548,2.454755212086695
0.409009,192.938,2.454,2.453884097907414
0.409009,195.035,2.4529,2.453025018035914
0.409009,197.132,2.452,2.452177679483724
0.409009,199.229,2.4515,2.451341799415874
0.409009,201.327,2.4506,2.4505167140488826
0.409009,203.424,2.4496,2.4497029459584985
0.409009,205.521,2.4491,2.4488998442279937
0.409009,207.618,2.4481,2.4481071623371955
0.409009,209.715,2.4475,2.4473246618803404
0.409009,211.812,2.4466,2.44655211222101
0.409009,213.91,2.446,2.4457889286825942
0.409009,216.007,2.4452,2.445035622652908
0.409009,218.104,2.4443,2.4442916188410906
0.409009,220.201,2.4437,2.4435567145830115
0.409009,222.298,2.4429,2.442830713506491
0.409009,224.395,2.4423,2.4421134252787895
0.409009,226.492,2.4413,2.441404665366483
0.409009,228.59,2.4408,2.440703922764929
0.409009,230.687,2.4401,2.440011691807323
0.409009,232.784,2.4391,2.4393274680514296
0.409009,234.881,2.4385,2.438651087985786
0.409009,236.978,2.4377,2.437982392859851
0.409009,239.075,2.4373,2.4373212285047128
0.409009,241.172,2.4368,2.4366674451620463
0.409009,243.27,2.4362,2.436020590703872
0.409009,245.367,2.4354,2.435381140294626
0.409009,247.464,2.4349,2.43474864642601
0.409009,249.561,2.434,2.434122975423465
0.409009,251.658,2.4333,2.43350399727687
0.409009,253.755,2.4329,2.4328915855105424
0.409009,255.853,2.4323,2.432285329607538
0.409009,257.95,2.4317,2.4316856876835047
0.409009,260.047,2.4309,2.4310922526474417
0.409009,262.144,2.4305,2.4305049109715293
0.409009,264.241,2.4298,2.4299235520914704
0.409009,266.338,2.4294,2.429348068306341
0.409009,268.435,2.4288,2.4287783546825827
0.409009,270.533,2.4281,2.4282140413206044
0.409009,272.63,2.4276,2.4276555664637556
0.409009,274.727,2.427,2.427102562623954
0.409009,276.824,2.4266,2.426554935054184
0.409009,278.921,2.4261,2.4260125913501702
0.409009,281.018,2.4254,2.4254754413753536
0.409009,283.116,2.425,2.424943144676234
0.409009,285.213,2.4244,2.4244161228371452
0.409009,287.31,2.4238,2.4238940371775053
0.409009,289.407,2.4234,2.4233768059391654
0.409009,291.504,2.4228,2.4228643492980573
0.409009,293.601,2.4223,2.4223565893049206
0.409009,295.698,2.4217,2.421853449828253
0.409009,297.796,2.4216,2.421354619807181
0.409009,299.893,2.4209,2.4208605020835967
1.040867,0.134,4.2153,4.21586266583825
1.040867,0.268,3.8315,3.8319942737440007
1.040867,0.537,3.5146,3.515046785178896
1.040867,1.074,3.2545,3.254759850632402
1.040867,2.097,3.0476,3.0471290585485784
1.040867,4.194,2.8697,2.8693544589323396
1.040867,6.291,2.7802,2.780274084935762
1.040867,8.389,2.723,2.722905708099235
1.040867,10.486,2.6816,2.681503850068278
1.040867,12.583,2.6501,2.6495429524561307
1.040867,14.68,2.6239,2.6237636316976793
1.040867,16.777,2.6023,2.60231385932481
1.040867,18.874,2.5839,2.5840477075015804
1.040867,20.972,2.5679,2.5682033832837416
1.040867,23.069,2.5543,2.55427437162326
1.040867,25.166,2.5417,2.5418784514372783
1.040867,27.263,2.5305,2.5307387415457323
1.040867,29.36,2.5205,2.520645040841312
1.040867,31.457,2.5113,2.5114343019182668
1.040867,33.554,2.5032,2.5029777086314895
1.040867,35.652,2.4953,2.4951682792764838
1.040867,37.749,2.4879,2.48792927063407
1.040867,39.846,2.4814,2.4811874803642686
1.040867,41.943,2.4749,2.474885162348114
1.040867,44.04,2.4688,2.4689737522583832
1.040867,46.137,2.4636,2.463412050363168
1.040867,48.234,2.4582,2.4581648284477837
1.040867,50.332,2.453,2.4531994447961263
1.040867,52.429,2.4485,2.448494324843864
1.040867,54.526,2.4439,2.4440241047527085
1.040867,56.623,2.4396,2.4397686771171303
1.040867,58.72,2.4358,2.435710321255543
1.040867,60.817,2.4321,2.431833346418899
1.040867,62.915,2.4279,2.4281220675067683
1.040867,65.012,2.4246,2.4245675578437274
1.040867,67.109,2.4211,2.421156842108224
1.040867,69.206,2.4178,2.417879875199245
1.040867,71.303,2.4146,2.4147275915729125
1.040867,73.4,2.4116,2.4116917841891867
1.040867,75.497,2.4088,2.4087650013965765
1.040867,77.595,2.4058,2.4059391351172206
1.040867,79.692,2.4032,2.403210683636132
1.040867,81.789,2.4006,2.400572608908111
1.040867,83.886,2.398,2.398019712648291
1.040867,85.983,2.3954,2.3955472161419618
1.040867,88.08,2.3931,2.3931507171145263
1.040867,90.178,2.3909,2.390825059974022
1.040867,92.275,2.3886,2.388568702129969
1.040867,94.372,2.3863,2.386377036316069
1.040867,96.469,2.3842,2.3842468308572156
1.040867,98.566,2.3822,2.382175081352178
1.040867,100.663,2.38,2.3801589902542077
1.040867,102.76,2.3782,2.3781959486683975
1.040867,104.858,2.3762,2.3762826198074936
1.040867,106.955,2.3745,2.374418548062165
1.040867,109.052,2.3725,2.3726006756810674
1.040867,111.149,2.3706,2.370827001732261
1.040867,113.246,2.3689,2.3690956476357483
1.040867,115.343,2.3674,2.3674048475794076
1.040867,117.441,2.3658,2.3657521611214385
1.040867,119.538,2.364,2.364137597657639
1.040867,121.635,2.3626,2.3625588839308507
1.040867,123.732,2.3608,2.3610146261500438
1.040867,125.829,2.3595,2.3595035071754262
1.040867,127.926,2.3579,2.358024281108414
1.040867,130.023,2.3565,2.3565757683450186
1.040867,132.121,2.3552,2.3551561812937982
1.040867,134.218,2.3537,2.353765812595043
1.040867,136.315,2.3524,2.352402972233879
1.040867,138.412,2.3512,2.3510667040909943
1.040867,140.509,2.3497,2.3497560991046913
1.040867,142.606,2.3485,2.3484702922933356
1.040867,144.703,2.3471,2.347208460006854
1.040867,146.801,2.346,2.3459692321244106
1.040867,148.898,2.3449,2.3447530412815434
1.040867,150.995,2.3433,2.343558577201419
1.040867,153.092,2.3423,2.342385157990961
1.040867,155.189,2.3413,2.3412321321275043
1.040867,157.286,2.3401,2.3400988767173656
1.040867,159.384,2.339,2.3389842690846976
1.040867,161.481,2.3378,2.3378888011679426
1.040867,163.578,2.3368,2.336811390892608
1.040867,165.675,2.3357,2.335751514764448
1.040867,167.772,2.3348,2.3347086708480593
1.040867,169.869,2.3337,2.3336823776226927
1.040867,171.966,2.3327,2.3326721729120625
1.040867,174.064,2.3316,2.331677142268504
1.040867,176.161,2.3306,2.330697807648585
1.040867,178.258,2.3297,2.3297332811829925
1.040867,180.355,2.3288,2.328783168671752
1.040867,182.452,2.3278,2.327847090837346
1.040867,184.549,2.3269,2.326924682595993
1.040867,186.647,2.3262,2.326015161975555
1.040867,188.744,2.3252,2.325119057168383
1.040867,190.841,2.3242,2.32423560505845
1.040867,192.938,2.3235,2.323364490879169
1.040867,195.035,2.3225,2.322505411007669
1.040867,197.132,2.3215,2.3216580724554787
1.040867,199.229,2.3207,2.320822192387629
1.040867,201.327,2.3198,2.3199971070206376
1.040867,203.424,2.3191,2.3191833389302534
1.040867,205.521,2.3184,2.3183802371997486
1.040867,207.618,2.3178,2.3175875553089504
1.040867,209.715,2.3168,2.3168050548520953
1.040867,211.812,2.316,2.316032505192765
1.040867,213.91,2.3153,2.315269321654349
1.040867,216.007,2.3143,2.314516015624663
1.040867,218.104,2.3138,2.3137720118128455
1.040867,220.201,2.3131,2.3130371075547664
1.040867,222.298,2.3122,2.312311106478246
1.040867,224.395,2.3117,2.3115938182505444
1.040867,226.492,2.3109,2.310885058338238
1.040867,228.59,2.3101,2.310184315736684
1.040867,230.687,2.3096,2.309492084779078
1.040867,232.784,2.309,2.3088078610231846
1.040867,234.881,2.3081,2.308131480957541
1.040867,236.978,2.3075,2.307462785831606
1.040867,239.075,2.3068,2.3068016214764677
1.040867,241.172,2.3061,2.306147838133801
1.040867,243.27,2.3056,2.305500983675627
1.040867,245.367,2.3048,2.304861533266381
1.040867,247.464,2.3042,2.304229039397765
1.040867,249.561,2.3036,2.30360336839522
1.040867,251.658,2.303,2.302984390248625
1.040867,253.755,2.3024,2.3023719784822974
1.040867,255.853,2.3019,2.301765722579293
1.040867,257.95,2.3011,2.3011660806552596
1.040867,260.047,2.3005,2.3005726456191966
1.040867,262.144,2.2999,2.2999853039432843
1.040867,264.241,2.2994,2.2994039450632253
1.040867,266.338,2.2989,2.298828461278096
1.040867,268.435,2.2983,2.2982587476543377
1.040867,270.533,2.2976,2.2976944342923593
1.040867,272.63,2.2972,2.2971359594355105
1.040867,274.727,2.2967,2.296582955595709
1.040867,276.824,2.2961,2.296035328025939
1.040867,278.921,2.2957,2.295492984321925
1.040867,281.018,2.2949,2.2949558343471086
1.040867,283.116,2.2943,2.294423537647989
1.040867,285.213,2.2937,2.2938965158089
1.040867,287.31,2.2935,2.2933744301492602
1.040867,289.407,2.2929,2.2928571989109203
1.040867,291.504,2.2923,2.292344742269812
1.040867,293.601,2.2919,2.2918369822766755
1.040867,295.698,2.2912,2.291333842800008
1.040867,297.796,2.2911,2.290835012778936
1.040867,299.893,2.2904,2.2903408950553517
1.416184,0.134,4.1816,4.181156444833046
1.416184,0.268,3.7976,3.7972880527387964
1.416184,0.537,3.4805,3.4803405641736918
1.416184,1.074,3.22,3.2200536296271975
1.416184,2.097,3.0125,3.012422837543374
1.416184,4.194,2.8347,2.8346482379271354
1.416184,6.291,2.7458,2.7455678639305576
1.416184,8.389,2.6879,2.688199487094031
1.416184,10.486,2.6471,2.646797629063074
1.416184,12.583,2.6148,2.6148367314509264
1.416184,14.68,2.589,2.589057410692475
1.416184,16.777,2.5674,2.567607638319606
1.416184,18.874,2.5491,2.549341486496376
1.416184,20.972,2.5336,2.5334971622785374
1.416184,23.069,2.5196,2.519568150618056
1.416184,25.166,2.507,2.507172230432074
1.416184,27.263,2.4958,2.496032520540528
1.416184,29.36,2.4859,2.485938819836108
1.416184,31.457,2.4769,2.4767280809130625
1.416184,33.554,2.4682,2.4682714876262852
1.416184,35.652,2.4602,2.4604620582712795
1.416184,37.749,2.4532,2.453223049628866
1.416184,39.846,2.4464,2.4464812593590644
1.416184,41.943,2.4398,2.44017894134291
1.416184,44.04,2.4342,2.434267531253179
1.416184,46.137,2.4287,2.4287058293579635
1.416184,48.234,2.4235,2.4234586074425795
1.416184,50.332,2.4187,2.418493223790922
1.416184,52.429,2.4139,2.4137881038386597
1.416184,54.526,2.4093,2.409317883747504
1.416184,56.623,2.4049,2.405062456111926
1.416184,58.72,2.4013,2.4010041002503386
1.416184,60.817,2.3971,2.3971271254136948
