g,C_star,Q,L
指数型,3.758374042884451e+18,0.7264511009638692,3.5297480854746963
指数型,3.758374042884451e+18,0.7283507460960646,3.5299623156941684
指数型,3.758374042884451e+18,0.73025039122826,3.5301820419198195
指数型,3.758374042884451e+18,0.7321500363604554,3.530407291685752
指数型,3.758374042884451e+18,0.7340496814926507,3.5306380923594256
指数型,3.758374042884451e+18,0.735949326624846,3.5308744711446547
指数型,3.758374042884451e+18,0.7378489717570413,3.531116455084499
指数型,3.758374042884451e+18,0.7397486168892368,3.5313640710640515
指数型,3.758374042884451e+18,0.7416482620214321,3.5316173458131246
指数型,3.758374042884451e+18,0.7435479071536275,3.53187630590884
指数型,3.758374042884451e+18,0.7454475522858228,3.5321409777781314
指数型,3.758374042884451e+18,0.7473471974180181,3.532411387700148
指数型,3.758374042884451e+18,0.7492468425502135,3.532687561808591
指数型,3.758374042884451e+18,0.7511464876824089,3.5329695260939413
指数型,3.758374042884451e+18,0.7530461328146042,3.5332573064056367
指数型,3.758374042884451e+18,0.7549457779467996,3.533550928454152
指数型,3.758374042884451e+18,0.7568454230789949,3.5338504178130186
指数型,3.758374042884451e+18,0.7587450682111903,3.5341557999207645
指数型,3.758374042884451e+18,0.7606447133433856,3.5344671000827925
指数型,3.758374042884451e+18,0.762544358475581,3.534784343473193
指数型,3.758374042884451e+18,0.7644440036077763,3.535107555136488
指数型,3.758374042884451e+18,0.7663436487399717,3.5354367599893215
指数型,3.758374042884451e+18,0.768243293872167,3.5357719828220873
指数型,3.758374042884451e+18,0.7701429390043624,3.536113248300501
指数型,3.758374042884451e+18,0.7720425841365577,3.536460580967118
指数型,3.758374042884451e+18,0.7739422292687531,3.5368140052428
指数型,3.758374042884451e+18,0.7758418744009484,3.5371735454281295
指数型,3.758374042884451e+18,0.7777415195331439,3.537539225704773
指数型,3.758374042884451e+18,0.7796411646653392,3.537911070136807
指数型,3.758374042884451e+18,0.7815408097975345,3.5382891026719836
指数型,3.758374042884451e+18,0.7834404549297298,3.5386733471429688
指数型,3.758374042884451e+18,0.7853401000619252,3.5390638272685226
指数型,3.758374042884451e+18,0.7872397451941205,3.5394605666546517
指数型,3.758374042884451e+18,0.789139390326316,3.539863588795713
指数型,3.758374042884451e+18,0.7910390354585113,3.5402729170754865
指数型,3.758374042884451e+18,0.7929386805907066,3.5406885747682066
指数型,3.758374042884451e+18,0.7948383257229019,3.54111058503956
指数型,3.758374042884451e+18,0.7967379708550973,3.5415389709476486
指数型,3.758374042884451e+18,0.7986376159872927,3.5419737554439195
指数型,3.758374042884451e+18,0.800537261119488,3.5424149613740665
指数型,3.758374042884451e+18,0.8024369062516834,3.5428626114788937
指数型,3.758374042884451e+18,0.8043365513838787,3.5433167283951548
指数型,3.758374042884451e+18,0.806236196516074,3.5437773346563626
指数型,3.758374042884451e+18,0.8081358416482695,3.5442444526935724
指数型,3.758374042884451e+18,0.8100354867804648,3.5447181048361327
指数型,3.758374042884451e+18,0.8119351319126601,3.545198313312417
指数型,3.758374042884451e+18,0.8138347770448555,3.545685100250524
指数型,3.758374042884451e+18,0.8157344221770508,3.5461784876789633
指数型,3.758374042884451e+18,0.8176340673092461,3.5466784975273047
指数型,3.758374042884451e+18,0.8195337124414416,3.547185151626816
指数型,3.758374042884451e+18,0.8214333575736369,3.5476984717110733
指数型,3.758374042884451e+18,0.8233330027058322,3.548218479416551
指数型,3.758374042884451e+18,0.8252326478380276,3.548745196283196
指数型,3.758374042884451e+18,0.827132292970223,3.5492786437549713
指数型,3.758374042884451e+18,0.8290319381024183,3.549818843180394
指数型,3.758374042884451e+18,0.8309315832346137,3.5503658158130467
指数型,3.758374042884451e+18,0.832831228366809,3.550919582812069
指数型,3.758374042884451e+18,0.8347308734990043,3.551480165242645
指数型,3.758374042884451e+18,0.8366305186311997,3.552047584076454
指数型,3.758374042884451e+18,0.8385301637633951,3.552621860192124
指数型,3.758374042884451e+18,0.8404298088955904,3.5532030143756588
指数型,3.758374042884451e+18,0.8423294540277857,3.5537910673208537
指数型,3.758374042884451e+18,0.8442290991599811,3.554386039629697
指数型,3.758374042884451e+18,0.8461287442921764,3.5549879518127545
指数型,3.758374042884451e+18,0.8480283894243719,3.5555968242895455
指数型,3.758374042884451e+18,0.8499280345565672,3.5562126773889036
指数型,3.758374042884451e+18,0.8518276796887625,3.556835531349321
指数型,3.758374042884451e+18,0.8537273248209578,3.557465406319285
指数型,3.758374042884451e+18,0.8556269699531532,3.5581023223576054
指数型,3.758374042884451e+18,0.8575266150853486,3.5587462994337216
指数型,3.758374042884451e+18,0.859426260217544,3.559397357428007
指数型,3.758374042884451e+18,0.8613259053497393,3.560055516132061
指数型,3.758374042884451e+18,0.8632255504819346,3.5607207952489857
指数型,3.758374042884451e+18,0.8651251956141299,3.56139321439366
指数型,3.758374042884451e+18,0.8670248407463254,3.5620727930930007
指数型,3.758374042884451e+18,0.8689244858785207,3.562759550786212
指数型,3.758374042884451e+18,0.8708241310107161,3.563453506825031
指数型,3.758374042884451e+18,0.8727237761429114,3.564154680473961
指数型,3.758374042884451e+18,0.8746234212751067,3.5648630909104986
指数型,3.758374042884451e+18,0.876523066407302,3.5655787572253526
指数型,3.758374042884451e+18,0.8784227115394975,3.566301698422651
指数型,3.758374042884451e+18,0.8803223566716928,3.5670319334201506
指数型,3.758374042884451e+18,0.8822220018038882,3.567769481049426
指数型,3.758374042884451e+18,0.8841216469360835,3.5685143600560636
指数型,3.758374042884451e+18,0.8860212920682788,3.5692665890998434
指数型,3.758374042884451e+18,0.8879209372004742,3.5700261867549115
指数型,3.758374042884451e+18,0.8898205823326696,3.5707931715099557
指数型,3.758374042884451e+18,0.8917202274648649,3.5715675617683638
指数型,3.758374042884451e+18,0.8936198725970603,3.572349375848386
指数型,3.758374042884451e+18,0.8955195177292556,3.573138631983285
指数型,3.758374042884451e+18,0.897419162861451,3.5739353483214846
指数型,3.758374042884451e+18,0.8993188079936463,3.574739542926711
指数型,3.758374042884451e+18,0.9012184531258417,3.5755512337781297
指数型,3.758374042884451e+18,0.903118098258037,3.57637043877048
指数型,3.758374042884451e+18,0.9050177433902324,3.577197175714202
指数型,3.758374042884451e+18,0.9069173885224278,3.5780314623355585
指数型,3.758374042884451e+18,0.9088170336546231,3.5788733162767556
指数型,3.758374042884451e+18,0.9107166787868184,3.5797227550960593
指数型,3.758374042884451e+18,0.9126163239190138,3.580579796267904
指数型,3.758374042884451e+18,0.9145159690512091,3.5814444571830024
指数型,3.758374042884451e+18,0.9164156141834046,3.5823167551484487
指数型,3.758374042884451e+18,0.9183152593155999,3.5831967073878186
指数型,3.758374042884451e+18,0.9202149044477952,3.5840843310412662
指数型,3.758374042884451e+18,0.9221145495799905,3.584979643165621
指数型,3.758374042884451e+18,0.9240141947121859,3.585882660734475
指数型,3.758374042884451e+18,0.9259138398443812,3.586793400638274
指数型,3.758374042884451e+18,0.9278134849765767,3.5877118796843988
指数型,3.758374042884451e+18,0.929713130108772,3.5886381145972512
指数型,3.758374042884451e+18,0.9316127752409673,3.5895721220183354
指数型,3.758374042884451e+18,0.9335124203731626,3.5905139185063293
指数型,3.758374042884451e+18,0.935412065505358,3.5914635205371668
指数型,3.758374042884451e+18,0.9373117106375534,3.592420944504105
指数型,3.758374042884451e+18,0.9392113557697488,3.593386206717799
指数型,3.758374042884451e+18,0.9411110009019441,3.594359323406368
指数型,3.758374042884451e+18,0.9430106460341394,3.5953403107154642
指数型,3.758374042884451e+18,0.9449102911663347,3.5963291847083347
指数型,3.758374042884451e+18,0.9468099362985302,3.597325961365888
指数型,3.758374042884451e+18,0.9487095814307255,3.598330656586753
指数型,3.758374042884451e+18,0.9506092265629209,3.59934328618734
指数型,3.758374042884451e+18,0.9525088716951162,3.6003638659018984
指数型,3.758374042884451e+18,0.9544085168273115,3.601392411382572
指数型,3.758374042884451e+18,0.9563081619595069,3.6024289381994588
指数型,3.758374042884451e+18,0.9582078070917023,3.6034734618406596
指数型,3.758374042884451e+18,0.9601074522238976,3.604525997712334
指数型,3.758374042884451e+18,0.962007097356093,3.605586561138752
指数型,3.758374042884451e+18,0.9639067424882883,3.6066551673623417
指数型,3.758374042884451e+18,0.9658063876204837,3.6077318315437434
指数型,3.758374042884451e+18,0.967706032752679,3.6088165687618527
指数型,3.758374042884451e+18,0.9696056778848743,3.609909394013873
指数型,3.758374042884451e+18,0.9715053230170697,3.611010322215356
指数型,3.758374042884451e+18,0.9734049681492651,3.612119368200255
指数型,3.758374042884451e+18,0.9753046132814605,3.6132365467209615
指数型,3.758374042884451e+18,0.9772042584136558,3.614361872448356
指数型,3.758374042884451e+18,0.9791039035458511,3.615495359971848
指数型,3.758374042884451e+18,0.9810035486780464,3.6166370237994183
指数型,3.758374042884451e+18,0.9829031938102418,3.6177868783576637
指数型,3.758374042884451e+18,0.9848028389424373,3.6189449379918366
指数型,3.758374042884451e+18,0.9867024840746326,3.6201112169658876
指数型,3.758374042884451e+18,0.9886021292068279,3.6212857294625005
指数型,3.758374042884451e+18,0.9905017743390232,3.6224684895831416
指数型,3.758374042884451e+18,0.9924014194712185,3.6236595113480905
指数型,3.758374042884451e+18,0.9943010646034139,3.624858808696486
指数型,3.758374042884451e+18,0.9962007097356094,3.6260663954863572
指数型,3.758374042884451e+18,0.9981003548678047,3.62728228549467
指数型,3.758374042884451e+18,1.0,3.62850649241736
幂函数型,1.6431486146202212e+19,0.6200709735609296,3.1535610360875577
幂函数型,1.6431486146202212e+19,0.6219706186931249,3.153514667685206
幂函数型,1.6431486146202212e+19,0.6238702638253203,3.153468824727834
幂函数型,1.6431486146202212e+19,0.6257699089575156,3.1534235226455607
幂函数型,1.6431486146202212e+19,0.6276695540897109,3.153378775976501
幂函数型,1.6431486146202212e+19,0.6295691992219064,3.153334598405539
幂函数型,1.6431486146202212e+19,0.6314688443541017,3.153291002800974
幂函数型,1.6431486146202212e+19,0.633368489486297,3.1532480012491613
幂函数型,1.6431486146202212e+19,0.6352681346184924,3.1532056050873116
幂函数型,1.6431486146202212e+19,0.6371677797506877,3.1531638249345377
幂函数型,1.6431486146202212e+19,0.639067424882883,3.153122670721298
幂函数型,1.6431486146202212e+19,0.6409670700150785,3.1530821517173067
幂函数型,1.6431486146202212e+19,0.6428667151472738,3.1530422765580375
幂函数型,1.6431486146202212e+19,0.6447663602794691,3.1530030532698907
幂函数型,1.6431486146202212e+19,0.6466660054116645,3.1529644892941073
幂函数型,1.6431486146202212e+19,0.6485656505438598,3.152926591509525
幂函数型,1.6431486146202212e+19,0.6504652956760552,3.152889366254221
幂函数型,1.6431486146202212e+19,0.6523649408082506,3.1528528193461254
幂函数型,1.6431486146202212e+19,0.6542645859404459,3.1528169561026655
幂函数型,1.6431486146202212e+19,0.6561642310726412,3.1527817813594883
幂函数型,1.6431486146202212e+19,0.6580638762048366,3.1527472994883206
幂函数型,1.6431486146202212e+19,0.659963521337032,3.1527135144140184
幂函数型,1.6431486146202212e+19,0.6618631664692273,3.1526804296308466
幂函数型,1.6431486146202212e+19,0.6637628116014227,3.1526480482180332
幂函数型,1.6431486146202212e+19,0.665662456733618,3.1526163728546424
幂函数型,1.6431486146202212e+19,0.6675621018658133,3.1525854058337948
幂函数型,1.6431486146202212e+19,0.6694617469980088,3.1525551490762798
幂函数型,1.6431486146202212e+19,0.6713613921302041,3.152525604143589
幂函数型,1.6431486146202212e+19,0.6732610372623994,3.1524967722503954
幂函数型,1.6431486146202212e+19,0.6751606823945948,3.15246865427652
幂函数型,1.6431486146202212e+19,0.6770603275267901,3.1524412507784003
幂函数型,1.6431486146202212e+19,0.6789599726589854,3.1524145620000894
幂函数型,1.6431486146202212e+19,0.6808596177911809,3.152388587883821
幂函数型,1.6431486146202212e+19,0.6827592629233762,3.1523633280801375
幂函数型,1.6431486146202212e+19,0.6846589080555715,3.1523387819576305
幂函数型,1.6431486146202212e+19,0.6865585531877669,3.1523149486122977
幂函数型,1.6431486146202212e+19,0.6884581983199622,3.152291826876528
幂函数型,1.6431486146202212e+19,0.6903578434521576,3.152269415327755
幂函数型,1.6431486146202212e+19,0.6922574885843529,3.152247712296772
幂函数型,1.6431486146202212e+19,0.6941571337165483,3.1522267158757415
幂函数型,1.6431486146202212e+19,0.6960567788487436,3.1522064239258993
幂函数型,1.6431486146202212e+19,0.697956423980939,3.1521868340849815
幂函数型,1.6431486146202212e+19,0.6998560691131344,3.152167943774373
幂函数型,1.6431486146202212e+19,0.7017557142453297,3.1521497502060027
幂函数型,1.6431486146202212e+19,0.703655359377525,3.1521322503889904
幂函数型,1.6431486146202212e+19,0.7055550045097204,3.1521154411360532
幂函数型,1.6431486146202212e+19,0.7074546496419157,3.152099319069692
幂函数型,1.6431486146202212e+19,0.7093542947741112,3.15208388062816
幂函数型,1.6431486146202212e+19,0.7112539399063065,3.1520691220712207
幂函数型,1.6431486146202212e+19,0.7131535850385018,3.1520550394857167
幂函数型,1.6431486146202212e+19,0.7150532301706971,3.152041628790942
幂函数型,1.6431486146202212e+19,0.7169528753028925,3.1520288857438334
幂函数型,1.6431486146202212e+19,0.7188525204350878,3.1520168059439975
幂函数型,1.6431486146202212e+19,0.7207521655672833,3.1520053848385565
幂函数型,1.6431486146202212e+19,0.7226518106994786,3.1519946177268494
幂函数型,1.6431486146202212e+19,0.7245514558316739,3.1519844997649704
幂函数型,1.6431486146202212e+19,0.7264511009638692,3.1519750259701613
幂函数型,1.6431486146202212e+19,0.7283507460960646,3.151966191225071
幂函数型,1.6431486146202212e+19,0.73025039122826,3.15195799028187
幂函数型,1.6431486146202212e+19,0.7321500363604554,3.1519504177662396
幂函数型,1.6431486146202212e+19,0.7340496814926507,3.1519434681812344
幂函数型,1.6431486146202212e+19,0.735949326624846,3.1519371359110306
幂函数型,1.6431486146202212e+19,0.7378489717570413,3.15193141522455
幂函数型,1.6431486146202212e+19,0.7397486168892368,3.1519263002789772
幂函数型,1.6431486146202212e+19,0.7416482620214321,3.1519217851231742
幂函数型,1.6431486146202212e+19,0.7435479071536275,3.151917863700983
幂函数型,1.6431486146202212e+19,0.7454475522858228,3.1519145298544378
幂函数型,1.6431486146202212e+19,0.7473471974180181,3.151911777326877
幂函数型,1.6431486146202212e+19,0.7492468425502135,3.1519095997659665
幂函数型,1.6431486146202212e+19,0.7511464876824089,3.151907990726629
幂函数型,1.6431486146202212e+19,0.7530461328146042,3.1519069436738962
幂函数型,1.6431486146202212e+19,0.7549457779467996,3.1519064519856714
幂函数型,1.6431486146202212e+19,0.7568454230789949,3.151906508955416
幂函数型,1.6431486146202212e+19,0.7587450682111903,3.15190710779476
幂函数型,1.6431486146202212e+19,0.7606447133433856,3.151908241636037
幂函数型,1.6431486146202212e+19,0.762544358475581,3.151909903534749
幂函数型,1.6431486146202212e+19,0.7644440036077763,3.1519120864719614
幂函数型,1.6431486146202212e+19,0.7663436487399717,3.1519147833566312
幂函数型,1.6431486146202212e+19,0.768243293872167,3.151917987027873
幂函数型,1.6431486146202212e+19,0.7701429390043624,3.1519216902571614
幂函数型,1.6431486146202212e+19,0.7720425841365577,3.1519258857504715
幂函数型,1.6431486146202212e+19,0.7739422292687531,3.1519305661503667
幂函数型,1.6431486146202212e+19,0.7758418744009484,3.1519357240380224
幂函数型,1.6431486146202212e+19,0.7777415195331439,3.1519413519352035
幂函数型,1.6431486146202212e+19,0.7796411646653392,3.151947442306183
幂函数型,1.6431486146202212e+19,0.7815408097975345,3.1519539875596156
幂函数型,1.6431486146202212e+19,0.7834404549297298,3.1519609800503554
幂函数型,1.6431486146202212e+19,0.7853401000619252,3.1519684120812292
幂函数型,1.6431486146202212e+19,0.7872397451941205,3.151976275904768
幂函数型,1.6431486146202212e+19,0.789139390326316,3.1519845637248824
幂函数型,1.6431486146202212e+19,0.7910390354585113,3.1519932676985087
幂函数型,1.6431486146202212e+19,0.7929386805907066,3.1520023799371994
幂函数型,1.6431486146202212e+19,0.7948383257229019,3.1520118925086837
幂函数型,1.6431486146202212e+19,0.7967379708550973,3.1520217974383815
幂函数型,1.6431486146202212e+19,0.7986376159872927,3.152032086710882
幂函数型,1.6431486146202212e+19,0.800537261119488,3.1520427522713867
幂函数型,1.6431486146202212e+19,0.8024369062516834,3.1520537860271096
幂函数型,1.6431486146202212e+19,0.8043365513838787,3.1520651798486528
幂函数型,1.6431486146202212e+19,0.806236196516074,3.1520769255713352
幂函数型,1.6431486146202212e+19,0.8081358416482695,3.152089014996503
幂函数型,1.6431486146202212e+19,0.8100354867804648,3.1521014398927933
幂函数型,1.6431486146202212e+19,0.8119351319126601,3.152114191997379
幂函数型,1.6431486146202212e+19,0.8138347770448555,3.1521272630171735
幂函数型,1.6431486146202212e+19,0.8157344221770508,3.152140644630012
幂函数型,1.6431486146202212e+19,0.8176340673092461,3.1521543284858065
幂函数型,1.6431486146202212e+19,0.8195337124414416,3.1521683062076615
幂函数型,1.6431486146202212e+19,0.8214333575736369,3.152182569392977
幂函数型,1.6431486146202212e+19,0.8233330027058322,3.152197109614515
幂函数型,1.6431486146202212e+19,0.8252326478380276,3.152211918421445
幂函数型,1.6431486146202212e+19,0.827132292970223,3.1522269873403634
幂函数型,1.6431486146202212e+19,0.8290319381024183,3.15224230787629
幂函数型,1.6431486146202212e+19,0.8309315832346137,3.152257871513638
幂函数型,1.6431486146202212e+19,0.832831228366809,3.1522736697171623
幂函数型,1.6431486146202212e+19,0.8347308734990043,3.152289693932892
幂函数型,1.6431486146202212e+19,0.8366305186311997,3.1523059355890277
幂函数型,1.6431486146202212e+19,0.8385301637633951,3.1523223860968286
幂函数型,1.6431486146202212e+19,0.8404298088955904,3.152339036851477
幂函数型,1.6431486146202212e+19,0.8423294540277857,3.15235587923292
幂函数型,1.6431486146202212e+19,0.8442290991599811,3.1523729046066924
幂函数型,1.6431486146202212e+19,0.8461287442921764,3.1523901043247227
幂函数型,1.6431486146202212e+19,0.8480283894243719,3.152407469726119
幂函数型,1.6431486146202212e+19,0.8499280345565672,3.1524249921379344
幂函数型,1.6431486146202212e+19,0.8518276796887625,3.152442662875922
幂函数型,1.6431486146202212e+19,0.8537273248209578,3.1524604732452617
幂函数型,1.6431486146202212e+19,0.8556269699531532,3.1524784145412834
幂函数型,1.6431486146202212e+19,0.8575266150853486,3.152496478050161
幂函数型,1.6431486146202212e+19,0.859426260217544,3.1525146550496004
幂函数型,1.6431486146202212e+19,0.8613259053497393,3.1525329368095054
幂函数型,1.6431486146202212e+19,0.8632255504819346,3.1525513145926327
幂函数型,1.6431486146202212e+19,0.8651251956141299,3.15256977965523
幂函数型,1.6431486146202212e+19,0.8670248407463254,3.1525883232476573
幂函数型,1.6431486146202212e+19,0.8689244858785207,3.152606936615003
幂函数型,1.6431486146202212e+19,0.8708241310107161,3.152625610997673
幂函数型,1.6431486146202212e+19,0.8727237761429114,3.152644337631978
幂函数型,1.6431486146202212e+19,0.8746234212751067,3.1526631077507012
幂函数型,1.6431486146202212e+19,0.876523066407302,3.152681912583656
幂函数型,1.6431486146202212e+19,0.8784227115394975,3.1527007433582295
幂函数型,1.6431486146202212e+19,0.8803223566716928,3.1527195912999137
幂函数型,1.6431486146202212e+19,0.8822220018038882,3.152738447632828
幂函数型,1.6431486146202212e+19,0.8841216469360835,3.152757303580225
幂函数型,1.6431486146202212e+19,0.8860212920682788,3.1527761503649896
幂函数型,1.6431486146202212e+19,0.8879209372004742,3.152794979210123
幂函数型,1.6431486146202212e+19,0.8898205823326696,3.1528137813392183
幂函数型,1.6431486146202212e+19,0.8917202274648649,3.152832547976926
幂函数型,1.6431486146202212e+19,0.8936198725970603,3.152851270349407
幂函数型,1.6431486146202212e+19,0.8955195177292556,3.1528699396847744
幂函数型,1.6431486146202212e+19,0.897419162861451,3.1528885472135313
幂函数型,1.6431486146202212e+19,0.8993188079936463,3.1529070841689917
幂函数型,1.6431486146202212e+19,0.9012184531258417,3.152925541787696
幂函数型,1.6431486146202212e+19,0.903118098258037,3.1529439113098165
幂函数型,1.6431486146202212e+19,0.9050177433902324,3.152962183979553
幂函数型,1.6431486146202212e+19,0.9069173885224278,3.1529803510455228
幂函数型,1.6431486146202212e+19,0.9088170336546231,3.152998403761133
幂函数型,1.6431486146202212e+19,0.9107166787868184,3.153016333384959
幂函数型,1.6431486146202212e+19,0.9126163239190138,3.153034131181097
幂函数型,1.6431486146202212e+19,0.9145159690512091,3.1530517884195275
幂函数型,1.6431486146202212e+19,0.9164156141834046,3.1530692963764517
幂函数型,1.6431486146202212e+19,0.9183152593155999,3.1530866463346356
幂函数型,1.6431486146202212e+19,0.9202149044477952,3.1531038295837375
幂函数型,1.6431486146202212e+19,0.9221145495799905,3.1531208374206305
幂函数型,1.6431486146202212e+19,0.9240141947121859,3.153137661149719
幂函数型,1.6431486146202212e+19,0.9259138398443812,3.153154292083248
幂函数型,1.6431486146202212e+19,0.9278134849765767,3.1531707215416
幂函数型,1.6431486146202212e+19,0.929713130108772,3.1531869408535935
幂函数型,1.6431486146202212e+19,0.9316127752409673,3.153202941356769
幂函数型,1.6431486146202212e+19,0.9335124203731626,3.15321871439767
幂函数型,1.6431486146202212e+19,0.935412065505358,3.153234251332119
幂函数型,1.6431486146202212e+19,0.9373117106375534,3.1532495435254817
幂函数型,1.6431486146202212e+19,0.9392113557697488,3.153264582352934
幂函数型,1.6431486146202212e+19,0.9411110009019441,3.1532793591997157
幂函数型,1.6431486146202212e+19,0.9430106460341394,3.1532938654613787
幂函数型,1.6431486146202212e+19,0.9449102911663347,3.1533080925440347
幂函数型,1.6431486146202212e+19,0.9468099362985302,3.153322031864592
幂函数型,1.6431486146202212e+19,0.9487095814307255,3.1533356748509886
幂函数型,1.6431486146202212e+19,0.9506092265629209,3.153349012942418
幂函数型,1.6431486146202212e+19,0.9525088716951162,3.1533620375895564
幂函数型,1.6431486146202212e+19,0.9544085168273115,3.1533747402547725
幂函数型,1.6431486146202212e+19,0.9563081619595069,3.153387112412344
幂函数型,1.6431486146202212e+19,0.9582078070917023,3.153399145548664
幂函数型,1.6431486146202212e+19,0.9601074522238976,3.1534108311624403
幂函数型,1.6431486146202212e+19,0.962007097356093,3.1534221607648947
幂函数型,1.6431486146202212e+19,0.9639067424882883,3.1534331258799533
幂函数型,1.6431486146202212e+19,0.9658063876204837,3.153443718044435
幂函数型,1.6431486146202212e+19,0.967706032752679,3.1534539288082346
幂函数型,1.6431486146202212e+19,0.9696056778848743,3.1534637497344997
幂函数型,1.6431486146202212e+19,0.9715053230170697,3.153473172399806
幂函数型,1.6431486146202212e+19,0.9734049681492651,3.153482188394327
幂函数型,1.6431486146202212e+19,0.9753046132814605,3.1534907893219986
幂函数型,1.6431486146202212e+19,0.9772042584136558,3.1534989668006816
幂函数型,1.6431486146202212e+19,0.9791039035458511,3.1535067124623177
幂函数型,1.6431486146202212e+19,0.9810035486780464,3.153514017953084
幂函数型,1.6431486146202212e+19,0.9829031938102418,3.153520874933541
幂函数型,1.6431486146202212e+19,0.9848028389424373,3.15352727507878
幂函数型,1.6431486146202212e+19,0.9867024840746326,3.153533210078564
幂函数型,1.6431486146202212e+19,0.9886021292068279,3.153538671637464
幂函数型,1.6431486146202212e+19,0.9905017743390232,3.1535436514749975
幂函数型,1.6431486146202212e+19,0.9924014194712185,3.1535481413257553
幂函数型,1.6431486146202212e+19,0.9943010646034139,3.1535521329395344
幂函数型,1.6431486146202212e+19,0.9962007097356094,3.1535556180814535
幂函数型,1.6431486146202212e+19,0.9981003548678047,3.153558588532083
幂函数型,1.6431486146202212e+19,1.0,3.1535610360875577
对数渐进型,4.594970576781047e+17,0.6200709735609296,4.224504326755528
对数渐进型,4.594970576781047e+17,0.6219706186931249,4.227836699894341
对数渐进型,4.594970576781047e+17,0.6238702638253203,4.23104374567611
对数渐进型,4.594970576781047e+17,0.6257699089575156,4.234132753921034
对数渐进型,4.594970576781047e+17,0.6276695540897109,4.237110274837919
对数渐进型,4.594970576781047e+17,0.6295691992219064,4.239982224716417
对数渐进型,4.594970576781047e+17,0.6314688443541017,4.242753972440066
对数渐进型,4.594970576781047e+17,0.633368489486297,4.245430410984813
对数渐进型,4.594970576781047e+17,0.6352681346184924,4.248016017026115
