target,domain,beta,beta_ci_low,beta_ci_high
loss_stackexchange,uspto_backgrounds,5.727350659236857,5.4331147737165795,6.087036023549272
loss_gutenberg_pg_19,arxiv,5.8964439041580645,5.769926772649436,6.037244610492503
loss_gutenberg_pg_19,freelaw,5.329006213906588,5.247776312276071,5.404874409583594
loss_gutenberg_pg_19,nih_exporter,5.040292307052548,3.807337760542826,6.4997704862545955
loss_gutenberg_pg_19,pubmed_central,5.9126195515489295,5.819975134149534,6.001757532036645
loss_gutenberg_pg_19,wikipedia_en,5.329309090734594,5.228788524955651,5.4132260542988675
loss_gutenberg_pg_19,dm_mathematics,5.8211865122582696,5.565288909592362,6.134476745665097
loss_gutenberg_pg_19,github,6.0071178211625025,5.922638269661963,6.09427775608854
loss_gutenberg_pg_19,philpapers,4.854522721105014,3.604606927987524,6.289310119909536
loss_gutenberg_pg_19,stackexchange,5.7577949426790775,5.671272403794038,5.834191959670329
loss_gutenberg_pg_19,enron_emails,-0.21192691208288378,-2.951638276650099,2.048413617829411
loss_gutenberg_pg_19,gutenberg_pg_19,2.2579109492341805,2.029776411653231,2.482483840384637
loss_gutenberg_pg_19,pile_cc,4.992309053124667,4.9461334267366475,5.0354573586754485
loss_gutenberg_pg_19,ubuntu_irc,5.659856009585526,5.258587852768064,6.07166975897342
loss_gutenberg_pg_19,europarl,5.263071829630323,4.586935620769391,6.068815952668289
loss_gutenberg_pg_19,hackernews,3.582042143205392,2.9640176967577077,4.14544744472398
loss_gutenberg_pg_19,pubmed_abstracts,5.744433693863732,5.603069928142211,5.880852866785022
loss_gutenberg_pg_19,uspto_backgrounds,5.830532997830917,5.679480873975395,5.97017726251022
loss_pile_cc,arxiv,6.149515493590876,6.086365924732873,6.21615278107506
loss_pile_cc,freelaw,5.880370708765863,5.820470215922033,5.939505312995263
loss_pile_cc,nih_exporter,4.553144707102295,3.730821583321829,5.3618112667939535
loss_pile_cc,pubmed_central,6.0092482623844,5.943362441013386,6.06520908631313
loss_pile_cc,wikipedia_en,5.340243706407795,5.282444113205384,5.388206434614036
loss_pile_cc,dm_mathematics,5.973335259880995,5.735990289035887,6.201378907385801
loss_pile_cc,github,6.258831072377436,6.193566836205149,6.319305357737544
loss_pile_cc,philpapers,4.972833774543076,4.055378016208606,5.794814653934591
loss_pile_cc,stackexchange,5.86753566831825,5.815423842647415,5.910242641699553
loss_pile_cc,enron_emails,1.3110111691146282,-0.857520225712685,3.0215986441067857
loss_pile_cc,gutenberg_pg_19,5.492055895192831,5.388218931485729,5.602574314688594
loss_pile_cc,pile_cc,4.802306696519916,4.750160824021769,4.85122963283368
loss_pile_cc,ubuntu_irc,5.182076190329495,4.938146919654269,5.428121924994453
loss_pile_cc,europarl,5.747769947320056,5.299849131209207,6.123197357089506
loss_pile_cc,hackernews,4.484709002645063,4.069110038101023,4.952084313384245
loss_pile_cc,pubmed_abstracts,5.866548447907793,5.789261593721452,5.951768460234153
loss_pile_cc,uspto_backgrounds,5.900177409230668,5.8284016646731756,5.9748627373355445
loss_ubuntu_irc,arxiv,7.182172837623405,6.913386426692309,7.407972446101249
loss_ubuntu_irc,freelaw,7.35004207620009,7.086604587645693,7.583757807385462
loss_ubuntu_irc,nih_exporter,4.760731289952484,0.2262623605824643,8.704186402425664
loss_ubuntu_irc,pubmed_central,7.533671479387941,7.310453608732044,7.756691142497611
loss_ubuntu_irc,wikipedia_en,7.170002653844518,6.885591022070706,7.491101519338961
loss_ubuntu_irc,dm_mathematics,6.655547318015976,5.638550383365176,7.539466770239977
loss_ubuntu_irc,github,7.024075694780493,6.823471932010982,7.202287138720607
loss_ubuntu_irc,philpapers,-0.06486355812699937,-4.208870614455661,3.9885023961979744
loss_ubuntu_irc,stackexchange,6.818224517076668,6.6230793694993135,6.972156458000536
loss_ubuntu_irc,enron_emails,-13.560575501351948,-24.226318232704923,-4.7280658271419105
loss_ubuntu_irc,gutenberg_pg_19,6.666180826259274,6.088713250263915,7.2050564636339285
loss_ubuntu_irc,pile_cc,6.890678472683362,6.723529343700712,7.04629038399031
loss_ubuntu_irc,ubuntu_irc,-11.22010283413755,-12.845854571133415,-10.059089584637595
loss_ubuntu_irc,europarl,2.787564022726634,0.8645733697842676,4.652285407810982
loss_ubuntu_irc,hackernews,4.4125307592107434,2.64910919658788,6.372241833738326
loss_ubuntu_irc,pubmed_abstracts,7.1701121154344705,6.835762722309231,7.517913264831613
loss_ubuntu_irc,uspto_backgrounds,6.905600906440167,6.552299802141614,7.282297142171256
loss_hackernews,arxiv,5.861434147174722,5.772105684365936,5.942006810302496
loss_hackernews,freelaw,5.569097323508732,5.481153772285717,5.644882267206919
loss_hackernews,nih_exporter,4.519120436165182,3.425213664514476,5.691254355332771
loss_hackernews,pubmed_central,5.8521621239085855,5.774353533213514,5.923955841276839
loss_hackernews,wikipedia_en,5.543790291884349,5.466499223869277,5.632077612410499
loss_hackernews,dm_mathematics,5.524613359034181,5.283021978153194,5.7609430034052025
loss_hackernews,github,5.729620872441898,5.682209737250614,5.779672752766855
loss_hackernews,philpapers,5.18763026486023,4.033428291225756,6.427310279659058
loss_hackernews,stackexchange,5.30572051635497,5.244252524329659,5.362138656440817
loss_hackernews,enron_emails,0.34670000689778246,-1.6383594294836108,2.55816759124294
loss_hackernews,gutenberg_pg_19,5.1290361189881795,4.996525493578132,5.260615065728478
loss_hackernews,pile_cc,4.957154996173177,4.907489680238454,5.001823224627005
loss_hackernews,ubuntu_irc,4.870824328472674,4.575634883888993,5.172494736416235
loss_hackernews,europarl,5.646320509888591,5.12984064309773,6.183015806637719
loss_hackernews,hackernews,-3.277838635617765,-4.015360622178044,-2.6748824114294436
loss_hackernews,pubmed_abstracts,5.564051088806696,5.464955030239868,5.68222553337082
loss_hackernews,uspto_backgrounds,5.63311967033754,5.52502713389427,5.772502743780978
loss_pubmed_abstracts,arxiv,5.945208049858675,5.833655892846222,6.044898600168502
loss_pubmed_abstracts,freelaw,6.098479488757047,5.968378267164997,6.241791682108508
loss_pubmed_abstracts,nih_exporter,0.49027491846494875,-1.1510463577570604,2.0202712489521555
loss_pubmed_abstracts,pubmed_central,4.585507017566968,4.5168273104482,4.6467474142750955
loss_pubmed_abstracts,wikipedia_en,5.659605548999732,5.562668048099898,5.7605682620746474
loss_pubmed_abstracts,dm_mathematics,5.553306907243981,5.193883936155629,5.937454794541851
loss_pubmed_abstracts,github,6.403406585235384,6.2370534601711975,6.557100638643483
loss_pubmed_abstracts,philpapers,3.9820668988279277,2.3990157294824836,5.586796451823339
loss_pubmed_abstracts,stackexchange,6.060102299755163,5.90885803231242,6.195761073981772
loss_pubmed_abstracts,enron_emails,5.0526252467149115,1.3005461655082264,9.166616136773376
loss_pubmed_abstracts,gutenberg_pg_19,5.555204442603388,5.346027606651278,5.751472381598218
loss_pubmed_abstracts,pile_cc,5.676753228852182,5.62346502530431,5.736777418582299
loss_pubmed_abstracts,ubuntu_irc,5.719499369194045,5.296715001232605,6.163818180343348
loss_pubmed_abstracts,europarl,5.093449190909033,4.32280292305505,5.848924602782157
loss_pubmed_abstracts,hackernews,5.305280776563773,4.2775111192403985,6.316522609092063
loss_pubmed_abstracts,pubmed_abstracts,2.623522789410042,2.4073196363198854,2.783446811957185
loss_pubmed_abstracts,uspto_backgrounds,5.144095230077862,5.052459353146063,5.238808633967123
loss_uspto_backgrounds,arxiv,5.545346563213686,5.446348781891057,5.628040876891718
loss_uspto_backgrounds,freelaw,5.533679128410451,5.433819216965319,5.640272689076568
loss_uspto_backgrounds,nih_exporter,4.976600587404875,3.207146643774555,6.5186762511114456
loss_uspto_backgrounds,pubmed_central,5.293427059860148,5.22440475895967,5.364857888528258
loss_uspto_backgrounds,wikipedia_en,5.292289627629336,5.180185236272168,5.395022339394328
loss_uspto_backgrounds,dm_mathematics,5.164325550956366,4.7853128035801475,5.546905484107775
loss_uspto_backgrounds,github,5.919687391801705,5.808595967357483,6.021569687867891
loss_uspto_backgrounds,philpapers,3.243881649198782,1.596259949629235,5.047999125799559
loss_uspto_backgrounds,stackexchange,5.6104374107629695,5.515852399090454,5.714887101767601
loss_uspto_backgrounds,enron_emails,7.758650554451532,4.596398081304458,11.102197717523739
loss_uspto_backgrounds,gutenberg_pg_19,5.331975804454361,5.126836052714457,5.561367165683483
loss_uspto_backgrounds,pile_cc,5.17949959583163,5.114150238281637,5.24018264663593
loss_uspto_backgrounds,ubuntu_irc,5.761921917232475,5.3308080465854335,6.159831384121374
loss_uspto_backgrounds,europarl,4.407172028136156,3.5948543055959914,5.203726027210939
loss_uspto_backgrounds,hackernews,5.025066834982173,4.218116658512276,6.09794833006894
loss_uspto_backgrounds,pubmed_abstracts,4.84068441773034,4.705439432506397,4.9582900702092125
loss_uspto_backgrounds,uspto_backgrounds,2.4220369392115058,2.217614955155418,2.610338749079118
L_avg,arxiv,5.6483858495227,5.544550616927362,5.739897649991639
L_avg,freelaw,5.7029036647738565,5.577365457886687,5.830200769740794
L_avg,nih_exporter,3.2333756365876156,1.8621702403247187,4.718659354369249
L_avg,pubmed_central,5.517630577914592,5.418403392954429,5.629327986209826
L_avg,wikipedia_en,5.41274154069969,5.305294259223374,5.537333055316314
L_avg,dm_mathematics,4.038994037816663,3.698409979275645,4.346334622717761
L_avg,github,5.690425396545356,5.598135158357202,5.779275732805304
L_avg,philpapers,2.1218060295579706,0.7163835225586181,3.3694997505051965
L_avg,stackexchange,5.287772112527064,5.176796380063144,5.37173088925096
L_avg,enron_emails,0.1982845091559289,-3.719452155277597,3.3995787763609715
L_avg,gutenberg_pg_19,5.0879877128699,4.876355661927751,5.253239542782976
L_avg,pile_cc,5.446216939656299,5.375480744416932,5.515577989479513
L_avg,ubuntu_irc,3.556976033713333,3.0668093330130746,3.891477198206033
L_avg,europarl,4.50841369667616,3.8068014329937157,5.149722612606046
L_avg,hackernews,3.374700808248842,2.709862533698042,4.059588021580204
L_avg,pubmed_abstracts,5.24701046113424,5.111891953951147,5.399210772810901
L_avg,uspto_backgrounds,5.443225368945596,5.309339442828842,5.572664066924648
