task,leaderboard_bbh_boolean_expressions,leaderboard_bbh_causal_judgement,leaderboard_bbh_date_understanding,leaderboard_bbh_disambiguation_qa,leaderboard_bbh_formal_fallacies,leaderboard_bbh_geometric_shapes,leaderboard_bbh_hyperbaton,leaderboard_bbh_logical_deduction_five_objects,leaderboard_bbh_logical_deduction_seven_objects,leaderboard_bbh_logical_deduction_three_objects,leaderboard_bbh_movie_recommendation,leaderboard_bbh_navigate,leaderboard_bbh_object_counting,leaderboard_bbh_penguins_in_a_table,leaderboard_bbh_reasoning_about_colored_objects,leaderboard_bbh_ruin_names,leaderboard_bbh_salient_translation_error_detection,leaderboard_bbh_snarks,leaderboard_bbh_sports_understanding,leaderboard_bbh_temporal_sequences,leaderboard_bbh_tracking_shuffled_objects_five_objects,leaderboard_bbh_tracking_shuffled_objects_seven_objects,leaderboard_bbh_tracking_shuffled_objects_three_objects,leaderboard_bbh_web_of_lies,leaderboard_gpqa_diamond,leaderboard_gpqa_extended,leaderboard_gpqa_main,leaderboard_math_algebra_hard,leaderboard_math_counting_and_prob_hard,leaderboard_math_geometry_hard,leaderboard_math_intermediate_algebra_hard,leaderboard_math_num_theory_hard,leaderboard_math_prealgebra_hard,leaderboard_math_precalculus_hard,leaderboard_musr_murder_mysteries,leaderboard_musr_object_placements,leaderboard_musr_team_allocation
leaderboard_bbh_movie_recommendation,0.7058527308439423,0.6318332808216388,0.767317744734583,0.7032753602059446,0.5848764395907665,0.6634583455737004,0.5931676850293095,0.7322026870229317,0.7042963694592791,0.727721500332438,1.0,0.5030234192077587,0.6581215219720873,0.7106472846802959,0.6668140979816397,0.6432487481317609,0.6838204197525519,0.6856717939917365,0.5738139379118473,0.40258897490987017,0.21969789303040144,0.3278634632408789,0.02647181186231647,0.21844957854720123,0.5775724944043628,0.6038214802897737,0.6233998939690658,0.5158603573367321,0.5360545925991158,0.4940313507136964,0.48296724780915024,0.4932091808664728,0.560860640056176,0.5077324718666839,0.5558949743244884,0.5534111937085424,0.4394425210159769
leaderboard_bbh_navigate,0.7235790130783175,0.6008983672985231,0.6883825395533085,0.5564069011897428,0.676451268468373,0.6514016705466865,0.5235029046576498,0.7352733062045299,0.7194396730193902,0.7438267196906356,0.5030234192077587,1.0,0.49839892637413674,0.7434708188198249,0.7181603834989411,0.6404496044279391,0.6978760023799054,0.6242995787388256,0.547739784723504,0.5728073654731077,0.38106924606562026,0.4540696477942503,-0.0021836860146406648,0.44987756087261105,0.6102651567088755,0.6320793363430114,0.6190506350246366,0.5738873199340738,0.5644080141116236,0.5366004643461784,0.5043453471353462,0.5411616703233469,0.5691067425849888,0.5155102254718658,0.5226633897695112,0.3785995971512006,0.4096555319034936
leaderboard_bbh_object_counting,0.6688421520256481,0.6189373257377768,0.639613455606417,0.5997791969809091,0.6359530518505516,0.5504956048681464,0.605993302344583,0.643279729496575,0.6581307884175023,0.6442100781910338,0.6581215219720873,0.49839892637413674,1.0,0.6659905567421258,0.6991598617917267,0.6662580059032871,0.6419615214255691,0.5959670688052436,0.5666471221727817,0.4320589260233527,0.30220734471405825,0.4513253645862354,0.0710759039254931,0.1861275669175094,0.5202998891784065,0.5088603302449937,0.5683157166994549,0.5854596216985573,0.5792455129022093,0.582285968439192,0.5381371277116732,0.5847451089716301,0.6305659000948817,0.6253188015701237,0.5910836047884096,0.5177679578802651,0.2761854259476676
leaderboard_bbh_penguins_in_a_table,0.8580571026720832,0.7743536504203199,0.8749864001059345,0.7978567754055838,0.8325166266597349,0.8031730930338361,0.7030225884833611,0.9062415635035369,0.916813895421143,0.921634973334619,0.7106472846802959,0.7434708188198249,0.6659905567421258,1.0,0.9357104118856776,0.8760827718161402,0.9247409417389605,0.8101202500661534,0.7196692684201097,0.7463903811651457,0.5260063471484838,0.6559202302047157,0.09078669233857208,0.33152887111613866,0.75186378928288,0.7359600332979935,0.7697331850611326,0.636773414210813,0.6455901005689675,0.606622281681123,0.580693793935224,0.6252745755204473,0.6701381369308955,0.6178067376581869,0.6700052926999785,0.5003223484064002,0.5646444269941805
leaderboard_bbh_reasoning_about_colored_objects,0.8509646978734231,0.781780366776296,0.8523216527947686,0.7566885116525386,0.8288242513808156,0.7764693695064366,0.7403164357136717,0.893796973574837,0.9079189979425086,0.9144289766520229,0.6668140979816397,0.7181603834989411,0.6991598617917267,0.9357104118856776,1.0,0.9167776036720298,0.9361888122777577,0.8042919435339545,0.739423143064109,0.779083139401151,0.5971212747505924,0.7259411057707638,0.1578279195633436,0.2773295156876211,0.7548306715142483,0.7139917995818604,0.7648028364464478,0.6685427661295826,0.6648173740267141,0.6352923095914351,0.5959160650796331,0.6599353405831246,0.7003154697903268,0.657185962458445,0.707985025811081,0.5144455010083261,0.49579651163343286
leaderboard_bbh_ruin_names,0.7868319392986719,0.7929174160535711,0.8123047378111032,0.7317558081883335,0.7856500526451305,0.7401195955136596,0.7224993217087896,0.8466642851780661,0.8598580401979603,0.8562233856096098,0.6432487481317609,0.6404496044279391,0.6662580059032871,0.8760827718161402,0.9167776036720298,1.0,0.8844157788728823,0.7601381890030838,0.7533359986686665,0.763957648988396,0.5830404441815495,0.7295854351535837,0.1637185134537961,0.20457498001258786,0.7332500546210534,0.6848536770068825,0.7373408216788597,0.5827501793516018,0.5936509538885368,0.5589294239569792,0.5259628657377895,0.592159630795255,0.6227768374787894,0.58634964113974,0.668074923926371,0.5201387604957227,0.48746873619601916
leaderboard_bbh_salient_translation_error_detection,0.8237153818033869,0.7675298062155491,0.8710275359245981,0.770081916053566,0.8282857392294241,0.8023386971985718,0.6985847099700035,0.9097920246648896,0.9045751760512887,0.9224651180768165,0.6838204197525519,0.6978760023799054,0.6419615214255691,0.9247409417389605,0.9361888122777577,0.8844157788728823,1.0,0.8510112840984753,0.6881802881651533,0.7832250059351632,0.5763437812500348,0.6998679758220219,0.10960701998618831,0.29536231371639915,0.7680251363940502,0.7185154522922292,0.7770294318188363,0.6325729665971795,0.6441588100297649,0.5995264168553953,0.5699521950652348,0.6246807582892101,0.6675055933353661,0.6225545895232608,0.6965840635846877,0.5223773083126451,0.5558629792649444
leaderboard_bbh_snarks,0.7582359351777449,0.7113810180697091,0.7847464682512091,0.7376738337268398,0.7545135226500178,0.7316295678990034,0.636564938503481,0.8417570902981965,0.8014006226353255,0.8510033752921942,0.6856717939917365,0.6242995787388256,0.5959670688052436,0.8101202500661534,0.8042919435339545,0.7601381890030838,0.8510112840984753,1.0,0.6091499136086281,0.7400746741853406,0.49562182078712264,0.5758117145015426,0.06459911833215527,0.3010824285778934,0.7078160607595463,0.6532954856224031,0.7105245923627089,0.5810478952143423,0.6106554758698739,0.5535830448415855,0.5429266487879033,0.577841221467413,0.6177940721069196,0.5772776344718028,0.657350550380449,0.5495853307836877,0.5651980022474739
leaderboard_bbh_sports_understanding,0.6853382430969878,0.7291293572385404,0.6462339080721128,0.6827952626209373,0.6271314499888696,0.6249333104991542,0.6119991326196784,0.6799151196478088,0.7039656809105101,0.6853388799246671,0.5738139379118473,0.547739784723504,0.5666471221727817,0.7196692684201097,0.739423143064109,0.7533359986686665,0.6881802881651533,0.6091499136086281,1.0,0.5649648595446887,0.40648740136109296,0.5135380466655424,0.14176689172121895,0.08778195311636672,0.5626195301769349,0.5342789890188946,0.5995186311237782,0.4565217186633683,0.43985256835667036,0.44164122371136666,0.39243459520198287,0.45174723778948545,0.5008037592881976,0.45192333881876257,0.631529169659951,0.46372088438638664,0.36331980151180554
leaderboard_bbh_temporal_sequences,0.6613452259854662,0.6184749005180987,0.6386305436521573,0.5869673084587085,0.7098603630022999,0.5916612237156366,0.540357212794358,0.7218923912218225,0.7075685662592411,0.7369875506912807,0.40258897490987017,0.5728073654731077,0.4320589260233527,0.7463903811651457,0.779083139401151,0.763957648988396,0.7832250059351632,0.7400746741853406,0.5649648595446887,1.0,0.681146602618075,0.7134569566871753,0.16141376108231398,0.25592307018734195,0.6673081033064381,0.5888818880476866,0.6315979468995258,0.5066628240896585,0.5172331045312881,0.48609788591664804,0.4708543176976831,0.528385744315578,0.5243921957178808,0.4981646675607938,0.5526935913691243,0.40219686075816574,0.5142653296745507
leaderboard_bbh_tracking_shuffled_objects_five_objects,0.4649053069877802,0.43584352713726365,0.41835461147133857,0.41889201125779696,0.5232374944069147,0.39018592356588805,0.40795432698220363,0.476239017160232,0.4799970324242581,0.5049794514101539,0.21969789303040144,0.38106924606562026,0.30220734471405825,0.5260063471484838,0.5971212747505924,0.5830404441815495,0.5763437812500348,0.49562182078712264,0.40648740136109296,0.681146602618075,1.0,0.7542397065792923,0.2757338079482751,0.19754349679396863,0.5083475239808029,0.44704030060480665,0.5036366434488072,0.3252243287444666,0.3100756826552808,0.30850923265381536,0.303490502623168,0.3548449906168951,0.33572298507848886,0.33378033527229556,0.4474527520240876,0.3564281090046643,0.32490840312231317
leaderboard_bbh_tracking_shuffled_objects_seven_objects,0.5463445878884993,0.5667679493432661,0.5438057295715266,0.5441549337649076,0.6634086000200352,0.5072467025130994,0.5572547718021775,0.5929586002262354,0.6153626579484193,0.6189443042674773,0.3278634632408789,0.4540696477942503,0.4513253645862354,0.6559202302047157,0.7259411057707638,0.7295854351535837,0.6998679758220219,0.5758117145015426,0.5135380466655424,0.7134569566871753,0.7542397065792923,1.0,0.2275674383617119,0.12589219707778818,0.6119355945063939,0.5089301447870145,0.5737672459092809,0.43813908694478704,0.42752840977134476,0.4119140118396747,0.39180294733521137,0.45980216836605214,0.4578187740346338,0.4441940893314977,0.5383492106907073,0.4174413126461248,0.37554645129521386
leaderboard_bbh_tracking_shuffled_objects_three_objects,0.11011856036732354,0.09630762626852349,0.059129113295788044,0.023256617567155292,0.0817916688641196,-0.021813512812013408,0.1282651015892154,0.025903386889918008,0.0401104583265537,0.03350438668232385,0.02647181186231647,-0.0021836860146406648,0.0710759039254931,0.09078669233857208,0.1578279195633436,0.1637185134537961,0.10960701998618831,0.06459911833215527,0.14176689172121895,0.16141376108231398,0.2757338079482751,0.2275674383617119,1.0,-0.019317963003470332,0.09845343652991909,0.08314308662762533,0.08544582339541086,0.06476775233599726,0.05105317783300892,0.07286500213750226,0.0541111386259978,0.09329143146294357,0.07102652456979258,0.10061594060899004,0.08928578271107944,-0.04447452026916173,-0.015324378040079165
leaderboard_bbh_web_of_lies,0.35167054288421806,0.16444480741286124,0.31827993173878916,0.21147936173094012,0.3143570357648692,0.2646242710448946,0.10705704802851726,0.3312582451577664,0.31617117083918156,0.3417106632717048,0.21844957854720123,0.44987756087261105,0.1861275669175094,0.33152887111613866,0.2773295156876211,0.20457498001258786,0.29536231371639915,0.3010824285778934,0.08778195311636672,0.25592307018734195,0.19754349679396863,0.12589219707778818,-0.019317963003470332,1.0,0.24330012448194235,0.35300866347927684,0.3412838168476747,0.2616388034230173,0.2611619915858326,0.22169788792509312,0.23849211839140133,0.22963058205505613,0.23722717097780907,0.21724288701718517,0.12898507953452143,0.10703654545300245,0.2598004652140582
leaderboard_gpqa_diamond,0.697919774120698,0.6443279592151189,0.7197405368289479,0.6425809005598986,0.6794805053493393,0.6736030949673595,0.596668907335942,0.7567912367582104,0.7419884225888205,0.763443025315114,0.5775724944043628,0.6102651567088755,0.5202998891784065,0.75186378928288,0.7548306715142483,0.7332500546210534,0.7680251363940502,0.7078160607595463,0.5626195301769349,0.6673081033064381,0.5083475239808029,0.6119355945063939,0.09845343652991909,0.24330012448194235,1.0,0.6923922972975567,0.741807788759531,0.5803197848002914,0.5753835794985654,0.5327211843491794,0.5297253821930251,0.5639792862565598,0.5935052352440813,0.5439537630088171,0.6151496469697635,0.551317960395622,0.49126028513410064
leaderboard_gpqa_extended,0.7053065761240188,0.5638818535389812,0.7327264938851433,0.5983732748703617,0.6588852010867272,0.6495710954729946,0.5550429441006545,0.7366024183058895,0.7265072652504994,0.7447561379661635,0.6038214802897737,0.6320793363430114,0.5088603302449937,0.7359600332979935,0.7139917995818604,0.6848536770068825,0.7185154522922292,0.6532954856224031,0.5342789890188946,0.5888818880476866,0.44704030060480665,0.5089301447870145,0.08314308662762533,0.35300866347927684,0.6923922972975567,1.0,0.7525636929609187,0.5244042253483504,0.5340060186992808,0.49570657874552737,0.47476074384113687,0.5037943509376582,0.5356715659455362,0.5055658418027172,0.5276723058583819,0.4629457283432681,0.4398576173141001
leaderboard_gpqa_main,0.7278267542123681,0.611659677939643,0.7359692523319534,0.6911998403467152,0.6812401525777474,0.6795483436097952,0.6154426750706855,0.7682277447636262,0.7603767118408181,0.7876681095814196,0.6233998939690658,0.6190506350246366,0.5683157166994549,0.7697331850611326,0.7648028364464478,0.7373408216788597,0.7770294318188363,0.7105245923627089,0.5995186311237782,0.6315979468995258,0.5036366434488072,0.5737672459092809,0.08544582339541086,0.3412838168476747,0.741807788759531,0.7525636929609187,1.0,0.5274893060074802,0.532315019954673,0.5072287078553825,0.4738752405164493,0.5130571561141641,0.5545599616012501,0.518572945980874,0.6433242557249091,0.5850624857753901,0.44191418030716545
leaderboard_math_algebra_hard,0.6499092714392651,0.5079721444401584,0.5777524344093693,0.47812384092397275,0.569239120478758,0.5463826465533037,0.5013501708051082,0.620821356379577,0.6109922136071227,0.6355327989914648,0.5158603573367321,0.5738873199340738,0.5854596216985573,0.636773414210813,0.6685427661295826,0.5827501793516018,0.6325729665971795,0.5810478952143423,0.4565217186633683,0.5066628240896585,0.3252243287444666,0.43813908694478704,0.06476775233599726,0.2616388034230173,0.5803197848002914,0.5244042253483504,0.5274893060074802,1.0,0.9313674772884007,0.9239998861340344,0.8995660467498302,0.9533729926761149,0.9752741103136624,0.8826532064553058,0.501131189295448,0.41414059059057234,0.3052823911206352
leaderboard_math_counting_and_prob_hard,0.6489338075917138,0.5239957337467608,0.6001577561112982,0.5025054373812481,0.5851308814112186,0.5472437625822323,0.4881924126608417,0.6316320347677972,0.6152554221422187,0.6436910674538213,0.5360545925991158,0.5644080141116236,0.5792455129022093,0.6455901005689675,0.6648173740267141,0.5936509538885368,0.6441588100297649,0.6106554758698739,0.43985256835667036,0.5172331045312881,0.3100756826552808,0.42752840977134476,0.05105317783300892,0.2611619915858326,0.5753835794985654,0.5340060186992808,0.532315019954673,0.9313674772884007,1.0,0.8930052346170381,0.8702580200706815,0.9126019499938921,0.940109710497145,0.8690005544000788,0.5177404276977822,0.42519429711395923,0.352405845560875
leaderboard_math_geometry_hard,0.6074718929555207,0.4865008488250604,0.5485540163731603,0.4633884320329118,0.5446773751207347,0.5160738998734656,0.4618503972398726,0.5862923328565102,0.5768321361240508,0.601044108494841,0.4940313507136964,0.5366004643461784,0.582285968439192,0.606622281681123,0.6352923095914351,0.5589294239569792,0.5995264168553953,0.5535830448415855,0.44164122371136666,0.48609788591664804,0.30850923265381536,0.4119140118396747,0.07286500213750226,0.22169788792509312,0.5327211843491794,0.49570657874552737,0.5072287078553825,0.9239998861340344,0.8930052346170381,1.0,0.8700275375406509,0.9089213575937354,0.9246254573225069,0.8687131433052593,0.4853093212679117,0.4078763553865251,0.31947777882461303
leaderboard_math_intermediate_algebra_hard,0.5791377277974287,0.4683619880761595,0.5210961085639433,0.4610417614725346,0.5274054733215736,0.48626049379787667,0.42755471911835835,0.5667488277025693,0.5519657183121971,0.5743494927439337,0.48296724780915024,0.5043453471353462,0.5381371277116732,0.580693793935224,0.5959160650796331,0.5259628657377895,0.5699521950652348,0.5429266487879033,0.39243459520198287,0.4708543176976831,0.303490502623168,0.39180294733521137,0.0541111386259978,0.23849211839140133,0.5297253821930251,0.47476074384113687,0.4738752405164493,0.8995660467498302,0.8702580200706815,0.8700275375406509,1.0,0.8959887623661075,0.8956331088853114,0.8475203139607147,0.449116270012973,0.399958796713132,0.34708875391948385
leaderboard_math_num_theory_hard,0.6320429562412243,0.502512679439286,0.5631605506330437,0.4763112407294685,0.578794779919205,0.5350582390797984,0.4908468772944064,0.6097587009429215,0.6012234267473937,0.623239059038453,0.4932091808664728,0.5411616703233469,0.5847451089716301,0.6252745755204473,0.6599353405831246,0.592159630795255,0.6246807582892101,0.577841221467413,0.45174723778948545,0.528385744315578,0.3548449906168951,0.45980216836605214,0.09329143146294357,0.22963058205505613,0.5639792862565598,0.5037943509376582,0.5130571561141641,0.9533729926761149,0.9126019499938921,0.9089213575937354,0.8959887623661075,1.0,0.948610236101495,0.8744993784731114,0.4938470644094503,0.4136101089354027,0.3345418330302371
leaderboard_math_prealgebra_hard,0.6733165927835323,0.5632864758452605,0.6111816514363007,0.5314317207374611,0.6001805383756683,0.5691554723053046,0.530668621529791,0.6509558341958334,0.6421668060783208,0.663304361959091,0.560860640056176,0.5691067425849888,0.6305659000948817,0.6701381369308955,0.7003154697903268,0.6227768374787894,0.6675055933353661,0.6177940721069196,0.5008037592881976,0.5243921957178808,0.33572298507848886,0.4578187740346338,0.07102652456979258,0.23722717097780907,0.5935052352440813,0.5356715659455362,0.5545599616012501,0.9752741103136624,0.940109710497145,0.9246254573225069,0.8956331088853114,0.948610236101495,1.0,0.8952471841818682,0.5538877097804524,0.45823356380307356,0.33655109344996015
leaderboard_math_precalculus_hard,0.6029804306309375,0.5029774615315745,0.5708033665376241,0.4928114904301866,0.560614197226641,0.532541714012135,0.47825854364749526,0.5971964457836204,0.5901793676858629,0.6134238849818591,0.5077324718666839,0.5155102254718658,0.6253188015701237,0.6178067376581869,0.657185962458445,0.58634964113974,0.6225545895232608,0.5772776344718028,0.45192333881876257,0.4981646675607938,0.33378033527229556,0.4441940893314977,0.10061594060899004,0.21724288701718517,0.5439537630088171,0.5055658418027172,0.518572945980874,0.8826532064553058,0.8690005544000788,0.8687131433052593,0.8475203139607147,0.8744993784731114,0.8952471841818682,1.0,0.502228611405511,0.4313704617337783,0.33443423727630717
leaderboard_musr_murder_mysteries,0.6511826336569171,0.68481682233113,0.6244589459297915,0.6426310708535058,0.5918564566566448,0.5871382779851518,0.5978849461126755,0.6602781039815223,0.6529198516041341,0.6751844914535071,0.5558949743244884,0.5226633897695112,0.5910836047884096,0.6700052926999785,0.707985025811081,0.668074923926371,0.6965840635846877,0.657350550380449,0.631529169659951,0.5526935913691243,0.4474527520240876,0.5383492106907073,0.08928578271107944,0.12898507953452143,0.6151496469697635,0.5276723058583819,0.6433242557249091,0.501131189295448,0.5177404276977822,0.4853093212679117,0.449116270012973,0.4938470644094503,0.5538877097804524,0.502228611405511,1.0,0.6298849355174916,0.3680901040599006
leaderboard_musr_object_placements,0.4879169564386566,0.49377931425008775,0.4822210403016749,0.5467634066094197,0.49200632977165615,0.47846960004109784,0.4738358374444525,0.5204964240431406,0.5080202230367006,0.5318923924858918,0.5534111937085424,0.3785995971512006,0.5177679578802651,0.5003223484064002,0.5144455010083261,0.5201387604957227,0.5223773083126451,0.5495853307836877,0.46372088438638664,0.40219686075816574,0.3564281090046643,0.4174413126461248,-0.04447452026916173,0.10703654545300245,0.551317960395622,0.4629457283432681,0.5850624857753901,0.41414059059057234,0.42519429711395923,0.4078763553865251,0.399958796713132,0.4136101089354027,0.45823356380307356,0.4313704617337783,0.6298849355174916,1.0,0.3258785853770125
