model_dir,bbh_from_subtasks,BBH,abs_diff
AALF_gemma-2-27b-it-SimPO-37K-100steps,39.308230769885014,15.261078322847055,24.04715244703796
AELLM_gemma-2-aeria-infinity-9b,59.83336669577649,42.0902142313775,17.74315246439899
AELLM_gemma-2-lyco-infinity-9b,58.39534871023703,39.78753882674737,18.607809883489658
AGI-0_Art-v0-3B,33.98105601735286,8.029776912286984,25.95127910506588
AGI-0_Artificium-llama3.1-8B-001,42.56215022592355,19.34889807323965,23.213252152683904
AGI-0_smartllama3.1-8B-001,46.70178751086817,24.8577369132814,21.844050597586772
AI-MO_NuminaMath-7B-CoT,43.14193495860012,19.152364282090307,23.98957067650981
AI-MO_NuminaMath-7B-TIR,41.43691337589788,16.87354725795866,24.56336611793922
AI-Sweden-Models_Llama-3-8B-instruct,41.73460154515302,18.388095615027524,23.346505930125495
AI-Sweden-Models_gpt-sw3-40b,32.67744702957652,6.894934050796576,25.782512978779945
AI4free_Dhanishtha,34.03944494332637,7.93648440557281,26.102960537753564
AI4free_t2,29.10111436321769,2.133152068631521,26.96796229458617
AIDC-AI_Marco-o1,53.64362696398749,34.84254498655976,18.801081977427728
Aashraf995_Creative-7B-nerd,56.06785565640195,37.0801538173552,18.98770183904675
Aashraf995_Gemma-Evo-10B,60.443528975528814,43.42455936867185,17.018969606856963
Aashraf995_Qwen-Evo-7B,57.09361538590277,38.585326990506125,18.508288395396647
Aashraf995_QwenStock-14B,65.50130348108011,50.43389870716874,15.067404773911377
AbacusResearch_Jallabi-34B,60.233806031962644,43.61576498719506,16.618041044767587
Ahdoot_StructuredThinker-v0.3-MoreStructure,48.37690649489399,27.258541777802407,21.11836471709158
Ahdoot_Test_StealthThinker,46.46639813466629,25.366571749083093,21.0998263855832
AicoresSecurity_Cybernet-Sec-3B-R1-V0,44.97434194912941,22.32210586978715,22.65223607934226
AicoresSecurity_Cybernet-Sec-3B-R1-V0-Coder,44.77501104993748,22.65149321038919,22.123517839548292
AicoresSecurity_Cybernet-Sec-3B-R1-V1,42.82342020189216,19.125071594281845,23.698348607610317
AicoresSecurity_Cybernet-Sec-3B-R1-V1.1,43.91775517124728,20.43056853928926,23.487186631958018
Alepach_notHumpback-M0,29.001114363217688,1.2773603683897798,27.72375399482791
Alepach_notHumpback-M1,29.498007801214708,1.922946094565394,27.575061706649315
Alepach_notHumpback-M1-v2,27.756403984068335,1.2676708259061196,26.488733158162216
Alibaba-NLP_gte-Qwen2-7B-instruct,44.95144990818469,21.92548248566236,23.02596742252233
Alsebay_Qwen2.5-7B-test-novelist,51.512151844660515,30.417500036352997,21.094651808307518
Amaorynho_BBAI2006,27.04366990167133,1.6776683167876156,25.366001584883712
Amaorynho_BBAI270V4,30.712046736502824,3.006785000149223,27.705261736353602
Amaorynho_BBAIIFEV1,52.924620385605095,32.97465792285014,19.949962462754954
Amaorynho_BBAI_375,27.04366990167133,1.6776683167876156,25.366001584883712
Amu_t1-1.5B,40.07606984109216,15.17286027788074,24.903209563211423
Amu_t1-3B,39.989750143834385,15.248848632790676,24.74090151104371
ArliAI_ArliAI-RPMax-12B-v1.1,47.5181760840119,24.80906331793277,22.709112766079127
ArliAI_Llama-3.1-8B-ArliAI-RPMax-v1.1,50.15613456039082,28.787014099442825,21.369120460947993
Arthur-LAGACHERIE_Precis-1B-Instruct,32.23614510687368,6.06909792285563,26.16704718401805
Artples_L-MChat-7b,46.00330167467941,24.20155738881327,21.801744285866143
Artples_L-MChat-Small,48.22562766525727,26.856515500031357,21.369112165225914
Aryanne_QwentileSwap,70.08370136278447,57.67565555333628,12.40804580944819
Aryanne_SHBA,52.33174837035713,32.47770265291174,19.854045717445395
Aryanne_SuperHeart,52.15375046264326,31.893554212659296,20.260196249983963
AtAndDev_Qwen2.5-1.5B-continuous-learnt,42.57747085793333,19.53766599736009,23.039804860573238
AtAndDev_Qwen2.5-1.5B-continuous-learnt,42.57747085793333,19.76640880407865,22.811062053854677
Ateron_Glowing-Forest-12B,54.9176294722067,35.52548240518279,19.392147067023906
Ateron_Lotus-Magpic,52.53514950133299,32.65772737584173,19.877422125491258
Ateron_Way_of_MagPicaro,54.273868619467045,34.315941121704846,19.9579274977622
AuraIndustries_Aura-4B,44.90409465001946,22.64085672774061,22.26323792227885
AuraIndustries_Aura-8B,51.312314198490625,30.98134841070972,20.330965787780904
AuraIndustries_Aura-MoE-2x4B,43.38506704177467,20.61384808360901,22.771218958165658
AuraIndustries_Aura-MoE-2x4B-v2,43.152444292813605,20.801181076748463,22.351263216065142
Aurel9_testmerge-7b,51.895909191051295,32.79279332763635,19.103115863414942
Ayush-Singh_Llama1B-sft-2,28.342820421436798,1.2375708061002186,27.10524961533658
Azure99_Blossom-V6-14B,50.68726694646123,30.3528011952772,20.33446575118403
Azure99_Blossom-V6-7B,49.73668324088699,29.447521285247884,20.289161955639106
Azure99_blossom-v5-32b,59.54545257004672,42.883055884713976,16.662396685332745
Azure99_blossom-v5-llama3-8b,41.84909197087261,18.306535405618444,23.542556565254163
Azure99_blossom-v5.1-34b,61.07443429944494,44.14770458838461,16.926729711060325
Azure99_blossom-v5.1-9b,53.43292377916368,34.20124449031171,19.23167928885197
BAAI_Gemma2-9B-IT-Simpo-Infinity-Preference,59.794596642300554,42.19084405906616,17.603752583234396
BAAI_Infinity-Instruct-3M-0613-Llama3-70B,66.41614484348597,51.32716098252212,15.088983860963843
BAAI_Infinity-Instruct-3M-0613-Mistral-7B,49.582333763258895,28.992936470320583,20.589397292938312
BAAI_Infinity-Instruct-3M-0625-Llama3-70B,66.70337872930246,52.02816164280523,14.675217086497227
BAAI_Infinity-Instruct-3M-0625-Llama3-8B,49.54985723563076,28.9882222457564,20.56163498987436
BAAI_Infinity-Instruct-3M-0625-Mistral-7B,49.39670574681802,28.82328942958971,20.57341631722831
BAAI_Infinity-Instruct-3M-0625-Qwen2-7B,53.45911997776569,34.65682860864863,18.802291369117057
BAAI_Infinity-Instruct-3M-0625-Yi-1.5-9B,55.091151462473974,35.37870748220464,19.712443980269335
BAAI_Infinity-Instruct-7M-0729-Llama3_1-8B,50.77335431381055,30.88880460756557,19.88454970624498
BAAI_Infinity-Instruct-7M-0729-mistral-7B,49.63813586525743,28.697915491520025,20.940220373737407
BAAI_Infinity-Instruct-7M-Gen-Llama3_1-70B,66.9520046136747,52.49894685232329,14.45305776135141
BAAI_Infinity-Instruct-7M-Gen-Llama3_1-8B,50.77335431381055,30.88880460756557,19.88454970624498
BAAI_Infinity-Instruct-7M-Gen-mistral-7B,49.63813586525743,28.697915491520025,20.940220373737407
BAAI_OPI-Llama-3.1-8B-Instruct,35.51224419497604,9.76871171424153,25.743532480734512
BEE-spoke-data_Meta-Llama-3-8Bee,46.26364190575274,24.19903269979749,22.064609205955254
BEE-spoke-data_smol_llama-101M-GQA,30.17560771912554,3.1980040943527936,26.977603624772748
BEE-spoke-data_smol_llama-220M-GQA,30.316731388708956,3.03784275772053,27.278888630988426
BEE-spoke-data_smol_llama-220M-GQA-fineweb_edu,29.290517164510593,2.314902449149024,26.97561471536157
BEE-spoke-data_smol_llama-220M-openhermes,30.27519140192772,3.107692077087363,27.167499324840357
BEE-spoke-data_tFINE-900m-e16-d32-flan,30.280434847620608,4.411893932611097,25.86854091500951
BEE-spoke-data_tFINE-900m-e16-d32-flan-infinity-instruct-7m-T2T_en-1024,31.377863044975925,4.737018282627999,26.640844762347925
BEE-spoke-data_tFINE-900m-e16-d32-instruct_2e,31.345674638809022,5.013070335904381,26.33260430290464
BEE-spoke-data_tFINE-900m-instruct-orpo,30.220933767045093,3.267300577931774,26.95363318911332
BSC-LT_salamandra-7b,35.16612209885983,10.157421990520298,25.008700108339532
BSC-LT_salamandra-7b-instruct,38.51324290080956,14.688128545731288,23.82511435507827
Ba2han_Llama-Phi-3_DoRA,55.14558259029191,37.24916418079274,17.89641840949917
Baptiste-HUVELLE-10_LeTriomphant2.2_ECE_iLAB,72.5631995241462,61.61232489960707,10.950874624539132
BenevolenceMessiah_Qwen2.5-72B-2x-Instruct-TIES-v1.0,72.7311411382245,61.91149453060484,10.81964660761966
BenevolenceMessiah_Yi-Coder-9B-Chat-Instruct-TIES-MoE-v1.0,49.08666248538678,26.877991478721707,22.208671006665075
BlackBeenie_Bloslain-8B-v0.2,51.10879462535431,30.662901797340652,20.445892828013655
BlackBeenie_Llama-3.1-8B-OpenO1-SFT-v0.1,47.874483616049865,26.034289552808826,21.84019406324104
BlackBeenie_Llama-3.1-8B-pythonic-passthrough-merge,34.53848032699584,9.359904687487282,25.17857563950856
BlackBeenie_Neos-Gemma-2-9b,55.029751260488524,35.638851313766615,19.39089994672191
BlackBeenie_Neos-Llama-3.1-8B,44.24998411442879,21.080122945815933,23.169861168612858
BlackBeenie_Neos-Llama-3.1-base,29.303397468240515,2.2214471263806472,27.08195034185987
BlackBeenie_Neos-Phi-3-14B-v0.1,62.11931530444465,46.63138689861978,15.487928405824867
BlackBeenie_llama-3-luminous-merged,51.53924501559338,30.64368722878725,20.89555778680613
BlackBeenie_llama-3.1-8B-Galore-openassistant-guanaco,52.13365363748029,31.444704759068383,20.68894887841191
Bllossom_llama-3.2-Korean-Bllossom-AICA-5B,42.93074504152061,18.65022251208589,24.28052252943472
BoltMonkey_DreadMix,54.35097438362475,34.84501521605123,19.505959167573522
BoltMonkey_NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated,51.61677567076756,30.75990006920939,20.85687560155817
BoltMonkey_NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated,51.61677567076756,30.793784752659278,20.82299091810828
BoltMonkey_SuperNeuralDreadDevil-8b,52.86196012035721,32.61215762394777,20.249802496409437
BrainWave-ML_llama3.2-3B-maths-orpo,29.117781029884355,2.3470409575204094,26.770740072363946
BramVanroy_GEITje-7B-ultra,37.76161299730549,12.879913010035898,24.88169998726959
BramVanroy_fietje-2,40.35669517838619,15.603676192567876,24.753018985818315
BramVanroy_fietje-2-chat,41.49753717401998,17.718965848323496,23.778571325696486
BramVanroy_fietje-2-instruct,41.36071417302982,17.57247980884759,23.78823436418223
CYFRAGOVPL_Llama-PLLuM-8B-base,43.20448045814098,20.21873797779148,22.985742480349497
CYFRAGOVPL_Llama-PLLuM-8B-chat,40.77072253558958,16.279056764258215,24.491665771331363
CYFRAGOVPL_PLLuM-12B-base,43.90596143784448,21.240801542833136,22.665159895011346
CYFRAGOVPL_PLLuM-12B-chat,44.4580003330757,21.319737721095155,23.138262611980547
CYFRAGOVPL_PLLuM-12B-nc-base,42.767589675970015,19.387664951963902,23.379924724006113
CYFRAGOVPL_PLLuM-12B-nc-chat,45.76432831881546,23.008553823293614,22.755774495521845
CarrotAI_Llama-3.2-Rabbit-Ko-3B-Instruct,44.26719080820793,21.49731033280348,22.76988047540445
CarrotAI_Llama-3.2-Rabbit-Ko-3B-Instruct-2412,43.57724649824669,20.17567961421505,23.401566884031638
Casual-Autopsy_L3-Umbral-Mind-RP-v2.0-8B,52.62406145493724,32.48627762381486,20.137783831122384
CausalLM_14B,47.00462397700625,24.780942674518663,22.223681302487584
CausalLM_34b-beta,55.90996102136266,36.677226262739055,19.232734758623607
CausalLM_preview-1-hf,36.14567463880903,10.100940706274752,26.044733932534275
Changgil_K2S3-14b-v0.2,46.13311786298187,24.283946726650168,21.8491711363317
Changgil_K2S3-v0.1,46.55492067228615,24.559557672503782,21.99536299978237
ClaudioItaly_Albacus,51.13043406568835,31.63886474402479,19.491569321663558
ClaudioItaly_Book-Gut12B,54.17370194443233,34.63219258973313,19.5415093546992
ClaudioItaly_Evolutionstory-7B-v2.2,51.08043406568835,31.62386474402479,19.45656932166356
ClaudioItaly_intelligence-cod-rag-7b-v3,53.66339718839107,34.776158539494425,18.88723864889665
CohereForAI_aya-23-35B,53.99551450731271,34.85836046775463,19.137154039558084
CohereForAI_aya-23-8B,42.96161519220307,20.20376064673937,22.7578545454637
CohereForAI_aya-expanse-32b,56.48670099212114,38.70961143301418,17.77708955910696
CohereForAI_aya-expanse-8b,49.77203055736406,28.52348250428851,21.248548053075552
CohereForAI_c4ai-command-r-plus,58.154235740779306,39.91995423143177,18.23428150934754
CohereForAI_c4ai-command-r-plus-08-2024,59.95999913027183,42.83686540770696,17.123133722564873
CohereForAI_c4ai-command-r-v01,54.06415512767856,34.556659257058264,19.507495870620296
CohereForAI_c4ai-command-r7b-12-2024,55.026421518556354,36.0245641700103,19.001857348546054
Columbia-NLP_LION-Gemma-2b-dpo-v1.0,39.19956361320747,14.585976093815775,24.613587519391693
Columbia-NLP_LION-Gemma-2b-dpo-v1.0,39.19956361320747,14.243045647726928,24.956517965480536
Columbia-NLP_LION-Gemma-2b-odpo-v1.0,38.95836210706875,14.02392166541634,24.934440441652413
Columbia-NLP_LION-Gemma-2b-sft-v1.0,38.7877927616119,14.11717086360044,24.670621898011454
Columbia-NLP_LION-LLaMA-3-8b-dpo-v1.0,50.28481044452986,30.356398875749075,19.928411568780785
Columbia-NLP_LION-LLaMA-3-8b-odpo-v1.0,50.23929881802022,30.457173008350704,19.782125809669513
Columbia-NLP_LION-LLaMA-3-8b-sft-v1.0,50.87766443418147,30.88426036029,19.99340407389147
CombinHorizon_Josiefied-abliteratedV4-Qwen2.5-14B-Inst-BaseMerge-TIES,63.70093752306357,48.19594986631396,15.504987656749613
CombinHorizon_Rombos-Qwen2.5-7B-Inst-BaseMerge-TIES,54.02085849577634,34.954070231174235,19.066788264602103
CombinHorizon_YiSM-blossom5.1-34B-SLERP,62.075480936354275,46.39761279639615,15.677868139958122
CombinHorizon_huihui-ai-abliterated-Qwen2.5-32B-Inst-BaseMerge-TIES,69.29247082912529,56.04478184089901,13.24768898822628
CombinHorizon_huihui-ai-abliteratedV2-Qwen2.5-14B-Inst-BaseMerge-TIES,63.35891556421077,47.767346005909815,15.591569558300954
CombinHorizon_zetasepic-abliteratedV2-Qwen2.5-32B-Inst-BaseMerge-TIES,69.55174427138591,56.82740697772572,12.724337293660192
ContactDoctor_Bio-Medical-3B-CoT-012025,43.8315337642466,22.263528103895357,21.568005660351243
ContactDoctor_Bio-Medical-Llama-3-8B,48.6311802622738,26.195811296028182,22.43536896624562
CoolSpring_Qwen2-0.5B-Abyme,28.61834296481826,2.2764835705971893,26.34185939422107
CoolSpring_Qwen2-0.5B-Abyme-merge2,29.94272300913873,3.709041394335512,26.23368161480322
CoolSpring_Qwen2-0.5B-Abyme-merge3,30.031404525933674,4.301149162861492,25.73025536307218
Corianas_Neural-Mistral-7B,44.28023404192858,22.431162626805257,21.849071415123323
Corianas_Quokka_2.7b,30.55474937424842,3.1652676176883503,27.38948175656007
Corianas_llama-3-reactor,44.57148560545015,21.88855981925079,22.68292578619936
CortexLM_btlm-7b-base-v0.2,40.06411985841814,16.19327709708517,23.87084276133297
Cran-May_SCE-2-24B,62.64692798019763,46.32574571477496,16.32118226542267
Cran-May_SCE-3-24B,59.7283045074691,42.278564800296486,17.44973970717261
Cran-May_T.E-8.1,55.81754708123893,37.02437662584371,18.79317045539522
Cran-May_merge_model_20250308_2,65.8531107597446,50.99569841983836,14.857412339906233
Cran-May_merge_model_20250308_3,62.71459892225042,46.56854499584235,16.146053926408065
Cran-May_merge_model_20250308_4,66.6435217186487,52.02370667184541,14.61981504680329
Cran-May_tempmotacilla-cinerea-0308,65.88401264041515,50.59894860885105,15.285064031564097
CreitinGameplays_Llama-3.1-8B-R1-v0.1,30.574858655455127,3.2159805820764724,27.358878073378655
CultriX_Qwen2.5-14B-Broca,65.27145981540362,50.034411781701095,15.237048033702521
CultriX_Qwen2.5-14B-BrocaV9,63.913835852389845,48.05322494738571,15.860610905004137
CultriX_Qwen2.5-14B-Brocav3,64.52353476182755,49.04911178348141,15.47442297834614
CultriX_Qwen2.5-14B-Brocav6,63.88835266626555,47.81922480607394,16.069127860191607
CultriX_Qwen2.5-14B-Brocav7,64.44026981327184,48.90536078331687,15.534909029954967
CultriX_Qwen2.5-14B-Emerged,62.60033680703311,45.932419368684656,16.667917438348454
CultriX_Qwen2.5-14B-Emergedv3,61.90728411056029,44.731608242608615,17.175675867951675
CultriX_Qwen2.5-14B-FinalMerge,57.14945310011449,38.16247948342354,18.986973616690953
CultriX_Qwen2.5-14B-Hyper,65.07453346766107,49.75987937749839,15.314654090162676
CultriX_Qwen2.5-14B-HyperMarck-dl,60.96480033153928,43.78585928068085,17.178941050858427
CultriX_Qwen2.5-14B-Hyperionv3,65.22165609411941,49.95005488379496,15.271601210324448
CultriX_Qwen2.5-14B-Hyperionv4,64.71791978856551,49.07652018118392,15.641399607381587
CultriX_Qwen2.5-14B-Hyperionv5,64.4265785086055,48.948279827370094,15.478298681235408
CultriX_Qwen2.5-14B-MegaMerge-pt2,65.77703330510147,50.9079030473653,14.869130257736167
CultriX_Qwen2.5-14B-MergeStock,65.79336391923107,51.00939101332111,14.783972905909962
CultriX_Qwen2.5-14B-ReasoningMerge,65.78226399295218,50.867897804151305,14.914366188800877
CultriX_Qwen2.5-14B-Ultimav2,65.55027486976712,50.44105269414074,15.109222175626385
CultriX_Qwen2.5-14B-Unity,60.19955540977777,42.25861689291335,17.94093851686442
CultriX_Qwen2.5-14B-Wernicke,65.68359662501574,50.64287609242263,15.040720532593106
CultriX_Qwen2.5-14B-Wernicke-SFT,64.60586236565511,49.33057176327372,15.275290602381396
CultriX_Qwen2.5-14B-Wernicke-SLERP,64.40929009604598,49.372327095724025,15.036963000321954
CultriX_Qwen2.5-14B-Wernickev3,61.84146992839421,44.57627490618109,17.26519502221312
CultriX_Qwen2.5-14B-partialmergept1,61.511784062135355,44.5944042928325,16.917379769302855
CultriX_Qwenfinity-2.5-14B,56.55007271970033,37.259942422120695,19.290130297579637
CultriX_Qwestion-14B,64.5010473914054,48.75703449690036,15.744012894505033
CultriX_SeQwence-14B,65.05665291288972,50.16357763465521,14.893075278234505
CultriX_SeQwence-14B-EvolMerge,65.72183434723883,50.780351477179785,14.94148287005904
CultriX_SeQwence-14B-EvolMergev1,65.45547382762976,50.30225894842213,15.153214879207631
CultriX_SeQwence-14B-v5,65.17093605796944,49.99573116031767,15.175204897651774
CultriX_SeQwence-14Bv1,63.44673727103446,47.19089791628922,16.25583935474524
CultriX_SeQwence-14Bv2,63.04512627108577,46.52922387651957,16.515902394566197
CultriX_SeQwence-14Bv3,63.02253848409948,46.38536750450479,16.637170979594686
DRXD1000_Atlas-7B,33.021766977601345,7.540207541436388,25.481559436164957
DRXD1000_Phoenix-7B,39.31566034728218,15.620179664331877,23.695480682950304
DUAL-GPO_zephyr-7b-ipo-0k-15k-i1,44.727124475659544,22.65864266009636,22.068481815563185
DZgas_GIGABATEMAN-7B,50.32184342862755,29.827516654013998,20.494326774613555
Daemontatox_AetherDrake-SFT,48.72007550722026,27.13925232163005,21.58082318559021
Daemontatox_AetherSett,54.516244354654845,34.7441456018993,19.772098752755547
Daemontatox_AetherTOT,50.66056342472064,29.43639149563461,21.224171929086033
Daemontatox_AetherTOT,50.66056342472064,29.03185731417456,21.628706110546084
Daemontatox_AetherUncensored,44.63128280514495,21.678618361970496,22.952664443174452
Daemontatox_Cogito-MIS,50.59981143086196,29.075970117521223,21.52384131334074
Daemontatox_CogitoDistil,36.76766046141686,11.94875947902338,24.81890098239348
Daemontatox_CogitoZ,67.34487392645502,53.889571248021504,13.455302678433519
Daemontatox_CogitoZ14,62.97514788808327,46.47935186892328,16.49579601915999
Daemontatox_DocumentCogito,51.115637191112754,29.79360859597188,21.322028595140875
Daemontatox_DocumentCogito,51.115637191112754,31.184823044232704,19.93081414688005
Daemontatox_Llama3.3-70B-CogniLink,66.68327758293489,52.12466257626164,14.55861500667325
Daemontatox_Llama_cot,48.38374335391873,26.866582717626454,21.517160636292278
Daemontatox_MawaredT1,52.1481543929366,31.900788297617016,20.24736609531958
Daemontatox_Mini_QwQ,55.4898906584336,36.21028479375264,19.27960586468096
Daemontatox_NemoR,51.94067688446361,31.605520137148783,20.33515674731483
Daemontatox_PathFinderAI2.0,66.89757304687726,52.95651298557802,13.941060061299233
Daemontatox_PathFinderAi3.0,68.84221416328997,55.53835541644173,13.303858746848235
Daemontatox_PathfinderAI,66.67854331232542,52.64654733435329,14.031995977972123
Daemontatox_PathfinderAI,66.67854331232542,52.32216296509384,14.356380347231578
Daemontatox_Phi-4-COT,61.72933868833469,45.34299043065811,16.38634825767658
Daemontatox_PixelParse_AI,50.343076305339885,29.03185731417456,21.311218991165326
Daemontatox_RA2.0,48.88687006782508,28.471838145021334,20.415031922803745
Daemontatox_RA_Reasoner,60.536924172050334,43.07300777347365,17.463916398576686
Daemontatox_RA_Reasoner2.0,60.62469551969275,43.07006895743249,17.55462656226026
Daemontatox_ReasonTest,54.352639762160905,35.37503681384339,18.977602948317518
Daemontatox_Research_PathfinderAI,28.7225755504323,1.4263456550462994,27.296229895386
Daemontatox_SphinX,54.40583486084487,34.71245082713039,19.69338403371448
Daemontatox_Sphinx2.0,64.72839766715312,49.39675153748764,15.33164612966548
Daemontatox_TinySphinx,33.09840424087135,6.54657571552213,26.551828525349222
Daemontatox_TinySphinx2.0,31.68407073661037,5.004028710418718,26.68004202619165
Daemontatox_Zirel-7B-Math,54.47698777469486,34.93944104913604,19.53754672555882
Daemontatox_Zirel_1.5,39.84669254999634,15.082126333167832,24.76456621682851
Daemontatox_mini-Cogito-R1,32.80491875175077,6.038995128638223,26.765923623112545
Daemontatox_mini_Pathfinder,39.55691191080375,16.03002789836758,23.526884012436167
Dampfinchen_Llama-3.1-8B-Ultra-Instruct,52.575324522465735,32.49458680420566,20.080737718260075
Danielbrdz_Barcenas-10b,61.20828494270083,43.769694605609374,17.438590337091455
Danielbrdz_Barcenas-14b-Phi-3-medium-ORPO,64.45272589817267,51.029418403280296,13.423307494892377
Danielbrdz_Barcenas-14b-phi-4,67.69303819643072,53.25769202541582,14.4353461710149
Danielbrdz_Barcenas-14b-phi-4-v2,65.73002324945257,50.20692953827006,15.523093711182511
Danielbrdz_Barcenas-3b-GRPO,44.1435151751103,21.13661740394343,23.006897771166873
Danielbrdz_Barcenas-Llama3-8b-ORPO,49.865578559911235,28.600623499981847,21.264955059929388
Danielbrdz_Barcenas-R1-Qwen-1.5b,35.87201118739294,10.491260075913582,25.380751111479363
Dans-DiscountModels_12b-mn-dans-reasoning-test-2,48.0703331470414,26.108938446170427,21.961394700870976
Dans-DiscountModels_12b-mn-dans-reasoning-test-3,48.3887532899457,25.84864126816548,22.540112021780217
Dans-DiscountModels_Dans-Instruct-CoreCurriculum-12b-ChatML,52.44140792253768,26.046417064819565,26.394990857718113
Dans-DiscountModels_Dans-Instruct-Mix-8b-ChatML,47.38171816307924,26.33639354405325,21.04532461902599
Dans-DiscountModels_Dans-Instruct-Mix-8b-ChatML-V0.1.0,47.747656219777284,26.737651950701505,21.01000426907578
Dans-DiscountModels_Dans-Instruct-Mix-8b-ChatML-V0.1.1,47.486533137328976,26.412550636134668,21.07398250119431
Dans-DiscountModels_Dans-Instruct-Mix-8b-ChatML-V0.2.0,46.242635515034095,24.734770612245036,21.50786490278906
Dans-DiscountModels_Mistral-7b-v0.3-Test-E0.7,47.50220653053363,26.820762256757718,20.68144427377591
Dans-DiscountModels_mistral-7b-test-merged,48.76783601206864,28.94100499482477,19.826831017243872
Darkknight535_OpenCrystal-12B-L3,52.22598504945516,31.84449091545611,20.381494133999052
DavidAU_DeepHermes-3-Llama-3-8B-Preview-16.5B-Brainstorm,47.622319831146534,24.9087539518445,22.713565879302035
DavidAU_DeepSeek-BlackRoot-R1-Distill-Llama-3.1-8B,48.869386254508804,27.61664414777965,21.252742106729155
DavidAU_DeepSeek-Grand-Horror-SMB-R1-Distill-Llama-3.1-16B,44.87806269834672,22.777139438535443,22.100923259811275
DavidAU_DeepSeek-MOE-4X8B-R1-Distill-Llama-3.1-Deep-Thinker-Uncensored-24B,48.86033167097278,27.77355005218521,21.086781618787573
DavidAU_DeepSeek-MOE-4X8B-R1-Distill-Llama-3.1-Mad-Scientist-24B,47.693843531787735,25.61443384964336,22.079409682144377
DavidAU_DeepSeek-R1-Distill-Qwen-25.5B-Brainstorm,58.068959237185304,38.54849081746308,19.52046841972222
DavidAU_DeepSeek-V2-Grand-Horror-SMB-R1-Distill-Llama-3.1-Uncensored-16.5B,44.62383254083812,22.878424102179437,21.745408438658686
DavidAU_DeepThought-MOE-8X3B-R1-Llama-3.2-Reasoning-18B,42.32300476265338,18.810857392916517,23.512147369736866
DavidAU_Gemma-The-Writer-9B,59.05439384199537,41.272318662592205,17.782075179403165
DavidAU_Gemma-The-Writer-DEADLINE-10B,58.960879325354334,41.01919903629973,17.941680289054602
