experiment_id,N_params_B,D_tokens_B,Q_score,val_loss,N,D,pred_best,resid_best
N0.16_D0300_Q0.6,0.16,300.0,0.6,2.8081,160000000.0,300000000000.0,2.782773865203765,0.025326134796235245
N0.16_D0300_Q0.8,0.16,300.0,0.8,2.6978,160000000.0,300000000000.0,2.6927212515952923,0.005078748404707678
N0.16_D0300_Q0.9,0.16,300.0,0.9,2.6348,160000000.0,300000000000.0,2.6473214290173703,-0.012521429017370522
N0.16_D0300_Q1.0,0.16,300.0,1.0,2.6071,160000000.0,300000000000.0,2.6011620772156743,0.0059379227843257
N0.16_D0600_Q0.1,0.16,600.0,0.1,2.98,160000000.0,600000000000.0,2.9473119215257286,0.032688078474271354
N0.16_D0600_Q0.2,0.16,600.0,0.2,2.9212,160000000.0,600000000000.0,2.9044162486406746,0.016783751359325194
N0.16_D0600_Q0.3,0.16,600.0,0.3,2.8818,160000000.0,600000000000.0,2.861456452830582,0.02034354716941822
N0.16_D0600_Q0.4,0.16,600.0,0.4,2.8627,160000000.0,600000000000.0,2.8184231966737667,0.04427680332623307
N0.16_D0600_Q0.6,0.16,600.0,0.6,2.7288,160000000.0,600000000000.0,2.732081135171923,-0.0032811351719228554
N0.16_D0600_Q0.8,0.16,600.0,0.8,2.658,160000000.0,600000000000.0,2.645198775383408,0.012801224616592055
N0.16_D0600_Q0.9,0.16,600.0,0.9,2.5923,160000000.0,600000000000.0,2.6013972291373517,-0.009097229137351892
N0.16_D0600_Q1.0,0.16,600.0,1.0,2.5781,160000000.0,600000000000.0,2.55686289248527,0.02123710751473018
N0.41_D0010_Q0.1,0.41,10.0,0.1,3.228,410000000.0,10000000000.0,3.2647915690673726,-0.036791569067372354
N0.41_D0010_Q0.2,0.41,10.0,0.2,3.2291,410000000.0,10000000000.0,3.215950273840284,0.013149726159715769
N0.41_D0010_Q0.3,0.41,10.0,0.3,3.2054,410000000.0,10000000000.0,3.1670359678290776,0.038364032170922435
N0.41_D0010_Q0.4,0.41,10.0,0.4,3.0181,410000000.0,10000000000.0,3.11803801938402,-0.09993801938402003
N0.41_D0010_Q0.6,0.41,10.0,0.6,3.0836,410000000.0,10000000000.0,3.019728380376206,0.06387161962379428
N0.41_D0010_Q0.8,0.41,10.0,0.8,2.9795,410000000.0,10000000000.0,2.920803554186209,0.05869644581379063
N0.41_D0010_Q0.9,0.41,10.0,0.9,2.8227,410000000.0,10000000000.0,2.8709308255932977,-0.0482308255932975
N0.41_D0010_Q1.0,0.41,10.0,1.0,2.9558,410000000.0,10000000000.0,2.8202237370252865,0.13557626297471348
N0.41_D0050_Q0.1,0.41,50.0,0.1,2.976,410000000.0,50000000000.0,2.9526890351189365,0.023310964881063434
N0.41_D0050_Q0.2,0.41,50.0,0.2,2.9489,410000000.0,50000000000.0,2.9121917302216396,0.0367082697783605
N0.41_D0050_Q0.3,0.41,50.0,0.3,2.9676,410000000.0,50000000000.0,2.8716338876180543,0.09596611238194575
N0.41_D0050_Q0.4,0.41,50.0,0.4,2.8049,410000000.0,50000000000.0,2.831006691957178,-0.026106691957178185
N0.41_D0050_Q0.6,0.41,50.0,0.6,2.6958,410000000.0,50000000000.0,2.749492157857875,-0.05369215785787462
N0.41_D0050_Q0.8,0.41,50.0,0.8,2.6518,410000000.0,50000000000.0,2.66746753444235,-0.01566753444235003
N0.41_D0050_Q0.9,0.41,50.0,0.9,2.6355,410000000.0,50000000000.0,2.626115005061289,0.009384994938710811
N0.41_D0050_Q1.0,0.41,50.0,1.0,2.6047,410000000.0,50000000000.0,2.58407065679728,0.020629343202719586
N0.41_D0150_Q0.1,0.41,150.0,0.1,2.8727,410000000.0,150000000000.0,2.807537976038037,0.06516202396196302
N0.41_D0150_Q0.2,0.41,150.0,0.2,2.8815,410000000.0,150000000000.0,2.770921251724332,0.11057874827566794
N0.41_D0150_Q0.3,0.41,150.0,0.3,2.7186,410000000.0,150000000000.0,2.7342497906199346,-0.015649790619934656
N0.41_D0150_Q0.4,0.41,150.0,0.4,2.6566,410000000.0,150000000000.0,2.6975156220888197,-0.0409156220888196
N0.41_D0150_Q0.6,0.41,150.0,0.6,2.6516,410000000.0,150000000000.0,2.623812069957538,0.02778793004246216
N0.41_D0150_Q0.8,0.41,150.0,0.8,2.5539,410000000.0,150000000000.0,2.5496473068909906,0.004252693109009442
N0.41_D0150_Q0.9,0.41,150.0,0.9,2.5112,410000000.0,150000000000.0,2.5122573084241595,-0.0010573084241594088
N0.41_D0150_Q1.0,0.41,150.0,1.0,2.4068,410000000.0,150000000000.0,2.4742417833605304,-0.0674417833605303
N0.41_D0300_Q0.1,0.41,300.0,0.1,2.8085,410000000.0,300000000000.0,2.73644834876663,0.07205165123336998
N0.41_D0300_Q0.2,0.41,300.0,0.2,2.7682,410000000.0,300000000000.0,2.7017321894851816,0.06646781051481865
N0.41_D0300_Q0.3,0.41,300.0,0.3,2.6832,410000000.0,300000000000.0,2.666964134487231,0.01623586551276901
N0.41_D0300_Q0.4,0.41,300.0,0.4,2.7891,410000000.0,300000000000.0,2.6321366268469464,0.15696337315305353
N0.41_D0300_Q0.6,0.41,300.0,0.6,2.5211,410000000.0,300000000000.0,2.5622586051681906,-0.041158605168190476
N0.41_D0300_Q0.8,0.41,300.0,0.8,2.549,410000000.0,300000000000.0,2.4919433113797327,0.05705668862026725
N0.41_D0300_Q0.9,0.41,300.0,0.9,2.432,410000000.0,300000000000.0,2.4564940141900937,-0.024494014190093782
N0.41_D0300_Q1.0,0.41,300.0,1.0,2.3791,410000000.0,300000000000.0,2.4204516579167645,-0.04135165791676432
N0.41_D0600_Q0.1,0.41,600.0,0.1,2.6695,410000000.0,600000000000.0,2.6779020541645853,-0.00840205416458506
N0.41_D0600_Q0.2,0.41,600.0,0.2,2.7354,410000000.0,600000000000.0,2.6447511167665496,0.09064888323345022
N0.41_D0600_Q0.3,0.41,600.0,0.3,2.6187,410000000.0,600000000000.0,2.6115506234359276,0.0071493765640724405
N0.41_D0600_Q0.4,0.41,600.0,0.4,2.5858,410000000.0,600000000000.0,2.5782933579604332,0.0075066420395666356
N0.41_D0600_Q0.6,0.41,600.0,0.6,2.5121,410000000.0,600000000000.0,2.5115658751363488,0.0005341248636514528
N0.41_D0600_Q0.8,0.41,600.0,0.8,2.4741,410000000.0,600000000000.0,2.4444208351678487,0.029679164832151272
N0.41_D0600_Q0.9,0.41,600.0,0.9,2.471,410000000.0,600000000000.0,2.410569814310075,0.060430185689924976
N0.41_D0600_Q1.0,0.41,600.0,1.0,2.3932,410000000.0,600000000000.0,2.3761524731863597,0.017047526813640523
N0.70_D0010_Q0.1,0.7,10.0,0.1,3.1919,700000000.0,10000000000.0,3.145967809716253,0.045932190283747065
N0.70_D0010_Q0.2,0.7,10.0,0.2,3.1552,700000000.0,10000000000.0,3.101424449512077,0.05377555048792271
N0.70_D0010_Q0.3,0.7,10.0,0.3,3.0155,700000000.0,10000000000.0,3.0568145033248593,-0.04131450332485942
N0.70_D0010_Q0.4,0.7,10.0,0.4,3.0148,700000000.0,10000000000.0,3.0121282750685014,0.002671724931498698
N0.70_D0010_Q0.6,0.7,10.0,0.6,2.9615,700000000.0,10000000000.0,2.9224696851087737,0.039030314891226325
N0.70_D0010_Q0.8,0.7,10.0,0.8,2.8692,700000000.0,10000000000.0,2.8322500431924684,0.03694995680753177
N0.70_D0010_Q0.9,0.7,10.0,0.9,2.7928,700000000.0,10000000000.0,2.786766013668881,0.006033986331118957
N0.70_D0010_Q1.0,0.7,10.0,1.0,2.8304,700000000.0,10000000000.0,2.740521046157511,0.08987895384248912
N0.70_D0050_Q0.1,0.7,50.0,0.1,2.8444,700000000.0,50000000000.0,2.833865275767817,0.010534724232182935
N0.70_D0050_Q0.2,0.7,50.0,0.2,2.8069,700000000.0,50000000000.0,2.7976659058934326,0.009234094106567614
N0.70_D0050_Q0.3,0.7,50.0,0.3,2.7973,700000000.0,50000000000.0,2.761412423113836,0.03588757688616395
N0.70_D0050_Q0.4,0.7,50.0,0.4,2.7324,700000000.0,50000000000.0,2.72509694764166,0.007303052358340167
N0.70_D0050_Q0.6,0.7,50.0,0.6,2.6134,700000000.0,50000000000.0,2.6522334625904427,-0.038833462590442736
N0.70_D0050_Q0.8,0.7,50.0,0.8,2.6409,700000000.0,50000000000.0,2.5789140234486094,0.061985976551390376
N0.70_D0050_Q0.9,0.7,50.0,0.9,2.5496,700000000.0,50000000000.0,2.5419501931368726,0.007649806863127218
N0.70_D0050_Q1.0,0.7,50.0,1.0,2.5581,700000000.0,50000000000.0,2.504367965929504,0.05373203407049587
N0.70_D0150_Q0.1,0.7,150.0,0.1,2.7893,700000000.0,150000000000.0,2.6887142166869173,0.10058578331308254
N0.70_D0150_Q0.2,0.7,150.0,0.2,2.6375,700000000.0,150000000000.0,2.656395427396125,-0.01889542739612482
N0.70_D0150_Q0.3,0.7,150.0,0.3,2.6856,700000000.0,150000000000.0,2.6240283261157162,0.06157167388428375
N0.70_D0150_Q0.4,0.7,150.0,0.4,2.5991,700000000.0,150000000000.0,2.591605877773301,0.007494122226698874
N0.70_D0150_Q0.6,0.7,150.0,0.6,2.5608,700000000.0,150000000000.0,2.526553374690106,0.034246625309894085
N0.70_D0150_Q0.8,0.7,150.0,0.8,2.5043,700000000.0,150000000000.0,2.46109379589725,0.043206204102750334
N0.70_D0150_Q0.9,0.7,150.0,0.9,2.4035,700000000.0,150000000000.0,2.428092496499743,-0.024592496499742822
N0.70_D0150_Q1.0,0.7,150.0,1.0,2.3542,700000000.0,150000000000.0,2.3945390924927543,-0.04033909249275425
N0.70_D0300_Q0.1,0.7,300.0,0.1,2.6722,700000000.0,300000000000.0,2.6176245894155103,0.05457541058448978
N0.70_D0300_Q0.2,0.7,300.0,0.2,2.6214,700000000.0,300000000000.0,2.5872063651569746,0.0341936348430254
N0.70_D0300_Q0.3,0.7,300.0,0.3,2.5759,700000000.0,300000000000.0,2.5567426699830125,0.019157330016987384
N0.70_D0300_Q0.4,0.7,300.0,0.4,2.5792,700000000.0,300000000000.0,2.526226882531428,0.05297311746857236
N0.70_D0300_Q0.6,0.7,300.0,0.6,2.4842,700000000.0,300000000000.0,2.4649999099007585,0.019200090099241507
N0.70_D0300_Q0.8,0.7,300.0,0.8,2.4416,700000000.0,300000000000.0,2.403389800385992,0.03821019961400829
N0.70_D0300_Q0.9,0.7,300.0,0.9,2.4128,700000000.0,300000000000.0,2.3723292022656772,0.040470797734322606
N0.70_D0300_Q1.0,0.7,300.0,1.0,2.3149,700000000.0,300000000000.0,2.340748967048988,-0.02584896704898787
N0.70_D0600_Q0.1,0.7,600.0,0.1,2.5974,700000000.0,600000000000.0,2.5590782948134656,0.03832170518653433
N0.70_D0600_Q0.2,0.7,600.0,0.2,2.5998,700000000.0,600000000000.0,2.5302252924383426,0.06957470756165751
N0.70_D0600_Q0.3,0.7,600.0,0.3,2.5611,700000000.0,600000000000.0,2.5013291589317093,0.05977084106829089
N0.70_D0600_Q0.4,0.7,600.0,0.4,2.5225,700000000.0,600000000000.0,2.4723836136449147,0.05011638635508531
N0.70_D0600_Q0.6,0.7,600.0,0.6,2.51,700000000.0,600000000000.0,2.4143071798689166,0.09569282013108316
N0.70_D0600_Q0.8,0.7,600.0,0.8,2.4421,700000000.0,600000000000.0,2.355867324174108,0.086232675825892
N0.70_D0600_Q0.9,0.7,600.0,0.9,2.2624,700000000.0,600000000000.0,2.3264050023856586,-0.06400500238565865
N0.70_D0600_Q1.0,0.7,600.0,1.0,2.3039,700000000.0,600000000000.0,2.2964497823185837,0.0074502176814164045
N1.00_D0010_Q0.1,1.0,10.0,0.1,3.0483,1000000000.0,10000000000.0,3.077934011467618,-0.029634011467618127
N1.00_D0010_Q0.2,1.0,10.0,0.2,2.968,1000000000.0,10000000000.0,3.0358514793489313,-0.06785147934893132
N1.00_D0010_Q0.3,1.0,10.0,0.3,2.8948,1000000000.0,10000000000.0,2.993706039834907,-0.09890603983490687
N1.00_D0010_Q0.4,1.0,10.0,0.4,2.8223,1000000000.0,10000000000.0,2.951488532506287,-0.12918853250628715
N1.00_D0010_Q0.6,1.0,10.0,0.6,2.8442,1000000000.0,10000000000.0,2.866783192037996,-0.02258319203799619
N1.00_D0010_Q0.8,1.0,10.0,0.8,2.7546,1000000000.0,10000000000.0,2.7815477953082395,-0.02694779530823954
N1.00_D0010_Q0.9,1.0,10.0,0.9,2.7505,1000000000.0,10000000000.0,2.738576561783423,0.011923438216577154
N1.00_D0010_Q1.0,1.0,10.0,1.0,2.6827,1000000000.0,10000000000.0,2.694886428805031,-0.012186428805030847
N1.00_D0050_Q0.1,1.0,50.0,0.1,2.8264,1000000000.0,50000000000.0,2.765831477519182,0.06056852248081812
N1.00_D0050_Q0.2,1.0,50.0,0.2,2.8076,1000000000.0,50000000000.0,2.7320929357302868,0.0755070642697131
N1.00_D0050_Q0.3,1.0,50.0,0.3,2.6823,1000000000.0,50000000000.0,2.6983039596238836,-0.016003959623883457
N1.00_D0050_Q0.4,1.0,50.0,0.4,2.6528,1000000000.0,50000000000.0,2.6644572050794455,-0.011657205079445454
N1.00_D0050_Q0.6,1.0,50.0,0.6,2.6707,1000000000.0,50000000000.0,2.596546969519665,0.07415303048033506
N1.00_D0050_Q0.8,1.0,50.0,0.8,2.4922,1000000000.0,50000000000.0,2.528211775564381,-0.036011775564380955
N1.00_D0050_Q0.9,1.0,50.0,0.9,2.5805,1000000000.0,50000000000.0,2.4937607412514144,0.08673925874858535
N1.00_D0050_Q1.0,1.0,50.0,1.0,2.5615,1000000000.0,50000000000.0,2.458733348577024,0.10276665142297592
N1.00_D0150_Q0.1,1.0,150.0,0.1,2.6482,1000000000.0,150000000000.0,2.6206804184382824,0.027519581561717743
N1.00_D0150_Q0.2,1.0,150.0,0.2,2.6343,1000000000.0,150000000000.0,2.590822457232979,0.04347754276702087
N1.00_D0150_Q0.3,1.0,150.0,0.3,2.6133,1000000000.0,150000000000.0,2.560919862625764,0.0523801373742363
N1.00_D0150_Q0.4,1.0,150.0,0.4,2.5016,1000000000.0,150000000000.0,2.5309661352110866,-0.029366135211086775
N1.00_D0150_Q0.6,1.0,150.0,0.6,2.5859,1000000000.0,150000000000.0,2.470866881619328,0.11503311838067187
N1.00_D0150_Q0.8,1.0,150.0,0.8,2.3211,1000000000.0,150000000000.0,2.4103915480130214,-0.08929154801302142
N1.00_D0150_Q0.9,1.0,150.0,0.9,2.3833,1000000000.0,150000000000.0,2.379903044614285,0.0033969553857153834
N1.00_D0150_Q1.0,1.0,150.0,1.0,2.334,1000000000.0,150000000000.0,2.3489044751402743,-0.014904475140274265
N1.00_D0300_Q0.1,1.0,300.0,0.1,2.6943,1000000000.0,300000000000.0,2.5495907911668754,0.14470920883312477
N1.00_D0300_Q0.2,1.0,300.0,0.2,2.5728,1000000000.0,300000000000.0,2.5216333949938288,0.051166605006171206
N1.00_D0300_Q0.3,1.0,300.0,0.3,2.4688,1000000000.0,300000000000.0,2.49363420649306,-0.02483420649306023
N1.00_D0300_Q0.4,1.0,300.0,0.4,2.5249,1000000000.0,300000000000.0,2.4655871399692133,0.05931286003078684
N1.00_D0300_Q0.6,1.0,300.0,0.6,2.4469,1000000000.0,300000000000.0,2.409313416829981,0.03758658317001906
N1.00_D0300_Q0.8,1.0,300.0,0.8,2.4239,1000000000.0,300000000000.0,2.3526875525017634,0.07121244749823674
N1.00_D0300_Q0.9,1.0,300.0,0.9,2.2509,1000000000.0,300000000000.0,2.324139750380219,-0.0732397503802189
N1.00_D0300_Q1.0,1.0,300.0,1.0,2.342,1000000000.0,300000000000.0,2.295114349696508,0.04688565030349201
N1.00_D0600_Q0.1,1.0,600.0,0.1,2.6008,1000000000.0,600000000000.0,2.4910444965648306,0.10975550343516938
N1.00_D0600_Q0.2,1.0,600.0,0.2,2.4894,1000000000.0,600000000000.0,2.464652322275197,0.02474767772480302
N1.00_D0600_Q0.3,1.0,600.0,0.3,2.4439,1000000000.0,600000000000.0,2.438220695441757,0.005679304558243281
N1.00_D0600_Q0.4,1.0,600.0,0.4,2.4229,1000000000.0,600000000000.0,2.4117438710827,0.011156128917299668
N1.00_D0600_Q0.6,1.0,600.0,0.6,2.4336,1000000000.0,600000000000.0,2.358620686798139,0.07497931320186124
N1.00_D0600_Q0.8,1.0,600.0,0.8,2.3549,1000000000.0,600000000000.0,2.305165076289879,0.049734923710121226
N1.00_D0600_Q0.9,1.0,600.0,0.9,2.2636,1000000000.0,600000000000.0,2.2782155505002004,-0.01461555050020058
N1.00_D0600_Q1.0,1.0,600.0,1.0,2.2915,1000000000.0,600000000000.0,2.2508151649661037,0.040684835033896416
N2.80_D0010_Q0.1,2.8,10.0,0.1,2.9592,2800000000.0,10000000000.0,2.9220768119558285,0.037123188044171584
N2.80_D0010_Q0.2,2.8,10.0,0.2,2.8431,2800000000.0,10000000000.0,2.8856317392140616,-0.04253173921406139
N2.80_D0010_Q0.3,2.8,10.0,0.3,2.8867,2800000000.0,10000000000.0,2.849132186276269,0.03756781372373075
N2.80_D0010_Q0.4,2.8,10.0,0.4,2.771,2800000000.0,10000000000.0,2.8125702198711062,-0.04157021987110632
N2.80_D0010_Q0.6,2.8,10.0,0.6,2.7064,2800000000.0,10000000000.0,2.739212174630949,-0.0328121746309491
N2.80_D0010_Q0.8,2.8,10.0,0.8,2.651,2800000000.0,10000000000.0,2.665395080516265,-0.014395080516265146
N2.80_D0010_Q0.9,2.8,10.0,0.9,2.6397,2800000000.0,10000000000.0,2.6281803585694368,0.011519641430563166
N2.80_D0010_Q1.0,2.8,10.0,1.0,2.484,2800000000.0,10000000000.0,2.5903430423641236,-0.10634304236412362
N2.80_D0050_Q0.1,2.8,50.0,0.1,2.5785,2800000000.0,50000000000.0,2.6099742780073925,-0.03147427800739244
N2.80_D0050_Q0.2,2.8,50.0,0.2,2.4874,2800000000.0,50000000000.0,2.581873195595417,-0.094473195595417
N2.80_D0050_Q0.3,2.8,50.0,0.3,2.5971,2800000000.0,50000000000.0,2.5537301060652458,0.04336989393475443
N2.80_D0050_Q0.4,2.8,50.0,0.4,2.5963,2800000000.0,50000000000.0,2.5255388924442643,0.0707611075557355
N2.80_D0050_Q0.6,2.8,50.0,0.6,2.5446,2800000000.0,50000000000.0,2.468975952112618,0.07562404788738197
N2.80_D0050_Q0.8,2.8,50.0,0.8,2.3227,2800000000.0,50000000000.0,2.412059060772406,-0.08935906077240574
N2.80_D0050_Q0.9,2.8,50.0,0.9,2.3871,2800000000.0,50000000000.0,2.383364538037428,0.0037354619625720176
N2.80_D0050_Q1.0,2.8,50.0,1.0,2.2984,2800000000.0,50000000000.0,2.3541899621361173,-0.05578996213611731
N2.80_D0150_Q0.1,2.8,150.0,0.1,2.4446,2800000000.0,150000000000.0,2.464823218926493,-0.020223218926493036
N2.80_D0150_Q0.2,2.8,150.0,0.2,2.4506,2800000000.0,150000000000.0,2.4406027170981095,0.009997282901890614
N2.80_D0150_Q0.3,2.8,150.0,0.3,2.3889,2800000000.0,150000000000.0,2.416346009067126,-0.02744600906712602
N2.80_D0150_Q0.4,2.8,150.0,0.4,2.5101,2800000000.0,150000000000.0,2.392047822575906,0.11805217742409413
