experiment_id,N_params_B,D_tokens_B,Q_score,val_loss,data_type,N,D,L_classic,censored
N0.07_D0020_Q0.8,0.07,20,0.8,2.6428,calibrated,70000000.0,20000000000.0,3.1002997853296375,False
N0.07_D0020_Q0.9,0.07,20,0.9,2.926,calibrated,70000000.0,20000000000.0,3.1002997853296375,False
N0.07_D0020_Q0.95,0.07,20,0.95,2.984,calibrated,70000000.0,20000000000.0,3.1002997853296375,False
N0.07_D0020_Q1.0,0.07,20,1.0,3.1277,calibrated,70000000.0,20000000000.0,3.1002997853296375,False
N0.07_D0050_Q0.05,0.07,50,0.05,0.9392,calibrated,70000000.0,50000000000.0,2.9789832434889414,False
N0.07_D0050_Q0.5,0.07,50,0.5,1.8871,calibrated,70000000.0,50000000000.0,2.9789832434889414,False
N0.07_D0050_Q0.7,0.07,50,0.7,2.2853,calibrated,70000000.0,50000000000.0,2.9789832434889414,False
N0.07_D0050_Q0.95,0.07,50,0.95,2.8636,calibrated,70000000.0,50000000000.0,2.9789832434889414,False
N0.07_D0100_Q0.05,0.07,100,0.05,0.891,calibrated,70000000.0,100000000000.0,2.9058144808361357,False
N0.07_D0100_Q0.1,0.07,100,0.1,1.0093,calibrated,70000000.0,100000000000.0,2.9058144808361357,False
N0.07_D0100_Q0.2,0.07,100,0.2,1.2339,calibrated,70000000.0,100000000000.0,2.9058144808361357,False
N0.07_D0100_Q0.3,0.07,100,0.3,1.4034,calibrated,70000000.0,100000000000.0,2.9058144808361357,False
N0.07_D0100_Q0.4,0.07,100,0.4,1.6433,calibrated,70000000.0,100000000000.0,2.9058144808361357,False
N0.07_D0100_Q0.5,0.07,100,0.5,1.8327,calibrated,70000000.0,100000000000.0,2.9058144808361357,False
N0.07_D0100_Q0.6,0.07,100,0.6,2.104,calibrated,70000000.0,100000000000.0,2.9058144808361357,False
N0.07_D0100_Q0.7,0.07,100,0.7,2.3189,calibrated,70000000.0,100000000000.0,2.9058144808361357,False
N0.07_D0100_Q0.8,0.07,100,0.8,2.4893,calibrated,70000000.0,100000000000.0,2.9058144808361357,False
N0.07_D0100_Q0.9,0.07,100,0.9,2.727,calibrated,70000000.0,100000000000.0,2.9058144808361357,False
N0.07_D0100_Q0.95,0.07,100,0.95,2.7802,calibrated,70000000.0,100000000000.0,2.9058144808361357,False
N0.07_D0100_Q1.0,0.07,100,1.0,2.8644,calibrated,70000000.0,100000000000.0,2.9058144808361357,False
N0.07_D0150_Q0.05,0.07,150,0.05,0.8911,calibrated,70000000.0,150000000000.0,2.8691543700521915,False
N0.07_D0150_Q0.5,0.07,150,0.5,1.7749,calibrated,70000000.0,150000000000.0,2.8691543700521915,False
N0.07_D0150_Q0.7,0.07,150,0.7,2.3031,calibrated,70000000.0,150000000000.0,2.8691543700521915,False
N0.07_D0150_Q0.95,0.07,150,0.95,2.7592,calibrated,70000000.0,150000000000.0,2.8691543700521915,False
N0.07_D0300_Q0.05,0.07,300,0.05,0.8812,calibrated,70000000.0,300000000000.0,2.8153642446084257,False
N0.07_D0300_Q0.5,0.07,300,0.5,1.7667,calibrated,70000000.0,300000000000.0,2.8153642446084257,False
N0.07_D0300_Q0.7,0.07,300,0.7,2.1821,calibrated,70000000.0,300000000000.0,2.8153642446084257,False
N0.07_D0300_Q0.95,0.07,300,0.95,2.6843,calibrated,70000000.0,300000000000.0,2.8153642446084257,False
N0.07_D0500_Q0.05,0.07,500,0.05,0.861,calibrated,70000000.0,500000000000.0,2.7818970475541502,False
N0.07_D0500_Q0.1,0.07,500,0.1,0.9621,calibrated,70000000.0,500000000000.0,2.7818970475541502,False
N0.07_D0500_Q0.2,0.07,500,0.2,1.1948,calibrated,70000000.0,500000000000.0,2.7818970475541502,False
N0.07_D0500_Q0.3,0.07,500,0.3,1.3491,calibrated,70000000.0,500000000000.0,2.7818970475541502,False
N0.07_D0500_Q0.4,0.07,500,0.4,1.5406,calibrated,70000000.0,500000000000.0,2.7818970475541502,False
N0.07_D0500_Q0.5,0.07,500,0.5,1.7858,calibrated,70000000.0,500000000000.0,2.7818970475541502,False
N0.07_D0500_Q0.6,0.07,500,0.6,1.9945,calibrated,70000000.0,500000000000.0,2.7818970475541502,False
N0.07_D0500_Q0.7,0.07,500,0.7,2.1765,calibrated,70000000.0,500000000000.0,2.7818970475541502,False
N0.07_D0500_Q0.8,0.07,500,0.8,2.4124,calibrated,70000000.0,500000000000.0,2.7818970475541502,False
N0.07_D0500_Q0.9,0.07,500,0.9,2.6083,calibrated,70000000.0,500000000000.0,2.7818970475541502,False
N0.07_D0500_Q0.95,0.07,500,0.95,2.7105,calibrated,70000000.0,500000000000.0,2.7818970475541502,False
N0.07_D0500_Q1.0,0.07,500,1.0,2.8055,calibrated,70000000.0,500000000000.0,2.7818970475541502,False
N0.07_D1000_Q0.05,0.07,1000,0.05,0.8471,calibrated,70000000.0,1000000000000.0,2.7435029463398006,False
N0.07_D1000_Q0.1,0.07,1000,0.1,0.9414,calibrated,70000000.0,1000000000000.0,2.7435029463398006,False
N0.07_D1000_Q0.2,0.07,1000,0.2,1.1388,calibrated,70000000.0,1000000000000.0,2.7435029463398006,False
N0.07_D1000_Q0.3,0.07,1000,0.3,1.3853,calibrated,70000000.0,1000000000000.0,2.7435029463398006,False
N0.07_D1000_Q0.4,0.07,1000,0.4,1.5663,calibrated,70000000.0,1000000000000.0,2.7435029463398006,False
N0.07_D1000_Q0.5,0.07,1000,0.5,1.7504,calibrated,70000000.0,1000000000000.0,2.7435029463398006,False
N0.07_D1000_Q0.6,0.07,1000,0.6,1.9928,calibrated,70000000.0,1000000000000.0,2.7435029463398006,False
N0.07_D1000_Q0.7,0.07,1000,0.7,2.1482,calibrated,70000000.0,1000000000000.0,2.7435029463398006,False
N0.07_D1000_Q0.8,0.07,1000,0.8,2.3195,calibrated,70000000.0,1000000000000.0,2.7435029463398006,False
N0.07_D1000_Q0.9,0.07,1000,0.9,2.523,calibrated,70000000.0,1000000000000.0,2.7435029463398006,False
N0.07_D1000_Q0.95,0.07,1000,0.95,2.6048,calibrated,70000000.0,1000000000000.0,2.7435029463398006,False
N0.07_D1000_Q1.0,0.07,1000,1.0,2.7431,calibrated,70000000.0,1000000000000.0,2.7435029463398006,False
N0.07_D2000_Q0.05,0.07,2000,0.05,0.8539,calibrated,70000000.0,2000000000000.0,2.711883250936219,False
N0.07_D2000_Q0.1,0.07,2000,0.1,0.9243,calibrated,70000000.0,2000000000000.0,2.711883250936219,False
N0.07_D2000_Q0.2,0.07,2000,0.2,1.1409,calibrated,70000000.0,2000000000000.0,2.711883250936219,False
N0.07_D2000_Q0.3,0.07,2000,0.3,1.3364,calibrated,70000000.0,2000000000000.0,2.711883250936219,False
N0.07_D2000_Q0.4,0.07,2000,0.4,1.5027,calibrated,70000000.0,2000000000000.0,2.711883250936219,False
N0.07_D2000_Q0.5,0.07,2000,0.5,1.7429,calibrated,70000000.0,2000000000000.0,2.711883250936219,False
N0.07_D2000_Q0.6,0.07,2000,0.6,1.9258,calibrated,70000000.0,2000000000000.0,2.711883250936219,False
N0.07_D2000_Q0.7,0.07,2000,0.7,2.1457,calibrated,70000000.0,2000000000000.0,2.711883250936219,False
N0.07_D2000_Q0.8,0.07,2000,0.8,2.3261,calibrated,70000000.0,2000000000000.0,2.711883250936219,False
N0.07_D2000_Q0.9,0.07,2000,0.9,2.5085,calibrated,70000000.0,2000000000000.0,2.711883250936219,False
N0.07_D2000_Q0.95,0.07,2000,0.95,2.5794,calibrated,70000000.0,2000000000000.0,2.711883250936219,False
N0.07_D2000_Q1.0,0.07,2000,1.0,2.7374,calibrated,70000000.0,2000000000000.0,2.711883250936219,False
N0.16_D0005_Q0.05,0.16,5,0.05,0.8104,calibrated,160000000.0,5000000000.0,3.140374009291551,False
N0.16_D0005_Q0.1,0.16,5,0.1,0.9548,calibrated,160000000.0,5000000000.0,3.140374009291551,False
N0.16_D0005_Q0.2,0.16,5,0.2,1.1752,calibrated,160000000.0,5000000000.0,3.140374009291551,False
N0.16_D0005_Q0.3,0.16,5,0.3,1.4476,calibrated,160000000.0,5000000000.0,3.140374009291551,False
N0.16_D0005_Q0.4,0.16,5,0.4,1.6751,calibrated,160000000.0,5000000000.0,3.140374009291551,False
N0.16_D0005_Q0.5,0.16,5,0.5,1.9108,calibrated,160000000.0,5000000000.0,3.140374009291551,False
N0.16_D0005_Q0.6,0.16,5,0.6,2.1591,calibrated,160000000.0,5000000000.0,3.140374009291551,False
N0.16_D0005_Q0.7,0.16,5,0.7,2.4836,calibrated,160000000.0,5000000000.0,3.140374009291551,False
N0.16_D0005_Q0.8,0.16,5,0.8,2.5952,calibrated,160000000.0,5000000000.0,3.140374009291551,False
N0.16_D0005_Q0.9,0.16,5,0.9,2.8737,calibrated,160000000.0,5000000000.0,3.140374009291551,False
N0.16_D0005_Q0.95,0.16,5,0.95,2.9535,calibrated,160000000.0,5000000000.0,3.140374009291551,False
N0.16_D0005_Q1.0,0.16,5,1.0,3.1013,calibrated,160000000.0,5000000000.0,3.140374009291551,False
N0.16_D0010_Q0.05,0.16,10,0.05,0.7726,calibrated,160000000.0,10000000000.0,3.000934156324197,False
N0.16_D0010_Q0.5,0.16,10,0.5,1.8298,calibrated,160000000.0,10000000000.0,3.000934156324197,False
N0.16_D0010_Q0.7,0.16,10,0.7,2.3364,calibrated,160000000.0,10000000000.0,3.000934156324197,False
N0.16_D0010_Q0.95,0.16,10,0.95,2.9363,calibrated,160000000.0,10000000000.0,3.000934156324197,False
N0.16_D0020_Q0.05,0.16,20,0.05,0.7755,calibrated,160000000.0,20000000000.0,2.886097617936887,False
N0.16_D0020_Q0.1,0.16,20,0.1,0.8548,calibrated,160000000.0,20000000000.0,2.886097617936887,False
N0.16_D0020_Q0.2,0.16,20,0.2,1.0782,calibrated,160000000.0,20000000000.0,2.886097617936887,False
N0.16_D0020_Q0.3,0.16,20,0.3,1.3357,calibrated,160000000.0,20000000000.0,2.886097617936887,False
N0.16_D0020_Q0.4,0.16,20,0.4,1.5464,calibrated,160000000.0,20000000000.0,2.886097617936887,False
N0.16_D0020_Q0.5,0.16,20,0.5,1.7183,calibrated,160000000.0,20000000000.0,2.886097617936887,False
N0.16_D0020_Q0.6,0.16,20,0.6,1.9486,calibrated,160000000.0,20000000000.0,2.886097617936887,False
N0.16_D0020_Q0.7,0.16,20,0.7,2.2366,calibrated,160000000.0,20000000000.0,2.886097617936887,False
N0.16_D0020_Q0.8,0.16,20,0.8,2.4177,calibrated,160000000.0,20000000000.0,2.886097617936887,False
N0.16_D0020_Q0.9,0.16,20,0.9,2.6607,calibrated,160000000.0,20000000000.0,2.886097617936887,False
N0.16_D0020_Q0.95,0.16,20,0.95,2.8283,calibrated,160000000.0,20000000000.0,2.886097617936887,False
N0.16_D0020_Q1.0,0.16,20,1.0,2.8913,calibrated,160000000.0,20000000000.0,2.886097617936887,False
N0.16_D0050_Q0.05,0.16,50,0.05,0.7379,calibrated,160000000.0,50000000000.0,2.7647810760961904,False
N0.16_D0050_Q0.5,0.16,50,0.5,1.7045,calibrated,160000000.0,50000000000.0,2.7647810760961904,False
N0.16_D0050_Q0.7,0.16,50,0.7,2.1043,calibrated,160000000.0,50000000000.0,2.7647810760961904,False
N0.16_D0050_Q0.95,0.16,50,0.95,2.6024,calibrated,160000000.0,50000000000.0,2.7647810760961904,False
N0.16_D0100_Q0.05,0.16,100,0.05,0.7109,calibrated,160000000.0,100000000000.0,2.6916123134433847,False
N0.16_D0100_Q0.1,0.16,100,0.1,0.8001,calibrated,160000000.0,100000000000.0,2.6916123134433847,False
N0.16_D0100_Q0.2,0.16,100,0.2,1.0158,calibrated,160000000.0,100000000000.0,2.6916123134433847,False
N0.16_D0100_Q0.3,0.16,100,0.3,1.2359,calibrated,160000000.0,100000000000.0,2.6916123134433847,False
N0.16_D0100_Q0.4,0.16,100,0.4,1.4134,calibrated,160000000.0,100000000000.0,2.6916123134433847,False
N0.16_D0100_Q0.5,0.16,100,0.5,1.6514,calibrated,160000000.0,100000000000.0,2.6916123134433847,False
N0.16_D0100_Q0.6,0.16,100,0.6,1.8608,calibrated,160000000.0,100000000000.0,2.6916123134433847,False
N0.16_D0100_Q0.7,0.16,100,0.7,2.0787,calibrated,160000000.0,100000000000.0,2.6916123134433847,False
N0.16_D0100_Q0.8,0.16,100,0.8,2.2318,calibrated,160000000.0,100000000000.0,2.6916123134433847,False
N0.16_D0100_Q0.9,0.16,100,0.9,2.4932,calibrated,160000000.0,100000000000.0,2.6916123134433847,False
N0.16_D0100_Q0.95,0.16,100,0.95,2.6163,calibrated,160000000.0,100000000000.0,2.6916123134433847,False
N0.16_D0100_Q1.0,0.16,100,1.0,2.678,calibrated,160000000.0,100000000000.0,2.6916123134433847,False
N0.16_D0150_Q0.05,0.16,150,0.05,0.6932,calibrated,160000000.0,150000000000.0,2.6549522026594405,False
N0.16_D0150_Q0.5,0.16,150,0.5,1.6202,calibrated,160000000.0,150000000000.0,2.6549522026594405,False
N0.16_D0150_Q0.7,0.16,150,0.7,2.0328,calibrated,160000000.0,150000000000.0,2.6549522026594405,False
N0.16_D0150_Q0.95,0.16,150,0.95,2.5091,calibrated,160000000.0,150000000000.0,2.6549522026594405,False
N0.16_D0300_Q0.05,0.16,300,0.05,0.6809,calibrated,160000000.0,300000000000.0,2.6011620772156743,False
N0.16_D0300_Q0.5,0.16,300,0.5,1.5753,calibrated,160000000.0,300000000000.0,2.6011620772156743,False
N0.16_D0300_Q0.7,0.16,300,0.7,1.9919,calibrated,160000000.0,300000000000.0,2.6011620772156743,False
N0.16_D0300_Q0.95,0.16,300,0.95,2.4941,calibrated,160000000.0,300000000000.0,2.6011620772156743,False
N0.16_D0500_Q0.05,0.16,500,0.05,0.6974,calibrated,160000000.0,500000000000.0,2.5676948801613992,False
N0.16_D0500_Q0.1,0.16,500,0.1,0.7769,calibrated,160000000.0,500000000000.0,2.5676948801613992,False
N0.16_D0500_Q0.2,0.16,500,0.2,0.9664,calibrated,160000000.0,500000000000.0,2.5676948801613992,False
N0.16_D0500_Q0.3,0.16,500,0.3,1.1736,calibrated,160000000.0,500000000000.0,2.5676948801613992,False
N0.16_D0500_Q0.4,0.16,500,0.4,1.351,calibrated,160000000.0,500000000000.0,2.5676948801613992,False
N0.16_D0500_Q0.5,0.16,500,0.5,1.5896,calibrated,160000000.0,500000000000.0,2.5676948801613992,False
N0.16_D0500_Q0.6,0.16,500,0.6,1.7639,calibrated,160000000.0,500000000000.0,2.5676948801613992,False
N0.16_D0500_Q0.7,0.16,500,0.7,1.9757,calibrated,160000000.0,500000000000.0,2.5676948801613992,False
N0.16_D0500_Q0.8,0.16,500,0.8,2.1303,calibrated,160000000.0,500000000000.0,2.5676948801613992,False
N0.16_D0500_Q0.9,0.16,500,0.9,2.3645,calibrated,160000000.0,500000000000.0,2.5676948801613992,False
N0.16_D0500_Q0.95,0.16,500,0.95,2.4958,calibrated,160000000.0,500000000000.0,2.5676948801613992,False
N0.16_D0500_Q1.0,0.16,500,1.0,2.5293,calibrated,160000000.0,500000000000.0,2.5676948801613992,False
N0.16_D1000_Q0.05,0.16,1000,0.05,0.6787,calibrated,160000000.0,1000000000000.0,2.5293007789470496,False
N0.16_D1000_Q0.1,0.16,1000,0.1,0.7577,calibrated,160000000.0,1000000000000.0,2.5293007789470496,False
N0.16_D1000_Q0.2,0.16,1000,0.2,0.9466,calibrated,160000000.0,1000000000000.0,2.5293007789470496,False
N0.16_D1000_Q0.3,0.16,1000,0.3,1.1493,calibrated,160000000.0,1000000000000.0,2.5293007789470496,False
N0.16_D1000_Q0.4,0.16,1000,0.4,1.3709,calibrated,160000000.0,1000000000000.0,2.5293007789470496,False
N0.16_D1000_Q0.5,0.16,1000,0.5,1.5609,calibrated,160000000.0,1000000000000.0,2.5293007789470496,False
N0.16_D1000_Q0.6,0.16,1000,0.6,1.7116,calibrated,160000000.0,1000000000000.0,2.5293007789470496,False
N0.16_D1000_Q0.7,0.16,1000,0.7,2.0044,calibrated,160000000.0,1000000000000.0,2.5293007789470496,False
N0.16_D1000_Q0.8,0.16,1000,0.8,2.0871,calibrated,160000000.0,1000000000000.0,2.5293007789470496,False
N0.16_D1000_Q0.9,0.16,1000,0.9,2.3054,calibrated,160000000.0,1000000000000.0,2.5293007789470496,False
N0.16_D1000_Q0.95,0.16,1000,0.95,2.4884,calibrated,160000000.0,1000000000000.0,2.5293007789470496,False
N0.16_D1000_Q1.0,0.16,1000,1.0,2.5056,calibrated,160000000.0,1000000000000.0,2.5293007789470496,False
N0.16_D2000_Q0.05,0.16,2000,0.05,0.6532,calibrated,160000000.0,2000000000000.0,2.497681083543468,False
N0.16_D2000_Q0.1,0.16,2000,0.1,0.7317,calibrated,160000000.0,2000000000000.0,2.497681083543468,False
N0.16_D2000_Q0.2,0.16,2000,0.2,0.9418,calibrated,160000000.0,2000000000000.0,2.497681083543468,False
N0.16_D2000_Q0.3,0.16,2000,0.3,1.1205,calibrated,160000000.0,2000000000000.0,2.497681083543468,False
N0.16_D2000_Q0.4,0.16,2000,0.4,1.335,calibrated,160000000.0,2000000000000.0,2.497681083543468,False
N0.16_D2000_Q0.5,0.16,2000,0.5,1.5166,calibrated,160000000.0,2000000000000.0,2.497681083543468,False
N0.16_D2000_Q0.6,0.16,2000,0.6,1.6953,calibrated,160000000.0,2000000000000.0,2.497681083543468,False
N0.16_D2000_Q0.7,0.16,2000,0.7,1.9296,calibrated,160000000.0,2000000000000.0,2.497681083543468,False
N0.16_D2000_Q0.8,0.16,2000,0.8,2.0992,calibrated,160000000.0,2000000000000.0,2.497681083543468,False
N0.16_D2000_Q0.9,0.16,2000,0.9,2.246,calibrated,160000000.0,2000000000000.0,2.497681083543468,False
N0.16_D2000_Q0.95,0.16,2000,0.95,2.3649,calibrated,160000000.0,2000000000000.0,2.497681083543468,False
N0.16_D2000_Q1.0,0.16,2000,1.0,2.4771,calibrated,160000000.0,2000000000000.0,2.497681083543468,False
N0.41_D0005_Q0.05,0.41,5,0.05,0.622,calibrated,410000000.0,5000000000.0,2.959663589992641,False
N0.41_D0005_Q0.1,0.41,5,0.1,0.7497,calibrated,410000000.0,5000000000.0,2.959663589992641,False
N0.41_D0005_Q0.2,0.41,5,0.2,1.0023,calibrated,410000000.0,5000000000.0,2.959663589992641,False
N0.41_D0005_Q0.3,0.41,5,0.3,1.2344,calibrated,410000000.0,5000000000.0,2.959663589992641,False
N0.41_D0005_Q0.4,0.41,5,0.4,1.4755,calibrated,410000000.0,5000000000.0,2.959663589992641,False
N0.41_D0005_Q0.5,0.41,5,0.5,1.6916,calibrated,410000000.0,5000000000.0,2.959663589992641,False
N0.41_D0005_Q0.6,0.41,5,0.6,1.98,calibrated,410000000.0,5000000000.0,2.959663589992641,False
N0.41_D0005_Q0.7,0.41,5,0.7,2.2447,calibrated,410000000.0,5000000000.0,2.959663589992641,False
N0.41_D0005_Q0.8,0.41,5,0.8,2.4492,calibrated,410000000.0,5000000000.0,2.959663589992641,False
N0.41_D0005_Q0.9,0.41,5,0.9,2.6707,calibrated,410000000.0,5000000000.0,2.959663589992641,False
N0.41_D0005_Q0.95,0.41,5,0.95,2.861,calibrated,410000000.0,5000000000.0,2.959663589992641,False
N0.41_D0005_Q1.0,0.41,5,1.0,3.0229,calibrated,410000000.0,5000000000.0,2.959663589992641,False
N0.41_D0010_Q0.05,0.41,10,0.05,0.6007,calibrated,410000000.0,10000000000.0,2.8202237370252865,False
N0.41_D0010_Q0.5,0.41,10,0.5,1.6443,calibrated,410000000.0,10000000000.0,2.8202237370252865,False
N0.41_D0010_Q0.7,0.41,10,0.7,2.1497,calibrated,410000000.0,10000000000.0,2.8202237370252865,False
N0.41_D0010_Q0.95,0.41,10,0.95,2.7299,calibrated,410000000.0,10000000000.0,2.8202237370252865,False
N0.41_D0020_Q0.05,0.41,20,0.05,0.581,calibrated,410000000.0,20000000000.0,2.7053871986379763,False
N0.41_D0020_Q0.1,0.41,20,0.1,0.695,calibrated,410000000.0,20000000000.0,2.7053871986379763,False
N0.41_D0020_Q0.2,0.41,20,0.2,0.9131,calibrated,410000000.0,20000000000.0,2.7053871986379763,False
N0.41_D0020_Q0.3,0.41,20,0.3,1.1552,calibrated,410000000.0,20000000000.0,2.7053871986379763,False
N0.41_D0020_Q0.4,0.41,20,0.4,1.3143,calibrated,410000000.0,20000000000.0,2.7053871986379763,False
N0.41_D0020_Q0.5,0.41,20,0.5,1.5963,calibrated,410000000.0,20000000000.0,2.7053871986379763,False
N0.41_D0020_Q0.6,0.41,20,0.6,1.7915,calibrated,410000000.0,20000000000.0,2.7053871986379763,False
N0.41_D0020_Q0.7,0.41,20,0.7,2.0338,calibrated,410000000.0,20000000000.0,2.7053871986379763,False
N0.41_D0020_Q0.8,0.41,20,0.8,2.246,calibrated,410000000.0,20000000000.0,2.7053871986379763,False
N0.41_D0020_Q0.9,0.41,20,0.9,2.474,calibrated,410000000.0,20000000000.0,2.7053871986379763,False
N0.41_D0020_Q0.95,0.41,20,0.95,2.5494,calibrated,410000000.0,20000000000.0,2.7053871986379763,False
N0.41_D0020_Q1.0,0.41,20,1.0,2.7188,calibrated,410000000.0,20000000000.0,2.7053871986379763,False
N0.41_D0050_Q0.05,0.41,50,0.05,0.536,calibrated,410000000.0,50000000000.0,2.58407065679728,False
N0.41_D0050_Q0.5,0.41,50,0.5,1.5186,calibrated,410000000.0,50000000000.0,2.58407065679728,False
N0.41_D0050_Q0.7,0.41,50,0.7,1.9086,calibrated,410000000.0,50000000000.0,2.58407065679728,False
N0.41_D0050_Q0.95,0.41,50,0.95,2.4497,calibrated,410000000.0,50000000000.0,2.58407065679728,False
N0.41_D0100_Q0.05,0.41,100,0.05,0.535,calibrated,410000000.0,100000000000.0,2.5109018941444745,False
N0.41_D0100_Q0.1,0.41,100,0.1,0.6432,calibrated,410000000.0,100000000000.0,2.5109018941444745,False
N0.41_D0100_Q0.2,0.41,100,0.2,0.8168,calibrated,410000000.0,100000000000.0,2.5109018941444745,False
N0.41_D0100_Q0.3,0.41,100,0.3,1.0559,calibrated,410000000.0,100000000000.0,2.5109018941444745,False
N0.41_D0100_Q0.4,0.41,100,0.4,1.2365,calibrated,410000000.0,100000000000.0,2.5109018941444745,False
N0.41_D0100_Q0.5,0.41,100,0.5,1.477,calibrated,410000000.0,100000000000.0,2.5109018941444745,False
N0.41_D0100_Q0.6,0.41,100,0.6,1.6841,calibrated,410000000.0,100000000000.0,2.5109018941444745,False
N0.41_D0100_Q0.7,0.41,100,0.7,1.8979,calibrated,410000000.0,100000000000.0,2.5109018941444745,False
N0.41_D0100_Q0.8,0.41,100,0.8,2.0213,calibrated,410000000.0,100000000000.0,2.5109018941444745,False
N0.41_D0100_Q0.9,0.41,100,0.9,2.2729,calibrated,410000000.0,100000000000.0,2.5109018941444745,False
N0.41_D0100_Q0.95,0.41,100,0.95,2.4488,calibrated,410000000.0,100000000000.0,2.5109018941444745,False
N0.41_D0100_Q1.0,0.41,100,1.0,2.488,calibrated,410000000.0,100000000000.0,2.5109018941444745,False
N0.41_D0150_Q0.05,0.41,150,0.05,0.5231,calibrated,410000000.0,150000000000.0,2.4742417833605304,False
N0.41_D0150_Q0.5,0.41,150,0.5,1.4581,calibrated,410000000.0,150000000000.0,2.4742417833605304,False
N0.41_D0150_Q0.7,0.41,150,0.7,1.8433,calibrated,410000000.0,150000000000.0,2.4742417833605304,False
N0.41_D0150_Q0.95,0.41,150,0.95,2.3801,calibrated,410000000.0,150000000000.0,2.4742417833605304,False
N0.41_D0300_Q0.05,0.41,300,0.05,0.5209,calibrated,410000000.0,300000000000.0,2.4204516579167645,False
N0.41_D0300_Q0.5,0.41,300,0.5,1.4318,calibrated,410000000.0,300000000000.0,2.4204516579167645,False
N0.41_D0300_Q0.7,0.41,300,0.7,1.8217,calibrated,410000000.0,300000000000.0,2.4204516579167645,False
N0.41_D0300_Q0.95,0.41,300,0.95,2.3692,calibrated,410000000.0,300000000000.0,2.4204516579167645,False
N0.41_D0500_Q0.05,0.41,500,0.05,0.5057,calibrated,410000000.0,500000000000.0,2.386984460862489,False
N0.41_D0500_Q0.1,0.41,500,0.1,0.6047,calibrated,410000000.0,500000000000.0,2.386984460862489,False
N0.41_D0500_Q0.2,0.41,500,0.2,0.8045,calibrated,410000000.0,500000000000.0,2.386984460862489,False
N0.41_D0500_Q0.3,0.41,500,0.3,1.0122,calibrated,410000000.0,500000000000.0,2.386984460862489,False
N0.41_D0500_Q0.4,0.41,500,0.4,1.2031,calibrated,410000000.0,500000000000.0,2.386984460862489,False
N0.41_D0500_Q0.5,0.41,500,0.5,1.427,calibrated,410000000.0,500000000000.0,2.386984460862489,False
N0.41_D0500_Q0.6,0.41,500,0.6,1.5817,calibrated,410000000.0,500000000000.0,2.386984460862489,False
N0.41_D0500_Q0.7,0.41,500,0.7,1.7811,calibrated,410000000.0,500000000000.0,2.386984460862489,False
