experiment_id,N_params_B,D_tokens_B,Q_score,val_loss,pred,resid
N0.41_D0010_Q0.1,0.41,10.0,0.1,3.228,3.2662880043031812,-0.03828800430318102
N0.41_D0010_Q0.2,0.41,10.0,0.2,3.2291,3.216725307938971,0.012374692061028814
N0.41_D0010_Q0.3,0.41,10.0,0.3,3.2054,3.16716261157476,0.03823738842524005
N0.41_D0010_Q0.4,0.41,10.0,0.4,3.0181,3.11759991521055,-0.0994999152105498
N0.41_D0010_Q0.6,0.41,10.0,0.6,3.0836,3.0184745224821286,0.06512547751787157
N0.41_D0010_Q0.8,0.41,10.0,0.8,2.9795,2.9193491297537078,0.060150870246292065
N0.41_D0010_Q0.9,0.41,10.0,0.9,2.8227,2.869786433389497,-0.04708643338949692
N0.41_D0010_Q1.0,0.41,10.0,1.0,2.9558,2.8202237370252865,0.13557626297471348
N0.41_D0050_Q0.1,0.41,50.0,0.1,2.976,2.953930482266733,0.02206951773326704
N0.41_D0050_Q0.2,0.41,50.0,0.2,2.9489,2.9128349461034606,0.03606505389653947
N0.41_D0050_Q0.3,0.41,50.0,0.3,2.9676,2.871739409940188,0.09586059005981218
N0.41_D0050_Q0.4,0.41,50.0,0.4,2.8049,2.8306438737769155,-0.02574387377691556
N0.41_D0050_Q0.6,0.41,50.0,0.6,2.6958,2.7484528014503704,-0.05265280145037021
N0.41_D0050_Q0.8,0.41,50.0,0.8,2.6518,2.6662617291238253,-0.014461729123825151
N0.41_D0050_Q0.9,0.41,50.0,0.9,2.6355,2.6251661929605525,0.010333807039447418
N0.41_D0050_Q1.0,0.41,50.0,1.0,2.6047,2.58407065679728,0.020629343202719586
N0.41_D0150_Q0.1,0.41,150.0,0.1,2.8727,2.8086608346227746,0.06403916537722543
N0.41_D0150_Q0.2,0.41,150.0,0.2,2.8815,2.771503162260303,0.10999683773969693
N0.41_D0150_Q0.3,0.41,150.0,0.3,2.7186,2.734345489897831,-0.01574548989783109
N0.41_D0150_Q0.4,0.41,150.0,0.4,2.6566,2.69718781753536,-0.04058781753535978
N0.41_D0150_Q0.6,0.41,150.0,0.6,2.6516,2.6228724728104167,0.02872752718958349
N0.41_D0150_Q0.8,0.41,150.0,0.8,2.5539,2.5485571280854735,0.005342871914526537
N0.41_D0150_Q0.9,0.41,150.0,0.9,2.5112,2.511399455723002,-0.0001994557230018401
N0.41_D0150_Q1.0,0.41,150.0,1.0,2.4068,2.4742417833605304,-0.0674417833605303
N0.41_D0300_Q0.1,0.41,300.0,0.1,2.8085,2.7375131270535045,0.07098687294649553
N0.41_D0300_Q0.2,0.41,300.0,0.2,2.7682,2.7022840749272,0.06591592507280009
N0.41_D0300_Q0.3,0.41,300.0,0.3,2.6832,2.6670550228008953,0.01614497719910446
N0.41_D0300_Q0.4,0.41,300.0,0.4,2.7891,2.6318259706745915,0.15727402932540846
N0.41_D0300_Q0.6,0.41,300.0,0.6,2.5211,2.561367866421982,-0.04026786642198177
N0.41_D0300_Q0.8,0.41,300.0,0.8,2.549,2.490909762169373,0.05809023783062672
N0.41_D0300_Q0.9,0.41,300.0,0.9,2.432,2.455680710043069,-0.02368071004306893
N0.41_D0300_Q1.0,0.41,300.0,1.0,2.3791,2.4204516579167645,-0.04135165791676432
N0.41_D0600_Q0.1,0.41,600.0,0.1,2.6695,2.6789190000691594,-0.009419000069159189
N0.41_D0600_Q0.2,0.41,600.0,0.2,2.7354,2.64527827485996,0.09012172514003991
N0.41_D0600_Q0.3,0.41,600.0,0.3,2.6187,2.6116375496507596,0.007062450349240468
N0.41_D0600_Q0.4,0.41,600.0,0.4,2.5858,2.5779968244415596,0.007803175558440234
N0.41_D0600_Q0.6,0.41,600.0,0.6,2.5121,2.5107153740231594,0.0013846259768408586
N0.41_D0600_Q0.8,0.41,600.0,0.8,2.4741,2.4434339236047595,0.030666076395240438
N0.41_D0600_Q0.9,0.41,600.0,0.9,2.471,2.4097931983955596,0.061206801604440475
N0.41_D0600_Q1.0,0.41,600.0,1.0,2.3932,2.3761524731863597,0.017047526813640523
N0.70_D0010_Q0.1,0.7,10.0,0.1,3.1919,3.147332258660104,0.04456774133989594
N0.70_D0010_Q0.2,0.7,10.0,0.2,3.1552,3.102131012826483,0.053068987173516824
N0.70_D0010_Q0.3,0.7,10.0,0.3,3.0155,3.0569297669928615,-0.041429766992861605
N0.70_D0010_Q0.4,0.7,10.0,0.4,3.0148,3.0117285211592395,0.003071478840760644
N0.70_D0010_Q0.6,0.7,10.0,0.6,2.9615,2.9213260294919965,0.04017397050800353
N0.70_D0010_Q0.8,0.7,10.0,0.8,2.8692,2.830923537824754,0.03827646217524627
N0.70_D0010_Q0.9,0.7,10.0,0.9,2.7928,2.7857222919911324,0.007077708008867756
N0.70_D0010_Q1.0,0.7,10.0,1.0,2.8304,2.740521046157511,0.08987895384248912
N0.70_D0050_Q0.1,0.7,50.0,0.1,2.8444,2.8349747366236557,0.009425263376344084
N0.70_D0050_Q0.2,0.7,50.0,0.2,2.8069,2.7982406509909725,0.00865934900902765
N0.70_D0050_Q0.3,0.7,50.0,0.3,2.7973,2.761506565358289,0.03579343464171103
N0.70_D0050_Q0.4,0.7,50.0,0.4,2.7324,2.724772479725605,0.00762752027439495
N0.70_D0050_Q0.6,0.7,50.0,0.6,2.6134,2.6513043084602383,-0.0379043084602384
N0.70_D0050_Q0.8,0.7,50.0,0.8,2.6409,2.5778361371948715,0.06306386280512832
N0.70_D0050_Q0.9,0.7,50.0,0.9,2.5496,2.541102051562188,0.008497948437812042
N0.70_D0050_Q1.0,0.7,50.0,1.0,2.5581,2.504367965929504,0.05373203407049587
N0.70_D0150_Q0.1,0.7,150.0,0.1,2.7893,2.6897050889796974,0.09959491102030249
N0.70_D0150_Q0.2,0.7,150.0,0.2,2.6375,2.656908867147815,-0.019408867147814757
N0.70_D0150_Q0.3,0.7,150.0,0.3,2.6856,2.624112645315932,0.06148735468406796
N0.70_D0150_Q0.4,0.7,150.0,0.4,2.5991,2.5913164234840496,0.007783576515950408
N0.70_D0150_Q0.6,0.7,150.0,0.6,2.5608,2.5257239798202846,0.03507602017971534
N0.70_D0150_Q0.8,0.7,150.0,0.8,2.5043,2.4601315361565197,0.0441684638434805
N0.70_D0150_Q0.9,0.7,150.0,0.9,2.4035,2.4273353143246372,-0.023835314324637036
N0.70_D0150_Q1.0,0.7,150.0,1.0,2.3542,2.3945390924927543,-0.04033909249275425
N0.70_D0300_Q0.1,0.7,300.0,0.1,2.6722,2.6185573814104273,0.053642618589572866
N0.70_D0300_Q0.2,0.7,300.0,0.2,2.6214,2.5876897798147125,0.033710220185287465
N0.70_D0300_Q0.3,0.7,300.0,0.3,2.5759,2.5568221782189964,0.01907782178100348
N0.70_D0300_Q0.4,0.7,300.0,0.4,2.5792,2.525954576623281,0.053245423376719
N0.70_D0300_Q0.6,0.7,300.0,0.6,2.4842,2.46421937343185,0.01998062656815014
N0.70_D0300_Q0.8,0.7,300.0,0.8,2.4416,2.4024841702404194,0.039115829759580834
N0.70_D0300_Q0.9,0.7,300.0,0.9,2.4128,2.371616568644704,0.041183431355295674
N0.70_D0300_Q1.0,0.7,300.0,1.0,2.3149,2.340748967048988,-0.02584896704898787
N0.70_D0600_Q0.1,0.7,600.0,0.1,2.5974,2.559963254426082,0.03743674557391774
N0.70_D0600_Q0.2,0.7,600.0,0.2,2.5998,2.5306839797474714,0.06911602025252872
N0.70_D0600_Q0.3,0.7,600.0,0.3,2.5611,2.5014047050688606,0.059695294931139564
N0.70_D0600_Q0.4,0.7,600.0,0.4,2.5225,2.4721254303902493,0.05037456960975062
N0.70_D0600_Q0.6,0.7,600.0,0.6,2.51,2.4135668810330273,0.09643311896697249
N0.70_D0600_Q0.8,0.7,600.0,0.8,2.4421,2.3550083316758057,0.08709166832419424
N0.70_D0600_Q0.9,0.7,600.0,0.9,2.2624,2.325729056997195,-0.06332905699719493
N0.70_D0600_Q1.0,0.7,600.0,1.0,2.3039,2.2964497823185837,0.0074502176814164045
N1.00_D0010_Q0.1,1.0,10.0,0.1,3.0483,3.0792228902661747,-0.030922890266174896
N1.00_D0010_Q0.2,1.0,10.0,0.2,2.968,3.0365188389927145,-0.06851883899271449
N1.00_D0010_Q0.3,1.0,10.0,0.3,2.8948,2.993814787719254,-0.09901478771925376
N1.00_D0010_Q0.4,1.0,10.0,0.4,2.8223,2.9511107364457936,-0.12881073644579377
N1.00_D0010_Q0.6,1.0,10.0,0.6,2.8442,2.8657026338988727,-0.021502633898872858
N1.00_D0010_Q0.8,1.0,10.0,0.8,2.7546,2.7802945313519514,-0.025694531351951433
N1.00_D0010_Q0.9,1.0,10.0,0.9,2.7505,2.737590480078491,0.012909519921509016
N1.00_D0010_Q1.0,1.0,10.0,1.0,2.6827,2.694886428805031,-0.012186428805030847
N1.00_D0050_Q0.1,1.0,50.0,0.1,2.8264,2.7668653682297264,0.05953463177027363
N1.00_D0050_Q0.2,1.0,50.0,0.2,2.8076,2.732628477157204,0.07497152284279585
N1.00_D0050_Q0.3,1.0,50.0,0.3,2.6823,2.6983915860846817,-0.01609158608468153
N1.00_D0050_Q0.4,1.0,50.0,0.4,2.6528,2.6641546950121593,-0.011354695012159244
N1.00_D0050_Q0.6,1.0,50.0,0.6,2.6707,2.5956809128671146,0.07501908713288552
N1.00_D0050_Q0.8,1.0,50.0,0.8,2.4922,2.5272071307220694,-0.0350071307220694
N1.00_D0050_Q0.9,1.0,50.0,0.9,2.5805,2.492970239649547,0.08752976035045279
N1.00_D0050_Q1.0,1.0,50.0,1.0,2.5615,2.458733348577024,0.10276665142297592
N1.00_D0150_Q0.1,1.0,150.0,0.1,2.6482,2.621595720585768,0.026604279414232046
N1.00_D0150_Q0.2,1.0,150.0,0.2,2.6343,2.5912966933140464,0.043003306685953646
N1.00_D0150_Q0.3,1.0,150.0,0.3,2.6133,2.560997666042325,0.05230233395767536
N1.00_D0150_Q0.4,1.0,150.0,0.4,2.5016,2.5306986387706036,-0.029098638770603813
N1.00_D0150_Q0.6,1.0,150.0,0.6,2.5859,2.4701005842271604,0.1157994157728397
N1.00_D0150_Q0.8,1.0,150.0,0.8,2.3211,2.409502529683717,-0.0884025296837172
N1.00_D0150_Q0.9,1.0,150.0,0.9,2.3833,2.379203502411996,0.004096497588004233
N1.00_D0150_Q1.0,1.0,150.0,1.0,2.334,2.3489044751402743,-0.014904475140274265
N1.00_D0300_Q0.1,1.0,300.0,0.1,2.6943,2.550448013016498,0.1438519869835022
N1.00_D0300_Q0.2,1.0,300.0,0.2,2.5728,2.522077605980944,0.05072239401905598
N1.00_D0300_Q0.3,1.0,300.0,0.3,2.4688,2.493707198945389,-0.024907198945389286
N1.00_D0300_Q0.4,1.0,300.0,0.4,2.5249,2.4653367919098352,0.05956320809016491
N1.00_D0300_Q0.6,1.0,300.0,0.6,2.4469,2.408595977838726,0.03830402216127382
N1.00_D0300_Q0.8,1.0,300.0,0.8,2.4239,2.351855163767617,0.07204483623238334
N1.00_D0300_Q0.9,1.0,300.0,0.9,2.2509,2.3234847567320625,-0.07258475673206233
N1.00_D0300_Q1.0,1.0,300.0,1.0,2.342,2.295114349696508,0.04688565030349201
N1.00_D0600_Q0.1,1.0,600.0,0.1,2.6008,2.491853886032153,0.10894611396784715
N1.00_D0600_Q0.2,1.0,600.0,0.2,2.4894,2.465071805913703,0.02432819408629694
N1.00_D0600_Q0.3,1.0,600.0,0.3,2.4439,2.4382897257952534,0.005610274204746801
N1.00_D0600_Q0.4,1.0,600.0,0.4,2.4229,2.4115076456768034,0.011392354323196408
N1.00_D0600_Q0.6,1.0,600.0,0.6,2.4336,2.3579434854399035,0.0756565145600967
N1.00_D0600_Q0.8,1.0,600.0,0.8,2.3549,2.3043793252030036,0.05052067479699662
N1.00_D0600_Q0.9,1.0,600.0,0.9,2.2636,2.2775972450845536,-0.0139972450845538
N1.00_D0600_Q1.0,1.0,600.0,1.0,2.2915,2.2508151649661037,0.040684835033896416
N2.80_D0010_Q0.1,2.8,10.0,0.1,2.9592,2.92319256869571,0.03600743130429018
N2.80_D0010_Q0.2,2.8,10.0,0.2,2.8431,2.8862092879922003,-0.04310928799220015
N2.80_D0010_Q0.3,2.8,10.0,0.3,2.8867,2.8492260072886904,0.03747399271130947
N2.80_D0010_Q0.4,2.8,10.0,0.4,2.771,2.8122427265851813,-0.041242726585181355
N2.80_D0010_Q0.6,2.8,10.0,0.6,2.7064,2.738276165178162,-0.031876165178162275
N2.80_D0010_Q0.8,2.8,10.0,0.8,2.651,2.6643096037711427,-0.013309603771142875
N2.80_D0010_Q0.9,2.8,10.0,0.9,2.6397,2.6273263230676336,0.012373676932366351
N2.80_D0010_Q1.0,2.8,10.0,1.0,2.484,2.5903430423641236,-0.10634304236412362
N2.80_D0050_Q0.1,2.8,50.0,0.1,2.5785,2.6108350466592616,-0.03233504665926157
N2.80_D0050_Q0.2,2.8,50.0,0.2,2.4874,2.58231892615669,-0.09491892615668984
N2.80_D0050_Q0.3,2.8,50.0,0.3,2.5971,2.553802805654118,0.04329719434588197
N2.80_D0050_Q0.4,2.8,50.0,0.4,2.5963,2.525286685151547,0.07101331484845286
N2.80_D0050_Q0.6,2.8,50.0,0.6,2.5446,2.4682544441464036,0.07634555585359637
N2.80_D0050_Q0.8,2.8,50.0,0.8,2.3227,2.4112222031412607,-0.08852220314126047
N2.80_D0050_Q0.9,2.8,50.0,0.9,2.3871,2.3827060826386894,0.004393917361310784
N2.80_D0050_Q1.0,2.8,50.0,1.0,2.2984,2.3541899621361173,-0.05578996213611731
N2.80_D0150_Q0.1,2.8,150.0,0.1,2.4446,2.4655653990153032,-0.020965399015303365
N2.80_D0150_Q0.2,2.8,150.0,0.2,2.4506,2.4409871423135323,0.009612857686467802
N2.80_D0150_Q0.3,2.8,150.0,0.3,2.3889,2.4164088856117614,-0.027508885611761347
N2.80_D0150_Q0.4,2.8,150.0,0.4,2.5101,2.3918306289099913,0.11826937109000868
N2.80_D0150_Q0.6,2.8,150.0,0.6,2.2938,2.34267411550645,-0.04887411550644982
N2.80_D0150_Q0.8,2.8,150.0,0.8,2.2577,2.2935176021029084,-0.03581760210290863
N2.80_D0150_Q0.9,2.8,150.0,0.9,2.2652,2.2689393454011384,-0.0037393454011382943
N2.80_D0150_Q1.0,2.8,150.0,1.0,2.2464,2.2443610886993675,0.0020389113006324955
N2.80_D0300_Q0.1,2.8,300.0,0.1,2.446,2.394417691446033,0.05158230855396706
N2.80_D0300_Q0.2,2.8,300.0,0.2,2.3643,2.3717680549804294,-0.0074680549804293506
N2.80_D0300_Q0.3,2.8,300.0,0.3,2.3988,2.3491184185148257,0.04968158148517432
N2.80_D0300_Q0.4,2.8,300.0,0.4,2.3719,2.326468782049223,0.0454312179507772
N2.80_D0300_Q0.6,2.8,300.0,0.6,2.3342,2.2811695091180155,0.05303049088198453
N2.80_D0300_Q0.8,2.8,300.0,0.8,2.2389,2.235870236186808,0.003029763813191977
N2.80_D0300_Q0.9,2.8,300.0,0.9,2.2601,2.213220599721205,0.046879400278795114
N2.80_D0300_Q1.0,2.8,300.0,1.0,2.1271,2.1905709632556016,-0.06347096325560164
N2.80_D0600_Q0.1,2.8,600.0,0.1,2.4515,2.335823564461688,0.11567643553831175
N2.80_D0600_Q0.2,2.8,600.0,0.2,2.4042,2.314762254913189,0.08943774508681068
N2.80_D0600_Q0.3,2.8,600.0,0.3,2.3538,2.29370094536469,0.06009905463531018
N2.80_D0600_Q0.4,2.8,600.0,0.4,2.3322,2.272639635816191,0.05956036418380872
N2.80_D0600_Q0.6,2.8,600.0,0.6,2.2986,2.230517016719193,0.06808298328080697
N2.80_D0600_Q0.8,2.8,600.0,0.8,2.2378,2.188394397622195,0.04940560237780511
N2.80_D0600_Q0.9,2.8,600.0,0.9,2.1287,2.167333088073696,-0.03863308807369625
N2.80_D0600_Q1.0,2.8,600.0,1.0,2.1935,2.146271778525197,0.04722822147480299
N4.00_D0010_Q0.1,4.0,10.0,0.1,2.855,2.8806812761679663,-0.025681276167966338
N4.00_D0010_Q0.2,4.0,10.0,0.2,2.872,2.8452566498896705,0.026743350110329356
N4.00_D0010_Q0.3,4.0,10.0,0.3,2.8016,2.8098320236113743,-0.008232023611374206
N4.00_D0010_Q0.4,4.0,10.0,0.4,2.6993,2.7744073973330785,-0.07510739733307847
N4.00_D0010_Q0.6,4.0,10.0,0.6,2.631,2.7035581447764865,-0.0725581447764867
N4.00_D0010_Q0.8,4.0,10.0,0.8,2.6463,2.6327088922198945,0.013591107780105638
N4.00_D0010_Q0.9,4.0,10.0,0.9,2.6487,2.5972842659415982,0.05141573405840161
N4.00_D0010_Q1.0,4.0,10.0,1.0,2.4852,2.561859639663302,-0.07665963966330214
N4.00_D0050_Q0.1,4.0,50.0,0.1,2.5657,2.568323754131518,-0.0026237541315179413
N4.00_D0050_Q0.2,4.0,50.0,0.2,2.6024,2.54136628805416,0.06103371194583973
N4.00_D0050_Q0.3,4.0,50.0,0.3,2.5078,2.514408821976802,-0.006608821976802126
N4.00_D0050_Q0.4,4.0,50.0,0.4,2.5793,2.487451355899444,0.09184864410055571
N4.00_D0050_Q0.6,4.0,50.0,0.6,2.4706,2.433536423744728,0.037063576255272235
N4.00_D0050_Q0.8,4.0,50.0,0.8,2.4391,2.379621491590012,0.05947850840998781
N4.00_D0050_Q0.9,4.0,50.0,0.9,2.3223,2.352664025512654,-0.03036402551265427
N4.00_D0050_Q1.0,4.0,50.0,1.0,2.4105,2.3257065594352957,0.08479344056470417
N4.00_D0150_Q0.1,4.0,150.0,0.1,2.494,2.4230541064875597,0.07094589351244052
N4.00_D0150_Q0.2,4.0,150.0,0.2,2.4505,2.4000345042110025,0.050465495788997394
N4.00_D0150_Q0.3,4.0,150.0,0.3,2.4411,2.3770149019344453,0.06408509806555474
N4.00_D0150_Q0.4,4.0,150.0,0.4,2.3929,2.3539952996578886,0.038904700342111465
N4.00_D0150_Q0.6,4.0,150.0,0.6,2.3873,2.307956095104774,0.07934390489522603
N4.00_D0150_Q0.8,4.0,150.0,0.8,2.2679,2.2619168905516602,0.005983109448339796
N4.00_D0150_Q0.9,4.0,150.0,0.9,2.2339,2.238897288275103,-0.004997288275102818
N4.00_D0150_Q1.0,4.0,150.0,1.0,2.2102,2.215877685998546,-0.0056776859985459005
N4.00_D0300_Q0.1,4.0,300.0,0.1,2.4125,2.3519063989182896,0.060593601081710524
N4.00_D0300_Q0.2,4.0,300.0,0.2,2.3793,2.3308154168778996,0.04848458312210058
N4.00_D0300_Q0.3,4.0,300.0,0.3,2.2697,2.3097244348375097,-0.04002443483750984
N4.00_D0300_Q0.4,4.0,300.0,0.4,2.3711,2.2886334527971197,0.08246654720288049
N4.00_D0300_Q0.6,4.0,300.0,0.6,2.2294,2.24645148871634,-0.01705148871633977
N4.00_D0300_Q0.8,4.0,300.0,0.8,2.1962,2.20426952463556,-0.008069524635559766
N4.00_D0300_Q0.9,4.0,300.0,0.9,2.1753,2.1831785425951695,-0.007878542595169513
N4.00_D0300_Q1.0,4.0,300.0,1.0,2.1975,2.1620875605547796,0.03541243944522021
N4.00_D0600_Q0.1,4.0,600.0,0.1,2.2637,2.2933122719339445,-0.029612271933944445
N4.00_D0600_Q0.2,4.0,600.0,0.2,2.2681,2.2738096168106594,-0.005709616810659401
N4.00_D0600_Q0.3,4.0,600.0,0.3,2.403,2.254306961687374,0.14869303831262615
N4.00_D0600_Q0.4,4.0,600.0,0.4,2.3312,2.2348043065640883,0.09639569343591159
N4.00_D0600_Q0.6,4.0,600.0,0.6,2.2966,2.1957989963175173,0.1008010036824829
N4.00_D0600_Q0.8,4.0,600.0,0.8,2.16,2.1567936860709462,0.0032063139290539056
