c_N,c_D,kind
0.5402933642321115,0.38401921766742175,residual
0.5485406991821973,0.40605363980353437,residual
0.5339603269390338,0.4165480373996521,residual
0.5562238543331441,0.3868221316761423,residual
0.5291609897389712,0.3961090163099113,residual
0.5861541272250427,0.33738716326118584,residual
0.5413820910921502,0.38345348257388145,residual
0.5898466664384606,0.36045024593780106,residual
0.5780433983830371,0.35873305447592485,residual
0.51914468548684,0.41755355118165116,residual
0.569431672387736,0.3642071198558342,residual
0.561007896726058,0.3746948269862696,residual
0.5292626956714765,0.39129597979121633,residual
0.5691164754297575,0.36557534303380995,residual
0.5536862421590452,0.3849782238138691,residual
0.5478443737828912,0.36067912723451656,residual
0.5626470343684106,0.37958651593898496,residual
0.5744712565249358,0.35265226474076067,residual
0.551837044607169,0.37623138304174186,residual
0.5424232612637855,0.3860036388471045,residual
0.5622629889152381,0.37642103864014764,residual
0.5409914359045128,0.3728887838331755,residual
0.5720491024504862,0.38171192659390163,residual
0.5691368666905906,0.34778876210360565,residual
0.5434958881835866,0.38669496314704155,residual
0.5545999379705362,0.3854473820522311,residual
0.5672075914622055,0.3621300089900409,residual
0.5880272112813179,0.3417533643234218,residual
0.5210433620957854,0.4103042623095695,residual
0.5717667069697311,0.35834621420602586,residual
0.5654341926720093,0.36192188453247337,residual
0.5583359382945834,0.3893650857324744,residual
0.5571859210704664,0.38656902986080877,residual
0.561081527754714,0.3642015274777423,residual
0.5674168938029083,0.37655407079170095,residual
0.6028832870033377,0.3186974801476336,residual
0.5680437672927823,0.36959139174198374,residual
0.5492458113368026,0.3686492295324747,residual
0.5691630871604512,0.37033182947546905,residual
0.580120689972441,0.3612674001141134,residual
0.5334309431703652,0.37606687990412535,residual
0.5738399073117317,0.39040095317754087,residual
0.541516817601446,0.38408089365121195,residual
0.5887428360941956,0.3427408093501142,residual
0.5624124902214229,0.3643855022382698,residual
0.5410949354741735,0.3956443089706442,residual
0.5508122092432852,0.37105879593432944,residual
0.5792340304027758,0.35354987396018744,residual
0.5479273226045102,0.395610939629813,residual
0.5699303816725798,0.364641264057394,residual
0.5710513653049156,0.33907264462862974,residual
0.5567274760697521,0.36579992293796837,residual
0.5511889004926004,0.3745261517527726,residual
0.548293358479362,0.38607745978094665,residual
0.5359784848692272,0.3890437251248158,residual
0.504865439088951,0.4220042500962381,residual
0.5631124579265376,0.35737529387016753,residual
0.5582433018553832,0.3688313039063834,residual
0.578328322367722,0.34990629987795335,residual
0.5657323601289654,0.35644580522980956,residual
0.5479523211915536,0.3836279340727802,residual
0.542521661105451,0.41036721531843634,residual
0.5733176593434427,0.38201880075356437,residual
0.5597690819931058,0.3720129642757298,residual
0.5337077936876984,0.39975214734546977,residual
0.5500976487033905,0.3832504490183719,residual
0.5582842329525122,0.4040294944208623,residual
0.5288709951829953,0.4010307382267369,residual
0.5525338773888814,0.3690655285813959,residual
0.5595702636509647,0.3795409232045684,residual
0.5572858933580379,0.37758422486617604,residual
0.5399796468246143,0.3916356219220372,residual
0.5638106977259327,0.3708033478316012,residual
0.5636927919842392,0.38352257505969795,residual
0.5392295083785612,0.4086802599817335,residual
0.5481533484237464,0.38301706136423874,residual
0.5415352994461232,0.3772435286326421,residual
0.5603772736570203,0.37842270577137727,residual
0.5407132099868089,0.36137756600081433,residual
0.5544714050023566,0.38355780111759163,residual
0.5681948412264197,0.37600956867494506,residual
0.5481810190519996,0.3822618338280543,residual
0.5833517396253914,0.35603426165115604,residual
0.5735206673209491,0.34577830732367043,residual
0.5604607089044618,0.35472626496824,residual
0.5779575677142279,0.37671135704258585,residual
0.548641582063684,0.4009913912566505,residual
0.5535893464566204,0.38334968884015924,residual
0.5648585030927668,0.3644441262182523,residual
0.5490605437706869,0.40231815142072325,residual
0.551178511809757,0.3904197695342205,residual
0.5467840748267819,0.372184808239872,residual
0.5556161316925695,0.36313011153618024,residual
0.5591081266621242,0.390323288558741,residual
0.53172417089192,0.3922112661335132,residual
0.5547621604225568,0.38732705793325867,residual
0.5632926056726523,0.3756385864567872,residual
0.5473451983408969,0.38615310078596693,residual
0.5509823362509569,0.3854451317402614,residual
0.5400179098867537,0.38420763193037044,residual
0.5673837050702959,0.3685597418968626,residual
0.5543137376499895,0.38898337966728896,residual
0.5418668443497185,0.38810813884150447,residual
0.5804750243339933,0.31024281315056673,residual
0.5698290945693912,0.3537881549996867,residual
0.5583937097082659,0.37665849295016524,residual
0.5620194358817834,0.38166301901468175,residual
0.5339389731743812,0.4074582831411445,residual
0.5567199695058707,0.3753077751569416,residual
0.5438978723626793,0.3861742625527273,residual
0.580122489991083,0.35200971753310956,residual
0.5399922127231772,0.40604173476990246,residual
0.5486310040451157,0.3861807321137602,residual
0.5594536064186857,0.3806412125972145,residual
0.5333133326811464,0.389973436591574,residual
0.5569482661167398,0.3794330403833798,residual
0.5582677925978768,0.3662978702506378,residual
0.5816026081463254,0.3605097563792488,residual
0.5775997561283732,0.3725375111819258,residual
0.5814962088125566,0.3461406656439943,residual
0.5529966194814695,0.3821821721584896,residual
0.580122687885867,0.3535373714330506,residual
0.5686873698644934,0.38023351643678727,residual
0.5560494253026691,0.3843560042412609,residual
0.5385458416859646,0.38694258179212127,residual
0.5595128760862,0.36941409075760145,residual
0.5668413523666773,0.35025983169319613,residual
0.5450546356082183,0.37204694353783485,residual
0.5604522436162558,0.3791356340397314,residual
0.5621461087951016,0.37944575925129165,residual
0.5461037756533091,0.3627220733330502,residual
0.5562620606882525,0.37119528024026693,residual
0.5532119052260493,0.3616354430414842,residual
0.5252438669650594,0.41140129192679803,residual
0.5258280011131378,0.38191075433275373,residual
0.554251802587675,0.3790239517599339,residual
0.5405692235490632,0.41069387447273253,residual
0.5449333069043379,0.3955761035328251,residual
0.5820389859278514,0.36297990185329543,residual
0.5685042865588887,0.36708508909320325,residual
0.5426288783675728,0.404346019785814,residual
0.5523244396861859,0.37117580437572417,residual
0.5616457041654767,0.36338843106866614,residual
0.5233508038803588,0.40676236504024554,residual
0.5552488596955449,0.3887878939785326,residual
0.5520988377826849,0.38813812237007655,residual
0.5621516024210188,0.37177885108924213,residual
0.5510138787839295,0.39762903328829774,residual
0.5643213972548412,0.3646029645723925,residual
0.5718133097809319,0.37018504974606337,residual
0.527709217575846,0.40746453964332685,residual
0.5277213604780788,0.3993905668130218,residual
0.5714943446355957,0.38169836897716747,residual
0.5515948808463756,0.37887042037987956,residual
0.5674468760432684,0.36139260569059806,residual
0.5697389579824704,0.38174806745755435,residual
0.5263754308817443,0.42332732758807173,residual
0.5547296580552897,0.3840860739658223,residual
0.5527119459345191,0.3918079472281731,residual
0.560737931213135,0.38126414419839,residual
0.5357011423698231,0.3999786820989491,residual
0.5527880073383586,0.38139152429785356,residual
0.5552044521390473,0.36293409730100423,residual
0.546595061371507,0.3884424288651869,residual
0.5747970176344711,0.3488868127020765,residual
0.5577208248766339,0.3921915861541466,residual
0.5456625003022313,0.39112421692899724,residual
0.5612919616686776,0.38846318448273054,residual
0.5585549943573265,0.36951780783296556,residual
0.5554346369573746,0.3844890165914904,residual
0.5593527641717161,0.3824523178435426,residual
0.5570633523857924,0.3678428753864411,residual
0.556007883705553,0.3751293204216346,residual
0.5409892652607898,0.4136520854640863,residual
0.5366867388186619,0.39677085430768144,residual
0.5673395483017569,0.3572248601103777,residual
0.5580577196406437,0.37361664652736515,residual
0.53635307133558,0.3999081048651995,residual
0.5546570836887712,0.3845496621888651,residual
0.5656834486914837,0.3745727893974382,residual
0.5644568014661511,0.38444699609220795,residual
0.5631466498176392,0.3635320435370201,residual
0.5363420386388376,0.4018635471829864,residual
0.5393146110214051,0.40733355014568967,residual
0.5534553288781702,0.3527691362740708,residual
0.574971901833307,0.3578909710929502,residual
0.5795580738474504,0.3782894912380411,residual
0.5568078262276392,0.3662187323908287,residual
0.5887581953355193,0.340760221990727,residual
0.5651132508242246,0.3725000877536917,residual
0.5534564175168052,0.35872825809508874,residual
0.5805805465878684,0.3525753950046845,residual
0.5485366001193805,0.3755320536615459,residual
0.5385350136081669,0.38427694009912255,residual
0.5337554584531055,0.39930081382892196,residual
0.5581449568554522,0.36187534274160904,residual
0.5569826296895024,0.37702485128239255,residual
0.585809600741177,0.3403845088660963,residual
0.5618433333121188,0.3634852178387634,residual
0.5419577273828362,0.3888318480082239,residual
0.5541773188077237,0.37653201520758567,residual
0.5794962170168855,0.3362372253988608,residual
0.5709404544951586,0.35556286779555885,residual
0.5594897455794032,0.3799950962750983,residual
0.5605172695138827,0.3478503021981187,residual
0.5471339681767999,0.391753123331577,residual
0.574864952653453,0.3601591010354525,residual
0.5665411955851267,0.36359325326974684,residual
0.5419785398312712,0.391610754477797,residual
0.5725018679820559,0.3663872234702753,residual
0.5844048869892682,0.3395314140362476,residual
0.5700738857345871,0.3523428992807918,residual
0.5888451198814327,0.3372950207612088,residual
0.5654321534207337,0.362276027352402,residual
0.5423651119528792,0.40824012419715194,residual
0.556554736701116,0.3764155155796739,residual
0.5393387358963714,0.3994475284103287,residual
0.5640955850832496,0.3929306452758282,residual
0.5464647354672704,0.3991719817111195,residual
0.5538692787750354,0.37443938250749015,residual
0.5584845501381053,0.38557589325759595,residual
0.5637241053688256,0.36835744149344846,residual
0.5593020271026262,0.36569047368217444,residual
0.5466970044531541,0.38687155181550215,residual
0.5297423710728796,0.39826663242379823,residual
0.5450888079892521,0.3792125019055725,residual
0.5885092668864287,0.3551152595246317,residual
0.5339013445828873,0.390713156677818,residual
0.5678112263250739,0.34700155726864373,residual
0.5528387954034101,0.38892182057740543,residual
0.5506207744588816,0.3942820913812966,residual
0.5535940929314394,0.3782095627718164,residual
0.5224500489716163,0.4240819235582085,residual
0.540059461295547,0.3881004401686504,residual
0.5517828114368071,0.36924372439534964,residual
0.5428128423529617,0.3924765818076482,residual
0.5632741428496049,0.3768522374860527,residual
0.5210367445205842,0.3941149327863888,residual
0.5592536958204323,0.3804382030743247,residual
0.546623885198351,0.3964400881410475,residual
0.549360497082043,0.38869391206352133,residual
0.541566646951702,0.3968994487542417,residual
0.5722757766292474,0.3703630270788215,residual
0.554044449255025,0.390229262979584,residual
0.5529779073696361,0.3816118224329571,residual
0.5649657878527722,0.36900912127728347,residual
0.5565917263196636,0.3734740006686472,residual
0.5915263375799018,0.3534303761382342,residual
0.5799646734514549,0.3477756669854022,residual
0.5493597338244521,0.385398191346562,residual
0.5672860055994841,0.3553525603180957,residual
0.5520715104688918,0.4195938966875054,residual
0.5584723333357716,0.40968511660265516,residual
0.568385021113752,0.3697382204851325,residual
0.5222694514973468,0.39896898017716137,residual
0.5644608793200243,0.3640126813989652,residual
0.5234773847534794,0.4003942357111484,residual
0.5520976816248111,0.37491815466423123,residual
0.5520419011177891,0.3660199171497117,residual
0.5727415219378316,0.339242648460501,residual
0.5529382329768207,0.37766637202890807,residual
0.570286994899381,0.3784001224228721,residual
0.5654336068026125,0.34128456828032594,residual
0.5707207287763785,0.3622858189034704,residual
0.5649933739431492,0.3729088824273214,residual
0.5469711336826449,0.3855591556444913,residual
0.5348076634161582,0.39705887070674,residual
0.5913971750280231,0.3267109160297467,residual
0.5180134148957353,0.3909658153622297,residual
0.5880346285033742,0.34755502129553273,residual
0.5405167114450224,0.3692253666268592,residual
0.5417373907452228,0.39640318939658714,residual
0.5852336219886982,0.347263499113194,residual
0.5646339093943871,0.3684770252356211,residual
0.5826041814075446,0.3474495343592744,residual
0.5634558489683357,0.3707193132171756,residual
0.5781442517158901,0.3692672866693647,residual
0.5631477375131079,0.3495044544063198,residual
0.5634575851577676,0.35369388649430555,residual
0.5511762526746173,0.38812585723371373,residual
0.5653382842076193,0.3703745648426656,residual
0.5515379794196084,0.37812980824832765,residual
0.5586797951084539,0.36457854488433195,residual
0.5511086311176372,0.3971798299392438,residual
0.561848602911766,0.3533442422187656,residual
0.5614722136024094,0.3715776259236884,residual
0.5685536064840754,0.368887301264809,residual
0.5395337604187196,0.4098159789123107,residual
0.5651845382889579,0.36462362903236467,residual
0.5417114731773345,0.3973298590894345,residual
0.5618498809324936,0.3772636242886548,residual
0.5499705569649425,0.3777190844538921,residual
0.5567490228432773,0.39153671255513034,residual
0.5221731815909616,0.4059926552253834,residual
0.5333169032075141,0.40501884302786045,residual
0.5328305872281937,0.4059432909799485,residual
0.588754335942607,0.3466408058485686,residual
0.5318086235358059,0.4211342871963456,residual
0.6129655166900547,0.34974350149137945,residual
0.548883477426518,0.37774782174227406,residual
0.5598995461720172,0.38004481901469905,residual
0.5479327375213852,0.3913176385673431,residual
0.5721472946622584,0.37146119460570903,residual
0.5342983227163252,0.3892622073381572,residual
0.5466117331431787,0.3775689201433934,residual
0.5402529287156821,0.3991009741466417,residual
0.5429822876316838,0.3850070711952348,residual
0.5633544328613803,0.36662402436983915,residual
0.5399560413435781,0.39551804577947247,residual
0.5654600036421911,0.3857850552104417,residual
0.5664531394465958,0.3825364469731861,residual
0.5416155786900749,0.41121683001027465,residual
0.5772548716466888,0.36335882062061886,residual
0.5446309133812155,0.40172031434065225,residual
0.5666578756579272,0.3605477101262501,residual
0.5669296534151924,0.3658092688339378,residual
0.5338365587903917,0.4074801217047582,residual
0.5503614667503153,0.38928792153955155,residual
0.5619164453749946,0.3830506431487205,residual
0.5342843469417614,0.3918501426022123,residual
0.5782289112896059,0.3566894803955712,residual
0.5516147425351147,0.36703983850671784,residual
0.5647477362159096,0.3166360078736165,cell_cluster
0.5816284402070269,0.3486079594022875,cell_cluster
0.551084173889943,0.37277412006944805,cell_cluster
0.5586319737498144,0.3575721587590524,cell_cluster
0.5272031019555928,0.4011409461345504,cell_cluster
0.47559477676227774,0.4255153081417236,cell_cluster
0.6098806063760216,0.32446857427302844,cell_cluster
0.5436634648760428,0.36070943980027087,cell_cluster
0.5419475981788345,0.3692959042775944,cell_cluster
0.558958850162394,0.325495715903132,cell_cluster
0.5027195122598396,0.42747769551217907,cell_cluster
0.5676066775602253,0.3032305957679076,cell_cluster
0.5238589861738839,0.3689340601134632,cell_cluster
0.5156262891477957,0.413112899525025,cell_cluster
0.5463928330575839,0.3632641276812394,cell_cluster
0.6174220421093987,0.2956883340622588,cell_cluster
0.5828023559535626,0.28842867436032815,cell_cluster
0.5200299465227909,0.3628951216180141,cell_cluster
0.537923782333311,0.38052827985868437,cell_cluster
0.5083701491653341,0.40636051615837643,cell_cluster
0.5328209753518118,0.352384705412868,cell_cluster
0.5285477855083646,0.3932726154313591,cell_cluster
0.5831985145893303,0.34255672255252706,cell_cluster
0.518854698937374,0.3673551807085812,cell_cluster
0.523302524256354,0.43262449913765444,cell_cluster
0.5141187674734901,0.37957204872127304,cell_cluster
0.6029715716733404,0.29943456907537924,cell_cluster
0.5516245179890022,0.300708638220618,cell_cluster
0.49470768558110084,0.3884777342793907,cell_cluster
0.5686946762916477,0.3638480573705446,cell_cluster
0.5955857496582836,0.3504892784047874,cell_cluster
0.6032531456442941,0.3047082294516653,cell_cluster
0.5439937041316797,0.3816147949913553,cell_cluster
0.5278503843103922,0.371152581127355,cell_cluster
0.530241661971034,0.3850213868691974,cell_cluster
0.6172011352890394,0.31100468444697843,cell_cluster
0.6004335182720522,0.3213798702189331,cell_cluster
0.5539075515458761,0.3590967154792969,cell_cluster
0.5169681410342661,0.41903545645805484,cell_cluster
0.5008711338898405,0.3953947901284213,cell_cluster
0.5622463568965195,0.318792510911275,cell_cluster
0.525512735111391,0.3721929879843079,cell_cluster
0.5355790785874306,0.3946566507086515,cell_cluster
0.5190730579412206,0.38639124670323655,cell_cluster
0.5061365753285608,0.40487111706166395,cell_cluster
0.48592954234561475,0.47341427662501934,cell_cluster
0.5428986726256894,0.38154145592296274,cell_cluster
0.6105196572609622,0.3008335030902967,cell_cluster
0.5422696558757037,0.3480132074254796,cell_cluster
0.5700556353746795,0.34907286894565553,cell_cluster
0.5668786842896272,0.4106807391187513,cell_cluster
0.48996350664290045,0.4037425778256206,cell_cluster
0.4894620686511892,0.44196147360222027,cell_cluster
0.5315936822515269,0.3880236764417061,cell_cluster
0.5516431401108735,0.31762507497638903,cell_cluster
0.5318997875406662,0.39420237747857007,cell_cluster
0.5227416232540217,0.36612954841125367,cell_cluster
0.5337253043080419,0.36293722954981256,cell_cluster
0.5693781973408333,0.3919056138448468,cell_cluster
0.5965270329522674,0.37384973275599404,cell_cluster
0.530665845838648,0.39967200686080073,cell_cluster
0.5281664327900368,0.3799289932595987,cell_cluster
0.5436299682992974,0.3800821541363607,cell_cluster
0.5158083970009741,0.3930633825648833,cell_cluster
0.5385679585866965,0.3461193530366522,cell_cluster
0.5624919888916805,0.34329604429933785,cell_cluster
0.5616758689474066,0.3730108930233398,cell_cluster
0.5372767996528012,0.37075989288784167,cell_cluster
0.5978006592171003,0.33798810551072866,cell_cluster
0.5089828285778131,0.39225315212166395,cell_cluster
0.5471506800179948,0.3373352903281898,cell_cluster
0.5206046886180764,0.38612529669139617,cell_cluster
0.5917942200998116,0.3036786441479295,cell_cluster
0.49132287823275855,0.40125700206202686,cell_cluster
0.5278712160924578,0.33938071377501466,cell_cluster
0.5592108546810284,0.34547005794753793,cell_cluster
0.5234354899991188,0.4391878751560407,cell_cluster
0.5434463902025998,0.3250497740967724,cell_cluster
0.5668756957967224,0.31540047588809295,cell_cluster
0.5505185870748391,0.35187406649560343,cell_cluster
0.5421763392098471,0.40459329651813564,cell_cluster
0.5081428513283563,0.37704481339114654,cell_cluster
0.5026160406040511,0.3887451964516333,cell_cluster
0.5050096341612295,0.3974317037638482,cell_cluster
0.5481098728115779,0.37895306731508505,cell_cluster
0.6229187825616261,0.29785177061341017,cell_cluster
0.5836641354418153,0.33458450284528596,cell_cluster
0.5036017762821701,0.35538347914875035,cell_cluster
0.5051757141459916,0.40923051503959024,cell_cluster
0.4900075648864971,0.4182610120001088,cell_cluster
0.5874789320651728,0.337479125686226,cell_cluster
0.5332827652328587,0.38883060974258493,cell_cluster
0.48845079910224676,0.4391722355325617,cell_cluster
0.5810381818228033,0.32862549996946794,cell_cluster
0.5301718217267494,0.42159064540221725,cell_cluster
0.5625642819912657,0.33730088926263824,cell_cluster
0.5666244987879883,0.3469208313567332,cell_cluster
0.5827317631666182,0.3543578590817544,cell_cluster
0.5916571163055346,0.37481489175378085,cell_cluster
0.5791443999088358,0.3852521761259395,cell_cluster
0.5094217897260958,0.39764673858705285,cell_cluster
0.5143805637360718,0.3788632674698874,cell_cluster
0.6114577568467158,0.3357830387783265,cell_cluster
0.5757901945115504,0.32086608190377874,cell_cluster
0.5398276027936147,0.3724603564284193,cell_cluster
0.5165570212120888,0.4854710796319677,cell_cluster
0.5505921852522544,0.33013742151128944,cell_cluster
0.5363583807399191,0.3346431365398496,cell_cluster
0.5328636018767475,0.3394168445166016,cell_cluster
0.5686102148611062,0.29854103958604133,cell_cluster
0.5469827489256227,0.3878066550608926,cell_cluster
0.5805054959692626,0.3263110905007202,cell_cluster
0.5391360465512939,0.3498691590353336,cell_cluster
0.5672525718413415,0.3332092253411422,cell_cluster
0.49453711747891466,0.37527289187933927,cell_cluster
0.5311071344370553,0.3721476380435978,cell_cluster
0.5891837926319479,0.3993056455790812,cell_cluster
0.5519876750528462,0.33215662650301214,cell_cluster
0.5985523740616344,0.3095083283796114,cell_cluster
0.474114958448947,0.5032463539165584,cell_cluster
0.5437214745477598,0.35978952735969083,cell_cluster
0.5548944656300498,0.3500668223860622,cell_cluster
0.5564689478042024,0.37327193403652464,cell_cluster
0.5364097125419418,0.3608029427187292,cell_cluster
0.5600219016438082,0.3699452843496275,cell_cluster
0.5185235412340289,0.3678314341720727,cell_cluster
0.5599380394446611,0.31812449955080696,cell_cluster
0.49076586633992153,0.404350945287965,cell_cluster
0.5059889170325326,0.3943266019472213,cell_cluster
0.6003579883837014,0.36714152493707314,cell_cluster
0.5038695327830995,0.39307847444794014,cell_cluster
0.5567390492894374,0.36175114583751816,cell_cluster
0.5380711313120295,0.38395874171594185,cell_cluster
0.5606044931226941,0.35442207214305765,cell_cluster
0.6535414518425873,0.2953448725844331,cell_cluster
0.5516456508207618,0.3467100369566115,cell_cluster
0.5493264827116741,0.39153518288936173,cell_cluster
0.5948762696960785,0.3390267705787646,cell_cluster
0.4988748920816061,0.42196596855292523,cell_cluster
0.5809274144334322,0.33545708942084396,cell_cluster
0.5494042057779578,0.3720057371909623,cell_cluster
0.5501172105403205,0.34859648576420743,cell_cluster
0.5427660462933572,0.37365028860823646,cell_cluster
