run_id,N_params_B,D_tokens_B,val_loss,pred_main,resid_main
57,0.070542,96.469,2.9068,2.9069806182062283,-0.00018061820622827796
58,0.070542,98.566,2.9049,2.904909222917696,-9.22291769578365e-06
59,0.070542,100.663,2.903,2.902893484372601,0.00010651562739916187
60,0.070542,102.76,2.9011,2.9009307935494797,0.00016920645052032057
61,0.070542,104.858,2.8989,2.8990178137180833,-0.00011781371808350372
62,0.070542,106.955,2.8971,2.8971540888430014,-5.40888430013986e-05
63,0.070542,109.052,2.8951,2.895336561260149,-0.00023656126014914847
64,0.070542,111.149,2.8933,2.8935632299701655,-0.00026322997016547944
65,0.070542,113.246,2.892,2.8918322163363754,0.00016778366362446562
66,0.070542,115.343,2.8904,2.890141754499483,0.000258245500516896
67,0.070542,117.441,2.8885,2.888489404138584,1.0595861416273777e-05
68,0.070542,119.538,2.8871,2.8868751742977694,0.0002248257022308131
69,0.070542,121.635,2.8854,2.8852967918559456,0.00010320814405462286
70,0.070542,123.732,2.8836,2.8837528630032567,-0.0001528630032567868
71,0.070542,125.829,2.8823,2.882242070586284,5.792941371574045e-05
72,0.070542,127.926,2.8811,2.8807631686974187,0.00033683130258133076
73,0.070542,130.023,2.8793,2.8793149777277307,-1.497772773051409e-05
74,0.070542,132.121,2.8782,2.877895710236198,0.0003042897638021458
75,0.070542,134.218,2.876,2.876505658560353,-0.0005056585603528951
76,0.070542,136.315,2.8753,2.875143132842912,0.00015686715708840282
77,0.070542,138.412,2.8738,2.87380717697177,-7.176971769773388e-06
78,0.070542,140.509,2.8724,2.872496881894642,-9.68818946422978e-05
79,0.070542,142.606,2.8712,2.8712113826412518,-1.1382641251778125e-05
80,0.070542,144.703,2.8696,2.8699498555745895,-0.0003498555745893306
81,0.070542,146.801,2.8687,2.8687109307322753,-1.0930732275316046e-05
82,0.070542,148.898,2.8676,2.867495040476844,0.00010495952315592305
83,0.070542,150.995,2.8666,2.8663008746934726,0.00029912530652742575
84,0.070542,153.092,2.865,2.865127751507092,-0.00012775150709165572
85,0.070542,155.189,2.8638,2.863975019413898,-0.00017501941389808096
86,0.070542,157.286,2.8628,2.8628420555398044,-4.205553980440868e-05
87,0.070542,159.384,2.8619,2.8617277373666288,0.00017226263337111192
88,0.070542,161.481,2.8607,2.86063255657763,6.74434223699727e-05
89,0.070542,163.578,2.8595,2.8595554312580003,-5.5431258000115946e-05
90,0.070542,165.675,2.8586,2.8584958379350422,0.00010416206495778013
91,0.070542,167.772,2.8575,2.857453274695192,4.672530480798187e-05
92,0.070542,169.869,2.8566,2.856427260039769,0.00017273996023092764
93,0.070542,171.966,2.8553,2.855417331814727,-0.00011733181472672882
94,0.070542,174.064,2.8544,2.8544225757251365,-2.2575725136420033e-05
95,0.070542,176.161,2.8534,2.853443513488281,-4.351348828102175e-05
96,0.070542,178.258,2.8522,2.852479257388672,-0.0002792573886720717
97,0.070542,180.355,2.8516,2.851529413248805,7.058675119475666e-05
98,0.070542,182.452,2.8506,2.850593601813596,6.398186404243944e-06
99,0.070542,184.549,2.8497,2.849671458021638,2.854197836210659e-05
100,0.070542,186.647,2.8487,2.8487622000478106,-6.220004781054556e-05
101,0.070542,188.744,2.8476,2.8478663558562696,-0.0002663558562696622
102,0.070542,190.841,2.8469,2.846983162478679,-8.316247867901083e-05
103,0.070542,192.938,2.8461,2.8461123051703483,-1.2305170348447803e-05
104,0.070542,195.035,2.8451,2.845253480330135,-0.00015348033013484752
105,0.070542,197.132,2.8444,2.844406394991122,-6.39499112198294e-06
106,0.070542,199.229,2.8436,2.8435707663397025,2.923366029738972e-05
107,0.070542,201.327,2.8431,2.8427459307321827,0.0003540692678174473
108,0.070542,203.424,2.842,2.8419324105271797,6.758947282037298e-05
109,0.070542,205.521,2.8412,2.8411295549481688,7.04450518314026e-05
110,0.070542,207.618,2.8403,2.8403371174954875,-3.7117495487404284e-05
111,0.070542,209.715,2.8392,2.8395548597836537,-0.00035485978365379367
112,0.070542,211.812,2.8388,2.838782551196296,1.7448803704134264e-05
113,0.070542,213.91,2.838,2.8380196071903923,-1.9607190392179064e-05
114,0.070542,216.007,2.8377,2.83726653894499,0.0004334610550098539
115,0.070542,218.104,2.8365,2.8365227713031147,-2.277130311467701e-05
116,0.070542,220.201,2.8358,2.835788101619715,1.189838028503587e-05
117,0.070542,222.298,2.8351,2.835062333541442,3.7666458557961136e-05
118,0.070542,224.395,2.8341,2.834345276754141,-0.0002452767541409884
119,0.070542,226.492,2.8338,2.833636746742722,0.00016325325727795104
120,0.070542,228.59,2.8331,2.8329362326291823,0.00016376737081769122
121,0.070542,230.687,2.8324,2.8322442285467497,0.00015577145325007535
122,0.070542,232.784,2.8314,2.8315602301800538,-0.00016023018005384415
123,0.070542,234.881,2.8311,2.8308840740349837,0.00021592596501651684
124,0.070542,236.978,2.83,2.830215601378107,-0.0002156013781067223
125,0.070542,239.075,2.8297,2.829554658057377,0.0001453419426229452
126,0.070542,241.172,2.8293,2.828901094331095,0.0003989056689048809
127,0.070542,243.27,2.8281,2.8282544581913998,-0.00015445819139969785
128,0.070542,245.367,2.8275,2.8276152246107653,-0.00011522461076518553
129,0.070542,247.464,2.827,2.8269829462012046,1.7053798795352293e-05
130,0.070542,249.561,2.8263,2.8263574893038497,-5.7489303849855844e-05
131,0.070542,251.658,2.8255,2.825738723924037,-0.00023872392403712084
132,0.070542,253.755,2.8251,2.8251265236013197,-2.652360131971676e-05
133,0.070542,255.853,2.8243,2.8245204779336626,-0.00022047793366253288
134,0.070542,257.95,2.824,2.8239210448510956,7.895514890421396e-05
135,0.070542,260.047,2.8232,2.823327817377709,-0.00012781737770906076
136,0.070542,262.144,2.823,2.822740682000043,0.0002593179999568207
137,0.070542,264.241,2.822,2.8221595281679477,-0.00015952816794762015
138,0.070542,266.338,2.8215,2.8215842481944375,-8.424819443764164e-05
139,0.070542,268.435,2.8212,2.8210147371596874,0.00018526284031272766
140,0.070542,270.533,2.8202,2.8204506252733825,-0.0002506252733827097
141,0.070542,272.63,2.8199,2.8198923506001443,7.649399855758077e-06
142,0.070542,274.727,2.8196,2.819339545761343,0.0002604542386568376
143,0.070542,276.824,2.8185,2.818792116022903,-0.0002921160229032438
144,0.070542,278.921,2.8183,2.8182499689932983,5.003100670153415e-05
145,0.070542,281.018,2.8178,2.817713014548531,8.698545146890169e-05
146,0.070542,283.116,2.8173,2.817180912339912,0.00011908766008783545
147,0.070542,285.213,2.8164,2.816654083778569,-0.0002540837785693917
148,0.070542,287.31,2.8159,2.8161321902889065,-0.0002321902889064198
149,0.070542,289.407,2.8157,2.815615150124614,8.484987538626143e-05
150,0.070542,291.504,2.8152,2.815102883473289,9.711652671073878e-05
151,0.070542,293.601,2.8146,2.8145953123971665,4.687602833453042e-06
152,0.070542,295.698,2.8142,2.8140923607760704,0.00010763922392964531
153,0.070542,297.796,2.8135,2.8135937176491237,-9.371764912380343e-05
154,0.070542,299.893,2.8131,2.813099785691057,2.1430894303620107e-07
162,0.162405,0.134,4.5235,4.524459117757937,-0.0009591177579366672
163,0.162405,0.268,4.1397,4.1402166344677065,-0.0005166344677061119
164,0.162405,0.537,3.8226,3.823000578381524,-0.00040057838152396386
165,0.162405,1.074,3.5629,3.5625261910973656,0.00037380890263438715
166,0.162405,2.097,3.3548,3.354771805301231,2.819469876902403e-05
167,0.162405,4.194,3.1771,3.176913539264844,0.00018646073515560246
168,0.162405,6.291,3.0883,3.0878003234561566,0.0004996765438431972
169,0.162405,8.389,3.0304,3.0304144580715864,-1.4458071586176402e-05
170,0.162405,10.486,2.9888,2.9890019215200416,-0.0002019215200417257
171,0.162405,12.583,2.9568,2.957033969099254,-0.00023396909925432752
172,0.162405,14.68,2.9311,2.931249753148327,-0.0001497531483272141
173,0.162405,16.777,2.9098,2.9097964731700365,3.5268299636292966e-06
174,0.162405,18.874,2.8916,2.891527754902356,7.224509764380826e-05
175,0.162405,20.972,2.8757,2.875681528430793,1.8471569207090255e-05
176,0.162405,23.069,2.8619,2.86175110051974,0.00014889948025986754
177,0.162405,25.166,2.8494,2.849354126922467,4.587307753300962e-05
178,0.162405,27.263,2.8385,2.838213640773268,0.0002863592267319248
179,0.162405,29.36,2.8281,2.828119379166899,-1.9379166898758626e-05
180,0.162405,31.457,2.8195,2.8189082490864976,0.0005917509135024979
181,0.162405,33.554,2.8106,2.8104514000538003,0.00014859994619964567
182,0.162405,35.652,2.8025,2.8026418240312725,-0.00014182403127227516
183,0.162405,37.749,2.7952,2.7954027575091254,-0.00020275750912546187
184,0.162405,39.846,2.7888,2.78866098198008,0.00013901801992011187
185,0.162405,41.943,2.7823,2.782358738528986,-5.8738528985635696e-05
186,0.162405,44.04,2.7766,2.776447452537649,0.00015254746235138228
187,0.162405,46.137,2.771,2.770885915922835,0.00011408407716473334
188,0.162405,48.234,2.7656,2.765638893637519,-3.889363751907737e-05
189,0.162405,50.332,2.7605,2.7606737384501043,-0.00017373845010437705
190,0.162405,52.429,2.7557,2.755968870906268,-0.00026887090626814825
191,0.162405,54.526,2.7514,2.751498923373203,-9.892337320316358e-05
192,0.162405,56.623,2.7474,2.7472437851760745,0.00015621482392536024
193,0.162405,58.72,2.7432,2.7431857328772065,1.4267122793398812e-05
194,0.162405,60.817,2.7391,2.7393090733938674,-0.0002090733938673317
195,0.162405,62.915,2.7356,2.7355981197988384,1.8802011614305059e-06
196,0.162405,65.012,2.7321,2.7320439434133243,5.605658667562352e-05
197,0.162405,67.109,2.7285,2.728633567619914,-0.00013356761991412114
198,0.162405,69.206,2.7254,2.725356946073921,4.3053926078950866e-05
199,0.162405,71.303,2.7222,2.7222050121610386,-5.012161038653318e-06
200,0.162405,73.4,2.719,2.7191695579177835,-0.00016955791778361373
201,0.162405,75.497,2.7163,2.71624313089441,5.686910558999614e-05
202,0.162405,77.595,2.7135,2.713417622492759,8.237750724093829e-05
203,0.162405,79.692,2.7109,2.7106895300570075,0.00021046994299256383
204,0.162405,81.789,2.7082,2.708051815191678,0.00014818480832223813
205,0.162405,83.886,2.7053,2.705499279159603,-0.0001992791596032717
206,0.162405,85.983,2.7029,2.7030271428527373,-0.00012714285273718318
207,0.162405,88.08,2.7007,2.700631003654311,6.899634568879875e-05
208,0.162405,90.178,2.6984,2.6983057058457454,9.429415425454835e-05
209,0.162405,92.275,2.6961,2.696049706235009,5.0293764990883005e-05
210,0.162405,94.372,2.6945,2.693858397502227,0.0006416024977728974
211,0.162405,96.469,2.6918,2.6917285477768966,7.145222310356303e-05
212,0.162405,98.566,2.6898,2.6896571524883646,0.0001428475116354022
213,0.162405,100.663,2.6878,2.687641413943269,0.00015858605673102488
214,0.162405,102.76,2.6858,2.685678723120148,0.00012127687985197255
215,0.162405,104.858,2.6837,2.6837657432887516,-6.57432887516407e-05
216,0.162405,106.955,2.682,2.6819020184136697,9.798158633023135e-05
217,0.162405,109.052,2.68,2.680084490830817,-8.449083081663034e-05
218,0.162405,111.149,2.6783,2.6783111595408338,-1.115954083363846e-05
219,0.162405,113.246,2.6765,2.6765801459070433,-8.014590704341629e-05
220,0.162405,115.343,2.6749,2.6748896840701515,1.0315929848569994e-05
221,0.162405,117.441,2.6736,2.673237333709252,0.0003626662907478817
222,0.162405,119.538,2.6713,2.6716231038684377,-0.0003231038684377019
223,0.162405,121.635,2.6702,2.6700447214266134,0.00015527857338648587
224,0.162405,123.732,2.6683,2.668500792573925,-0.00020079257392513483
225,0.162405,125.829,2.6669,2.6669900001569524,-9.000015695237451e-05
226,0.162405,127.926,2.6657,2.665511098268087,0.0001889017319132158
227,0.162405,130.023,2.6641,2.6640629072983986,3.709270160134892e-05
228,0.162405,132.121,2.6625,2.6626436398068662,-0.00014363980686615818
229,0.162405,134.218,2.6611,2.661253588131021,-0.0001535881310212872
230,0.162405,136.315,2.66,2.65989106241358,0.0001089375864200548
231,0.162405,138.412,2.6584,2.6585551065424387,-0.00015510654243877653
232,0.162405,140.509,2.6573,2.6572448114653104,5.518853468977625e-05
233,0.162405,142.606,2.656,2.6559593122119196,4.0687788080528975e-05
234,0.162405,144.703,2.6546,2.654697785145258,-9.778514525793369e-05
235,0.162405,146.801,2.6538,2.6534588603029436,0.0003411396970562919
236,0.162405,148.898,2.6523,2.652242970047512,5.702995248801912e-05
237,0.162405,150.995,2.6507,2.651048804264141,-0.0003488042641408562
238,0.162405,153.092,2.6499,2.64987568107776,2.4318922239974228e-05
239,0.162405,155.189,2.6486,2.6487229489845663,-0.00012294898456621794
240,0.162405,157.286,2.6477,2.6475899851104727,0.00011001488952722127
241,0.162405,159.384,2.6464,2.646475666937297,-7.566693729721408e-05
242,0.162405,161.481,2.6454,2.6453804861482983,1.9513851701624674e-05
243,0.162405,163.578,2.6444,2.644303360828669,9.663917133106992e-05
244,0.162405,165.675,2.6434,2.6432437675057106,0.00015623249428964314
245,0.162405,167.772,2.642,2.6422012042658602,-0.00020120426586034412
246,0.162405,169.869,2.6411,2.641175189610437,-7.518961043739836e-05
247,0.162405,171.966,2.6401,2.6401652613853948,-6.526138539486581e-05
248,0.162405,174.064,2.6391,2.6391705052958048,-7.050529580476805e-05
249,0.162405,176.161,2.6385,2.6381914430589495,0.0003085569410505862
250,0.162405,178.258,2.6373,2.6372271869593407,7.28130406595362e-05
251,0.162405,180.355,2.6361,2.6362773428194735,-0.00017734281947356934
252,0.162405,182.452,2.6355,2.635341531384264,0.0001584686157358739
253,0.162405,184.549,2.6347,2.634419387592306,0.0002806124076939476
254,0.162405,186.647,2.6337,2.633510129618479,0.00018987038152129543
255,0.162405,188.744,2.6324,2.6326142854269374,-0.00021428542693735508
256,0.162405,190.841,2.6317,2.6317310920493475,-3.109204934759191e-05
257,0.162405,192.938,2.6311,2.6308602347410166,0.00023976525898339318
258,0.162405,195.035,2.6299,2.630001409900803,-0.00010140990080298451
259,0.162405,197.132,2.6292,2.62915432456179,4.567543820988007e-05
260,0.162405,199.229,2.6284,2.628318695910371,8.130408962925273e-05
261,0.162405,201.327,2.6274,2.627493860302851,-9.386030285085667e-05
262,0.162405,203.424,2.6267,2.626680340097848,1.9659902152024955e-05
263,0.162405,205.521,2.6254,2.625877484518837,-0.0004774845188371124
264,0.162405,207.618,2.6249,2.6250850470661558,-0.00018504706615596334
265,0.162405,209.715,2.6243,2.624302789354322,-2.789354322185744e-06
266,0.162405,211.812,2.6234,2.623530480766964,-0.0001304807669639807
267,0.162405,213.91,2.623,2.622767536761061,0.00023246323893921783
268,0.162405,216.007,2.6218,2.6220144685156583,-0.00021446851565842806
269,0.162405,218.104,2.6212,2.621270700873783,-7.070087378302503e-05
270,0.162405,220.201,2.6206,2.620536031190383,6.396880961689888e-05
271,0.162405,222.298,2.62,2.6198102631121105,0.0001897368878895911
272,0.162405,224.395,2.6189,2.619093206324809,-0.00019320632480912536
273,0.162405,226.492,2.6186,2.6183846763133904,0.00021532368660936996
274,0.162405,228.59,2.6177,2.6176841621998506,1.5837800149576253e-05
275,0.162405,230.687,2.6169,2.616992158117418,-9.215811741825064e-05
276,0.162405,232.784,2.6164,2.616308159750722,9.184024927799683e-05
277,0.162405,234.881,2.6157,2.615632003605652,6.799639434795779e-05
278,0.162405,236.978,2.6149,2.614963530948775,-6.353094877509236e-05
279,0.162405,239.075,2.6143,2.6143025876280452,-2.5876280451697653e-06
280,0.162405,241.172,2.6136,2.613649023901764,-4.902390176386717e-05
281,0.162405,243.27,2.613,2.6130023877620685,-2.3877620685119894e-06
282,0.162405,245.367,2.6125,2.6123631541814336,0.00013684581856621136
283,0.162405,247.464,2.612,2.611730875771873,0.0002691242281271933
284,0.162405,249.561,2.6109,2.611105418874518,-0.0002054188745179708
285,0.162405,251.658,2.6108,2.6104866534947053,0.00031334650529446506
286,0.162405,253.755,2.6096,2.609874453171988,-0.00027445317198804275
287,0.162405,255.853,2.6092,2.609268407504331,-6.840750433090292e-05
288,0.162405,257.95,2.6088,2.608668974421764,0.00013102557823607697
289,0.162405,260.047,2.6081,2.6080757469483773,2.425305162256919e-05
290,0.162405,262.144,2.6074,2.6074886115707114,-8.861157071127224e-05
291,0.162405,264.241,2.6069,2.606907457738616,-7.457738615990195e-06
292,0.162405,266.338,2.6063,2.606332177765106,-3.217776510577863e-05
293,0.162405,268.435,2.6057,2.6057626667303557,-6.266673035559833e-05
294,0.162405,270.533,2.6053,2.605198554844051,0.00010144515594934234
295,0.162405,272.63,2.6047,2.6046402801708126,5.9719829187177e-05
296,0.162405,274.727,2.604,2.6040874753320113,-8.747533201125535e-05
297,0.162405,276.824,2.6037,2.6035400455935713,0.00015995440642857517
298,0.162405,278.921,2.603,2.6029978985639666,2.101436033630222e-06
299,0.162405,281.018,2.6026,2.6024609441191995,0.0001390558808003206
300,0.162405,283.116,2.602,2.6019288419105804,7.115808941948742e-05
301,0.162405,285.213,2.6013,2.6014020133492375,-0.00010201334923731764
302,0.162405,287.31,2.6008,2.600880119859575,-8.011985957478984e-05
303,0.162405,289.407,2.6005,2.600363079695282,0.00013692030471768035
304,0.162405,291.504,2.5999,2.5998508130439575,4.918695604239076e-05
305,0.162405,293.601,2.5993,2.5993432419678353,-4.324196783533907e-05
306,0.162405,295.698,2.5989,2.5988402903467387,5.970965326129729e-05
307,0.162405,297.796,2.5985,2.598341647219792,0.00015835278020803756
308,0.162405,299.893,2.5978,2.597847715261725,-4.771526172531182e-05
316,0.409009,0.134,4.3461,4.347482666468165,-0.0013826664681655387
317,0.409009,0.268,3.9625,3.9632401831779354,-0.0007401831779354495
318,0.409009,0.537,3.6458,3.646024127091753,-0.00022412709175290146
319,0.409009,1.074,3.3856,3.385549739807594,5.0260192406170745e-05
320,0.409009,2.097,3.1777,3.17779535401146,-9.53540114596585e-05
321,0.409009,4.194,2.9999,2.999937087975073,-3.708797507329109e-05
322,0.409009,6.291,2.9109,2.910823872166385,7.612783361476971e-05
323,0.409009,8.389,2.8533,2.8534380067818153,-0.00013800678181530301
324,0.409009,10.486,2.8125,2.8120254702302705,0.00047452976972950367
325,0.409009,12.583,2.7799,2.7800575178094826,-0.00015751780948258798
326,0.409009,14.68,2.754,2.754273301858556,-0.0002733018585558966
327,0.409009,16.777,2.733,2.732820021880265,0.00017997811973513578
328,0.409009,18.874,2.7147,2.714551303612585,0.00014869638741510371
329,0.409009,20.972,2.6988,2.698705077141022,9.492285897794162e-05
330,0.409009,23.069,2.6849,2.6847746492299693,0.00012535077003050787
331,0.409009,25.166,2.6724,2.672377675632696,2.232436730409404e-05
332,0.409009,27.263,2.6611,2.661237189483497,-0.0001371894834973908
333,0.409009,29.36,2.6512,2.6511429278771277,5.7072122872092734e-05
334,0.409009,31.457,2.6418,2.6419317977967265,-0.00013179779672656267
335,0.409009,33.554,2.6336,2.633474948764029,0.0001250512359707301
336,0.409009,35.652,2.6256,2.6256653727415014,-6.53727415014238e-05
337,0.409009,37.749,2.6183,2.6184263062193542,-0.00012630621935416642
338,0.409009,39.846,2.6116,2.611684530690309,-8.453069030878169e-05
339,0.409009,41.943,2.6055,2.6053822872392143,0.00011771276078587078
340,0.409009,44.04,2.5994,2.5994710012478777,-7.100124787751128e-05
341,0.409009,46.137,2.5938,2.593909464633064,-0.00010946463306416021
342,0.409009,48.234,2.5887,2.588662442347748,3.755765225177399e-05
343,0.409009,50.332,2.5837,2.583697287160333,2.7128396666853405e-06
344,0.409009,52.429,2.5789,2.578992419616497,-9.241961649708585e-05
345,0.409009,54.526,2.5745,2.574522472083432,-2.247208343186813e-05
346,0.409009,56.623,2.5703,2.5702673338863034,3.266611369667771e-05
347,0.409009,58.72,2.566,2.566209281587435,-0.00020928158743505065
348,0.409009,60.817,2.5621,2.5623326221040963,-0.00023262210409624728
349,0.409009,62.915,2.5585,2.5586216685090672,-0.00012166850906725202
350,0.409009,65.012,2.555,2.555067492123553,-6.7492123553059e-05
351,0.409009,67.109,2.5517,2.5516571163301425,4.288366985738534e-05
352,0.409009,69.206,2.5486,2.54838049478415,0.00021950521585001326
353,0.409009,71.303,2.5454,2.5452285608712675,0.00017143912873240907
354,0.409009,73.4,2.5422,2.5421931066280123,6.89337198744866e-06
355,0.409009,75.497,2.5393,2.539266679604639,3.332039536108056e-05
356,0.409009,77.595,2.5363,2.5364411712029877,-0.00014117120298751118
357,0.409009,79.692,2.5337,2.5337130787672364,-1.3078767236329725e-05
358,0.409009,81.789,2.531,2.531075363901907,-7.536390190665543e-05
359,0.409009,83.886,2.5286,2.528522827869832,7.717213016800173e-05
360,0.409009,85.983,2.5259,2.526050691562966,-0.00015069156296609876
361,0.409009,88.08,2.5237,2.5236545523645395,4.544763546032726e-05
362,0.409009,90.178,2.5215,2.5213292545559742,0.0001707454440258438
363,0.409009,92.275,2.5191,2.519073254945238,2.6745054761967424e-05
364,0.409009,94.372,2.5169,2.516881946212456,1.805378754404785e-05
365,0.409009,96.469,2.5148,2.5147520964871255,4.790351287464745e-05
366,0.409009,98.566,2.5126,2.512680701198593,-8.070119859304725e-05
367,0.409009,100.663,2.5107,2.510664962653498,3.503734650189827e-05
368,0.409009,102.76,2.5087,2.508702271830377,-2.2718303767099712e-06
369,0.409009,104.858,2.5068,2.5067892919989805,1.0708001019654745e-05
370,0.409009,106.955,2.5048,2.5049255671238986,-0.0001255671238986622
371,0.409009,109.052,2.5031,2.503108039541046,-8.039541046223064e-06
372,0.409009,111.149,2.5014,2.5013347082510626,6.52917489372129e-05
373,0.409009,113.246,2.4998,2.4996036946172726,0.00019630538272741305
374,0.409009,115.343,2.498,2.4979132327803804,8.676721961986544e-05
375,0.409009,117.441,2.4965,2.496260882419481,0.00023911758051919918
376,0.409009,119.538,2.4946,2.4946466525786666,-4.665257866642847e-05
377,0.409009,121.635,2.4932,2.4930682701368427,0.0001317298631571262
378,0.409009,123.732,2.4916,2.491524341284154,7.565871584613859e-05
379,0.409009,125.829,2.4903,2.4900135488671813,0.00028645113281866585
380,0.409009,127.926,2.4884,2.488534646978316,-0.0001346469783158888
381,0.409009,130.023,2.487,2.487086456008628,-8.645600862777769e-05
382,0.409009,132.121,2.4856,2.485667188517095,-6.718851709530682e-05
383,0.409009,134.218,2.484,2.48427713684125,-0.00027713684124996973
384,0.409009,136.315,2.4829,2.482914611123809,-1.4611123809071813e-05
385,0.409009,138.412,2.4815,2.481578655252667,-7.865525266703699e-05
386,0.409009,140.509,2.4803,2.4802683601755393,3.1639824460860666e-05
387,0.409009,142.606,2.479,2.478982860922149,1.7139077851169304e-05
388,0.409009,144.703,2.478,2.4777213338554867,0.00027866614451355076
389,0.409009,146.801,2.4766,2.4764824090131725,0.00011759098682739832
390,0.409009,148.898,2.4752,2.475266518757741,-6.651875774110749e-05
391,0.409009,150.995,2.474,2.47407235297437,-7.235297436958277e-05
392,0.409009,153.092,2.473,2.472899229787989,0.00010077021201082559
393,0.409009,155.189,2.4716,2.471746497694795,-0.00014649769479513353
394,0.409009,157.286,2.4708,2.4706135338207016,0.00018646617929851672
395,0.409009,159.384,2.4696,2.469499215647526,0.00010078435247384832
396,0.409009,161.481,2.4683,2.468404034858527,-0.00010403485852705785
397,0.409009,163.578,2.4671,2.4673269095388974,-0.00022690953889759058
398,0.409009,165.675,2.4664,2.4662673162159394,0.00013268378406072756
399,0.409009,167.772,2.4652,2.465224752976089,-2.475297608928173e-05
400,0.409009,169.869,2.4644,2.464198738320666,0.00020126167933387507
401,0.409009,171.966,2.463,2.463188810095624,-0.00018881009562399242
402,0.409009,174.064,2.4621,2.4621940540060336,-9.405400603368363e-05
403,0.409009,176.161,2.4612,2.4612149917691784,-1.499176917851841e-05
404,0.409009,178.258,2.4603,2.460250735669569,4.926433043106471e-05
405,0.409009,180.355,2.4592,2.4593008915297023,-0.00010089152970227389
406,0.409009,182.452,2.4584,2.458365080094493,3.491990550719137e-05
407,0.409009,184.549,2.4573,2.457442936302535,-0.00014293630253492395
408,0.409009,186.647,2.4565,2.4565336783287077,-3.3678328707598126e-05
409,0.409009,188.744,2.4557,2.4556378341371667,6.216586283347425e-05
410,0.409009,190.841,2.4548,2.4547546407595764,4.535924042370354e-05
411,0.409009,192.938,2.454,2.4538837834512455,0.00011621654875471066
412,0.409009,195.035,2.4529,2.453024958611032,-0.0001249586110319001
413,0.409009,197.132,2.452,2.452177873272019,-0.00017787327201901348
414,0.409009,199.229,2.4515,2.4513422446205997,0.0001577553794001041
