id,domain,fineweb_edu,fluency_en,modernbert_cleanliness,modernbert_readability,modernbert_reasoning,modernbert_professionalism,dsir_books,dsir_wiki,dsir_math,qurater,ad_en,rps_doc_word_count,rps_doc_num_sentences,rps_doc_unigram_entropy,rps_doc_frac_unique_words,rps_doc_frac_no_alph_words,rps_doc_frac_chars_top_2gram,rps_doc_frac_chars_top_3gram,rps_lines_uppercase_letter_fraction,rps_lines_ending_with_terminal_punctution_mark,rps_lines_numerical_chars_fraction,rps_doc_mean_word_length,content_chars,content_latex_marks,content_digit_frac,content_alpha_frac
BkiUbCM5jDKDx8o5qk9R,arxiv,2.802032709121704,-0.1484375,-1.0240885416666667,-0.814453125,-0.45703125,-0.4208984375,-6054.57287083,-5832.42260462,-5380.88379926,4.85302734375,0.3173828125,1131.0,60.0,5.17635283,38.1078691423519,21.20371487154746,2.5533193151096425,2.1628116551516974,19.191179241388863,24.11764705882353,1.9531244878379816,5.8868258178603,8291,19,0.009045953443492944,0.47895308165480643
BkiUdafxaL3SuhsxKGrm,arxiv,3.379622220993042,-0.2216796875,-0.478515625,-0.3605143229166667,-0.4879557291666667,-0.09212239583333333,-25076.87377668,-24480.79142903,-17904.00963416,6.04248046875,0.2216796875,5709.0,288.0,5.7718359,23.331581713084603,23.008258150747054,2.089350457813556,0.7189823634240767,31.222138976202444,39.875389408099686,2.0222494233944452,5.700823261516903,41898,475,0.00026254236479068214,0.09628144541505561
BkiUbg05ixsDMJPI2xCB,arxiv,1.7950966358184814,-0.1298828125,-1.1648763020833333,-0.70458984375,-0.5060221354166666,-0.2060546875,-11335.27485036,-11333.11752162,-7957.64650866,4.904296875,0.2216796875,1044.0,112.0,5.61659687,45.88122605363984,38.06203164029975,1.4193344898281028,1.3247121905062293,1.447744643612015,45.13274336283185,5.085655544643325,6.073754789272031,9608,112,0.019671107410491256,0.3396128226477935
BkiUdEU5qsBC4wbX-bkK,arxiv,1.4223026037216187,-0.1708984375,-0.4951578776041667,-0.5771484375,-0.4908854166666667,-0.025390625,-41846.34638548,-41204.67492777,-27143.50701426,3.7304916381835938,0.251953125,2702.0,231.0,5.68900682,33.04959289415248,36.36243254874698,1.2280701754385965,0.8822055137844611,11.017185776822592,29.295154185022028,2.941050760891963,7.383419689119171,30207,590,0.002880127122852319,0.1076571655576522
BkiUbhg25V5hd-428xX-,arxiv,1.822962999343872,-0.13818359375,-0.4628092447916667,-0.4430338541666667,-0.31201171875,0.06380208333333333,-119987.95822764,-118690.85007466,-63185.60402679,5.33447265625,0.3798828125,17235.0,1591.0,6.32068881,17.36759672834851,34.569044736496636,0.7955536181342633,0.27136006974716653,11.454435072834858,23.547400611620795,3.406858613115814,5.324049898462431,137114,4570,0.0009699957699432589,0.028531003398631797
BkiUdGM4dbgg4JMhnNMO,arxiv,1.5315643548965454,-0.15625,-0.3120930989583333,-0.45361328125,-0.226806640625,-0.036458333333333336,-257625.26781732,-253088.10009615,-151982.17033063,1.94775390625,0.169921875,60871.0,5579.0,6.91114279,12.269233296104067,26.842706298134416,0.50309075283684,0.06818359379623996,13.733333993000887,23.898667209278663,4.3886010814407586,6.939084293013093,554307,2897,1.2628381023512241e-05,0.007234258272040584
BkiUbfvxK6Ot9TMSpOC0,arxiv,1.9006741046905518,-0.0498046875,-0.3370768229166667,-0.50732421875,-0.52783203125,-0.10514322916666667,-34229.20316065,-33743.53979351,-22099.53596459,4.379638671875,0.2783203125,6987.0,317.0,5.97630044,21.225132388721914,25.26368465624759,1.162937681709013,0.3640500568828214,18.785536024812018,27.500000000000004,3.4649157568195372,5.661227994847574,51956,551,0.0011355762568327045,0.07304257448610363
BkiUbQY5qX_AY1OJK5_l,arxiv,2.4585540294647217,-0.083984375,-0.5274251302083334,-0.59423828125,-0.4698893229166667,-0.10546875,-34910.944614,-34404.24738121,-24456.15234212,4.250244140625,0.3681640625,2565.0,117.0,5.50411922,25.0682261208577,36.46129541864139,0.7883817427385892,2.033195020746888,9.384151491315583,31.868131868131865,2.3477711795614584,5.637426900584796,22155,819,0.002347099977431731,0.1559467388851275
BkiUd044eIXh4qTE56WZ,arxiv,2.949936866760254,0.10986328125,-0.363525390625,-0.55078125,-0.2998046875,-0.06966145833333333,-10431.47882394,-10161.05698051,-8771.27683328,3.923095703125,0.1484375,2649.0,208.0,5.61484905,28.87882219705549,22.94004927456885,2.4771210348861215,1.032133764535884,41.59223751172493,59.65909090909091,5.556829711369239,5.486221215553039,18265,34,0.0071174377224199285,0.21604160963591568
BkiUe5rxK03BfHDu5U-k,arxiv,2.763270854949951,-0.091796875,-0.5329182942708334,-0.5625,-0.4073893229166667,-0.17936197916666666,-18261.01886043,-17971.34132997,-14370.46875957,5.4833984375,0.1787109375,3514.0,245.0,5.79501535,27.376209447922594,25.952338290628916,0.9085826111266425,0.2516074923119933,33.99198720804357,44.827586206896555,3.497957178267809,6.107569721115538,27905,478,0.004766170937108045,0.13968822791614405
BkiUdMg4eIXhx5LdSlN-,arxiv,2.510464906692505,0.1123046875,-0.08951822916666667,-0.3682047526041667,-0.4844156901041667,-0.091796875,-40022.32647137,-38630.56632136,-31345.87112935,4.71435546875,0.0390625,2408.0,873.0,6.16144639,43.895348837209305,42.69563992392759,0.5826656955571741,0.9613983976693372,16.21094232670157,17.801047120418847,36.84225665335915,8.552740863787376,28394,209,0.0013030922025780095,0.14052264562935832
BkiUdmU5qhLAB-QFvl37,arxiv,2.484968662261963,0.0087890625,-0.5615386962890625,-0.4344075520833333,-0.3736979166666667,-0.060221354166666664,-48274.45313523,-48264.18288276,-27435.49826592,5.623046875,0.1728515625,4759.0,203.0,6.06389122,26.266022273586888,33.2600540036799,2.095151915915498,3.100964048306825,21.421795804685022,33.95061728395062,2.484868622693982,6.037612943895777,41849,967,0.002222275323185739,0.09689598317761476
BkiUc5XxK3YB9raXz91v,arxiv,1.4970407485961914,-0.1396484375,-1.4970703125,-0.6788736979166666,-0.560546875,-0.3336588541666667,-4642.92903534,-4602.27682128,-3866.88066244,6.7626953125,0.369140625,527.0,24.0,5.0122757,49.905123339658445,22.163284132841326,1.473187978786093,4.419563936358279,34.61146857384613,45.83333333333333,0.36110615250430755,6.44022770398482,4336,38,0.0043819188191881915,0.7783671586715867
BkiUbtg4uzlgqIdPjLwn,arxiv,2.2346549034118652,-0.0458984375,-0.4973551432291667,-0.4309895833333333,-0.3639322916666667,0.0283203125,-45205.68449638,-44677.45037414,-28989.0574549,4.6015625,-0.2685546875,5507.0,263.0,5.63206838,20.174323588160522,38.3495145631068,0.30591834333450996,2.800329450523591,19.849856346612228,25.90975254730713,8.811723786245599,4.62992554930089,38522,428,0.0012460412231971342,0.09446550023363273
BkiUb4bxaL3SuhzLnCaY,arxiv,2.3539483547210693,-0.0947265625,-0.4329427083333333,-0.5467122395833334,-0.4143880208333333,0.025065104166666668,-41129.41141876,-40992.95489286,-25849.46221299,5.08935546875,0.2958984375,4249.0,361.0,5.81212132,24.570487173452577,37.34976982729323,1.89826070693847,1.0332896951561623,28.161742550730928,45.21008403361345,5.906105786902257,5.033654977641798,32367,1364,0.0034912101832112953,0.10606481910587945
BkiUc_w25V5ih3AxzUJY,arxiv,0.7358545064926147,-0.14453125,-0.4259440104166667,-0.63623046875,-0.3873697916666667,0.004231770833333333,-573233.88920684,-578904.42370064,-365706.22914259,4.751953125,0.3203125,41798.0,2202.0,6.64665323,13.780563663333172,36.724498993278054,0.3906414227055509,0.15415446277169723,18.797686080486546,45.61586638830898,1.6579354270610387,6.828747786975454,446002,11501,6.726427235752306e-05,0.007690548472876803
BkiUdKg4uBhhxJVAbSlB,arxiv,2.7055633068084717,-0.2451171875,-0.3426106770833333,-0.5602213541666666,-0.5045572916666666,-0.07291666666666667,-18725.0115093,-18384.61265355,-13254.31306311,6.17919921875,0.328125,2721.0,150.0,5.54364481,28.419117647058822,25.59218667138059,1.2841466261965913,0.7763250058370301,14.966246749066153,61.00917431192661,1.5501170428626767,6.2962146269753765,22628,276,0.0020328796181721762,0.17049672971539687
BkiUfS45qhLBlnv5FwQt,arxiv,2.2992944717407227,0.1162109375,-0.19602457682291666,-0.3723958333333333,-0.2547200520833333,-0.06770833333333333,-36714.78836088,-35728.25586439,-26883.6343157,3.183349609375,-0.03271484375,6596.0,287.0,5.82484818,21.710127349909037,23.048010229782605,1.5297805642633229,0.361128526645768,6.463857831475366,43.82826475849731,0.2617212262723346,6.045330503335355,51614,113,0.00044561553066997325,0.0749602820940055
BkiUdjg5qoTA-AMJsvsi,arxiv,1.2747740745544434,-0.0849609375,-0.42431640625,-0.4536946614583333,-0.38232421875,0.005859375,-332074.59911449,-332690.28529727,-231302.6035361,5.593017578125,0.3017578125,17032.0,960.0,6.39148574,21.29520901831846,36.32131799608318,0.49013974053016224,0.47121020572348005,7.5581522911040855,19.44574917801785,0.6449350919481774,8.684652418976045,230289,3214,7.382028668325452e-05,0.01676588981670857
BkiUeAY5qsMAI5yh7a-M,arxiv,2.3368358612060547,0.048828125,-0.4016927083333333,-0.4661458333333333,-0.4361979166666667,-0.004557291666666667,-37643.16643876,-37235.79631015,-23236.93696585,5.414306640625,0.0390625,5434.0,356.0,6.0297727,25.616488774383512,27.758961952936005,0.8832599778436481,0.7784664211503338,10.420482155188951,27.812113720642767,1.5202180726292007,6.146301067353699,45470,751,0.0013195513525401364,0.0896855069276446
BkiUdHjxaJJQnMJkXr4l,arxiv,1.5098960399627686,-0.1328125,-0.4379069010416667,-0.421875,-0.3948567708333333,0.005533854166666667,-95769.28281804,-93870.34973548,-55315.14241648,4.701904296875,0.2509765625,11332.0,595.0,6.29416843,21.877205363443895,31.464156352296285,1.151131020900656,0.27044644466943124,18.433060281291223,31.301939058171747,2.010055443687546,6.36277797387928,103254,2307,7.74788385922095e-05,0.03817769771631123
BkiUcNbxK6Ot9Pm3uYdF,arxiv,2.913114070892334,-0.1142578125,-0.484375,-0.580078125,-0.4832356770833333,-0.08203125,-61027.2676905,-60513.66397413,-39906.58001447,5.3955078125,0.2158203125,4520.0,265.0,5.96602679,28.539823008849556,35.17873549710477,1.1507112034521336,0.9205689627617069,6.759534328309699,13.112745098039216,2.718122346605376,6.92146017699115,46801,519,0.002564047776756907,0.08266917373560394
BkiUdozxK6Ot9UjEBvcU,arxiv,1.3382225036621094,-0.1416015625,-0.64520263671875,-0.58447265625,-0.4182942708333333,-0.1005859375,-27351.66155104,-27058.39103282,-17585.64373808,3.948486328125,0.306640625,3238.0,203.0,5.88425354,31.346510191476217,29.625969286908926,1.0646225912913871,0.9368678803364207,17.44991004961726,41.61073825503356,1.4171384853125992,5.801729462631254,26308,449,0.003687091379048198,0.12076174547666109
BkiUfd425V5jLX3kjIIW,arxiv,1.4767496585845947,-0.119140625,-0.39111328125,-0.5322265625,-0.3466796875,0.023111979166666668,-55446.94485413,-55612.00804944,-32911.46851698,5.65283203125,0.2158203125,5125.0,322.0,5.90181816,24.7609756097561,35.58565629835617,0.6612410986775178,0.4476093591047813,19.021778411694566,38.10444874274662,3.410644682421414,5.754146341463414,44591,1456,0.00015698235069857146,0.08607118028301675
BkiUc__xK7ICUyBu0Ytk,arxiv,2.3266706466674805,-0.1416015625,-0.5277506510416666,-0.4900716145833333,-0.5205078125,-0.107421875,-29015.41883546,-28103.65231451,-21369.45220786,3.120361328125,0.345703125,5782.0,579.0,5.67001953,19.40505015565548,28.962281679672984,2.0881237959107577,1.1807842893542975,12.12862926203249,14.435695538057743,4.6629422907760585,5.565894154271878,43056,703,0.0005574136008918618,0.09404031958379784
BkiUdODxK3YB9ohkMhwr,arxiv,1.8298344612121582,-0.1162109375,-0.3109537760416667,-0.4703776041666667,-0.2657877604166667,0.005533854166666667,-54374.97879016,-54663.03716165,-33890.95080607,5.328125,0.3681640625,6526.0,426.0,5.8195051,20.364695065890285,32.79098406538046,0.5146498202810151,0.4792506262934321,27.279643216453753,46.31782945736434,2.4335143304099196,5.627336806619675,53594,2007,0.00048512893234317275,0.07308653953800799
BkiUbdvxK7Ehm308o-UQ,arxiv,1.7075260877609253,-0.1904296875,-0.3572591145833333,-0.4729817708333333,-0.296875,0.010904947916666666,-187901.46204108,-183683.09590539,-108611.74821182,4.803955078125,0.3095703125,25376.0,1541.0,6.02431322,11.711853720050442,36.739436500262926,0.521251702580938,0.6897635595292145,33.51453889082499,55.643153526970956,2.0666769458950576,4.513398486759143,176859,6013,0.00015831820829021988,0.021734828309557332
BkiUc3U5qoYAq3Pz8uon,arxiv,2.701251983642578,-0.14453125,-0.4280598958333333,-0.435546875,-0.3377278645833333,0.045572916666666664,-95116.02625669,-93676.76469712,-62984.20919133,5.72216796875,0.3759765625,11212.0,547.0,6.13258864,18.473609129814548,31.160466882776475,0.6943694354004969,0.5678398938386285,18.989007549978666,33.33333333333333,0.6287314224514882,5.780146271851588,93471,170,0.0006098148088712007,0.04188464871457458
BkiUbGE5qdmB6uAdshyW,arxiv,1.555336833000183,0.0546875,-0.357421875,-0.4300130208333333,-0.4274088541666667,-0.06868489583333333,-40954.14972422,-40218.40646726,-29302.32228166,3.97216796875,-0.04833984375,6968.0,361.0,5.93606891,14.86796785304248,25.146281532288,0.8842144452717795,0.586373790022338,18.76125908834087,46.478873239436616,2.2167520637553704,6.167623421354764,56569,488,0.0007247785889798299,0.07136417472467252
BkiUfo8241xiP6pGxj80,arxiv,3.0162465572357178,-0.0966796875,-0.4970703125,-0.4844563802083333,-0.4051106770833333,0.0185546875,-41293.49617095,-41320.32250467,-25723.45889849,5.14599609375,0.126953125,3615.0,249.0,5.84945883,27.85615491009682,40.39537887485649,0.9930598657112226,0.744794899283417,20.481591562290088,37.470725995316165,6.67059621632283,4.902627939142462,27872,1220,0.001255740528128588,0.1285878300803674
BkiUfK3xK4tBVhat52yo,arxiv,2.492779493331909,-0.181640625,-0.5360361735026041,-0.55126953125,-0.50732421875,-0.09114583333333333,-33536.53148131,-33612.53969091,-22189.14039685,5.572265625,0.1943359375,5732.0,213.0,6.0339209,24.96510816468946,25.88722071166805,1.15909812638933,0.5716100349317244,17.686002878430234,31.18811881188119,0.5615894963311402,5.493719469644104,42295,372,0.00047286913346731294,0.0890649012885684
BkiUdf_xK7FjYEXSFEcl,arxiv,2.3643922805786133,0.0283203125,-0.5040791829427084,-0.4840494791666667,-0.4052734375,-0.154296875,-12009.07969999,-11818.08342691,-10084.03563653,4.3642578125,-0.03173828125,3106.0,181.0,5.64255749,25.338055376690278,27.535564425340297,1.325448613376835,1.0603588907014683,15.068764529023134,26.885245901639344,3.688571672296212,4.736638763683194,19542,188,0.008085149933476615,0.18411626240917
BkiUelHxK7IDF1DduRfs,arxiv,2.8667869567871094,-0.10546875,-0.37890625,-0.427734375,-0.4109700520833333,-0.185546875,-17382.11084537,-17072.64642886,-13870.52437916,4.99658203125,0.0888671875,3314.0,178.0,5.54676273,24.17018708509354,24.560535898934504,1.4333352834493651,1.0647633534195284,39.76395665230289,60.0,1.2487995618380598,5.157815328907664,22243,248,0.004990334037674774,0.17821337049858382
BkiUaYzxK7ICUn2IXhit,arxiv,2.2815356254577637,-0.07421875,-0.4912109375,-0.5283203125,-0.44140625,-0.10709635416666667,-54584.03640341,-52832.03591175,-37844.50269513,5.8759765625,0.1669921875,7903.0,526.0,6.36784219,25.926863216500063,43.53242397472562,0.7060817171907362,0.42835624176237996,12.819238065891557,19.710144927536234,37.488645804311034,5.3761862583828925,66787,1884,0.0013325946666267387,0.05809513827541288
BkiUdJQ4ubng-JcX4VCP,arxiv,3.165088176727295,-0.02734375,-0.489013671875,-0.4934895833333333,-0.3440755208333333,-0.1015625,-14672.26454205,-14450.78457101,-11813.58048781,4.959716796875,0.1650390625,2786.0,170.0,5.6599632,26.633165829145728,22.784448256146376,0.7580811450057614,1.4433865000909696,18.28578610597599,37.5,4.083874635434842,5.918521177315148,20988,93,0.002239374880884315,0.1935868115113398
BkiUbbnxK0-nUh8iIHaL,arxiv,1.648324966430664,-0.0703125,-0.56439208984375,-0.7029622395833334,-0.3972981770833333,-0.14127604166666666,-29409.1558491,-28154.94395461,-21696.07819599,4.498046875,0.189453125,11626.0,746.0,6.01942132,17.546877687940825,23.30884023937581,1.6548539692277886,0.35680266068228417,15.27443233322511,21.270903010033447,1.9899349516260045,5.327627730947875,79206,301,0.0021336767416609854,0.047748907911016845
BkiUctrxK7FjYHGHzffr,arxiv,0.7377874851226807,-0.1376953125,-0.4442494710286458,-0.518798828125,-0.3875325520833333,0.039876302083333336,-68299.94147486,-67603.74055164,-42667.73720784,4.59521484375,0.2392578125,5831.0,356.0,6.25890893,26.616360830046304,41.13267591246611,0.8304321441119167,0.8495959628221916,9.472070344347165,22.825219473264166,4.027912163425483,5.369404904819071,50906,1653,0.0014340156366636546,0.06584685498762424
BkiUawDxK6EuNAra_58K,arxiv,1.7660884857177734,-0.0078125,-0.3191731770833333,-0.4303385416666667,-0.3528645833333333,-0.07063802083333333,-21868.51089891,-21651.50141572,-15574.65953164,3.493896484375,-0.07861328125,5088.0,350.0,6.10348896,26.434748427672954,24.244959861935527,0.5565111808155419,0.2698236028196566,36.392371733550156,52.84090909090909,2.2600634539138404,5.8272405660377355,38243,344,0.0015427659963914964,0.10571869361713254
BkiUairxK0wg09lJ_0zB,arxiv,2.7811474800109863,0.0341796875,-0.5116373697916666,-0.60693359375,-0.4786783854166667,-0.0693359375,-26409.97088538,-26115.1613351,-16930.44243017,3.886962890625,0.0703125,2958.0,176.0,5.79100794,30.797836375929684,27.216455935082095,0.6244692011789978,0.6494479692261578,10.303281402762304,32.427536231884055,2.9850828584016265,6.767072346179852,26495,328,0.0038875259482921308,0.15395357614644273
BkiUdpY4eIOjSBZeeNPE,arxiv,1.851610541343689,-0.025390625,-0.37255859375,-0.39306640625,-0.3987630208333333,-0.08040364583333333,-95936.47018426,-95383.54469686,-55536.90540292,4.9351806640625,0.138671875,9392.0,524.0,6.34934419,21.96550255536627,31.775087262547956,0.5234574363672054,0.48583393312831247,16.583470499086385,39.726027397260275,3.0867311214847706,6.508943781942079,86807,1310,0.00011519808310389715,0.04445494026979391
BkiUd-k241xg-MOC_zQI,arxiv,2.3853073120117188,-0.0341796875,-0.3628743489583333,-0.5042317708333334,-0.4638671875,-0.07291666666666667,-17361.91623293,-17014.17154698,-14266.36881863,4.78564453125,0.119140625,4735.0,288.0,5.80672793,24.899683210137276,21.89957652752571,0.9918130342265661,0.9088613986367079,17.36594141323837,56.45569620253165,2.500113576618718,5.8557550158394935,34713,122,0.004378762999452655,0.11344453086739838
BkiUeGvxK6nrxjHzCYv8,arxiv,1.167602777481079,-0.2001953125,-0.545166015625,-0.6953125,-0.49853515625,-0.00732421875,-51187.54997897,-50941.62411462,-31351.7471914,3.9600830078125,0.123046875,4285.0,494.0,6.25865984,31.715285880980165,36.64535853251807,0.3849518810148731,0.24496937882764655,23.710953265823456,44.128113879003564,4.11118171255401,6.668611435239207,43176,1245,0.0019223642764498795,0.08150361311839911
BkiUd0Q4eIZjxkFh19au,arxiv,2.031315803527832,-0.1376953125,-0.3367919921875,-0.3929036458333333,-0.24609375,-0.08138020833333333,-17242.75180704,-16723.19011799,-13584.56395722,3.894775390625,0.041015625,3556.0,288.0,5.88736024,27.221597300337457,26.140369618630487,0.6739797341266152,0.3718508877939946,10.496013641791695,62.93103448275862,4.364218711445403,6.050056242969629,28083,99,0.002848698500872414,0.14254175123740342
BkiUfEs5qhDCNj5tich1,arxiv,1.8395881652832031,-0.1904296875,-0.5987141927083334,-0.543701171875,-0.4754231770833333,-0.021321614583333332,-32898.13530436,-33213.08634377,-24224.65104924,4.142578125,0.259765625,1354.0,91.0,5.60424727,39.364844903988185,40.604721800358966,1.5060908084163898,1.2403100775193798,6.982548801025032,20.25862068965517,6.430329899136844,6.669128508124077,14486,316,0.003106447604583736,0.23857517603203093
BkiUeZbxaKgTq1C9OpJ4,arxiv,2.1787147521972656,0.187255859375,-0.4366048177083333,-0.501953125,-0.46240234375,-0.15462239583333334,-16030.37585807,-15838.36225069,-12106.98758311,4.44482421875,0.173828125,2485.0,364.0,5.75621091,32.55533199195171,29.82856536277268,0.7076139258420605,0.6227002547410133,19.7353294458614,42.22222222222222,5.648203610529767,5.68692152917505,18841,301,0.014755055464147338,0.19160341807759673
BkiUdgg5qoYDgbkp4TEY,arxiv,2.420670509338379,-0.029296875,-0.7090555826822916,-0.56494140625,-0.3914388020833333,-0.10546875,-37679.06228196,-36798.52589658,-26167.52403413,4.3404541015625,0.287109375,4197.0,334.0,5.99840304,30.021443888491778,27.44829244829245,0.5798221878623889,0.46063651591289784,12.88097333294552,20.637898686679172,1.6254791198503298,7.396711937097927,41580,363,0.00101010101010101,0.0930976430976431
BkiUbVHxK7FjYCv2QCBP,arxiv,2.0623178482055664,0.170654296875,-0.4993896484375,-0.505859375,-0.3614908854166667,-0.0361328125,-25855.42890119,-25437.1327388,-18515.11163019,1.464263916015625,0.2158203125,4088.0,565.0,6.01019241,28.37573385518591,31.19758786394044,1.8736869184924752,1.3205848304249024,31.27049297081539,55.748373101952275,7.65636927594436,5.705234833659492,31839,318,0.0012563208643487547,0.12381042118156978
BkiUfXDxK1ThhAqzYsFE,arxiv,3.166301727294922,-0.12109375,-0.4794514973958333,-0.5646158854166666,-0.4606119791666667,-0.10221354166666667,-16199.42009165,-15846.41855269,-11726.00113234,3.8876953125,0.158203125,3041.0,258.0,5.68583001,27.852680039460704,28.92458682468404,1.2690355329949239,1.1699888572489785,30.994837639567997,38.7434554973822,8.98061637026473,5.312068398553108,21601,232,0.0028239433359566685,0.17707513541039765
BkiUbq825V5hd-4287Pf,arxiv,2.331634521484375,-0.1611328125,-0.3631184895833333,-0.5319010416666666,-0.4646809895833333,-0.12825520833333334,-13358.80019641,-13056.70356744,-11254.25021786,4.5810546875,0.267578125,3364.0,214.0,5.87772099,31.361474435196197,27.78817283843175,1.9807748325080106,0.4544130498106612,11.26101324415551,30.026109660574413,3.7826796086085688,5.1025564803805,22981,167,0.004873591227535791,0.1521256690309386
BkiUdBw25YjgKNDlVLJa,arxiv,3.1369428634643555,-0.13671875,-0.9755859375,-0.7630208333333334,-0.4581705729166667,-0.24381510416666666,-7613.72509816,-7438.36399253,-5988.17686312,4.4140625,0.34765625,1506.0,100.0,5.50214077,39.243027888446214,25.2465876257846,1.7647058823529411,0.5882352941176471,51.118467550319636,65.85365853658537,2.170844513019747,5.079681274900398,10037,166,0.008468665936036665,0.3782006575670021
BkiUbSLxK7Ehm4qsy0t6,arxiv,2.5210165977478027,-0.076171875,-0.9274088541666666,-0.6790364583333334,-0.452880859375,-0.4261067708333333,-10109.01955009,-9654.99725463,-8410.70132516,4.4033203125,0.19140625,2010.0,119.0,5.69171455,38.407960199004975,25.30689329556185,1.1640941622833492,0.7243252565318616,20.673340377083676,37.185929648241206,4.2429471630704825,5.769651741293532,14826,126,0.00829623634156212,0.2617024146769189
