id,domain,Q_equal,Q_entropy,Q_robust,conflict_index,semantic_mean,heuristic_mean,group_gap,conflict_strong
BkiUdEU5qsBC4wbX-bkK,arxiv,0.48520687759414205,0.34864799969084803,0.4655805271595166,0.6492174395497765,0.38777113528098817,0.5664033295217704,0.17863219424078225,1
BkiUbhg25V5hd-428xX-,arxiv,0.5177266516032887,0.6911801507922292,0.5286663644082007,0.9975250934086597,0.3554141178634772,0.652987096386465,0.2975729785229878,1
BkiUdGM4dbgg4JMhnNMO,arxiv,0.5158295448965778,0.7019173849285884,0.5251110075600663,0.9996695881883787,0.30765183319467687,0.689310971314829,0.3816591381201521,1
BkiUbfvxK6Ot9TMSpOC0,arxiv,0.531197073072092,0.47541917631283964,0.5351004110836503,0.7663123124054709,0.4635506957856893,0.5875690541440942,0.12401835835840491,1
BkiUbQY5qX_AY1OJK5_l,arxiv,0.4906102075062683,0.30061159513363894,0.4855209119211868,0.7424890086021148,0.454390987262059,0.5207928910431092,0.06640190378105021,1
BkiUd044eIXh4qTE56WZ,arxiv,0.5784725809408924,0.3647944864404202,0.6038270875669985,0.758124766448655,0.6371630924162925,0.5295638213780589,0.10759927103823363,1
BkiUe5rxK03BfHDu5U-k,arxiv,0.5549021640327586,0.38345082542527825,0.5592087713965681,0.7754979107088498,0.5504586421800846,0.558605098909987,0.00814645672990244,1
BkiUdMg4eIXhx5LdSlN-,arxiv,0.5398960366358482,0.5579652821217409,0.5415361982425659,0.7795160441998596,0.49007873233491067,0.5814104568866293,0.09133172455171862,1
BkiUdmU5qhLAB-QFvl37,arxiv,0.5101405812741988,0.40582978467984204,0.5016235218087786,0.7435909231623059,0.44952239954307005,0.560655732716806,0.11113333317373597,1
BkiUc5XxK3YB9raXz91v,arxiv,0.5007200451684606,0.20220230791032653,0.49568376886428184,0.8725501039516474,0.506591740159008,0.4958269660096712,0.010764774149336798,1
BkiUbtg4uzlgqIdPjLwn,arxiv,0.5140929784904373,0.4464382405243705,0.5128162650396538,0.8184831355272993,0.4478378579052803,0.5693055789780684,0.12146772107278814,1
BkiUb4bxaL3SuhzLnCaY,arxiv,0.5011093271041376,0.4223364886046653,0.49340569822288394,0.8050857661095799,0.4599812955325027,0.5353826867471666,0.07540139121466388,1
BkiUc_w25V5ih3AxzUJY,arxiv,0.5041806225102514,0.6925609090738193,0.5071031348188273,0.9992529807761951,0.2887869354923528,0.6836753616918338,0.39488842619948106,1
BkiUdKg4uBhhxJVAbSlB,arxiv,0.5597028127295253,0.33916573780538617,0.583404248651288,0.7965218069696676,0.5454970379097318,0.5715409584126864,0.026043920502954565,1
BkiUfS45qhLBlnv5FwQt,arxiv,0.5914903616772814,0.5096091707166637,0.6036116570881355,0.740279341066692,0.5039401171403582,0.6644488987913839,0.16050878165102567,1
BkiUdjg5qoTA-AMJsvsi,arxiv,0.5345257793833362,0.7191327163314881,0.550725910287012,0.9950595597584773,0.33421944682844035,0.7014477231790828,0.3672282763506424,1
BkiUeAY5qsMAI5yh7a-M,arxiv,0.5738883263233575,0.48977928521245656,0.5869696730559847,0.7720942844184282,0.501738755835152,0.6340129683968622,0.13227421256171012,1
BkiUdHjxaJJQnMJkXr4l,arxiv,0.5107964552808776,0.6477034737282839,0.5189241123398425,0.9779212230440698,0.32764345141390555,0.6634239585033544,0.3357805070894489,1
BkiUcNbxK6Ot9Pm3uYdF,arxiv,0.4842064567786849,0.41548112551484206,0.4794284671177679,0.9243662280497952,0.3660580340550091,0.5826634757150815,0.2166054416600724,1
BkiUdozxK6Ot9UjEBvcU,arxiv,0.513211718727427,0.34092640416797054,0.5052696021156401,0.7728323419428071,0.4486377378653782,0.5670233694458008,0.11838563158042259,1
BkiUfd425V5jLX3kjIIW,arxiv,0.4888296937721445,0.43684401531298256,0.4725505602006345,0.8722054533583498,0.37619037314618653,0.582695794293776,0.20650542114758952,1
BkiUc__xK7ICUyBu0Ytk,arxiv,0.5245677565468941,0.5152141174743624,0.5505314916976235,0.7227543144157874,0.4648606646175275,0.574323666488033,0.1094630018705055,1
BkiUdODxK3YB9ohkMhwr,arxiv,0.4993261933334645,0.49948346185644044,0.48924509432573604,0.8606768671399492,0.3994750082361909,0.5825355142478591,0.18306050601166818,1
BkiUbdvxK7Ehm308o-UQ,arxiv,0.5037011446596916,0.682705334324981,0.5099765742158592,0.9743181066317497,0.3355211226686127,0.6438511629855908,0.308330040316978,1
BkiUc3U5qoYAq3Pz8uon,arxiv,0.5227149712831648,0.6355583570944496,0.5389075991032258,0.9704236430736299,0.3804443442995125,0.641273827102875,0.26082948280336243,1
BkiUbGE5qdmB6uAdshyW,arxiv,0.5521651830059984,0.5215473822536354,0.5669309601453354,0.7209081263567653,0.43559290487051605,0.6493087481189002,0.2137158432483841,1
BkiUfo8241xiP6pGxj80,arxiv,0.5161656517934698,0.388554985532537,0.5063300120473638,0.8137000919008308,0.48222330036629246,0.5444509446494509,0.06222764428315841,1
BkiUfK3xK4tBVhat52yo,arxiv,0.5372741719559936,0.4187367055631745,0.5446021768518382,0.8716359502540686,0.46777648150472795,0.5951889139987147,0.1274124324939867,1
BkiUdf_xK7FjYEXSFEcl,arxiv,0.574008321864288,0.35839622671782767,0.6107874808103506,0.7719336241640447,0.5834971726922292,0.5661009461743368,0.01739622651789241,1
BkiUelHxK7IDF1DduRfs,arxiv,0.5592622078268522,0.35930293515968703,0.5804014623636282,0.8294508582924114,0.5649502674878442,0.554522158109359,0.01042810937848515,1
BkiUaYzxK7ICUn2IXhit,arxiv,0.47497502961683263,0.5649252532391149,0.4534997105414248,0.9303583832095922,0.37468211845474614,0.5585524555852379,0.18387033713049178,1
BkiUdJQ4ubng-JcX4VCP,arxiv,0.579235599257704,0.3575983102019456,0.5957894157830131,0.7849532571432832,0.606048056113971,0.5568918852108148,0.04915617090315616,1
BkiUbbnxK0-nUh8iIHaL,arxiv,0.5720797851564341,0.6861667467310921,0.5951127323095419,0.8594888161356892,0.45100762910416536,0.672973248533325,0.2219656194291596,1
BkiUctrxK7FjYHGHzffr,arxiv,0.4600682625915502,0.4481070453320967,0.4420601929098922,0.8986169215675355,0.3064237746253767,0.5881053358966949,0.2816815612713182,1
BkiUawDxK6EuNAra_58K,arxiv,0.5830046918041346,0.47077067964298097,0.5964410609678029,0.7785777084576662,0.5305808267142551,0.6266912460457009,0.09611041933144582,1
BkiUairxK0wg09lJ_0zB,arxiv,0.5636991384030877,0.3706902032029713,0.5785910834558258,0.6502506022588845,0.5264425863310843,0.5947462651297573,0.06830367879867294,1
BkiUdpY4eIOjSBZeeNPE,arxiv,0.5239635006755251,0.624635078284065,0.5417941460233935,0.9676831554963589,0.34870163004588967,0.6700150595335548,0.3213134294876651,1
BkiUd-k241xg-MOC_zQI,arxiv,0.5930736595626162,0.44570699965319777,0.6238226513139628,0.7716923272494338,0.5630289237684106,0.6181109393911207,0.05508201562271009,1
BkiUeGvxK6nrxjHzCYv8,arxiv,0.487985047201015,0.46846599995080235,0.47190882871961776,0.860479414834361,0.3288139935012083,0.6206275919508539,0.2918135984496456,1
BkiUd0Q4eIZjxkFh19au,arxiv,0.5961970266163816,0.42512862567265686,0.6264943302312572,0.7282577653005765,0.5555052011101517,0.6301068812049064,0.07460168009475476,1
BkiUfEs5qhDCNj5tich1,arxiv,0.4800188141098921,0.26767827095496183,0.47227278870068146,0.7640061350663316,0.4367695970888337,0.5160598282941075,0.07929023120527373,1
BkiUeZbxaKgTq1C9OpJ4,arxiv,0.5756773736616796,0.4081524460505702,0.6004048274879803,0.7000934204234619,0.5795805597835393,0.5724247185601298,0.007155841223409509,1
BkiUdgg5qoYDgbkp4TEY,arxiv,0.5303772417311068,0.4303263773855787,0.5148342433714527,0.7120762450083516,0.44941459055698496,0.5978461177095417,0.1484315271525567,1
BkiUbVHxK7FjYCv2QCBP,arxiv,0.5499674765979464,0.5004958884897783,0.5583735006053951,0.7444117794102478,0.515082651554595,0.5790381641340727,0.06395551257947774,1
BkiUfXDxK1ThhAqzYsFE,arxiv,0.5393923821401125,0.36755822294002094,0.5530566858652027,0.797506950969524,0.5634138214191917,0.5193745160742133,0.04403930534497846,1
BkiUbq825V5hd-4287Pf,arxiv,0.5563738214243489,0.3575045644956108,0.5837491816260495,0.778464331173978,0.5530598262901989,0.5591354840361403,0.006075657745941432,1
BkiUdBw25YjgKNDlVLJa,arxiv,0.5252367277700374,0.25942269133605195,0.5394451022357553,0.8211353199099901,0.5577053082925982,0.4981795773345701,0.059525730958028156,1
BkiUbSLxK7Ehm4qsy0t6,arxiv,0.533916893519729,0.2898127474766887,0.543820481746994,0.7509307362950872,0.5177119916243719,0.5474209784325267,0.029708986808154814,1
BkiUdgc5qhLBWY0XuZmA,arxiv,0.5397104728984993,0.4364013415579167,0.5493995880373805,0.8135344486690853,0.5491109208253231,0.5318767662928127,0.017234154532510426,1
BkiUd3c4eIZijir1ousz,arxiv,0.5522081530346217,0.3518830938497535,0.5769262665963141,0.7752900220810206,0.532800364959108,0.5683813097642164,0.03558094480510843,1
BkiUd3A4dbjiVENjpLkA,arxiv,0.552253644990969,0.7078072026318505,0.5711930194384915,0.8517501827908217,0.3678938168976035,0.7058868350687734,0.3379930181711699,1
BkiUdNs5qWTA6f4qDodK,arxiv,0.5597629635368844,0.3711043123968546,0.5788855492609658,0.8321203978240156,0.5339793171741689,0.5812493355058138,0.0472700183316449,1
BkiUdbfxK02iP5rWKrVw,arxiv,0.5303141223207339,0.45702537345632155,0.5464973297291805,0.830067784026378,0.4528692689007551,0.5948515001707162,0.14198223126996112,1
BkiUexfxK6nrxjHzDAkJ,arxiv,0.5877029656918964,0.42224880993047614,0.6147896677089724,0.7704245967989285,0.5764617247307579,0.5970706664928452,0.020608941762087385,1
BkiUbUY5qhLACFWlxBr3,arxiv,0.5128902672697717,0.6927367986490585,0.5236683824735971,0.9952228525304618,0.3331726482113606,0.6626549498184475,0.3294823016070869,1
BkiUajHxK6nrxjHy_BsR,arxiv,0.45351367041989904,0.40165979515959654,0.44138154606733,0.8856124308985186,0.3258027935064855,0.559939401181077,0.2341366076745915,1
BkiUbVI5i7PA9OgJDNwj,arxiv,0.5920755090475295,0.45564493232877773,0.614342132601753,0.7285095645276644,0.5975440409422708,0.5875183991352451,0.010025641807025698,1
BkiUbEQ241xg-EsBtZ7v,arxiv,0.5411744548925,0.7195730420888219,0.5647027148310716,1.0,0.37738046533623665,0.6776694461893863,0.30028898085314965,1
BkiUdNc5qsBDGOt8lJgH,arxiv,0.544246218584849,0.36459801073301423,0.5470495632181294,0.7047974542069346,0.5483071592033502,0.5408621014027651,0.00744505780058502,1
BkiUd9c4uzqh_N6SCiss,arxiv,0.5753496419463199,0.3160216306457868,0.5940034872434233,0.8267295686412188,0.5336144300229385,0.6101289852158039,0.07651455519286543,1
BkiUd6I4eILhQCVbe7nL,arxiv,0.56194109285458,0.6830773388699699,0.5866301641342291,0.8546444120566223,0.41413343646428064,0.6851141398464963,0.27098070338221564,1
BkiUbv_xK7Ehm2ZQzdWT,arxiv,0.576799701856319,0.5285807103345793,0.604677000594298,0.8169987742356182,0.5126015556783085,0.6302981570046611,0.11769660132635262,1
BkiUdmA5qhLAB_d2fBwl,arxiv,0.44870595601061647,0.3731987233491796,0.428425357753925,0.8583563942759879,0.3304024274056986,0.547292229848048,0.21688980244234946,1
BkiUakrxK5YsWOzBAUlJ,arxiv,0.5978557880069265,0.36765764741956114,0.6210753710021958,0.7535018384415811,0.6059063010902939,0.5911470271041203,0.014759273986173604,1
BkiUd6TxK6wB9lIs9ivi,arxiv,0.5104445927124759,0.6896673851176855,0.5172971191566187,0.996119477612038,0.32844001469849315,0.6621150743907948,0.3336750596923016,1
BkiUdjg5qX_Bw5o9IG_E,arxiv,0.5508875653754463,0.5409294498759702,0.5552167191156748,0.8395076408990639,0.45999114262585944,0.6266345843334352,0.16664344170757578,1
BkiUe0nxK7kjXLlzdoBA,arxiv,0.5432835581018645,0.4194344227717292,0.5505251458854037,0.7678946911057267,0.45669908934774117,0.6154372820636337,0.1587381927158925,1
BkiUd2Y4ubnhDSvJRyHO,arxiv,0.5300765302167388,0.28331762998895127,0.5382695522147259,0.7852683045023818,0.5332759746442003,0.5274103265271874,0.005865648117012845,1
BkiUe404uzliCt-nLV60,arxiv,0.47061579904666984,0.3942671612118773,0.465838252677809,0.8230613071166005,0.34206377205369026,0.577742488207486,0.2356787161537957,1
BkiUdmQ5qoTA_-bStSha,arxiv,0.4786046745253707,0.49695179363461506,0.4773735408225271,0.9108333475204846,0.37655937546063395,0.5636424237459849,0.187083048285351,1
BkiUbhzxK3YB9raXyg57,arxiv,0.5612005606991055,0.3791873162212297,0.5775415233497999,0.7870152678837411,0.5313092750048465,0.5861099654443217,0.05480069043947522,1
BkiUeFrxK4sA-9F9lSY9,arxiv,0.5383333405054479,0.3080535826171343,0.558064163158449,0.7134813311672554,0.5374722287215498,0.5390509336586965,0.0015787049371467354,1
BkiUbuo5qoaAwmU2sBb7,arxiv,0.5137909418334174,0.5736691466195375,0.5315888055340388,0.9486832732235276,0.3678628279211515,0.6353977034269722,0.2675348755058207,1
BkiUd5E5qg5A51O-MOXL,arxiv,0.5910010056000405,0.39168198596033504,0.61413803635872,0.7459512895854243,0.5573752037194006,0.6190225071672407,0.061647303447840085,1
BkiUbynxK4sA-9F9jLdg,arxiv,0.5539159514333954,0.4122613663203678,0.5639118885734858,0.784997792256955,0.5190896146176551,0.5829378987798456,0.06384828416219046,1
BkiUa245qsNCPV6Yix3b,arxiv,0.48393622743137593,0.30238316132936466,0.45734989948210825,0.7633300254983356,0.4335549102401727,0.5259206584240452,0.09236574818387255,1
BkiUdd4241xg-QyzEflc,arxiv,0.511745472092794,0.6366013386700795,0.4985030588590577,0.8562662050361977,0.4239468777549547,0.5849109673743269,0.1609640896193722,1
BkiUbb04dbjiU9i0yjOT,arxiv,0.5514959594439653,0.3796329453051537,0.5696131417320534,0.6640728651101138,0.523912379653693,0.5744822759358587,0.05056989628216568,1
BkiUec7xK02iP4Y2vYfY,arxiv,0.5614321854799376,0.45753369781430503,0.579192628027817,0.8272732954879338,0.501606511881716,0.6112869134784558,0.10968040159673975,1
BkiUbL7xK7Ehm308osVM,arxiv,0.5702713638884284,0.3677971845532987,0.5782423720415578,0.7663596105458557,0.5406522420585909,0.5949539654132927,0.05430172335470185,1
BkiUdgs5qhLA5d-DF18W,arxiv,0.4380626139186411,0.30954491583696414,0.39514040546381984,0.8590821899521653,0.30622621324638566,0.5479262811455204,0.24170006789913479,1
BkiUal_xK2li-DeXxupJ,arxiv,0.4601681435171238,0.4390036465022813,0.44437144178764426,0.9253484566823087,0.30482778112692616,0.589618445508955,0.2847906643820289,1
BkiUbQHxK0iCl7UGVngH,arxiv,0.5326988135212471,0.4022857788227618,0.539109181280325,0.8583498728808737,0.5002381355881788,0.5597493784654706,0.059511242877291815,1
BkiUdY45qoYA4xX7Fs7m,arxiv,0.6117324662493618,0.4740894548776856,0.6381953715443366,0.728924580064534,0.6193825234804526,0.6053574185567862,0.014025104923666487,1
BkiUc5025V5ipNhMBkE8,arxiv,0.46195327711645756,0.6832675651259076,0.441794007715744,0.9977855988541653,0.3012186972634693,0.5958987603272811,0.2946800630638118,1
BkiUbmzxK1UJ-rRH-1MD,arxiv,0.5123731653459406,0.6963509482116146,0.5194435455436212,1.0,0.3468031744114068,0.6503481577913857,0.30354498337997887,1
BkiUbh04uzqh_Kly7RNW,arxiv,0.535368390440375,0.3600929329094044,0.5441909445441062,0.729283806144611,0.5297947768122454,0.5400130684638162,0.010218291651570843,1
BkiUdK84eIZjvCjkaEGo,arxiv,0.5461983065423306,0.39996516159215567,0.5447574705746395,0.7604340551575571,0.5301758778717394,0.5595503304344901,0.02937445256275073,1
BkiUbLPxK6-gDw5AtUZ3,arxiv,0.4768920021658957,0.6768365259761807,0.46820394173243585,0.9780978545143365,0.33776478227646284,0.5928313520737564,0.25506656979729353,1
BkiUd1_xaKgQMdMtQloi,arxiv,0.5508028405460516,0.4480561300802268,0.5585597478032285,0.8193905387388817,0.5139236065287284,0.5815355355604876,0.06761192903175928,1
BkiUaafxK1Thg9qFa1Qs,arxiv,0.5400492207641153,0.44951497645706845,0.5501958983710286,0.7355675060355361,0.47001828641108956,0.5984083327249697,0.12839004631388018,1
BkiUbRw4ubnjorKKr43C,arxiv,0.5449066046484349,0.38131301934622347,0.5642397531867506,0.8173164645178203,0.5327070406120414,0.5550729080120961,0.02236586740005464,1
BkiUfgM5qhDCiwNLy3CU,arxiv,0.6134878341689118,0.3881148869080189,0.6356663411609842,0.728698064815904,0.5989410468678364,0.6256101569198078,0.026669110051971368,1
BkiUa2nxK4sA-5Y3qUsP,arxiv,0.5175436018369616,0.6912547176297049,0.5293124557585882,0.996994597811557,0.3356975810488082,0.6690819524937561,0.3333843714449479,1
BkiUa_U4ubnjoqNEqKRH,arxiv,0.5138304008657204,0.6141569308349598,0.5231379020459319,0.9862452949277081,0.3302944629264551,0.6667770158151081,0.336482552888653,1
BkiUdW85qsJBjnJ89-mW,arxiv,0.58456391994889,0.5414157874046241,0.6092699327257272,0.7822149347523197,0.5121838087552533,0.6448806792769205,0.13269687052166723,1
BkiUdlg4eILhQJztnknv,arxiv,0.5645682330251434,0.38296648462459654,0.5853039844805412,0.7994923848949529,0.5518165503791724,0.5751946352301193,0.023378084850946834,1
BkiUfQPxK0zjCrsOBupv,arxiv,0.47997115323899747,0.4462832907592608,0.4605200876913874,0.8137603527644266,0.3548990461774266,0.5841979091236399,0.22929886294621327,1
BkiUfufxK3YB9i3RN54o,arxiv,0.51485932297728,0.3785482400543993,0.4953309164771889,0.7873392095715416,0.43787732337251856,0.5790109893145813,0.14113366594206272,1
BkiUdX85qdmDH5kXI0R3,arxiv,0.5401067225538125,0.5230361697016657,0.5511543897293761,0.820317965858524,0.45153682015879487,0.6139149745496607,0.16237815439086584,1
BkiUbjE5qoaAwj4XNMHR,arxiv,0.5385998487058091,0.7139743796636376,0.5614441063813062,0.9988979182189514,0.392699429466061,0.6601835314055992,0.26748410193953814,1
BkiUbdM5qsMAIwbUZ5AS,arxiv,0.5985372573352573,0.3924124872481153,0.6243016664547909,0.6980315026312324,0.6144671850677128,0.5852623175582111,0.029204867509501686,1
BkiUdTrxK02iP5rWKmQx,arxiv,0.5981819276386076,0.3830008180194415,0.6265625214030492,0.7652494490371425,0.5992797750899198,0.5972670547625141,0.002012720327405737,1
BkiUdBQ5qYVBSqkygqvC,arxiv,0.5411610958044661,0.3338503171248357,0.5448177268583952,0.7381959076915998,0.5327179311054958,0.5481970663869411,0.015479135281445289,1
BkiUdqk25V5i1dkg3xWc,arxiv,0.4969856166858721,0.20475988987678692,0.5022818773702079,0.8486176896171727,0.47782260496858137,0.5129547931169479,0.03513218814836655,1
BkiUbXXxK7Tt6CA5FTG7,arxiv,0.5520436081581744,0.3102559426771899,0.5688085431147935,0.842834070469916,0.5739695911568379,0.533771955659288,0.040197635497549844,1
BkiUc_Y4c3aisMwilqSJ,arxiv,0.5400723377465316,0.6120440985315101,0.5693816835674124,0.957914329260371,0.33998307860858795,0.7068133870281512,0.36683030841956327,1
BkiUdlE5qoYAo52Vqk4-,arxiv,0.5651942856465733,0.3999230408955133,0.5700907906856313,0.7718982205901398,0.5289379541793793,0.5954078952025685,0.06646994102318926,1
BkiUed04eIOjR4Mj-00Z,arxiv,0.5429171196027378,0.36425043351985753,0.5534380034411409,0.7659386432419837,0.5192051450420817,0.5626770984032843,0.043471953361202575,1
BkiUdWg5qg5A59MXG8c0,arxiv,0.5218347740066039,0.3941737909167208,0.5212203668882139,0.7944450889072661,0.4541232437336931,0.5782610492340298,0.12413780550033665,1
BkiUfsA5qhLBrnqN0sQf,arxiv,0.47033279034963055,0.4353078338233901,0.45834182351622615,0.8111715945007392,0.3493437684610166,0.5711569752568089,0.22181320679579225,1
BkiUbwnxK4sA-7sDdyQM,arxiv,0.5003816511809571,0.674868970212249,0.4941129601685906,0.9577943408763002,0.3508303864200438,0.6250077051483849,0.27417731872834106,1
BkiUd9Y4eILhP_ZFB6pa,arxiv,0.5172238247528166,0.3553654786760245,0.5090991775884703,0.7648811999839382,0.48741592688413143,0.5420637396433875,0.054647812759256065,1
BkiUeTzxK6mkyCfODSv-,arxiv,0.581092289128174,0.6314547079822812,0.5875959862074509,0.8108306567860782,0.48659274832326077,0.6598419064656016,0.17324915814234082,1
BkiUfbI25V5jXvdT3FCG,arxiv,0.47574545338505153,0.6754912888127942,0.4673504531675758,0.9798826547901467,0.27983173057252475,0.6390068890621573,0.35917515848963255,1
BkiUdhHxaKgQIQzdyQmI,arxiv,0.5569995854807754,0.314300856087841,0.5635702545186653,0.8185889199718573,0.5498233326871818,0.5629797961421036,0.01315646345492183,1
BkiUc-vxK7IDPXIhnLPg,arxiv,0.5269478074738262,0.6794880361151944,0.5524548537500967,0.9542162851032504,0.35500136119183723,0.6702365127088171,0.3152351515169799,1
BkiUdfTxK6Ot9UjEBlvA,arxiv,0.5797609868289677,0.6571478846424017,0.6152026430844658,0.8743884129505091,0.4962993638070364,0.6493123393472441,0.1530129755402077,1
BkiUdG45qX_Bl-uWGa7i,arxiv,0.5295585045610891,0.2946016601797455,0.5373401696020988,0.8075350944016357,0.5039941607416539,0.5508621244106183,0.046867963668964396,1
BkiUfSvxK6nrxjHzDfaq,arxiv,0.5465697383114129,0.3053564578387606,0.5621873231424918,0.7948682152757064,0.5403363170954046,0.5517642559914196,0.01142793889601501,1
BkiUdPc5qoYA0D8lKjOo,arxiv,0.5661118910038128,0.3348340443317199,0.5856511103331751,0.801183843939043,0.5918799639877881,0.5446384968504998,0.04724146713728827,1
BkiUbWY25YjgKLaE8IjZ,arxiv,0.547138906260247,0.4834586588612993,0.5676701099078153,0.8083565556777085,0.4834468649572525,0.6002156073460758,0.11676874238882334,1
BkiUc-XxK3xgpbERC94a,arxiv,0.5231773867857541,0.7038061973070494,0.5364216078061851,1.0,0.33712871184114496,0.6782179492395951,0.34108923739845015,1
BkiUftw5qhDCYT-7h2Ps,arxiv,0.5667938309249776,0.7169847148598422,0.5859179339567746,0.7966603929282028,0.41208778253864314,0.6957155379135895,0.2836277553749464,1
BkiUduA4uzlhgyWvJ1dJ,arxiv,0.6007517445466308,0.3731199125275924,0.6146533907744687,0.68790985818781,0.621207636244463,0.5837051681317706,0.03750246811269231,1
BkiUfN_xK7IAE_K9ytSd,arxiv,0.5322453357661029,0.5859448233407946,0.5387192116016002,0.7071722303804571,0.4553337958842082,0.5963382856676815,0.14100448978347335,1
BkiUdb45qdmDD94KRNW6,arxiv,0.5638222674735317,0.6618406231243898,0.5797559037105202,0.8953102365150093,0.4089557359571788,0.6928777104038261,0.28392197444664724,1
BkiUc_I5qYVBWXyireYI,arxiv,0.5401006370126985,0.35995325706290604,0.553346955324605,0.769718794341465,0.4772008880833254,0.5925170944538426,0.1153162063705172,1
BkiUav3xK6nrxqmoxKc4,arxiv,0.5228172830393304,0.708972460156536,0.5365264750102509,0.9990609576721757,0.3015919661447069,0.70717171378485,0.4055797476401431,1
BkiUfHs5qhLBvG9b_Ccl,arxiv,0.5467628831789203,0.5152922094710088,0.5571275771747072,0.7842878125178347,0.47712837728770385,0.6047916380882672,0.12766326080056334,1
BkiUfBXxK3YB9i3RNEBb,arxiv,0.5077435197815726,0.6563450693671773,0.5133957071914909,0.9516286515468988,0.3388075466785899,0.6485234973673913,0.3097159506888014,1
BkiUdl84uBhjAAuFmfLG,arxiv,0.4955039364292997,0.4806837386807302,0.4889761246004252,0.8906213604630595,0.370998114284112,0.5992587882169561,0.2282606739328441,1
BkiUf13xK1fBGwCLPSMO,arxiv,0.5631619342277628,0.7304197961736947,0.600363342501474,0.9984475757990147,0.4189485379928305,0.6833397644235398,0.26439122643070934,1
BkiUbEHxK7ICUubsx6Ic,arxiv,0.5777457357740392,0.49490931910762465,0.5991416869067228,0.7452083952283831,0.549955646798584,0.6009041432535852,0.05094849645500121,1
BkiUbVQ5qhLACAkw_leP,arxiv,0.5796446594383026,0.48468898517178405,0.5963931870041485,0.7490209768280698,0.5146665373940652,0.6337930944751671,0.11912655708110187,1
BkiUd9zxK2li-F6JzCsS,arxiv,0.516058385617685,0.23705267021675352,0.528767221439528,0.8359629363513037,0.5042397256557739,0.5259072689192775,0.02166754326350362,1
BkiUbck4uBhhxKZ5uaCF,arxiv,0.5110207281014592,0.28822641264128446,0.5059374560240631,0.7510989232377254,0.4990906265550543,0.5209624793901299,0.021871852835075534,1
BkiUd5s25V5jBFwBuKof,arxiv,0.5074719505073285,0.5900160955198119,0.523057751279958,0.943071908718433,0.3531633619419491,0.6360624409784781,0.282899079036529,1
BkiUdeo5qX_BnmUhN6EM,arxiv,0.5125280147171372,0.43324017769668965,0.5023463477835017,0.8114543452961058,0.4270381670958227,0.5837695544015656,0.15673138730574293,1
BkiUcvY4eIXhokFxRhFy,arxiv,0.506904357115275,0.2229613162549832,0.530504981310775,0.8060834004895161,0.5029297879879032,0.5102164980547516,0.007286710066848334,1
BkiUdGM4ubnjow-6Mjh5,arxiv,0.5395408604265192,0.28362550834396116,0.5637375144382031,0.7324815119276316,0.5439530434042108,0.5358640412784427,0.00808900212576813,1
