N_params_B,D_tokens_B,val_loss,step,interpolated
2.782831,0.344,3.6197,0,1
2.782831,0.349,3.6113,0,1
2.782831,0.355,3.6025,0,1
2.782831,0.360,3.5964,0,1
2.782831,0.366,3.5857,0,1
2.782831,0.372,3.5817,0,1
2.782831,0.377,3.5770,0,1
2.782831,0.383,3.5700,0,1
2.782831,0.389,3.5631,0,1
2.782831,0.395,3.5564,0,1
2.782831,0.402,3.5464,0,1
2.782831,0.408,3.5418,0,1
2.782831,0.414,3.5339,0,1
2.782831,0.421,3.5292,0,1
2.782831,0.427,3.5236,0,1
2.782831,0.434,3.5155,0,1
2.782831,0.441,3.5036,0,1
2.782831,0.447,3.4995,0,1
2.782831,0.454,3.4897,0,1
2.782831,0.461,3.4860,0,1
2.782831,0.469,3.4776,0,1
2.782831,0.476,3.4713,0,1
2.782831,0.483,3.4635,0,1
2.782831,0.491,3.4567,0,1
2.782831,0.499,3.4497,0,1
2.782831,0.506,3.4451,0,1
2.782831,0.514,3.4386,0,1
2.782831,0.522,3.4300,0,1
2.782831,0.530,3.4214,0,1
2.782831,0.539,3.4171,0,1
2.782831,0.547,3.4083,0,1
2.782831,0.556,3.4047,0,1
2.782831,0.564,3.4010,0,1
2.782831,0.573,3.3906,0,1
2.782831,0.582,3.3865,0,1
2.782831,0.591,3.3783,0,1
2.782831,0.600,3.3736,0,1
2.782831,0.610,3.3696,0,1
2.782831,0.619,3.3610,0,1
2.782831,0.629,3.3603,0,1
2.782831,0.638,3.3500,0,1
2.782831,0.648,3.3454,0,1
2.782831,0.659,3.3461,0,1
2.782831,0.669,3.3317,0,1
2.782831,0.679,3.3264,0,1
2.782831,0.690,3.3206,0,1
2.782831,0.701,3.3171,0,1
2.782831,0.711,3.3104,0,1
2.782831,0.723,3.3012,0,1
2.782831,0.734,3.2970,0,1
2.782831,0.745,3.2899,0,1
2.782831,0.757,3.2875,0,1
2.782831,0.769,3.2816,0,1
2.782831,0.781,3.2776,0,1
2.782831,0.793,3.2720,0,1
2.782831,0.805,3.2643,0,1
2.782831,0.818,3.2569,0,1
2.782831,0.830,3.2560,0,1
2.782831,0.843,3.2443,0,1
2.782831,0.856,3.2375,0,1
2.782831,0.870,3.2330,0,1
2.782831,0.883,3.2295,0,1
2.782831,0.897,3.2211,0,1
2.782831,0.911,3.2144,0,1
2.782831,0.925,3.2131,0,1
2.782831,0.940,3.2050,0,1
2.782831,0.954,3.2016,0,1
2.782831,0.969,3.1956,0,1
2.782831,0.984,3.1910,0,1
2.782831,1.000,3.1852,0,1
2.782831,1.015,3.1754,0,1
2.782831,1.031,3.1714,0,1
2.782831,1.047,3.1620,0,1
2.782831,1.063,3.1580,0,1
2.782831,1.080,3.1601,0,1
2.782831,1.097,3.1507,0,1
2.782831,1.114,3.1433,0,1
2.782831,1.131,3.1416,0,1
2.782831,1.149,3.1329,0,1
2.782831,1.167,3.1325,0,1
2.782831,1.185,3.1271,0,1
2.782831,1.203,3.1192,0,1
2.782831,1.222,3.1130,0,1
2.782831,1.241,3.1071,0,1
2.782831,1.260,3.1068,0,1
2.782831,1.280,3.0995,0,1
2.782831,1.300,3.0953,0,1
2.782831,1.320,3.0925,0,1
2.782831,1.341,3.0872,0,1
2.782831,1.362,3.0824,0,1
2.782831,1.383,3.0826,0,1
2.782831,1.404,3.0765,0,1
2.782831,1.426,3.0687,0,1
2.782831,1.449,3.0619,0,1
2.782831,1.471,3.0588,0,1
2.782831,1.494,3.0527,0,1
2.782831,1.517,3.0475,0,1
2.782831,1.541,3.0421,0,1
2.782831,1.565,3.0384,0,1
2.782831,1.589,3.0301,0,1
2.782831,1.614,3.0313,0,1
2.782831,1.639,3.0250,0,1
2.782831,1.665,3.0155,0,1
2.782831,1.691,3.0186,0,1
2.782831,1.717,3.0112,0,1
2.782831,1.744,3.0051,0,1
2.782831,1.771,2.9996,0,1
2.782831,1.799,2.9955,0,1
2.782831,1.827,2.9889,0,1
2.782831,1.855,2.9828,0,1
2.782831,1.884,2.9799,0,1
2.782831,1.913,2.9786,0,1
2.782831,1.943,2.9721,0,1
2.782831,1.973,2.9672,0,1
2.782831,2.004,2.9604,0,1
2.782831,2.035,2.9588,0,1
2.782831,2.067,2.9502,0,1
2.782831,2.099,2.9500,1,1
2.782831,2.132,2.9415,1,1
2.782831,2.165,2.9368,1,1
2.782831,2.199,2.9371,1,1
2.782831,2.233,2.9309,1,1
2.782831,2.268,2.9283,1,1
2.782831,2.303,2.9246,1,1
2.782831,2.339,2.9208,1,1
2.782831,2.375,2.9166,1,1
2.782831,2.412,2.9124,1,1
2.782831,2.450,2.9092,1,1
2.782831,2.488,2.9051,1,1
2.782831,2.527,2.9030,1,1
2.782831,2.566,2.8950,1,1
2.782831,2.606,2.8927,1,1
2.782831,2.647,2.8883,1,1
2.782831,2.688,2.8810,1,1
2.782831,2.730,2.8819,1,1
2.782831,2.773,2.8753,1,1
2.782831,2.816,2.8750,1,1
2.782831,2.860,2.8668,1,1
2.782831,2.904,2.8579,1,1
2.782831,2.949,2.8599,1,1
2.782831,2.995,2.8532,1,1
2.782831,3.042,2.8499,1,1
2.782831,3.089,2.8480,1,1
2.782831,3.138,2.8416,1,1
2.782831,3.186,2.8410,1,1
2.782831,3.236,2.8347,1,1
2.782831,3.286,2.8322,1,1
2.782831,3.338,2.8270,1,1
2.782831,3.390,2.8279,1,1
2.782831,3.442,2.8206,1,1
2.782831,3.496,2.8155,1,1
2.782831,3.551,2.8118,1,1
2.782831,3.606,2.8094,1,1
2.782831,3.662,2.8062,1,1
2.782831,3.719,2.7991,1,1
2.782831,3.777,2.7973,1,1
2.782831,3.836,2.7941,1,1
2.782831,3.896,2.7905,1,1
2.782831,3.956,2.7858,1,1
2.782831,4.018,2.7785,1,1
2.782831,4.080,2.7791,1,1
2.782831,4.144,2.7770,1,1
2.782831,4.209,2.7689,2,1
2.782831,4.274,2.7641,2,1
2.782831,4.341,2.7600,2,1
2.782831,4.408,2.7629,2,1
2.782831,4.477,2.7545,2,1
2.782831,4.547,2.7533,2,1
2.782831,4.618,2.7446,2,1
2.782831,4.690,2.7448,2,1
2.782831,4.763,2.7415,2,1
2.782831,4.837,2.7413,2,1
2.782831,4.912,2.7371,2,1
2.782831,4.989,2.7340,2,1
2.782831,5.066,2.7284,2,1
2.782831,5.145,2.7237,2,1
2.782831,5.225,2.7199,2,1
2.782831,5.307,2.7196,2,1
2.782831,5.389,2.7123,2,1
2.782831,5.473,2.7162,2,1
2.782831,5.559,2.7101,2,1
2.782831,5.645,2.7068,2,1
2.782831,5.733,2.6989,2,1
2.782831,5.823,2.7005,2,1
2.782831,5.913,2.6958,2,1
2.782831,6.005,2.6954,2,1
2.782831,6.099,2.6901,2,1
2.782831,6.194,2.6863,2,1
2.782831,6.290,2.6811,3,1
2.782831,6.388,2.6763,3,1
2.782831,6.488,2.6703,3,1
2.782831,6.589,2.6692,3,1
2.782831,6.692,2.6723,3,1
2.782831,6.796,2.6613,3,1
2.782831,6.902,2.6598,3,1
2.782831,7.009,2.6588,3,1
2.782831,7.118,2.6548,3,1
2.782831,7.229,2.6600,3,1
2.782831,7.342,2.6491,3,1
2.782831,7.456,2.6460,3,1
2.782831,7.572,2.6435,3,1
2.782831,7.690,2.6405,3,1
2.782831,7.810,2.6375,3,1
2.782831,7.932,2.6348,3,1
2.782831,8.055,2.6343,3,1
2.782831,8.181,2.6252,3,1
2.782831,8.308,2.6255,3,1
2.782831,8.438,2.6231,4,1
2.782831,8.569,2.6205,4,1
2.782831,8.703,2.6182,4,1
2.782831,8.838,2.6139,4,1
2.782831,8.976,2.6123,4,1
2.782831,9.116,2.6096,4,1
2.782831,9.258,2.6025,4,1
2.782831,9.402,2.6026,4,1
2.782831,9.548,2.6025,4,1
2.782831,9.697,2.5951,4,1
2.782831,9.848,2.5933,4,1
2.782831,10.002,2.5902,4,1
2.782831,10.157,2.5913,4,1
2.782831,10.316,2.5819,4,1
2.782831,10.476,2.5821,5,1
2.782831,10.640,2.5800,5,1
2.782831,10.805,2.5738,5,1
2.782831,10.974,2.5710,5,1
2.782831,11.145,2.5729,5,1
2.782831,11.318,2.5698,5,1
2.782831,11.495,2.5682,5,1
2.782831,11.674,2.5670,5,1
2.782831,11.855,2.5601,5,1
2.782831,12.040,2.5586,5,1
2.782831,12.228,2.5558,5,1
2.782831,12.418,2.5518,5,1
2.782831,12.612,2.5497,6,1
2.782831,12.808,2.5500,6,1
2.782831,13.008,2.5474,6,1
2.782831,13.210,2.5428,6,1
2.782831,13.416,2.5378,6,1
2.782831,13.625,2.5365,6,1
2.782831,13.837,2.5333,6,1
2.782831,14.053,2.5322,6,1
2.782831,14.272,2.5298,6,1
2.782831,14.494,2.5266,6,1
2.782831,14.720,2.5231,7,1
2.782831,14.949,2.5186,7,1
2.782831,15.182,2.5180,7,1
2.782831,15.418,2.5165,7,1
2.782831,15.659,2.5160,7,1
2.782831,15.903,2.5101,7,1
2.782831,16.150,2.5105,7,1
2.782831,16.402,2.5057,7,1
2.782831,16.657,2.5014,7,1
2.782831,16.917,2.5026,8,1
2.782831,17.180,2.5010,8,1
2.782831,17.448,2.4963,8,1
2.782831,17.720,2.4948,8,1
2.782831,17.996,2.4940,8,1
2.782831,18.276,2.4885,8,1
2.782831,18.561,2.4837,8,1
2.782831,18.850,2.4872,9,1
2.782831,19.144,2.4831,9,1
2.782831,19.442,2.4793,9,1
2.782831,19.745,2.4769,9,1
2.782831,20.052,2.4767,9,1
2.782831,20.365,2.4732,9,1
2.782831,20.682,2.4687,9,1
2.782831,21.004,2.4652,10,1
2.782831,21.331,2.4684,10,1
2.782831,21.664,2.4666,10,1
2.782831,22.001,2.4641,10,1
2.782831,22.344,2.4608,10,1
2.782831,22.692,2.4588,10,1
2.782831,23.045,2.4549,11,1
2.782831,23.404,2.4527,11,1
2.782831,23.769,2.4507,11,1
2.782831,24.139,2.4489,11,1
2.782831,24.515,2.4438,11,1
2.782831,24.897,2.4454,11,1
2.782831,25.285,2.4429,12,1
2.782831,25.679,2.4427,12,1
2.782831,26.079,2.4397,12,1
2.782831,26.485,2.4404,12,1
2.782831,26.898,2.4332,12,1
2.782831,27.317,2.4315,13,1
2.782831,27.742,2.4288,13,1
2.782831,28.174,2.4257,13,1
2.782831,28.613,2.4235,13,1
2.782831,29.059,2.4272,13,1
2.782831,29.512,2.4237,14,1
2.782831,29.971,2.4188,14,1
2.782831,30.438,2.4145,14,1
2.782831,30.912,2.4166,14,1
2.782831,31.394,2.4109,15,1
2.782831,31.883,2.4085,15,1
2.782831,32.380,2.4082,15,1
2.782831,32.884,2.4076,15,1
2.782831,33.396,2.4066,15,1
2.782831,33.917,2.4030,16,1
2.782831,34.445,2.3993,16,1
2.782831,34.982,2.4001,16,1
2.782831,35.526,2.3965,16,1
2.782831,36.080,2.3964,17,1
2.782831,36.642,2.3895,17,1
2.782831,37.213,2.3920,17,1
2.782831,37.792,2.3895,18,1
2.782831,38.381,2.3832,18,1
2.782831,38.979,2.3828,18,1
2.782831,39.586,2.3794,18,1
2.782831,40.203,2.3824,19,1
2.782831,40.829,2.3785,19,1
2.782831,41.465,2.3762,19,1
2.782831,42.111,2.3775,20,1
2.782831,42.767,2.3711,20,1
2.782831,43.433,2.3749,20,1
2.782831,44.110,2.3689,21,1
2.782831,44.797,2.3717,21,1
2.782831,45.495,2.3661,21,1
2.782831,46.204,2.3626,22,1
2.782831,46.923,2.3623,22,1
2.782831,47.654,2.3622,22,1
2.782831,48.397,2.3574,23,1
2.782831,49.150,2.3571,23,1
2.782831,49.916,2.3571,23,1
2.782831,50.694,2.3531,24,1
2.782831,51.483,2.3520,24,1
2.782831,52.285,2.3500,25,1
2.782831,53.100,2.3511,25,1
2.782831,53.927,2.3456,25,1
2.782831,54.767,2.3451,26,1
2.782831,55.620,2.3378,26,1
2.782831,56.487,2.3406,27,1
2.782831,57.367,2.3373,27,1
2.782831,58.260,2.3381,27,1
2.782831,59.168,2.3357,28,1
2.782831,60.090,2.3325,28,1
2.782831,61.026,2.3308,29,1
2.782831,61.976,2.3318,29,1
2.782831,62.942,2.3267,30,1
2.782831,63.922,2.3272,30,1
2.782831,64.918,2.3265,31,1
2.782831,65.929,2.3232,31,1
2.782831,66.956,2.3227,32,1
2.782831,67.999,2.3216,32,1
2.782831,69.058,2.3204,33,1
2.782831,70.134,2.3166,33,1
2.782831,71.227,2.3132,34,1
2.782831,72.336,2.3143,34,1
2.782831,73.463,2.3119,35,1
2.782831,74.608,2.3094,35,1
2.782831,75.770,2.3108,36,1
2.782831,76.950,2.3051,36,1
2.782831,78.149,2.3054,37,1
2.782831,79.366,2.3064,37,1
2.782831,80.603,2.2995,38,1
2.782831,81.858,2.2987,39,1
2.782831,83.133,2.2980,39,1
2.782831,84.428,2.2965,40,1
2.782831,85.744,2.2983,41,1
2.782831,87.079,2.2998,41,1
2.782831,88.436,2.2940,42,1
2.782831,89.813,2.2919,42,1
2.782831,91.212,2.2895,43,1
2.782831,92.633,2.2859,44,1
2.782831,94.076,2.2879,45,1
2.782831,95.542,2.2864,45,1
2.782831,97.030,2.2845,46,1
2.782831,98.542,2.2837,47,1
2.782831,100.077,2.2797,47,1
2.782831,101.636,2.2817,48,1
2.782831,103.219,2.2801,49,1
2.782831,104.827,2.2762,50,1
2.782831,106.460,2.2745,50,1
2.782831,108.118,2.2721,51,1
2.782831,109.802,2.2719,52,1
2.782831,111.513,2.2694,53,1
2.782831,113.250,2.2698,54,1
2.782831,115.014,2.2699,55,1
2.782831,116.806,2.2724,55,1
2.782831,118.625,2.2662,56,1
2.782831,120.473,2.2652,57,1
2.782831,122.350,2.2627,58,1
2.782831,124.256,2.2602,59,1
2.782831,126.191,2.2625,60,1
2.782831,128.157,2.2572,61,1
2.782831,130.154,2.2618,62,1
2.782831,132.181,2.2578,63,1
2.782831,134.240,2.2524,64,1
2.782831,136.331,2.2514,65,1
2.782831,138.455,2.2505,66,1
2.782831,140.612,2.2482,67,1
2.782831,142.802,2.2475,68,1
2.782831,145.027,2.2507,69,1
2.782831,147.286,2.2436,70,1
2.782831,149.580,2.2488,71,1
2.782831,151.910,2.2433,72,1
2.782831,154.277,2.2426,73,1
2.782831,156.680,2.2426,74,1
2.782831,159.121,2.2375,76,1
2.782831,161.600,2.2373,77,1
2.782831,164.117,2.2385,78,1
2.782831,166.674,2.2354,79,1
2.782831,169.270,2.2337,80,1
2.782831,171.907,2.2339,82,1
2.782831,174.585,2.2305,83,1
2.782831,177.304,2.2265,84,1
2.782831,180.066,2.2302,86,1
2.782831,182.871,2.2311,87,1
2.782831,185.720,2.2294,88,1
2.782831,188.613,2.2276,90,1
2.782831,191.551,2.2242,91,1
2.782831,194.535,2.2206,93,1
2.782831,197.566,2.2246,94,1
2.782831,200.643,2.2234,96,1
2.782831,203.769,2.2201,97,1
2.782831,206.943,2.2169,99,1
2.782831,210.167,2.2172,100,1
2.782831,213.441,2.2190,102,1
2.782831,216.766,2.2147,103,1
2.782831,220.142,2.2129,105,1
2.782831,223.572,2.2157,106,1
2.782831,227.054,2.2128,108,1
2.782831,230.591,2.2118,110,1
2.782831,234.183,2.2084,112,1
2.782831,237.831,2.2066,113,1
2.782831,241.536,2.2064,115,1
2.782831,245.299,2.2062,117,1
2.782831,249.120,2.2011,119,1
2.782831,253.001,2.2053,121,1
2.782831,256.942,2.2016,122,1
2.782831,260.944,2.2033,124,1
2.782831,265.009,2.2021,126,1
2.782831,269.138,2.1976,128,1
2.782831,273.330,2.1988,130,1
2.782831,277.588,2.1943,132,1
2.782831,281.912,2.1897,134,1
2.782831,286.304,2.1906,136,1
2.782831,290.764,2.1905,139,1
2.782831,295.293,2.1918,141,1
2.782831,299.893,2.1916,143,1
