N_params_B,D_tokens_B,val_loss,step,interpolated
0.162405,0.339,4.0323,0,1
0.162405,0.344,4.0248,0,1
0.162405,0.349,4.0190,0,1
0.162405,0.355,4.0113,0,1
0.162405,0.360,4.0074,0,1
0.162405,0.366,3.9972,0,1
0.162405,0.372,3.9901,0,1
0.162405,0.377,3.9834,0,1
0.162405,0.383,3.9747,0,1
0.162405,0.389,3.9709,0,1
0.162405,0.395,3.9635,0,1
0.162405,0.402,3.9547,0,1
0.162405,0.408,3.9503,0,1
0.162405,0.414,3.9385,0,1
0.162405,0.421,3.9304,0,1
0.162405,0.427,3.9283,0,1
0.162405,0.434,3.9175,0,1
0.162405,0.441,3.9133,0,1
0.162405,0.447,3.9069,0,1
0.162405,0.454,3.9028,0,1
0.162405,0.461,3.8929,0,1
0.162405,0.469,3.8855,0,1
0.162405,0.476,3.8773,0,1
0.162405,0.483,3.8701,0,1
0.162405,0.491,3.8652,0,1
0.162405,0.499,3.8562,0,1
0.162405,0.506,3.8506,0,1
0.162405,0.514,3.8425,0,1
0.162405,0.522,3.8362,0,1
0.162405,0.530,3.8291,0,1
0.162405,0.539,3.8204,0,1
0.162405,0.547,3.8154,0,1
0.162405,0.556,3.8095,0,1
0.162405,0.564,3.8005,0,1
0.162405,0.573,3.7967,0,1
0.162405,0.582,3.7936,0,1
0.162405,0.591,3.7888,0,1
0.162405,0.600,3.7798,0,1
0.162405,0.610,3.7763,0,1
0.162405,0.619,3.7660,0,1
0.162405,0.629,3.7636,0,1
0.162405,0.638,3.7580,0,1
0.162405,0.648,3.7497,0,1
0.162405,0.659,3.7444,0,1
0.162405,0.669,3.7389,0,1
0.162405,0.679,3.7356,0,1
0.162405,0.690,3.7278,0,1
0.162405,0.701,3.7225,0,1
0.162405,0.711,3.7183,0,1
0.162405,0.723,3.7106,0,1
0.162405,0.734,3.7035,0,1
0.162405,0.745,3.7001,0,1
0.162405,0.757,3.6940,0,1
0.162405,0.769,3.6913,0,1
0.162405,0.781,3.6856,0,1
0.162405,0.793,3.6775,0,1
0.162405,0.805,3.6715,0,1
0.162405,0.818,3.6622,0,1
0.162405,0.830,3.6587,0,1
0.162405,0.843,3.6537,0,1
0.162405,0.856,3.6498,0,1
0.162405,0.870,3.6419,0,1
0.162405,0.883,3.6351,0,1
0.162405,0.897,3.6292,0,1
0.162405,0.911,3.6239,0,1
0.162405,0.925,3.6217,0,1
0.162405,0.940,3.6144,0,1
0.162405,0.954,3.6069,0,1
0.162405,0.969,3.5984,0,1
0.162405,0.984,3.5950,0,1
0.162405,1.000,3.5927,0,1
0.162405,1.015,3.5851,0,1
0.162405,1.031,3.5811,0,1
0.162405,1.047,3.5709,0,1
0.162405,1.063,3.5680,0,1
0.162405,1.080,3.5594,0,1
0.162405,1.097,3.5565,0,1
0.162405,1.114,3.5500,0,1
0.162405,1.131,3.5478,0,1
0.162405,1.149,3.5396,0,1
0.162405,1.167,3.5357,0,1
0.162405,1.185,3.5349,0,1
0.162405,1.203,3.5273,0,1
0.162405,1.222,3.5249,0,1
0.162405,1.241,3.5180,0,1
0.162405,1.260,3.5143,0,1
0.162405,1.280,3.5092,0,1
0.162405,1.300,3.5041,0,1
0.162405,1.320,3.5006,0,1
0.162405,1.341,3.4921,0,1
0.162405,1.362,3.4906,0,1
0.162405,1.383,3.4845,0,1
0.162405,1.404,3.4797,0,1
0.162405,1.426,3.4765,0,1
0.162405,1.449,3.4715,0,1
0.162405,1.471,3.4676,0,1
0.162405,1.494,3.4589,0,1
0.162405,1.517,3.4579,0,1
0.162405,1.541,3.4487,0,1
0.162405,1.565,3.4475,0,1
0.162405,1.589,3.4396,0,1
0.162405,1.614,3.4385,0,1
0.162405,1.639,3.4255,0,1
0.162405,1.665,3.4274,0,1
0.162405,1.691,3.4216,0,1
0.162405,1.717,3.4233,0,1
0.162405,1.744,3.4119,0,1
0.162405,1.771,3.4051,0,1
0.162405,1.799,3.4063,0,1
0.162405,1.827,3.3981,0,1
0.162405,1.855,3.3947,0,1
0.162405,1.884,3.3858,0,1
0.162405,1.913,3.3852,0,1
0.162405,1.943,3.3793,0,1
0.162405,1.973,3.3743,0,1
0.162405,2.004,3.3681,0,1
0.162405,2.035,3.3685,0,1
0.162405,2.067,3.3576,0,1
0.162405,2.099,3.3570,1,1
0.162405,2.132,3.3518,1,1
0.162405,2.165,3.3515,1,1
0.162405,2.199,3.3410,1,1
0.162405,2.233,3.3401,1,1
0.162405,2.268,3.3347,1,1
0.162405,2.303,3.3311,1,1
0.162405,2.339,3.3286,1,1
0.162405,2.375,3.3214,1,1
0.162405,2.412,3.3169,1,1
0.162405,2.450,3.3135,1,1
0.162405,2.488,3.3069,1,1
0.162405,2.527,3.3061,1,1
0.162405,2.566,3.3014,1,1
0.162405,2.606,3.2981,1,1
0.162405,2.647,3.2922,1,1
0.162405,2.688,3.2905,1,1
0.162405,2.730,3.2876,1,1
0.162405,2.773,3.2859,1,1
0.162405,2.816,3.2763,1,1
0.162405,2.860,3.2777,1,1
0.162405,2.904,3.2718,1,1
0.162405,2.949,3.2655,1,1
0.162405,2.995,3.2633,1,1
0.162405,3.042,3.2602,1,1
0.162405,3.089,3.2570,1,1
0.162405,3.138,3.2536,1,1
0.162405,3.186,3.2478,1,1
0.162405,3.236,3.2446,1,1
0.162405,3.286,3.2440,1,1
0.162405,3.338,3.2351,1,1
0.162405,3.390,3.2324,1,1
0.162405,3.442,3.2294,1,1
0.162405,3.496,3.2231,1,1
0.162405,3.551,3.2223,1,1
0.162405,3.606,3.2157,1,1
0.162405,3.662,3.2124,1,1
0.162405,3.719,3.2048,1,1
0.162405,3.777,3.1973,1,1
0.162405,3.836,3.2017,1,1
0.162405,3.896,3.1954,1,1
0.162405,3.956,3.1934,1,1
0.162405,4.018,3.1889,1,1
0.162405,4.080,3.1812,1,1
0.162405,4.144,3.1834,1,1
0.162405,4.209,3.1754,2,1
0.162405,4.274,3.1708,2,1
0.162405,4.341,3.1681,2,1
0.162405,4.408,3.1647,2,1
0.162405,4.477,3.1620,2,1
0.162405,4.547,3.1602,2,1
0.162405,4.618,3.1537,2,1
0.162405,4.690,3.1505,2,1
0.162405,4.763,3.1452,2,1
0.162405,4.837,3.1467,2,1
0.162405,4.912,3.1406,2,1
0.162405,4.989,3.1375,2,1
0.162405,5.066,3.1363,2,1
0.162405,5.145,3.1307,2,1
0.162405,5.225,3.1282,2,1
0.162405,5.307,3.1226,2,1
0.162405,5.389,3.1179,2,1
0.162405,5.473,3.1169,2,1
0.162405,5.559,3.1134,2,1
0.162405,5.645,3.1088,2,1
0.162405,5.733,3.1084,2,1
0.162405,5.823,3.1040,2,1
0.162405,5.913,3.1004,2,1
0.162405,6.005,3.1011,2,1
0.162405,6.099,3.0971,2,1
0.162405,6.194,3.0879,2,1
0.162405,6.290,3.0867,3,1
0.162405,6.388,3.0858,3,1
0.162405,6.488,3.0858,3,1
0.162405,6.589,3.0773,3,1
0.162405,6.692,3.0747,3,1
0.162405,6.796,3.0718,3,1
0.162405,6.902,3.0676,3,1
0.162405,7.009,3.0686,3,1
0.162405,7.118,3.0639,3,1
0.162405,7.229,3.0611,3,1
0.162405,7.342,3.0569,3,1
0.162405,7.456,3.0551,3,1
0.162405,7.572,3.0497,3,1
0.162405,7.690,3.0503,3,1
0.162405,7.810,3.0427,3,1
0.162405,7.932,3.0402,3,1
0.162405,8.055,3.0353,3,1
0.162405,8.181,3.0354,3,1
0.162405,8.308,3.0321,3,1
0.162405,8.438,3.0298,4,1
0.162405,8.569,3.0258,4,1
0.162405,8.703,3.0255,4,1
0.162405,8.838,3.0189,4,1
0.162405,8.976,3.0140,4,1
0.162405,9.116,3.0171,4,1
0.162405,9.258,3.0139,4,1
0.162405,9.402,3.0089,4,1
0.162405,9.548,3.0065,4,1
0.162405,9.697,3.0016,4,1
0.162405,9.848,2.9992,4,1
0.162405,10.002,2.9972,4,1
0.162405,10.157,2.9943,4,1
0.162405,10.316,2.9925,4,1
0.162405,10.476,2.9874,5,1
0.162405,10.640,2.9844,5,1
0.162405,10.805,2.9866,5,1
0.162405,10.974,2.9792,5,1
0.162405,11.145,2.9768,5,1
0.162405,11.318,2.9759,5,1
0.162405,11.495,2.9724,5,1
0.162405,11.674,2.9722,5,1
0.162405,11.855,2.9700,5,1
0.162405,12.040,2.9648,5,1
0.162405,12.228,2.9611,5,1
0.162405,12.418,2.9579,5,1
0.162405,12.612,2.9554,6,1
0.162405,12.808,2.9542,6,1
0.162405,13.008,2.9527,6,1
0.162405,13.210,2.9508,6,1
0.162405,13.416,2.9485,6,1
0.162405,13.625,2.9418,6,1
0.162405,13.837,2.9451,6,1
0.162405,14.053,2.9371,6,1
0.162405,14.272,2.9390,6,1
0.162405,14.494,2.9332,6,1
0.162405,14.720,2.9306,7,1
0.162405,14.949,2.9256,7,1
0.162405,15.182,2.9254,7,1
0.162405,15.418,2.9249,7,1
0.162405,15.659,2.9192,7,1
0.162405,15.903,2.9169,7,1
0.162405,16.150,2.9155,7,1
0.162405,16.402,2.9152,7,1
0.162405,16.657,2.9106,7,1
0.162405,16.917,2.9080,8,1
0.162405,17.180,2.9079,8,1
0.162405,17.448,2.9052,8,1
0.162405,17.720,2.9014,8,1
0.162405,17.996,2.9002,8,1
0.162405,18.276,2.8965,8,1
0.162405,18.561,2.8948,8,1
0.162405,18.850,2.8873,9,1
0.162405,19.144,2.8937,9,1
0.162405,19.442,2.8862,9,1
0.162405,19.745,2.8857,9,1
0.162405,20.052,2.8813,9,1
0.162405,20.365,2.8836,9,1
0.162405,20.682,2.8786,9,1
0.162405,21.004,2.8754,10,1
0.162405,21.331,2.8692,10,1
0.162405,21.664,2.8707,10,1
0.162405,22.001,2.8700,10,1
0.162405,22.344,2.8695,10,1
0.162405,22.692,2.8604,10,1
0.162405,23.045,2.8649,11,1
0.162405,23.404,2.8604,11,1
0.162405,23.769,2.8579,11,1
0.162405,24.139,2.8527,11,1
0.162405,24.515,2.8539,11,1
0.162405,24.897,2.8509,11,1
0.162405,25.285,2.8518,12,1
0.162405,25.679,2.8478,12,1
0.162405,26.079,2.8476,12,1
0.162405,26.485,2.8439,12,1
0.162405,26.898,2.8347,12,1
0.162405,27.317,2.8387,13,1
0.162405,27.742,2.8376,13,1
0.162405,28.174,2.8361,13,1
0.162405,28.613,2.8317,13,1
0.162405,29.059,2.8275,13,1
0.162405,29.512,2.8275,14,1
0.162405,29.971,2.8269,14,1
0.162405,30.438,2.8257,14,1
0.162405,30.912,2.8220,14,1
0.162405,31.394,2.8188,15,1
0.162405,31.883,2.8190,15,1
0.162405,32.380,2.8177,15,1
0.162405,32.884,2.8100,15,1
0.162405,33.396,2.8118,15,1
0.162405,33.917,2.8084,16,1
0.162405,34.445,2.8068,16,1
0.162405,34.982,2.8031,16,1
0.162405,35.526,2.8039,16,1
0.162405,36.080,2.7996,17,1
0.162405,36.642,2.7983,17,1
0.162405,37.213,2.7962,17,1
0.162405,37.792,2.7962,18,1
0.162405,38.381,2.7933,18,1
0.162405,38.979,2.7899,18,1
0.162405,39.586,2.7897,18,1
0.162405,40.203,2.7879,19,1
0.162405,40.829,2.7856,19,1
0.162405,41.465,2.7823,19,1
0.162405,42.111,2.7823,20,1
0.162405,42.767,2.7793,20,1
0.162405,43.433,2.7787,20,1
0.162405,44.110,2.7759,21,1
0.162405,44.797,2.7766,21,1
0.162405,45.495,2.7742,21,1
0.162405,46.204,2.7716,22,1
0.162405,46.923,2.7696,22,1
0.162405,47.654,2.7670,22,1
0.162405,48.397,2.7678,23,1
0.162405,49.150,2.7627,23,1
0.162405,49.916,2.7590,23,1
0.162405,50.694,2.7584,24,1
0.162405,51.483,2.7577,24,1
0.162405,52.285,2.7548,25,1
0.162405,53.100,2.7533,25,1
0.162405,53.927,2.7563,25,1
0.162405,54.767,2.7524,26,1
0.162405,55.620,2.7516,26,1
0.162405,56.487,2.7516,27,1
0.162405,57.367,2.7448,27,1
0.162405,58.260,2.7432,27,1
0.162405,59.168,2.7402,28,1
0.162405,60.090,2.7449,28,1
0.162405,61.026,2.7382,29,1
0.162405,61.976,2.7389,29,1
0.162405,62.942,2.7371,30,1
0.162405,63.922,2.7333,30,1
0.162405,64.918,2.7350,31,1
0.162405,65.929,2.7291,31,1
0.162405,66.956,2.7292,32,1
0.162405,67.999,2.7269,32,1
0.162405,69.058,2.7259,33,1
0.162405,70.134,2.7240,33,1
0.162405,71.227,2.7223,34,1
0.162405,72.336,2.7230,34,1
0.162405,73.463,2.7206,35,1
0.162405,74.608,2.7159,35,1
0.162405,75.770,2.7171,36,1
0.162405,76.950,2.7123,36,1
0.162405,78.149,2.7149,37,1
0.162405,79.366,2.7117,37,1
0.162405,80.603,2.7120,38,1
0.162405,81.858,2.7082,39,1
0.162405,83.133,2.7076,39,1
0.162405,84.428,2.7053,40,1
0.162405,85.744,2.7021,41,1
0.162405,87.079,2.7018,41,1
0.162405,88.436,2.7026,42,1
0.162405,89.813,2.6991,42,1
0.162405,91.212,2.6987,43,1
0.162405,92.633,2.6950,44,1
0.162405,94.076,2.6936,45,1
0.162405,95.542,2.6946,45,1
0.162405,97.030,2.6937,46,1
0.162405,98.542,2.6881,47,1
0.162405,100.077,2.6886,47,1
0.162405,101.636,2.6919,48,1
0.162405,103.219,2.6854,49,1
0.162405,104.827,2.6833,50,1
0.162405,106.460,2.6806,50,1
0.162405,108.118,2.6826,51,1
0.162405,109.802,2.6766,52,1
0.162405,111.513,2.6785,53,1
0.162405,113.250,2.6775,54,1
0.162405,115.014,2.6735,55,1
0.162405,116.806,2.6769,55,1
0.162405,118.625,2.6728,56,1
0.162405,120.473,2.6701,57,1
0.162405,122.350,2.6723,58,1
0.162405,124.256,2.6697,59,1
0.162405,126.191,2.6661,60,1
0.162405,128.157,2.6650,61,1
0.162405,130.154,2.6631,62,1
0.162405,132.181,2.6649,63,1
0.162405,134.240,2.6644,64,1
0.162405,136.331,2.6569,65,1
0.162405,138.455,2.6621,66,1
0.162405,140.612,2.6568,67,1
0.162405,142.802,2.6596,68,1
0.162405,145.027,2.6532,69,1
0.162405,147.286,2.6510,70,1
0.162405,149.580,2.6535,71,1
0.162405,151.910,2.6483,72,1
0.162405,154.277,2.6480,73,1
0.162405,156.680,2.6499,74,1
0.162405,159.121,2.6475,76,1
0.162405,161.600,2.6429,77,1
0.162405,164.117,2.6434,78,1
0.162405,166.674,2.6439,79,1
0.162405,169.270,2.6386,80,1
0.162405,171.907,2.6407,82,1
0.162405,174.585,2.6361,83,1
0.162405,177.304,2.6360,84,1
0.162405,180.066,2.6357,86,1
0.162405,182.871,2.6386,87,1
0.162405,185.720,2.6361,88,1
0.162405,188.613,2.6349,90,1
0.162405,191.551,2.6326,91,1
0.162405,194.535,2.6293,93,1
0.162405,197.566,2.6305,94,1
0.162405,200.643,2.6303,96,1
0.162405,203.769,2.6269,97,1
0.162405,206.943,2.6253,99,1
0.162405,210.167,2.6213,100,1
0.162405,213.441,2.6274,102,1
0.162405,216.766,2.6237,103,1
0.162405,220.142,2.6215,105,1
0.162405,223.572,2.6208,106,1
0.162405,227.054,2.6163,108,1
0.162405,230.591,2.6168,110,1
0.162405,234.183,2.6172,112,1
0.162405,237.831,2.6136,113,1
0.162405,241.536,2.6134,115,1
0.162405,245.299,2.6148,117,1
0.162405,249.120,2.6091,119,1
0.162405,253.001,2.6130,121,1
0.162405,256.942,2.6100,122,1
0.162405,260.944,2.6062,124,1
0.162405,265.009,2.6047,126,1
0.162405,269.138,2.6026,128,1
0.162405,273.330,2.6048,130,1
0.162405,277.588,2.6052,132,1
0.162405,281.912,2.6051,134,1
0.162405,286.304,2.6023,136,1
0.162405,290.764,2.6019,139,1
0.162405,295.293,2.5981,141,1
0.162405,299.893,2.5959,143,1
