ind_i,ind_j,arxiv,book,c4,commoncrawl,github,stackexchange,wikipedia,rho_gap_arxiv_minus_github
modernbert_professionalism,modernbert_cleanliness,0.37717242200235224,0.3518467852257182,0.2851322625497602,0.1955080300266903,0.0058625921406644885,0.3967366511709855,0.5362248967769864,0.37130982986168776
modernbert_professionalism,rps_doc_frac_no_alph_words,-0.5203943125172175,0.4681186550507596,0.20566272311390293,0.27066821192999124,-0.15269227011853612,-0.38244086865438365,0.06617692160013718,-0.3677020423986813
modernbert_reasoning,rps_lines_numerical_chars_fraction,0.19928640359069996,-0.23736770105839156,0.0909118377891643,0.17243102061175444,-0.16837571176945557,-0.1936169833249808,0.06327189602018654,0.36766211536015553
modernbert_reasoning,rps_doc_frac_unique_words,-0.2671513602297522,-0.12218805424524495,-0.005709236219304844,-0.016069894530653366,0.0868348137591045,-0.1406056849255936,0.47115129878648937,-0.35398617398885673
ad_en,rps_doc_frac_no_alph_words,-0.3827826161055447,-0.1768997277825947,-0.15337484549845093,-0.1773125511643873,-0.031226487658651342,0.06017641735164721,0.23064485309873786,-0.3515561284468934
dsir_math,rps_doc_word_count,0.07839695830073119,-0.36642257442248277,0.3612225037947703,0.03502568845005581,0.42922985343111325,0.09238552689288526,0.6164793868165352,-0.35083289513038207
modernbert_cleanliness,rps_lines_uppercase_letter_fraction,0.06453189378009415,-0.07321387431651133,0.25438005354421783,0.3340056498289364,-0.2808805925242767,0.042529824576822604,-0.1577025707524084,0.3454124863043709
dsir_books,rps_doc_word_count,0.06783223052849989,-0.3438436836719361,0.35959325183079754,0.03497078389369461,0.40971952365924824,0.08002662170416955,0.6136127450821566,-0.34188729313074834
dsir_wiki,rps_doc_word_count,0.0672961124989346,-0.4070038321857511,0.36042748971394256,0.0349561444761397,0.40834121810240426,0.082299506433641,0.6094434913454361,-0.3410451056034697
rps_doc_num_sentences,rps_doc_unigram_entropy,0.05748771612966457,,0.019178973328693075,0.08117231455727877,0.39793761529682853,0.126314682764561,0.40409800411435265,-0.34044989916716395
modernbert_cleanliness,rps_doc_frac_no_alph_words,-0.10421632304635076,0.14775721794225646,0.25233685857112426,0.19130885656919244,0.22279486293485412,-0.03695961368508721,0.053834682243006395,-0.3270111859812049
modernbert_readability,ad_en,-0.32775323603622225,0.018103131208261077,0.09292593798187218,0.02875071894739411,-0.011175379849376239,0.10538912741793156,0.1722792122581305,-0.31657785618684603
ad_en,dsir_wiki,-0.39542351642527357,-0.10120698395019435,-0.011949410101134508,-0.07096071544775023,-0.08099140048214093,0.09125604814561529,-0.10613601869466473,-0.31443211594313264
rps_doc_frac_no_alph_words,rps_doc_frac_chars_top_2gram,-0.19114611744655638,-0.02695418436652507,-0.026075503322009846,0.04736675818599249,0.12259025053395513,-0.09631361394841682,-0.04436948748178175,-0.3137363679805115
ad_en,dsir_books,-0.3952156986178711,-0.09737114024186562,-0.025163267670631782,-0.0756354626128821,-0.08283923917868569,0.09533290812381034,-0.13211599556070586,-0.3123764594391854
dsir_math,rps_doc_frac_chars_top_3gram,0.19993934519739184,0.1905191717420231,0.00797146813593767,0.6348627771569045,-0.1078711806445708,0.1843878757183515,0.032321304042355815,0.30781052584196267
ad_en,rps_lines_uppercase_letter_fraction,0.22637660940195437,0.16286525345494218,-0.05688173523747727,0.026698863457479113,-0.06926414893973872,-0.07232123457680247,0.12150058402689838,0.29564075834169307
rps_doc_word_count,rps_doc_frac_chars_top_2gram,-0.0005248085990437953,0.13184413591870664,-0.011336308771236195,0.03332722835114841,-0.29023575991432643,0.051712580075633396,0.23953403322688435,0.2897109513152826
qurater,modernbert_readability,0.2845469777682259,0.46281617516038714,0.6326446935623694,0.48019678146571954,0.5718977703115172,0.5512739224570697,0.6302601720822303,-0.2873507925432913
rps_doc_frac_no_alph_words,rps_doc_mean_word_length,0.04240735266413759,,-0.02768754571662236,0.02449774688051002,-0.2447167332464085,0.051794854879163715,0.006769648869652005,0.28712408591054606
ad_en,dsir_math,-0.3621178333730465,-0.16949844421424487,-0.04411895855910362,-0.09491928153781,-0.07574702869892458,0.11699605166410472,-0.14514556961333602,-0.2863708046741219
dsir_books,rps_lines_uppercase_letter_fraction,-0.33587309330453924,-0.15898695374145017,0.25779312279517175,0.28340516925861764,-0.05998027646431006,-0.32076687325726266,-0.05626022284696248,-0.27589281684022915
fineweb_edu,rps_doc_num_sentences,0.051451876672163235,,0.009243209621683911,0.05090737425060711,0.32430700873620594,0.0617178487460982,0.2680108861634937,-0.2728551320640427
qurater,dsir_wiki,0.18596212478477375,0.3914850875760278,0.39684885928959723,0.20540079826466215,0.4575608252937236,0.33936624680320804,0.6436387914241852,-0.27159870050894985
qurater,dsir_books,0.18640455022026814,0.2663033309010613,0.353092676101375,0.18395669544599524,0.45641904515834814,0.33352915329670496,0.6463564709525912,-0.27001449493808
dsir_wiki,rps_lines_uppercase_letter_fraction,-0.3348621410007652,-0.2686525808475576,0.23186984694445925,0.2542786344647843,-0.06634391731763001,-0.31416901660328167,-0.04139663699999532,-0.2685182236831352
fineweb_edu,rps_lines_uppercase_letter_fraction,-0.07795832592000479,-0.01409076073142888,0.18109126227574227,0.12360525862549475,0.1878928748903426,-0.010272335972933698,-0.033220320938160575,-0.2658512008103474
modernbert_readability,rps_doc_unigram_entropy,-0.030020848543285843,0.24239045864840147,0.17366895404138297,0.1337870710114605,0.2244116354899296,0.33557129088593873,0.5146045820198963,-0.25443248403321544
modernbert_readability,rps_doc_word_count,0.04199181114177127,-0.10753175862459294,0.13617488439541126,0.013738863472167493,0.2941920962490019,0.1247684926388811,0.47344287848182764,-0.25220028510723064
modernbert_readability,rps_doc_mean_word_length,0.05156622772156153,,0.045935213047664555,0.011503869365065228,0.2993205901338088,0.01717232936111485,0.02763801625139224,-0.24775436241224727
qurater,dsir_math,0.20883572382608795,0.4373686223233837,0.35952413789878185,0.20187293374718251,0.45655301420359234,0.39279327588142743,0.637497840217921,-0.2477172903775044
dsir_math,rps_lines_uppercase_letter_fraction,-0.290063127215642,-0.2999919612718497,0.25122018800554324,0.2567216540184978,-0.04329095558403201,-0.2813387319656781,-0.05176939408382591,-0.24677217163160997
modernbert_reasoning,rps_doc_frac_chars_top_3gram,0.08664370719005345,0.04381164950680395,0.012391341304393106,0.4055637570630247,-0.1538155616256567,0.16381549320214134,0.13205308612303654,0.24045926881571017
dsir_books,rps_doc_frac_chars_top_3gram,0.13615003542607332,0.45458997761448855,0.025796289646133244,0.6492522392792363,-0.10143233272027105,0.17105519279900347,0.025940676816260364,0.23758236814634437
modernbert_reasoning,ad_en,0.18658042710567008,0.015267541983475125,0.16011475919072574,-0.056383824976205754,-0.05059877522089273,-0.05274980717581863,-0.38761457074968625,0.2371792023265628
modernbert_reasoning,rps_doc_num_sentences,0.05732565967317757,,0.010930716762811363,0.08365394226545952,0.29373278536856684,0.09412753241551962,0.39279960401760106,-0.23640712569538927
dsir_wiki,rps_doc_frac_chars_top_3gram,0.13534218747899965,0.24838423931918172,0.012296515036063068,0.6358864682931423,-0.10072134876528074,0.17166075435532757,0.021776815246858143,0.2360635362442804
rps_doc_unigram_entropy,rps_doc_frac_unique_words,0.11088059569054505,0.16741972949171668,0.20264580615686037,0.2758189360074505,0.34486439858576445,0.23931708976495175,0.6358015972932124,-0.23398380289521942
dsir_math,rps_doc_frac_unique_words,-0.12409468264479467,-0.013656530790841783,0.023746429670783813,0.07315235372744935,0.10843170175938208,-0.11554402987832355,0.43100315499528746,-0.23252638440417675
dsir_math,rps_lines_numerical_chars_fraction,0.13187172359578303,-0.31508395237443687,0.06223104912734718,0.1838480716463431,-0.09809961472443288,0.2223840750347296,-0.15341996409943878,0.2299713383202159
modernbert_professionalism,rps_doc_frac_chars_top_3gram,-0.02196019235915012,-0.028070175438596495,-0.01687995581214116,0.2667259602171601,-0.2472212180290546,0.1392363119108152,0.21564273490439895,0.2252610256699045
dsir_books,rps_lines_numerical_chars_fraction,0.1377456735493779,0.01048851607568061,0.08825024521503853,0.22256602891224508,-0.08556237239157162,0.27998480825859257,-0.14004097764152945,0.2233080459409495
rps_doc_word_count,rps_lines_numerical_chars_fraction,-0.023120040225328747,0.2336609903902456,-0.014619918275436456,0.01698777689807713,-0.24194788087088953,-0.04499421134030494,-0.24013967410852832,0.2188278406455608
dsir_wiki,rps_lines_numerical_chars_fraction,0.12825672930280654,-0.23391347168850535,0.04357173558243817,0.19095981291375025,-0.08882760014771161,0.2672768335477959,-0.1628692301260202,0.21708432945051814
modernbert_professionalism,rps_doc_num_sentences,0.052923064765346015,,-0.0009212308989831462,0.05776107969089616,0.26945362389082894,0.07481930654196432,0.3215211781431132,-0.2165305591254829
modernbert_readability,rps_lines_uppercase_letter_fraction,-0.35644752662864265,-0.40404794385544557,0.10554308635076155,0.1605002903886917,-0.1442105148258567,0.10963088974763821,0.09035266463549053,-0.21223701180278595
ad_en,rps_doc_word_count,-0.03392745067483651,0.08711946353530879,-0.03834185179206869,-0.02978009018743304,-0.24570951908611932,-0.05091113034185531,-0.22686949312297452,0.2117820684112828
modernbert_cleanliness,rps_doc_mean_word_length,0.028179550197277064,,0.04724752336973105,0.024129090770156354,0.2360904869309373,0.0687807455727375,0.042650959894041406,-0.20791093673366023
rps_doc_word_count,rps_lines_uppercase_letter_fraction,0.07142740583609959,0.1715551315057809,0.08755597889797827,0.019333057268555057,0.27880477186696057,0.08603446586470898,0.0332613861652752,-0.207377366030861
rps_doc_word_count,rps_doc_frac_no_alph_words,-0.046640963792667876,-0.1349190442947824,0.023022779174435615,0.013718626638210555,-0.2516451122973295,-0.03828761538622494,-0.13023871457463065,0.20500414850466162
rps_doc_num_sentences,rps_doc_frac_unique_words,-0.03218585428117635,,0.001373076441152184,0.03614657364423348,0.1722373973776539,0.030414734963109424,0.29146373449133917,-0.20442325165883024
modernbert_readability,rps_doc_frac_chars_top_3gram,0.030754454544993346,-0.11724626202990378,0.0005541161453112432,0.09335379926568355,-0.17336105719474462,0.030657475233763117,-0.09248674553055491,0.20411551173973796
rps_doc_unigram_entropy,rps_lines_uppercase_letter_fraction,0.07446733010310648,-0.3430648556568434,0.1420534807773831,0.14993316471950677,0.27841590265553356,0.2677866769040064,-0.0011603900204765654,-0.2039485725524271
fineweb_edu,rps_doc_frac_chars_top_3gram,-0.045560444967317516,-0.10793433652530782,-0.10086617717137399,0.055967278596272985,-0.24725062346149704,0.003923970387235529,-0.05324471583918276,0.20169017849417953
ad_en,rps_doc_unigram_entropy,-0.09704758471094176,-0.03903595077958015,-0.08174860582204574,-0.10786687698672424,-0.2975123126275802,-0.20887810204113744,-0.3091864679779017,0.20046472791663844
rps_doc_frac_chars_top_2gram,rps_doc_frac_chars_top_3gram,0.36605910954791476,0.33928528571771427,0.45490205056766864,0.6362838085543014,0.5653139044609375,0.48903959531772656,0.3540957639400622,-0.19925479491302278
rps_doc_num_sentences,rps_doc_mean_word_length,0.18035160418573706,,-0.0004244975513941302,-0.0008570162043233753,-0.016832195960928446,-0.004526660319961004,0.057771929258154664,0.1971838001466655
qurater,modernbert_reasoning,0.3242383036942813,0.3397870855756279,0.5674542536012169,0.44205880417425014,0.5173315690230028,0.45775178607114064,0.5462140980136647,-0.1930932653287215
rps_doc_word_count,rps_doc_frac_unique_words,-0.049735041677366074,0.3216617402326532,0.061003959896435235,0.028607022397993696,0.14210517418638985,0.01977250170821789,0.42285159625176205,-0.19184021586375594
dsir_books,rps_lines_ending_with_terminal_punctution_mark,0.35820472383290625,0.27737978341717556,,0.27222801578920774,0.16690466547412136,0.5608572834395443,0.2611906032465701,0.19130005835878489
ad_en,rps_lines_ending_with_terminal_punctution_mark,-0.2112438940526131,-0.11102237811594239,,0.03134422090538515,-0.02214244945229662,0.14226155435394502,-0.20774023075448428,-0.18910144460031647
modernbert_professionalism,rps_doc_frac_chars_top_2gram,0.12410419382026182,-0.25123479012167904,0.16956287506860404,0.2578272689441025,-0.06372213690197125,0.30577790965524343,0.33293215375427204,0.18782633072223306
rps_doc_num_sentences,rps_lines_numerical_chars_fraction,-0.008662757244639212,,0.01262991451904805,0.028558229949151862,-0.19460298345056484,-0.05084415052581806,-0.09375317763172994,0.18594022620592562
dsir_wiki,rps_lines_ending_with_terminal_punctution_mark,0.3559455314670164,0.04835831213197427,,0.2384890239219268,0.17053386820208416,0.5510786273127712,0.23615530036559743,0.18541166326493225
rps_doc_frac_unique_words,rps_doc_frac_chars_top_2gram,0.10005901307008415,-0.12187484077665846,0.37946845124653183,0.30325348788102585,0.2826112252291528,0.27431337622244306,0.46896816700205396,-0.18255221215906864
modernbert_reasoning,rps_doc_mean_word_length,0.0404423266854963,,0.04177527165720052,0.02276371319107035,0.2185492813300509,0.06327242211218509,0.02949110146640383,-0.1781069546445546
fluency_en,rps_doc_frac_no_alph_words,0.1142657703989088,0.05442916456668347,0.32280809733171373,0.251217439306529,-0.06326720371541131,0.27422885291833016,0.4938559900390654,0.17753297411432012
dsir_books,rps_doc_frac_unique_words,-0.06376097423090756,-0.007638439264626218,0.04199105062388932,0.08614251143342531,0.11258885937107117,-0.09692164658417766,0.4055415183393232,-0.17634983360197873
dsir_math,rps_lines_ending_with_terminal_punctution_mark,0.3214055340514286,-0.05239577271998086,,0.23078375540962912,0.14611993260298417,0.5287274113618267,0.25241782167626386,0.1752856014484444
modernbert_professionalism,fluency_en,0.06302590506829588,0.1269277845777234,0.1264100471243627,-0.012864567256161545,0.23767303188049654,-0.03464929629448449,-0.03330082436227143,-0.17464712681220068
dsir_wiki,rps_doc_frac_chars_top_2gram,-0.17081787297219467,-0.1839084901371657,0.3901963820494546,0.5745956446607439,0.002548722814251149,0.11813197435560037,0.4394814357534204,-0.1733665957864458
qurater,rps_doc_unigram_entropy,0.03247008958694439,0.24805493424748626,0.3101894920332735,0.1037440256030637,0.2044780213462035,0.07780598382288845,0.5135306945237652,-0.1720079317592591
fluency_en,ad_en,0.20716772607305994,0.21691837571208553,0.27982173576125835,0.26434033276829266,0.37789612586524757,0.42276602096548566,0.5306778861732523,-0.17072839979218762
dsir_wiki,rps_doc_frac_unique_words,-0.058180274150470904,0.047147318157413964,0.04598335259769342,0.08837214951130642,0.11239453747295364,-0.09874397219621325,0.41050841259357806,-0.17057481162342453
rps_doc_word_count,rps_lines_ending_with_terminal_punctution_mark,-0.05558229011203357,-0.19314850028202754,,0.03224011691441028,-0.22503323618579654,-0.08067092871116203,0.10309763091124373,0.169450946073763
dsir_books,rps_doc_frac_chars_top_2gram,-0.16694194551722497,0.004584750132635305,0.39981581601730626,0.5848094555499468,0.0014501332605664878,0.11423951970864518,0.4518028311962167,-0.16839207877779144
rps_doc_frac_unique_words,rps_lines_ending_with_terminal_punctution_mark,-0.1038794731123414,-0.30006930337030185,,-0.08519211083725292,0.060744308397416985,-0.05152773340445231,0.17045120239596914,-0.16462378150975837
modernbert_professionalism,rps_lines_numerical_chars_fraction,0.0879593396983473,-0.3164110687114503,-0.07068967381200301,0.02433352742327094,-0.07168990569077481,-0.2511908415156378,0.0994641356874947,0.15964924538912212
qurater,modernbert_professionalism,0.11534330144561951,0.4304488146788489,0.5488813841088577,0.5309959829000358,0.2735025888480904,0.2727505909819448,0.5496646297813073,-0.15815928740247093
modernbert_readability,rps_doc_num_sentences,0.030892121019094193,,0.002756006953022412,0.0713364269813991,0.1871220962736907,0.08414571069797241,0.19123857834271735,-0.1562299752545965
fluency_en,rps_doc_unigram_entropy,-0.056137762947784386,-0.008137331387242767,0.01002031279434181,-0.22627731212863827,0.09887302473401384,-0.05803761908147252,-0.010486128031217018,-0.1550107876817982
fineweb_edu,rps_lines_ending_with_terminal_punctution_mark,0.07658671116974884,-0.3834953320373437,,0.024913522400494475,-0.07786195954324228,-0.006726900774703955,0.1800967164766168,0.15444867071299112
rps_doc_frac_unique_words,rps_doc_frac_chars_top_3gram,0.13332460771453591,-0.052579060968003646,0.3991594277710402,0.279193608461508,0.28175337522364696,0.31255636281268734,0.2677673606810234,-0.14842876750911105
fineweb_edu,rps_lines_numerical_chars_fraction,-0.060314562219528516,-0.013991888064895482,-0.007673382240981409,0.09323869339142793,-0.20746868456260373,-0.16715444286644998,-0.028907824533350324,0.1471541223430752
fineweb_edu,rps_doc_mean_word_length,0.05070867456134618,,0.029290606590247598,0.019870282551868627,0.19774635335194304,0.11036363104652472,0.023214954675809456,-0.14703767879059687
ad_en,rps_doc_frac_chars_top_3gram,-0.07329958160212484,0.04181984108497273,0.08344775799752809,-0.010460055456074884,0.07317446282657092,-0.0459021260303878,-0.016632353292292398,-0.14647404442869577
rps_doc_frac_no_alph_words,rps_doc_frac_chars_top_3gram,0.026673956556637502,0.07963136294909642,-0.002172192313218847,0.0609896158537886,0.1650379719491486,0.03846902176458433,0.06572827504516353,-0.13836401539251109
rps_doc_num_sentences,rps_lines_uppercase_letter_fraction,0.04427221229554525,,-0.0035414702604026345,0.03850031449725116,0.18214545545183755,0.065078035167044,-0.1710508542292209,-0.1378732431562923
modernbert_professionalism,rps_doc_mean_word_length,0.007899217503986233,,0.02623834268142643,0.021575382367497252,-0.12975722828990482,-0.16206530126743623,0.0060459429255863215,0.13765644579389105
rps_doc_unigram_entropy,rps_doc_mean_word_length,0.007480287881223235,,0.05061643124381627,0.020271053473921614,0.1441567050913272,-0.054308507752212874,0.03165617170759714,-0.13667641721010396
rps_doc_unigram_entropy,rps_lines_numerical_chars_fraction,-0.18518301113426436,-0.2858159637004985,-0.03575770593513526,0.06700664901494546,-0.31970424083591137,-0.18827686176553596,-0.21447469002234695,0.134521229701647
qurater,rps_doc_word_count,0.08557132271940672,-0.15108033452383865,0.1737256618156776,0.030715204145137617,0.21583571237369073,0.05181610123978867,0.35489788065840017,-0.130264389654284
rps_doc_frac_chars_top_3gram,rps_lines_uppercase_letter_fraction,-0.025058592021304654,0.012391517229836026,0.14662841768844306,0.24315801089874914,-0.15399408034974435,0.029743367177101698,-0.10311771616030273,0.1289354883284397
rps_doc_num_sentences,rps_doc_frac_no_alph_words,-0.03279616083720685,,0.013344113778242923,0.04290130418436816,-0.16135529930188616,-0.05072686262639532,-0.007773970082830492,0.1285591384646793
rps_doc_num_sentences,rps_doc_frac_chars_top_3gram,-0.030162250488394222,,-0.017968620997988776,0.06623478874212817,-0.15363376480362217,0.0276143598711252,-0.006290527501799943,0.12347151431522796
modernbert_cleanliness,rps_doc_unigram_entropy,-0.15023010582045176,0.07666254312096339,0.21862920655646612,0.08125180117942818,-0.027447029516265438,0.20051139665045842,0.7299623662739716,-0.12278307630418633
fineweb_edu,rps_doc_frac_unique_words,-0.022111623086640542,0.1522517470231339,-0.026841722966799746,-0.030136599054096484,0.10029497692633352,-0.17077014774523364,0.12733585310713752,-0.12240660001297406
modernbert_cleanliness,ad_en,0.2484656729879237,0.3553642496189858,0.3162927212098222,0.17474038806775374,0.1277959287239338,0.19896485054697252,-0.17511576000671408,0.12066974426398991
rps_doc_frac_no_alph_words,rps_lines_numerical_chars_fraction,0.3792301636206092,-0.057904336765305875,0.4814165571039064,0.5304092729606122,0.25939462070476593,0.521378085159862,0.4041848179841928,0.11983554291584325
fluency_en,rps_doc_frac_chars_top_3gram,-0.020817579475342466,0.09844241246070033,0.04974329204938675,-0.033374120949637376,-0.14014754973885188,0.0030297132030468496,-0.06654407543087344,0.11932997026350942
fineweb_edu,modernbert_cleanliness,-0.026820828053425474,0.3616915064679483,0.3785316553208772,0.1432102864983557,0.09245928088858603,0.21808635703224083,0.41599335600652493,-0.1192801089420115
modernbert_reasoning,rps_doc_frac_chars_top_2gram,0.12554440599852615,0.06019631842945256,0.25473311014105426,0.36895431592702754,0.006341005744596534,0.31734898054945565,0.4124184838102596,0.11920340025392961
qurater,rps_doc_mean_word_length,0.06227181164034843,,0.04790524719492811,0.021236912747929364,0.1811374141614427,0.15483690349518808,0.008075451735295381,-0.11886560252109427
rps_lines_numerical_chars_fraction,rps_doc_mean_word_length,0.026525411519039584,,0.032611875982163606,0.024055282792684665,-0.08861320504194757,0.07474959778187458,0.005933240358291841,0.11513861656098716
rps_doc_unigram_entropy,rps_lines_ending_with_terminal_punctution_mark,-0.07925580580121663,0.16984458907585143,,0.1160410255931737,-0.1935256388969807,-0.2866236305099079,0.24426459121305394,0.11426983309576408
qurater,fluency_en,0.42831033395430285,0.6248137763781674,0.6425202031087504,0.4459299891177268,0.3165411843898313,0.5147043578357096,0.47067408774687025,0.11176914956447154
dsir_math,rps_doc_frac_chars_top_2gram,-0.11310838705248921,-0.11309330372986705,0.38817456033471137,0.5725698316238036,-0.0014397043248988277,0.14282162946272525,0.4540113013389907,-0.11166868272759038
