ind_i,ind_j,dim_i,dim_j,conflict_rate_balanced,lift_vs_independence,spearman,rate_github,rate_arxiv,rate_c4,rate_stackexchange,rate_wikipedia,rate_commoncrawl,rate_book
fineweb_edu,rps_doc_num_sentences,D1语义价值,D4统计启发式,0.22983749440314274,1.838699955225142,0.23076194081717263,0.2350574497548561,0.01810790835181079,0.4776,0.1012,0.3415,0.2599585062240664,0.17543859649122806
modernbert_readability,rps_doc_num_sentences,D2语言规范,D4统计启发式,0.229629074412233,1.837032595297864,0.20689571063514692,0.6870953254238557,0.005279273571956499,0.3081,0.3195,0.1953,0.0745850622406639,0.017543859649122806
modernbert_cleanliness,rps_doc_num_sentences,D2语言规范,D4统计启发式,0.22516788885196273,1.8013431108157019,0.22014554061803013,0.7863832853025937,0.005226480836236934,0.2111,0.0379,0.183,0.20051867219917013,0.15204678362573099
dsir_wiki,rps_doc_num_sentences,D3参考域相似,D4统计启发式,0.2251637793228333,1.8013102345826664,0.22720151636582264,0.8202496350911337,0.17094287825995144,0.0305,0.3813,0.1661,0.007053941908713693,0.0
dsir_books,rps_doc_num_sentences,D3参考域相似,D4统计启发式,0.22496712290070542,1.7997369832056433,0.22876950040703659,0.8202075302219395,0.17938971597508183,0.0315,0.3631,0.173,0.007572614107883817,0.0
modernbert_reasoning,rps_doc_num_sentences,D1语义价值,D4统计启发式,0.22463143314530748,1.7970514651624598,0.26747176821370816,0.4186112878475991,0.0042762115932847644,0.4637,0.0098,0.4397,0.2012448132780083,0.03508771929824561
dsir_math,rps_doc_num_sentences,D3参考域相似,D4统计启发式,0.22367085884879592,1.7893668707903674,0.23901884139715704,0.8194449642576443,0.05405976137683455,0.0605,0.3703,0.2533,0.008091286307053943,0.0
qurater,rps_doc_mean_word_length,D1语义价值,D4统计启发式,0.22263042492945706,1.7810433994356565,0.24457565404837045,0.22108331150117894,0.011139267236828213,0.2947,0.2288,0.3949,0.20311203319502075,0.2046783625730994
rps_doc_num_sentences,rps_doc_unigram_entropy,D4统计启发式,D4统计启发式,0.22247176005917538,1.779774080473403,0.30787026998421246,0.5442522175231109,0.0040650406504065045,0.3507,0.2825,0.3512,0.0245850622406639,0.0
modernbert_professionalism,rps_doc_word_count,D1语义价值,D4统计启发式,0.2220638225044843,1.7765105800358745,0.1465708875145604,0.014844305550357423,0.0003167564143173899,0.5792,0.0043,0.3363,0.35632780082987553,0.2631578947368421
dsir_wiki,rps_doc_word_count,D3参考域相似,D4统计启发式,0.22157407034042242,1.7725925627233794,0.4087939910678177,0.6365975523036042,0.16967585260268186,0.0146,0.3768,0.0704,0.008091286307053943,0.27485380116959063
dsir_books,rps_doc_word_count,D3参考域相似,D4统计启发式,0.22123095593268385,1.7698476474614708,0.4102135326184023,0.6365414124780119,0.17791151937493402,0.0157,0.359,0.076,0.008609958506224067,0.27485380116959063
rps_doc_frac_no_alph_words,rps_doc_mean_word_length,D4统计启发式,D4统计启发式,0.22096275575474889,1.767702046037991,0.1767992299561808,0.49560705864740445,0.41806567416323515,0.0112,0.388,0.1827,0.016078838174273857,0.03508771929824561
modernbert_reasoning,rps_doc_mean_word_length,D1语义价值,D4统计启发式,0.21848165657360716,1.7478532525888573,0.2853093652004995,0.2901633668924735,0.006282335550628234,0.4631,0.0121,0.5188,0.20383817427385892,0.03508771929824561
dsir_math,rps_doc_word_count,D3参考域相似,D4统计启发式,0.21721918542201146,1.7377534833760917,0.42763052925496753,0.6356665668625323,0.052581564776686726,0.0315,0.3654,0.1513,0.009232365145228216,0.27485380116959063
fluency_en,rps_doc_mean_word_length,D2语言规范,D4统计启发式,0.216385641699522,1.731085133596176,0.29622887149248334,0.32616770837231934,0.013673318551367332,0.1382,0.198,0.339,0.16047717842323653,0.3391812865497076
qurater,rps_doc_word_count,D1语义价值,D4统计启发式,0.2136141991220363,1.7089135929762904,0.29812867404381344,0.24535910775103859,0.009977827050997782,0.2647,0.2402,0.269,0.2029045643153527,0.2631578947368421
modernbert_professionalism,rps_doc_frac_no_alph_words,D1语义价值,D4统计启发式,0.21322197793957887,1.705775823516631,-0.5160580314408414,0.34353362775552976,0.4202301763277373,0.3672,0.1071,0.0881,0.16639004149377593,0.0
rps_doc_word_count,rps_doc_unigram_entropy,D4统计启发式,D4统计启发式,0.21215113560339877,1.6972090848271901,0.5348827936124616,0.35935570193495264,0.0026924295216978144,0.2969,0.2787,0.246,0.026556016597510373,0.27485380116959063
rps_doc_unigram_entropy,rps_doc_mean_word_length,D4统计启发式,D4统计启发式,0.21164841301316104,1.6931873041052883,0.29492582754273977,0.38386073580598074,0.005807200929152149,0.35,0.2843,0.4306,0.026970954356846474,0.0
fluency_en,rps_doc_word_count,D2语言规范,D4统计启发式,0.2104563314162827,1.6836506513302616,0.2750113725574933,0.360239904188031,0.012775842044134728,0.1448,0.2082,0.2942,0.16058091286307055,0.29239766081871343
rps_lines_ending_with_terminal_punctution_mark,rps_doc_mean_word_length,D4统计启发式,D4统计启发式,0.20629661480287748,1.6503729184230198,0.3202864447187802,0.4277807926943374,0.41743216133460037,0.0009,0.2411,0.1155,0.18288381742738588,0.05847953216374269
modernbert_readability,rps_doc_word_count,D2语言规范,D4统计启发式,0.20486907236392846,1.6389525789114276,0.36014767113269863,0.5269798645158875,0.005596029986273889,0.2832,0.3157,0.1093,0.07634854771784233,0.11695906432748537
fineweb_edu,rps_doc_word_count,D1语义价值,D4统计启发式,0.20031100963596765,1.6024880770877412,0.37785986515558045,0.118946255473633,0.016682504487382538,0.4305,0.0995,0.2643,0.2617219917012448,0.21052631578947367
modernbert_readability,rps_doc_mean_word_length,D2语言规范,D4统计启发式,0.1992612102446783,1.5940896819574264,0.3764277828921479,0.44131516898087503,0.005120895364797804,0.3072,0.3149,0.2324,0.07634854771784233,0.017543859649122806
modernbert_cleanliness,rps_doc_mean_word_length,D2语言规范,D4统计启发式,0.19896119359095732,1.5916895487276586,0.4133600706689472,0.5320605187319885,0.006123957343469539,0.2102,0.0365,0.2531,0.20269709543568465,0.15204678362573099
rps_doc_word_count,rps_doc_frac_unique_words,D4统计启发式,D4统计启发式,0.19737412456711967,1.5789929965369573,0.18960380548506867,0.23365863243384857,0.3824305775525288,0.059,0.0836,0.0563,0.04616182572614108,0.52046783625731
modernbert_reasoning,rps_doc_word_count,D1语义价值,D4统计启发式,0.1967422144302091,1.5739377154416727,0.4431612000685599,0.2658735356862158,0.0026924295216978144,0.414,0.0069,0.3379,0.20363070539419087,0.14619883040935672
rps_doc_word_count,rps_lines_uppercase_letter_fraction,D4统计启发式,D4统计启发式,0.19457503069630358,1.5566002455704286,0.21143973451114767,0.06566956098656387,0.06314011192059972,0.0456,0.2068,0.4163,0.0031120331950207467,0.5614035087719298
dsir_math,rps_doc_mean_word_length,D3参考域相似,D4统计启发式,0.19303873529353371,1.5443098823482697,0.48756363636207894,0.5517609191960777,0.05237039383380847,0.0596,0.3499,0.3282,0.009439834024896265,0.0
dsir_wiki,rps_doc_mean_word_length,D3参考域相似,D4统计启发式,0.192973354625973,1.543786837007784,0.4860020755670514,0.5519761218608481,0.1690423397740471,0.0296,0.3606,0.2314,0.008195020746887967,0.0
dsir_books,rps_doc_mean_word_length,D3参考域相似,D4统计启发式,0.19295792434632061,1.543663394770565,0.4863836003956951,0.5518498072532655,0.17754197022489707,0.0306,0.342,0.24,0.008713692946058092,0.0
rps_doc_unigram_entropy,rps_lines_numerical_chars_fraction,D4统计启发式,D4统计启发式,0.19191309031176546,1.5353047224941236,-0.38680022363954336,0.33552434597103187,0.2961672473867596,0.1657,0.1166,0.13,0.030394190871369294,0.26900584795321636
ad_en,rps_doc_frac_no_alph_words,D2语言规范,D4统计启发式,0.19058790040847093,1.5247032032677674,-0.22006259601466638,0.1069978292600771,0.2892513990074966,0.3822,0.1433,0.0553,0.29273858921161827,0.06432748538011696
modernbert_cleanliness,rps_doc_word_count,D2语言规范,D4统计启发式,0.1852719897674953,1.4821759181399623,0.3476583385992858,0.6146328455406265,0.004962517157639109,0.1926,0.0368,0.1459,0.20259336099585062,0.09941520467836257
ad_en,rps_lines_ending_with_terminal_punctution_mark,D2语言规范,D4统计启发式,0.18188697098185705,1.4550957678548564,-0.18247436563582403,0.09824937310528088,0.23867595818815332,0.5418,0.0829,0.0592,0.06524896265560166,0.1871345029239766
dsir_math,rps_doc_frac_unique_words,D3参考域相似,D4统计启发式,0.18164256744190246,1.4531405395352197,0.1418288313502651,0.11478255174220592,0.1824516946468166,0.0249,0.0897,0.0538,0.016390041493775934,0.7894736842105263
rps_doc_unigram_entropy,rps_lines_uppercase_letter_fraction,D4统计启发式,D4统计启发式,0.17955793391257824,1.436463471300626,0.21810564669272678,0.05089075189939743,0.031886812374617254,0.3079,0.0029,0.0331,0.011514522821576764,0.8187134502923976
rps_doc_unigram_entropy,rps_doc_frac_unique_words,D4统计启发式,D4统计启发式,0.17944157577905695,1.4355326062324556,0.12319682743469096,0.04405572813353793,0.23170731707317074,0.1181,0.0245,0.053,0.006950207468879668,0.7777777777777778
modernbert_readability,rps_lines_numerical_chars_fraction,D2语言规范,D4统计启发式,0.17888183728961754,1.4310546983169403,-0.3035554128764696,0.3425137542572701,0.22304930841516207,0.1673,0.135,0.1451,0.09885892116182572,0.14035087719298245
rps_doc_frac_chars_top_3gram,rps_lines_uppercase_letter_fraction,D4统计启发式,D4统计启发式,0.17882213560044172,1.4305770848035337,-0.04043852946324938,0.12074740821138516,0.0063351282863477985,0.2847,0.0399,0.2222,0.0983402489626556,0.47953216374269003
modernbert_reasoning,rps_doc_frac_unique_words,D1语义价值,D4统计启发式,0.1775831663585752,1.4206653308686017,-0.13898549504799382,0.06902391556570231,0.38264174849540705,0.211,0.0226,0.1128,0.1175311203319502,0.32748538011695905
rps_doc_frac_chars_top_2gram,rps_lines_uppercase_letter_fraction,D4统计启发式,D4统计启发式,0.17603897179245906,1.4083117743396725,0.04851669619738983,0.09954058909390322,0.024654207581036848,0.3132,0.013,0.0795,0.0941908713692946,0.6081871345029239
modernbert_professionalism,rps_doc_frac_unique_words,D1语义价值,D4统计启发式,0.17499935492170657,1.3999948393736525,-0.4227097051589556,0.15868857367416445,0.3820082356667723,0.2781,0.022,0.1106,0.20342323651452282,0.07017543859649122
modernbert_reasoning,rps_lines_numerical_chars_fraction,D1语义价值,D4统计启发式,0.17413984060195078,1.3931187248156063,-0.29059725971492634,0.26237883154309666,0.41484531728434165,0.1969,0.0653,0.1082,0.04854771784232365,0.12280701754385964
fineweb_edu,rps_lines_numerical_chars_fraction,D1语义价值,D4统计启发式,0.16755652202529067,1.3404521762023254,-0.2560738001443632,0.18252928627568396,0.2930524759793052,0.2289,0.1342,0.1317,0.07385892116182573,0.1286549707602339
ad_en,rps_lines_uppercase_letter_fraction,D2语言规范,D4统计启发式,0.16580334892086218,1.3264267913668975,-0.22799451040640786,0.038516598675100114,0.025023756731073803,0.4999,0.0884,0.1818,0.26265560165975105,0.06432748538011696
dsir_wiki,rps_doc_frac_unique_words,D3参考域相似,D4统计启发式,0.1656331651109793,1.3250653208878345,0.2566603322426612,0.11423051012388188,0.10247070003167565,0.0157,0.091,0.0283,0.018257261410788383,0.7894736842105263
dsir_books,rps_doc_frac_unique_words,D3参考域相似,D4统计启发式,0.16478490086179826,1.318279206894386,0.260712836414236,0.11424454508027995,0.09581881533101046,0.0158,0.0888,0.0311,0.018257261410788383,0.7894736842105263
modernbert_professionalism,rps_lines_numerical_chars_fraction,D1语义价值,D4统计启发式,0.16405735377095634,1.3124588301676507,-0.17684614495135742,0.05579363000112279,0.41584837926301343,0.2992,0.0687,0.0825,0.06846473029045644,0.15789473684210525
ad_en,dsir_books,D2语言规范,D3参考域相似,0.16258561809293645,1.3006849447434916,-0.1496403156016174,0.13438938583030802,0.16191532045190582,0.0721,0.1085,0.1265,0.18381742738589213,0.3508771929824561
ad_en,dsir_wiki,D2语言规范,D3参考域相似,0.16032805010963827,1.2826244008771062,-0.1416355493304548,0.13439406414910737,0.1590645127230493,0.0608,0.1154,0.1223,0.17946058091286307,0.3508771929824561
fineweb_edu,rps_lines_ending_with_terminal_punctution_mark,D1语义价值,D4统计启发式,0.15674898767627618,1.2539919014102094,-0.07972322082960383,0.03893764736704218,0.2755252877204097,0.4778,0.0745,0.0164,0.06203319502074689,0.15204678362573099
modernbert_cleanliness,rps_lines_numerical_chars_fraction,D2语言规范,D4统计启发式,0.15588255422598776,1.247060433807902,-0.23184692849988622,0.3735965043601931,0.35672051525710063,0.0946,0.0455,0.1128,0.04948132780082987,0.05847953216374269
dsir_math,rps_lines_numerical_chars_fraction,D3参考域相似,D4统计启发式,0.15448080039683898,1.2358464031747118,-0.2471790486926178,0.40701841386279425,0.1586421708372928,0.0214,0.0772,0.1009,0.04719917012448133,0.26900584795321636
qurater,rps_lines_numerical_chars_fraction,D1语义价值,D4统计启发式,0.1537908179568367,1.2303265436546935,-0.19235706259549232,0.1428618211759422,0.3923028191320874,0.1312,0.086,0.1086,0.057676348547717846,0.15789473684210525
rps_doc_frac_unique_words,rps_doc_frac_chars_top_2gram,D4统计启发式,D4统计启发式,0.15304376286798652,1.2243501029438921,0.09309467236253793,0.07926007709869382,0.13066202090592335,0.0922,0.0358,0.093,0.07313278008298756,0.5672514619883041
modernbert_reasoning,rps_doc_frac_no_alph_words,D1语义价值,D4统计启发式,0.1517877852904196,1.214302282323357,-0.10072011843281521,0.0626614019985778,0.4195966634991025,0.2671,0.0846,0.1381,0.09045643153526971,0.0
fineweb_edu,rps_doc_frac_unique_words,D1语义价值,D4统计启发式,0.15143962223352228,1.2115169778681782,-0.1282040178710015,0.045894307421684946,0.260320979833175,0.218,0.0552,0.1445,0.15487551867219918,0.18128654970760233
qurater,rps_doc_frac_unique_words,D1语义价值,D4统计启发式,0.1502307062500496,1.201845650000397,-0.09826800360026412,0.05934915228863356,0.3654841093865484,0.1216,0.068,0.1213,0.11120331950207468,0.2046783625730994
dsir_wiki,rps_lines_uppercase_letter_fraction,D3参考域相似,D4统计启发式,0.1499839990935453,1.1998719927483623,0.25991901450416643,0.08398517908604364,0.06752190898532362,0.0164,0.0107,0.0434,0.0033195020746887966,0.8245614035087719
dsir_math,rps_lines_uppercase_letter_fraction,D3参考域相似,D4统计启发式,0.14958589788877438,1.196687183110195,0.251967510608366,0.08386822111605974,0.05696336184141062,0.0393,0.0099,0.0295,0.003008298755186722,0.8245614035087719
dsir_books,rps_lines_uppercase_letter_fraction,D3参考域相似,D4统计启发式,0.14955998308042595,1.1964798646434076,0.2646512298111208,0.08395243085444815,0.06678281068524972,0.0168,0.0117,0.0397,0.0034232365145228216,0.8245614035087719
ad_en,rps_lines_numerical_chars_fraction,D2语言规范,D4统计启发式,0.1482272377061535,1.185817901649228,-0.16593914807829577,0.07123676035779782,0.20135149403442087,0.2745,0.1307,0.1861,0.10352697095435685,0.07017543859649122
ad_en,rps_doc_frac_unique_words,D2语言规范,D4统计启发式,0.14758774084694148,1.1807019267755319,-0.23754709999063459,0.083241326396946,0.2121740048569317,0.2442,0.0503,0.113,0.2658713692946058,0.06432748538011696
modernbert_professionalism,dsir_books,D1语义价值,D3参考域相似,0.14697255841445805,1.1757804673156644,-0.19197458195557188,0.4052453310378382,0.1768556646605427,0.0315,0.0845,0.0016,0.05425311203319502,0.27485380116959063
ad_en,rps_doc_unigram_entropy,D2语言规范,D4统计启发式,0.1463658867331734,1.1709270938653873,-0.025131799881870687,0.11382349638833789,0.05300390666244325,0.0873,0.1381,0.2344,0.052904564315352696,0.34502923976608185
rps_doc_frac_chars_top_2gram,rps_lines_numerical_chars_fraction,D4统计启发式,D4统计启发式,0.14526885977600243,1.1621508782080194,-0.09148353995091396,0.20088700924435796,0.1557385703727167,0.1613,0.1436,0.1322,0.04771784232365145,0.17543859649122806
fineweb_edu,rps_doc_frac_chars_top_3gram,D1语义价值,D4统计启发式,0.1445474887457243,1.1563799099657943,-0.031820643320978316,0.22365170852202554,0.01662971175166297,0.2296,0.134,0.2367,0.04844398340248963,0.12280701754385964
modernbert_professionalism,dsir_wiki,D1语义价值,D3参考域相似,0.1440426273907114,1.152341019125691,-0.18154325505651345,0.4050675549234627,0.1687255833597297,0.0224,0.0857,0.0029,0.04865145228215768,0.27485380116959063
modernbert_reasoning,rps_lines_ending_with_terminal_punctution_mark,D1语义价值,D4统计启发式,0.14381503594492512,1.150520287559401,-0.035773568446760814,0.03262659530671058,0.41832963784183297,0.4639,0.0448,0.0061,0.02925311203319502,0.011695906432748537
ad_en,dsir_math,D2语言规范,D3参考域相似,0.14378694824757163,1.150295585980573,-0.05841131703397578,0.13423967962872863,0.08821666138739309,0.0453,0.1082,0.1637,0.11597510373443984,0.3508771929824561
ad_en,rps_doc_frac_chars_top_2gram,D2语言规范,D4统计启发式,0.1429505863183962,1.1436046905471695,0.018105441469059333,0.08293255735618849,0.0408615774469433,0.1314,0.1525,0.2353,0.09450207468879668,0.2631578947368421
modernbert_reasoning,rps_lines_uppercase_letter_fraction,D1语义价值,D4统计启发式,0.14213688505297603,1.1370950804238082,0.0399085197779214,0.0551199520940155,0.06134515890613452,0.4092,0.0257,0.0336,0.0766597510373444,0.3333333333333333
dsir_wiki,rps_lines_numerical_chars_fraction,D3参考域相似,D4统计启发式,0.1420870437588856,1.1366963500710847,-0.17754937329311968,0.4058581908005539,0.07010875303558231,0.011,0.0763,0.0891,0.07323651452282158,0.26900584795321636
fineweb_edu,rps_lines_uppercase_letter_fraction,D1语义价值,D4统计启发式,0.1418255552689752,1.1346044421518016,-0.013486270834026195,0.03154590366405929,0.047619047619047616,0.4301,0.0569,0.1029,0.14242738589211618,0.18128654970760233
dsir_books,rps_lines_numerical_chars_fraction,D3参考域相似,D4统计启发式,0.13880601611862697,1.1104481289490158,-0.15804626718447656,0.4055728133537932,0.05976137683454757,0.0098,0.0709,0.0871,0.06950207468879668,0.26900584795321636
rps_doc_word_count,rps_doc_mean_word_length,D4统计启发式,D4统计启发式,0.1364201662104867,1.0913613296838935,0.24197608395958306,0.4032664021857105,0.004698553479041284,0.0531,0.0332,0.1852,0.0006224066390041493,0.27485380116959063
fluency_en,rps_doc_frac_chars_top_3gram,D2语言规范,D4统计启发式,0.13564859018504416,1.0851887214803533,0.013389314586578754,0.25507129757850217,0.009819448843839089,0.1803,0.047,0.1955,0.08641078838174274,0.17543859649122806
modernbert_professionalism,rps_lines_uppercase_letter_fraction,D1语义价值,D4统计启发式,0.13502585175553197,1.0802068140442558,-0.14887200663679334,0.024191586511471238,0.062137049941927994,0.5733,0.0188,0.0191,0.1950207468879668,0.05263157894736842
rps_doc_frac_no_alph_words,rps_doc_frac_chars_top_2gram,D4统计启发式,D4统计启发式,0.13266218215567066,1.0612974572453653,-0.059675019570760726,0.1584920842845915,0.19971491922711435,0.2254,0.0712,0.1529,0.10923236514522822,0.011695906432748537
fineweb_edu,rps_doc_frac_no_alph_words,D1语义价值,D4统计启发式,0.13213556085082281,1.0570844868065825,-0.060245245768515615,0.07184494180171414,0.23049308415162073,0.2655,0.1306,0.0887,0.11441908713692946,0.023391812865497075
qurater,rps_lines_ending_with_terminal_punctution_mark,D1语义价值,D4统计启发式,0.12987718780206914,1.039017502416553,0.07918527205973859,0.0040186758486470305,0.3958399324252983,0.2956,0.0277,0.0111,0.0520746887966805,0.12280701754385964
modernbert_readability,rps_doc_frac_chars_top_3gram,D2语言规范,D4统计启发式,0.12938658989780247,1.0350927191824197,0.022049298723334065,0.3587568771286351,0.009977827050997782,0.1745,0.0699,0.201,0.07987551867219916,0.011695906432748537
fluency_en,rps_doc_frac_chars_top_2gram,D2语言规范,D4统计启发式,0.1292829989777297,1.0342639918218377,0.07755411367172789,0.17702758336764102,0.013198183929891248,0.186,0.0373,0.1183,0.104149377593361,0.26900584795321636
ad_en,rps_doc_frac_chars_top_3gram,D2语言规范,D4统计启发式,0.12828508911488903,1.0262807129191123,0.06389532219294283,0.08894419701336127,0.015098722415795587,0.1896,0.1787,0.2026,0.047614107883817425,0.17543859649122806
rps_doc_frac_unique_words,rps_lines_numerical_chars_fraction,D4统计启发式,D4统计启发式,0.12714796236539183,1.0171836989231346,-0.03597094901701151,0.18659942363112392,0.0336289726533629,0.0526,0.0711,0.1736,0.13858921161825727,0.23391812865497075
rps_doc_frac_unique_words,rps_doc_frac_chars_top_3gram,D4统计启发式,D4统计启发式,0.12669741428385264,1.0135793142708212,0.12210101901038257,0.11287847599086792,0.009819448843839089,0.0797,0.0451,0.098,0.07354771784232365,0.4678362573099415
modernbert_readability,ad_en,D2语言规范,D2语言规范,0.1266615450075965,1.013292360060772,0.06490336450957161,0.12736722931247427,0.05648822721993454,0.1567,0.1095,0.1011,0.19512448132780083,0.14035087719298245
modernbert_professionalism,rps_doc_frac_chars_top_3gram,D1语义价值,D4统计启发式,0.1249752746191721,0.9998021969533768,0.11376104255445789,0.21043077959504472,0.021328265230704257,0.2244,0.0613,0.1516,0.024481327800829875,0.18128654970760233
modernbert_readability,rps_doc_frac_unique_words,D2语言规范,D4统计启发式,0.12453152396121904,0.9962521916897523,0.07778631229739827,0.10180489539279165,0.18118466898954705,0.138,0.0701,0.0644,0.05892116182572614,0.2573099415204678
rps_doc_frac_unique_words,rps_lines_ending_with_terminal_punctution_mark,D4统计启发式,D4统计启发式,0.1222721123659737,0.9781768989277896,0.2996061957834189,0.0913488528762304,0.02813852813852814,0.0453,0.067,0.0384,0.11203319502074689,0.47368421052631576
