_system,_domain,n,frac_alpha,frac_digit,frac_upper,frac_space,url_per1k,latex_per1k,adkw_per1k,code_per1k,legal_per1k,bio_per1k,unigram_entropy,type_token_ratio,mean_word_len,dup_line_frac,n_chars,n_words,ln_chars,ln_words
mixture17,pile_cc,18191,0.7883770177217636,0.009988899382929479,0.04869798655253716,0.17096367087308442,0.08746569893520537,0.06327107031945838,0.048930257162164266,0.02832278139939677,0.014433003824308871,0.10052005325790399,6.856853872594314,0.5513293070381201,4.733598477628727,0.33163021326952014,4523.030344675939,761.6221758012204,8.417158544701566,6.636762726204999
mixture17,pubmed_abstracts,29886,0.8135362841111147,0.013521413223849345,0.03322225525596334,0.1440695474259789,0.002770132628873949,0.0020283170336911236,0.0015887370093992759,0.02477022426564481,0.05848696252659442,1.5182807965155274,6.15271096859919,0.5589138193365994,5.629895662717561,0.0,1330.8444087532623,192.8266077762163,7.194320034032188,5.2669639850594825
mixture17,pubmed_central,2510,0.6841237001132734,0.05015792048775579,0.05259212959623761,0.1753907170625333,0.0803722445912458,0.11836515121405655,0.017833001831058355,0.01770862342614619,0.03432975624762053,1.0810174595589555,7.768849922152519,0.266485080578922,5.230368925103236,0.42112512666505003,32749.705577689245,4278.990836653386,10.396679785188246,8.361706147604716
mixture17,stackexchange,30378,0.7007050262709834,0.01596562259939764,0.06495404870416575,0.1963537280011514,0.2973117158826406,1.4924929211542557,0.010876189841252168,0.5611995092174354,0.00668571745812113,0.12576909355668928,6.335240384221405,0.48467990385063914,4.624943009779144,0.3412267507891358,2171.39604318915,313.8028507472513,7.683586004758346,5.751946572243196
mixture17,ubuntu_irc,16,0.7229136288868159,0.03760908656868469,0.03270748384093803,0.15121629889628457,0.8258730883089741,0.028565139779687887,0.0050635746096880825,0.012994039121048549,0.03294439597008974,0.014790121236718093,7.929593115904641,0.3269845954286605,4.604251862980505,0.023102884023097826,225242.75,36895.625,12.324938428137795,10.51587536243095
mixture17,uspto_backgrounds,11414,0.809230786979805,0.00924514398789029,0.02009580992841311,0.15821141985227355,0.0029761375410586296,0.000541579150193282,0.004250904293825855,0.009796811495708267,0.3084180662331097,0.3144358572103252,6.61624890576775,0.41821984255217415,5.147349818257739,0.0008796166793390447,4139.873926756614,650.8176800420537,8.328662137961752,6.47976489098504
mixture17,wikipedia_en,17496,0.7813635590475775,0.026649183291541836,0.07917541391387803,0.15923200475799257,0.046140050433019414,0.01190171801187926,0.0015892505770549578,0.03300787789797152,0.006493031603908255,0.10774940404591729,6.176541713403544,0.5436604056972011,5.2869315965292145,0.2758433084695884,2967.125628715135,453.5919638774577,7.995685931125688,6.119400233913885
quality7,arxiv,1419,0.6949146509940107,0.02327887593045421,0.042454748451996635,0.14439034951141932,0.016132877447534884,13.807469432156642,0.001521775609932805,0.041377085954491556,0.017972650531020488,0.2977197902821895,7.966671074982202,0.15739315896688238,4.454783805774719,0.34088029099874717,55234.56025369979,8706.090204369275,10.919362232347174,9.07189293875764
quality7,book,171,0.769091298744595,0.006737604787556371,0.04147751723517067,0.18426662640367997,0.043754669563202134,0.01908846668723761,0.025617857785602712,0.014889845596720163,0.009550886379675215,0.05196894126174506,9.41641583510303,0.12220991059740319,4.518046333603705,0.45807974666014517,472912.649122807,80524.86549707603,13.0666680908139,11.296333722320167
quality7,c4,10000,0.7939633936327467,0.009938413397152387,0.04819316252849458,0.16668391114137174,0.045835181588286394,0.04814739575208109,0.06594375820478988,0.03179835214572836,0.011963194804910348,0.10897664819217714,6.489205793967281,0.5991078781291274,4.838550669566104,5.2347126557652865e-05,2289.1784,382.5531,7.736384997444063,5.949478072760859
quality7,commoncrawl,9640,0.7880867351627988,0.016252074924340165,0.0619626985336387,0.1630046283711443,0.14432831989374897,0.0731403779186773,0.0623754573648384,0.02180340051031161,0.025924639290155142,0.10284134914624654,7.494823583576554,0.4726720719182737,4.946791475820115,9.729712698130027e-05,7326.595228215768,1180.4840248962655,8.899402668504116,7.074526575499806
quality7,github,9909,0.6479466914197223,0.009392827811934963,0.0937685840135796,0.20753865667315993,0.4086094741509722,0.8496718046704712,0.054677326911558195,2.556346367745723,0.002461466716365757,0.1026322714961814,5.537370277948482,0.43886959466061437,6.146677659096329,0.3265993758796926,4913.665051972954,531.6411343223332,8.499978882135569,6.277847903447332
quality7,stackexchange,10000,0.6971819461885577,0.017065963813100483,0.06562179618027351,0.19605983693324977,0.32729431572776235,1.4682889880478724,0.014145900449441123,0.5860505304300326,0.005335973755867651,0.12723187856757942,6.352764628944788,0.47830079953174115,4.667371068503251,0.28134739308766255,2399.8506,337.7075,7.783578370211953,5.825136903068376
quality7,wikipedia,9992,0.7804081839895356,0.028900271130584635,0.06663815614634742,0.15847844645734177,0.036344607747684,0.005696302680014625,0.0007191906887111161,0.00676445736946074,0.0017842033291096508,0.028307055559735846,5.634293319104859,0.5923194170004054,4.780974809603029,0.2588831003993149,2601.2295836669336,354.50610488390714,7.864123888718507,5.873542421765065
