kind,E,A,alpha,B,beta,obj
model_cluster,1.690077513572935,405.8515669545657,0.33991825602237913,411.8746852215723,0.28013688381572277,1.4473709103531448e-09
model_cluster,1.6900971548204895,406.24809745077874,0.33997983335628124,411.4231728336003,0.2800813936996771,1.4653555002744033e-09
model_cluster,1.6899510837892833,406.3834916723883,0.33999933856366504,410.19140867090925,0.2799442132993957,1.2943408115723272e-09
model_cluster,1.690327618373198,406.31407357506885,0.339988872939344,412.9667188254656,0.28025552668084996,1.4271291801286957e-09
model_cluster,1.690323408360078,406.7576593290141,0.3400499896806688,412.7140055878944,0.28022485578594747,1.2830653607088233e-09
model_cluster,1.6902818074463979,406.9279116270319,0.34007332522243944,412.1782378157217,0.2801668338853124,1.241477149435405e-09
model_cluster,1.690006456129939,406.42194877863017,0.34000490257653926,410.43551020633726,0.27997372582492003,1.4332768629471861e-09
model_cluster,1.6902207011768526,406.392896920806,0.339999738935471,412.07712489800923,0.2801574649566595,1.3973179261485629e-09
model_cluster,1.6900333178519753,406.532208587167,0.3400214251412885,410.49079645330517,0.2799795254315209,1.2212767307792069e-09
model_cluster,1.6900405516689065,406.81202289666135,0.3400570946305421,410.7453805331942,0.28000244772865057,1.0932565147595252e-09
model_cluster,1.6902607384962278,406.5537671645892,0.3400215195735534,412.4253844598044,0.28019270368454285,1.231121295798737e-09
model_cluster,1.690176857217933,406.4437418618042,0.3400093511525073,411.39130260173187,0.2800832615382851,9.59959114853736e-10
model_cluster,1.6902320545679326,406.8516210948489,0.3400633387811955,411.8090326879016,0.280125850432823,1.255534525246049e-09
model_cluster,1.6904056618276453,407.36243390287177,0.34014584074063303,411.58613334291016,0.28010741339386547,1.2065592875718636e-09
model_cluster,1.6900258856697767,406.89327029790013,0.3400683497595629,410.471874091416,0.27997335186113026,1.144268463409067e-09
model_cluster,1.6901097959283158,405.74843759863387,0.3399067668359391,412.0605183645255,0.28015400691438763,1.0164005919204655e-09
model_cluster,1.6902177985753795,406.4615343221711,0.3400100242947032,411.95263423879055,0.2801438466288617,1.1836519363557771e-09
model_cluster,1.69007008369223,406.83971912819595,0.3400609676219143,410.96160175118615,0.2800262724085353,1.243909708741754e-09
model_cluster,1.6901988611385839,406.5033833438097,0.34001781530139513,411.5118608471271,0.2800960537244474,1.3341004375313966e-09
model_cluster,1.6901118804195567,406.91797228619015,0.3400717589665825,410.9353754788434,0.28002783723603775,1.1706333713345881e-09
model_cluster,1.6901716803931925,406.5256480132461,0.3400194609446805,411.4871453009204,0.28009236692066575,1.2478006320120547e-09
model_cluster,1.6899869236064549,406.53045549806103,0.3400206603233248,410.21047366247655,0.2799477522016811,1.1828467316743211e-09
model_cluster,1.690145555111583,406.2645445370851,0.33998184212638305,411.75485926038345,0.28011919918707695,1.460801219395557e-09
model_cluster,1.6901892370911167,406.7353470637066,0.34004782747642337,411.4593013724615,0.28008895606492407,1.002969877091974e-09
model_cluster,1.6905170410526915,409.03635736920097,0.3403693385437909,411.05333995315607,0.28004690397708837,9.553802534742578e-10
model_cluster,1.6899597816285323,406.49669490310254,0.3400157717212224,410.2279241827601,0.279946675810918,1.093372896367004e-09
model_cluster,1.6900098512945296,405.8504672681582,0.3399178396657799,411.4385371117452,0.2800875972832612,1.5523943266221647e-09
model_cluster,1.690199917762733,406.16392086445234,0.33996671799645006,412.4741969904616,0.28019691220193454,1.5583606770245008e-09
model_cluster,1.6900034702211286,406.31302821571245,0.3399891513866977,410.6789814060756,0.2799980376796226,1.332208093580603e-09
model_cluster,1.689964556981116,406.5185620752257,0.3400190307981705,410.05451655802125,0.279930245981712,1.280048939283779e-09
model_cluster,1.6901246432820394,406.51799382468266,0.34001796101856024,411.36035063669146,0.2800752701040783,1.2106381130107825e-09
model_cluster,1.6902090659221594,406.2448617480391,0.3399783703523927,412.32454813404735,0.2801823616294795,1.2980634342953113e-09
model_cluster,1.6899013944993668,406.56630380416414,0.3400261139839823,409.6898922915471,0.2798865846529719,1.4491638270157752e-09
model_cluster,1.690129681163794,406.55132148259,0.34002422147572475,411.1368104006483,0.2800526884013883,1.1084643044966527e-09
model_cluster,1.6900015469583063,406.4268837962532,0.3400052491067862,410.56350627936587,0.2799853617752091,1.3869303599143639e-09
model_cluster,1.6901369223889178,406.4147858594826,0.34000368313409535,411.4009082361478,0.28008151503937295,1.1383605580644739e-09
model_cluster,1.6898528746305466,406.4178591597451,0.34000261674168786,409.79785486943376,0.27989425476371477,1.013207495127572e-09
model_cluster,1.690136402133058,406.93226809945025,0.34007486977255974,410.82770660142205,0.2800189186573267,1.0565967880990755e-09
model_cluster,1.6901937162318832,406.8244079829748,0.3400593722745595,411.61871444539685,0.2801036836963317,1.199422188194207e-09
model_cluster,1.6902388659803311,406.20695355989017,0.339972690778915,412.45376171749547,0.2801997016372276,1.4946123375679208e-09
model_cluster,1.6900694249324058,406.4322800505131,0.34000701373722086,410.83069951604205,0.2800180019951727,1.054996004585213e-09
model_cluster,1.6900413156278569,405.9329856589779,0.33993005070437265,411.5212747767101,0.2800971401908744,1.349501208255203e-09
model_cluster,1.6900544430232947,406.3657677885205,0.33999634894825015,411.0610260038178,0.28004056638145236,1.32206748876935e-09
model_cluster,1.690141474842789,406.7508095918151,0.34004888983610304,411.42761183086935,0.28008041842332704,1.1660250827161575e-09
model_cluster,1.6902077774381044,406.3361964462798,0.33999157341931485,412.02582960978907,0.280152962402971,1.4932604889156584e-09
model_cluster,1.6899793715648448,406.0669911249823,0.33995695773753254,410.60362027772067,0.2799906893987117,9.153144895849307e-10
model_cluster,1.6902076089474039,406.7143803868612,0.3400493690960109,411.17614634337144,0.280059893939806,1.0752037384367578e-09
model_cluster,1.69004877313844,406.9430410831854,0.3400753439679439,410.6045390059401,0.2799880480700152,1.0806999186836761e-09
model_cluster,1.6902181944243153,406.79379046203337,0.3400575367837717,411.4024501939409,0.28008452091350045,9.813011100330724e-10
model_cluster,1.6898689027419513,406.72635887659027,0.34004745515184254,409.5992533229763,0.27987199166059895,8.670323709643636e-10
model_cluster,1.690135648229319,406.79392325327075,0.34005497587402156,411.3159517377625,0.2800683562490877,1.1589478671561705e-09
model_cluster,1.690334864574651,406.8031968204563,0.3400562951758633,412.66128077163785,0.28022064368795646,1.1910463493387214e-09
model_cluster,1.6902974916921427,406.7023047150084,0.34004193774151703,412.5754271116499,0.2802097704926967,1.1418121098230438e-09
model_cluster,1.6903095401982524,406.41623369369773,0.34000421062349456,412.4967650687833,0.2802063828448237,1.4110116767862895e-09
model_cluster,1.6904178333018303,409.1571564699911,0.340385911996097,410.3774082460829,0.2799682037151826,1.1218175185181672e-09
model_cluster,1.6902484675430505,406.645316011248,0.340034035672872,412.30010043165197,0.28017841137558713,1.1484418080516803e-09
model_cluster,1.6901073045516617,406.58497238450127,0.3400287976901443,410.9217106899189,0.2800293402328132,1.1504947662885514e-09
model_cluster,1.6899218664334033,406.4229625135915,0.34000447130432443,410.05267854829646,0.279926806663385,1.3015260325152185e-09
model_cluster,1.689974812538681,406.9425325852489,0.3400752500495854,410.10566169036935,0.2799313306090496,1.0951584876051869e-09
model_cluster,1.6901934096094902,406.47232833129465,0.34000983666978574,412.1885768853321,0.2801636268686899,1.2542306903779854e-09
model_cluster,1.6902271405452691,406.29065708552076,0.33998471339132247,412.4481703702542,0.28019599546800983,1.6038633988732292e-09
model_cluster,1.6901721400403806,406.9024138732332,0.34006961526744,411.4043617363841,0.2800802316096649,1.3131801431290169e-09
model_cluster,1.690193545794508,406.36004858781865,0.33999451400204717,411.98870191522315,0.28014755206451813,1.313272999015796e-09
model_cluster,1.690048796083407,406.4542448199587,0.34001037717205806,410.584407257339,0.2799911792331956,1.1091401358760894e-09
model_cluster,1.6902816460548002,406.94692768248285,0.34007693960640384,411.9296402567886,0.2801415512434313,1.145163811076631e-09
model_cluster,1.690024570353444,406.42925534227186,0.34000559686771586,410.6929143499185,0.28000015671207257,1.2290019551306039e-09
model_cluster,1.6902260217671468,406.5258862917132,0.34002089132903734,411.7118343884679,0.2801179771068847,1.1813562066783099e-09
model_cluster,1.6901657617310415,406.3082260127446,0.3399882226571088,411.75648491074344,0.2801210404921899,1.1355126130073243e-09
model_cluster,1.6901121548852769,406.61816912554616,0.34003415473961685,410.732779758852,0.28001035547651076,1.226877557532877e-09
model_cluster,1.6898967734643167,406.4854345260746,0.3400141796951895,409.8411662559939,0.27990206677094337,1.1153274759520327e-09
model_cluster,1.690119086766458,406.4818824008724,0.34001351072319586,411.157019268432,0.28005555436214546,1.2487326431112559e-09
model_cluster,1.6899811365491626,406.36419222705786,0.33999635499449615,410.4971542108015,0.27997710138873055,1.2414117479840958e-09
model_cluster,1.6900392890171567,406.2153272935412,0.339975069348525,410.9875791647411,0.2800334751770769,1.2628835952117718e-09
model_cluster,1.6900608683430904,406.34675510885035,0.3399938015202947,410.94679821936353,0.28003067587623687,1.6141306246474179e-09
model_cluster,1.6900922103879499,406.44059011760567,0.3400071529515517,411.11314334069465,0.2800485183316265,1.2063668697797737e-09
model_cluster,1.6902257605072282,406.6583186065638,0.3400401544116185,411.50189106305504,0.28009664742646423,1.1218741118723046e-09
model_cluster,1.6901529173669174,406.1677821620656,0.3399672111870409,412.17430696143845,0.2801626778915111,1.2573787583851006e-09
model_cluster,1.6899290271588556,406.44072761323906,0.34000770551269355,409.9709500289438,0.2799192721256002,1.3030185424424729e-09
model_cluster,1.6901322230479006,406.78467801276406,0.34005416222217133,411.19705593573866,0.28005609850146196,1.268916589072661e-09
model_cluster,1.6900561102247418,406.38537430995746,0.33999913518640357,411.0519498634242,0.2800392571759823,1.1805272570550003e-09
model_cluster,1.6901046151158454,406.5197141488744,0.3400195322376552,411.07466542295697,0.28004442053965484,1.0606212967653793e-09
model_cluster,1.6903652678268375,406.9414653201175,0.34007623802079656,412.69332485806723,0.2802244097798245,1.3249062350038536e-09
model_cluster,1.6901649633524258,406.52410520724175,0.34001969590152814,411.355796350796,0.28007831472234973,1.1787186035290823e-09
model_cluster,1.6899959758719425,406.4391903141674,0.340005391132718,410.76457710472437,0.2800041655508183,9.855791153951302e-10
model_cluster,1.690040462302586,406.91577852652733,0.3400715644389581,410.6634216854548,0.2799930286971258,1.038086008377745e-09
model_cluster,1.6902192171711612,406.32471591232644,0.3399896258598881,412.3212070747106,0.2801823429187046,1.5972945591069245e-09
model_cluster,1.6900048706349786,406.37005433224857,0.33999721049844533,410.69032100131597,0.27999873721086355,1.428146280311992e-09
model_cluster,1.6902372272292365,406.34882180261104,0.3399938279893724,412.19874053970864,0.28017186085034806,1.3441880609309148e-09
model_cluster,1.6899620723380342,405.98290881930797,0.33994103901795414,410.933758037351,0.2800235369054454,1.0753219660452723e-09
model_cluster,1.690069064242996,405.9379895792969,0.3399307634984128,411.8997466683625,0.2801362586664321,1.4684238509856407e-09
model_cluster,1.6899587225828745,406.55894269210137,0.3400235542309074,410.1151774691143,0.2799349579339172,9.921453770475166e-10
model_cluster,1.6900150176103999,406.35660038849517,0.3399951653723428,410.5505868762888,0.2799874269777858,1.4162839514701202e-09
model_cluster,1.6902008607903025,406.9323871404448,0.34007374211346775,411.4235497911417,0.2800851454701212,1.1948011351217687e-09
model_cluster,1.6901070591155698,406.5497049067491,0.34002118984976143,411.301999734719,0.2800667557338171,1.1676831999661688e-09
model_cluster,1.6900998715861306,406.5209623326302,0.34001969585602587,410.9022817670091,0.2800272110050728,1.1637716451488228e-09
model_cluster,1.6900204678005117,406.43398786540655,0.34000726552579275,410.56204787492527,0.27998638678434173,1.0154469922877676e-09
model_cluster,1.6898748863881723,406.5563646876701,0.3400234346664539,409.50918211304673,0.27986655331304733,9.989602704304284e-10
model_cluster,1.6900161106310319,406.3773880634633,0.339999101856815,410.52733941677775,0.2799834126117407,1.0608681561496382e-09
model_cluster,1.6901537441599646,405.91882895571337,0.3399317086457493,412.41765078286016,0.2801896649831524,1.3431139347021879e-09
model_cluster,1.690112657397943,406.41101152219153,0.3400035992306439,411.140593155159,0.28005376345242816,1.2600856851633269e-09
model_cluster,1.6901190874550507,406.4818835734996,0.34001351089468684,411.1570215277599,0.2800555546371725,1.2487326431114404e-09
model_cluster,1.6902127144824362,406.83584784081313,0.34006042529049063,411.99275759835285,0.2801421310051322,1.3708331211909576e-09
model_cluster,1.6899972689209268,406.58353423958266,0.3400285922093839,410.2955576042246,0.2799560300691389,1.3292435255884252e-09
model_cluster,1.689999568005314,406.58275622078867,0.3400284696953787,410.38974014322037,0.27996533789106104,1.1831516967714393e-09
model_cluster,1.6901393374598301,406.88481951739743,0.3400671456820191,411.1161047643439,0.2800489674381392,1.2269827782977171e-09
model_cluster,1.6902320545679326,406.8516210948489,0.3400633387811955,411.8090326879016,0.280125850432823,1.2555345252460487e-09
model_cluster,1.6900875438296235,406.4641335695073,0.34001166877408323,410.9524496245557,0.28003134302772315,9.92430674969393e-10
model_cluster,1.6900355166372576,406.2688482010355,0.3399828968241766,410.86767914176295,0.28002051271855954,1.2563061255323654e-09
model_cluster,1.690287571727451,406.91253556851353,0.34007203389781526,412.04114517247785,0.28015355123767166,1.1530443063270734e-09
model_cluster,1.6901350157477457,406.39714363890243,0.3400012324132784,411.40365159905343,0.2800816635287283,1.2078856962352571e-09
model_cluster,1.6901875238209476,406.3190645974097,0.33998960641880605,411.8909494869042,0.28013685486137885,1.3508239732992355e-09
model_cluster,1.6901882013365086,406.45255933264514,0.3400079057246592,411.96570688650974,0.28014237124295094,1.3626410961973468e-09
model_cluster,1.6900607473549634,406.46042880122116,0.34000943105087533,410.8762315805911,0.2800225733564844,1.321645890176246e-09
model_cluster,1.69006687923429,406.2103102254952,0.3399736044925402,411.5668947116856,0.28009281097347816,1.4299500285740003e-09
model_cluster,1.6900922103879499,406.44059011760567,0.3400071529515517,411.11314334069465,0.2800485183316265,1.2063668697797737e-09
model_cluster,1.6902680435160302,406.9090031130746,0.3400707713589624,412.07406921648436,0.2801554555552791,1.0999460463767155e-09
model_cluster,1.6901634761268136,406.346034215817,0.3399930456406858,411.88479354237285,0.28013323908868737,1.4605612009028258e-09
model_cluster,1.690105146231804,406.39233439878706,0.33999980418768694,411.39740855210476,0.28007820140595224,1.3175744192495068e-09
model_cluster,1.690162341689173,406.59806534284513,0.34002873588362237,411.5013867558242,0.2800919537061178,9.627524814320811e-10
model_cluster,1.6901576190330656,406.385799565461,0.3399997354234421,411.5313604207036,0.2800966598789528,1.1905649895987704e-09
model_cluster,1.6901870780116703,406.5691233484314,0.3400238874042659,411.7640877125606,0.28012058825735886,9.885365579037727e-10
model_cluster,1.69028012812146,406.8664962441844,0.3400667195595678,411.8936408271243,0.28013786255473816,1.022790902199046e-09
model_cluster,1.6900049794049143,406.373943480136,0.3399982907476673,410.515834089009,0.27998145996619717,1.2270822433219883e-09
model_cluster,1.6898480490492747,406.5845298087541,0.34002875810760425,409.3609739067917,0.27984822274490984,1.211891740623114e-09
model_cluster,1.6902672554838505,406.6111997811154,0.34003273230580355,411.9160266478905,0.2801417078232145,1.232188169329667e-09
model_cluster,1.6901505627146476,406.29843607267054,0.33998673534599355,411.68647410789447,0.28011302970070556,1.2944378630412467e-09
model_cluster,1.690128524948339,406.4643400989486,0.34001056639076366,411.3003195662337,0.2800703898951062,1.2625823066300488e-09
model_cluster,1.6900294648156493,406.51381399742365,0.3400174570863488,410.77489479591964,0.2800076211677532,1.1767363344698748e-09
model_cluster,1.6902466935381,406.9282003208115,0.34007342872738255,411.9271865734345,0.280138600273414,1.2502503011461998e-09
model_cluster,1.689654966073055,405.926301337086,0.3399333763170088,408.9335666137058,0.279794612323298,1.1397006795505024e-09
model_cluster,1.6902842353780854,406.883517486943,0.3400743828682452,411.47720603649674,0.28009412524038224,1.067589265801514e-09
model_cluster,1.690015185557032,406.4419946451727,0.3400070654154611,410.7609867947443,0.28000581399890234,1.2471779756291304e-09
model_cluster,1.6899288996417943,406.34046219278343,0.33999363363938206,410.181603321747,0.2799407762495356,9.49675010635548e-10
model_cluster,1.6901947437901317,406.45620873021153,0.3400092615536647,411.73548231792233,0.28012039494816254,1.2387375692586354e-09
model_cluster,1.690026496171691,406.4192256173329,0.34000539247047223,410.44377376098464,0.27997547848458504,1.2050186402181701e-09
model_cluster,1.6901043436117018,406.5608629781127,0.34002359387292697,411.1129421236949,0.2800483400323508,9.619703213463327e-10
model_cluster,1.6901730453303871,406.5714334865554,0.3400267815154431,411.4886956872074,0.28009181442001685,1.0952842897714542e-09
model_cluster,1.6901333731182726,406.59852878541835,0.34003125963760794,410.9736977667227,0.2800363691297164,1.2442919443520253e-09
model_cluster,1.6901420344785476,406.4555411753225,0.3400109965590514,411.2275363397969,0.2800640625068059,9.26500818006269e-10
model_cluster,1.6900653389161382,406.3545148303387,0.33999351511236875,411.136358965651,0.2800491960251579,9.56380624451822e-10
model_cluster,1.689876982314029,406.5181426124339,0.3400189223246485,409.6100970858379,0.2798769544005668,1.1001229653816285e-09
model_cluster,1.6901379577822582,406.7573041779768,0.340050892384626,411.09168951157574,0.2800465980490294,1.1078434418195643e-09
model_cluster,1.689946654560438,406.53003499281255,0.340021110534938,409.95619331154717,0.2799178918473565,1.0829292399632056e-09
model_cluster,1.6899951584772646,406.5848388447363,0.3400287978700015,410.19139533837347,0.2799457678249353,1.474723551591422e-09
model_cluster,1.6900660328902672,406.35266126683837,0.33999530015569407,410.95125630892534,0.2800307716647664,1.0966267791193195e-09
model_cluster,1.6899715204236048,406.3289923081892,0.33999195297747037,410.37891330268445,0.2799648257078733,1.0283488975091753e-09
model_cluster,1.6901060390960378,406.68673483752787,0.3400400109409608,411.2065679721841,0.28005602060695695,1.0150954577787117e-09
model_cluster,1.6902639323602764,406.7850674899334,0.34005968477398074,411.5163415449968,0.28009805493373563,1.2367552851198458e-09
model_cluster,1.6902166334463042,406.56998573723155,0.34002689843894957,411.609412940925,0.28010684468639907,1.2385172502725001e-09
model_cluster,1.689939735668819,406.37638081368954,0.3399990424091329,410.00492018313787,0.27992398829332976,1.0756028620401481e-09
model_cluster,1.6901524609582663,406.3031933271501,0.3399872805780134,411.792693694822,0.2801230136085876,1.360090016198176e-09
model_cluster,1.690158573379437,406.43178902558066,0.3400057536976655,411.64395057064314,0.2801076063847019,1.2147637387245249e-09
model_cluster,1.6901535594743156,406.83900596103666,0.34006147361741834,411.22139290276806,0.2800606544312877,1.1057119555248292e-09
model_cluster,1.6900211052706728,406.2483648183229,0.3399796298996248,410.93461707854357,0.28002598807303847,1.2763355126252763e-09
model_cluster,1.6900113935946273,406.46238651215606,0.34001076560377114,410.6799056210652,0.27999688678067824,1.0290842051478529e-09
model_cluster,1.6900231185693142,406.3072857174383,0.33998830827571414,410.80118575357665,0.2800120315976523,1.1728788169683058e-09
model_cluster,1.6900805760993924,406.530473884766,0.3400198006697621,411.0108333726457,0.280036213041519,1.2826414630517852e-09
model_cluster,1.6902538640655436,406.3102966291164,0.33998760352663643,412.6018191957488,0.28021296510691784,1.4510172253742862e-09
model_cluster,1.6902564497439436,406.9162263347377,0.3400716540501174,411.8350244944396,0.28013127080993483,1.195524599023781e-09
model_cluster,1.6898759135391386,404.88919951636984,0.3398069271722365,410.5356957707311,0.2799824964020321,9.20191966972582e-10
model_cluster,1.6899868408795948,406.27042232848066,0.33998495453306543,410.5109788671764,0.27997971194582233,9.323334663119197e-10
model_cluster,1.690040462302586,406.91577852652733,0.3400715644389581,410.6634216854548,0.2799930286971258,1.038086008377745e-09
model_cluster,1.6902121200056297,406.3994302856571,0.34000132207940936,411.85487160297185,0.28013484637692154,1.3914099235707519e-09
model_cluster,1.6901128206849025,406.7777147460776,0.34005292147263355,411.03963539724157,0.2800392531539013,1.1201422114940031e-09
model_cluster,1.6901236249272864,406.391980885667,0.33999952080823737,411.48713035884464,0.2800899184223737,1.2646765359911295e-09
D_block,1.6900863938875683,406.5313282653619,0.3400205655986066,410.9550478067461,0.2800301827773605,1.183901223672822e-09
D_block,1.6903473598618666,406.22623688247705,0.3399751746861173,413.6743106006527,0.2803285575834346,1.0401766553433845e-09
D_block,1.6900268709790984,406.33868662673706,0.3399916957480028,410.886764536289,0.2800217395631258,1.2520179150216826e-09
D_block,1.6902351070839519,406.52919542993413,0.3400197736420647,411.9841017846168,0.2801471578246584,1.2320260163157473e-09
D_block,1.690144644870463,406.29983378550435,0.3399856418875826,411.7505472485423,0.280120060212181,1.1692328663331874e-09
D_block,1.6899699004771256,406.19711364228084,0.339971629342686,410.60651466686016,0.27999051048479195,1.1754285137517113e-09
D_block,1.6901403298786684,406.4172531747125,0.34000417760031143,411.4479211782914,0.2800863585024716,1.2672772088285025e-09
D_block,1.6901384381816191,406.2305076140835,0.3399756213580454,411.6768221038908,0.28011322850908427,1.1672604153879635e-09
D_block,1.6905294271232203,406.4760827202545,0.3400122568989505,414.45269382859414,0.2804183201106194,1.1029707588270956e-09
D_block,1.690198024737691,406.48693001731004,0.3400143243624256,411.9270056033733,0.2801373463177712,1.1981663933692932e-09
D_block,1.6900362607964048,406.3465458533758,0.3399942506416568,410.8367192333132,0.28001660800092965,1.2644712181986284e-09
D_block,1.6902947718986099,406.5462144143315,0.3400226532512928,412.4327539509026,0.2801958872304885,1.168938593408622e-09
D_block,1.689805930425234,406.36548224173384,0.33999585151885914,409.0822896020625,0.2798215339779905,1.1570189597753395e-09
D_block,1.6901154030089758,406.2408555479598,0.3399778849905604,411.54410387250033,0.28009708665509847,1.1382790780411817e-09
D_block,1.6902073421597699,406.3962899086541,0.3400006441098642,411.99743363603784,0.2801481747724559,1.2433201010414204e-09
D_block,1.6903122244818074,406.4470556247679,0.34000832662881175,412.86881832659844,0.2802420366310441,1.2781846717355477e-09
D_block,1.6902925732017735,406.4102521516138,0.34000300665588035,412.8110697146149,0.2802349491737469,1.0278894273909987e-09
D_block,1.6900854120675568,406.30737691549837,0.33998891710358436,411.1908211867564,0.280056656048826,1.2566406545695464e-09
D_block,1.690102317773864,406.44086769750993,0.3400068654807803,411.35711299220304,0.2800732153889308,1.2860046404182789e-09
D_block,1.6908668493580945,406.6114291724661,0.3400317843060344,416.9210023697117,0.2806893404818772,1.1077879653520324e-09
D_block,1.690102828779216,406.4644160420636,0.34000981129666724,411.21611658076966,0.2800598720998688,1.3113022997258849e-09
D_block,1.6901835259329816,406.50681092556533,0.3400173497964633,411.8316168727728,0.280126099548748,1.12105728573331e-09
D_block,1.6903764888501651,406.44706010736815,0.3400081261361958,413.2676540136039,0.28028766151631784,1.2713887250938375e-09
D_block,1.6903094177937694,406.42891412953765,0.3400052861300373,412.55817493366254,0.28021315221025606,1.2008668411891838e-09
D_block,1.6901155201197386,406.4695306974526,0.340011109052262,411.3391032297667,0.28007293192106164,1.1339866904726912e-09
D_block,1.6903314250815191,406.3022092757485,0.33998740186394827,413.17154459776236,0.2802760830362615,1.1309697004790221e-09
D_block,1.6900721908127188,406.35724096984444,0.33999559913119715,411.09886888017036,0.28004586020781297,1.1662487735547993e-09
D_block,1.6901519715416249,406.40697232328904,0.34000230468967096,411.73809463950516,0.2801159710545552,1.0986235703281329e-09
D_block,1.6897959986777882,406.332154974093,0.3399908973644948,409.22830596659793,0.27983484904087835,1.2885112002484866e-09
D_block,1.6899829322562399,406.4343522440099,0.3400080009098967,410.3298279824947,0.27995874546207106,1.3061181765910154e-09
D_block,1.6909165545887572,406.5352101981518,0.3400204097926768,417.4631196484779,0.28074831800391536,1.1515494035731897e-09
D_block,1.6900060759031459,406.4649883625255,0.340010796683664,410.56633959421737,0.2799853308333048,1.2911472900741259e-09
